age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
42,4,15,10,0,2,4,4,1,0,0,55,38,0,[1]
18,6,1,5,1,13,5,3,0,6660,805,55,21,0,[1]
90,0,11,4,2,10,2,3,0,52547,835,62,40,0,[1]
35,2,2,6,0,5,4,2,1,84803,1881,57,3,1,[0]
33,2,12,14,2,9,0,2,1,0,0,35,38,0,[1]
31,2,8,11,2,12,0,4,1,0,0,40,38,0,[1]
52,2,15,10,2,2,0,4,1,0,0,40,38,1,[0]
76,6,10,13,1,11,0,0,0,74301,3233,73,16,0,[1]
70,2,5,12,3,1,3,1,1,45456,426,16,5,0,[1]
46,4,15,10,2,3,0,4,1,3137,0,40,38,0,[1]
72,1,5,16,3,12,1,0,0,96440,568,44,39,1,[0]
79,3,6,11,1,12,3,3,1,59088,1453,38,1,0,[1]
40,3,6,6,1,8,0,1,0,68767,1116,27,27,1,[0]
53,0,11,9,2,13,0,4,1,0,0,40,38,1,[0]
43,3,7,13,4,10,2,1,1,63605,2494,10,8,1,[0]
74,2,3,15,3,9,0,2,0,81291,1701,69,31,1,[0]
29,0,6,12,4,3,0,1,0,7232,242,89,30,0,[1]
42,6,1,5,1,6,3,0,1,95475,487,84,30,0,[1]
23,1,4,15,6,10,1,4,0,25097,1604,85,16,0,[1]
60,0,15,10,2,2,0,4,1,0,0,40,38,1,[0]
50,3,15,11,1,3,0,4,1,43414,3588,32,19,1,[0]
76,6,5,1,4,13,2,1,1,14613,2063,81,28,1,[0]
33,2,11,9,2,11,0,4,1,0,0,45,38,1,[0]
43,0,8,10,0,4,3,4,0,92588,3448,46,34,0,[1]
54,3,6,16,5,1,0,0,1,6933,4091,16,5,1,[0]
30,5,11,9,2,0,0,4,1,0,1902,40,38,0,[1]
32,5,2,4,6,0,5,3,1,17391,323,74,12,1,[0]
36,2,12,14,2,9,0,3,1,0,0,40,19,1,[0]
24,2,15,10,2,4,0,4,1,0,0,50,38,1,[0]
