age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
54,3,8,11,4,5,3,3,0,90219,3997,36,33,0,[1]
87,0,9,4,0,9,0,0,1,76681,1692,11,34,0,[1]
84,5,11,16,4,1,5,0,1,26293,1217,54,1,0,[1]
71,0,14,14,1,2,4,1,1,64658,90,72,33,1,[0]
85,3,4,15,4,0,2,3,0,38631,140,20,25,0,[1]
69,0,4,12,3,7,1,1,0,2285,2376,11,25,0,[1]
37,4,11,9,2,13,0,4,1,0,0,60,38,1,[0]
47,4,9,13,2,11,0,4,1,0,0,60,38,0,[1]
29,4,7,13,0,5,1,0,1,87785,1031,51,20,1,[0]
36,6,15,5,0,11,4,2,0,159,2232,26,18,1,[0]
18,6,10,1,4,9,0,2,0,35890,2637,11,28,1,[0]
61,2,1,15,1,2,3,4,1,21112,523,87,8,1,[0]
88,3,13,1,1,2,2,0,0,66846,1873,54,11,1,[0]
19,0,5,10,2,3,5,3,1,94044,2587,28,1,0,[1]
48,2,9,13,2,9,0,4,1,0,0,35,38,0,[1]
76,6,11,15,0,0,5,0,1,7102,4050,58,13,0,[1]
52,2,1,7,2,13,0,0,0,80408,3581,79,23,0,[1]
40,2,10,16,2,9,0,4,1,0,0,40,38,1,[0]
69,1,7,13,5,1,2,1,0,9579,2370,56,6,0,[1]
42,4,6,15,2,0,1,0,1,15688,2244,7,21,0,[1]
48,2,11,9,2,2,0,4,1,0,0,44,38,1,[0]
52,4,7,11,0,1,3,4,0,7984,3505,40,13,1,[0]
88,4,7,9,3,4,1,4,1,78586,2614,66,9,0,[1]
52,6,7,9,1,2,5,0,1,19819,3066,45,3,1,[0]
48,0,12,8,4,8,2,1,0,37530,565,19,13,1,[0]
64,1,11,12,4,0,4,2,0,2335,969,1,11,1,[0]
56,6,9,7,6,12,3,3,1,93990,4055,17,24,1,[0]
37,1,12,14,0,3,1,4,0,0,0,40,38,0,[1]
20,5,6,16,4,5,2,0,0,16870,2170,78,4,1,[0]
39,2,9,13,0,3,4,4,0,0,0,50,38,1,[0]
34,0,8,3,3,5,5,0,0,37834,2024,69,19,1,[0]
84,4,0,3,4,6,4,1,0,69891,2342,3,15,1,[0]
54,1,12,14,0,9,4,2,0,0,0,37,38,1,[0]
35,4,7,10,2,12,5,1,1,54791,3356,47,11,0,[1]
57,1,5,10,2,7,2,2,0,13972,2915,1,30,0,[1]
32,2,11,9,2,6,0,4,1,0,0,40,38,1,[0]
20,3,10,3,0,6,1,2,1,91932,438,87,7,1,[0]
42,6,5,8,5,4,2,1,1,18180,405,58,34,1,[0]
46,0,9,13,2,3,0,4,1,0,0,40,38,1,[0]
18,2,10,8,1,9,5,1,1,991,1609,43,15,0,[1]
34,0,5,1,3,9,1,1,0,58569,1214,81,38,1,[0]
83,5,0,1,1,11,0,0,1,39375,1202,86,9,0,[1]
61,5,1,7,5,6,3,1,1,88070,3250,84,13,1,[0]
58,0,10,16,5,3,4,0,1,85350,538,85,11,0,[1]
78,6,14,13,1,13,5,1,1,73356,921,15,28,1,[0]
90,3,3,11,0,8,5,2,0,46984,2752,72,21,1,[0]
55,6,7,6,6,4,1,0,1,79050,3062,8,35,0,[1]
61,4,13,1,1,7,1,0,0,8149,1804,12,30,1,[0]
39,2,6,5,2,5,0,4,1,0,0,43,25,0,[1]
33,2,12,14,2,9,0,4,1,0,0,45,38,1,[0]
40,4,9,4,2,6,4,1,1,41759,2429,3,38,1,[0]
69,4,10,11,0,12,4,4,1,65520,1306,8,6,0,[1]
41,2,9,13,2,0,0,4,1,0,0,50,38,0,[1]
30,6,6,2,1,13,4,3,0,25752,196,44,10,1,[0]
84,4,0,10,5,8,4,3,1,85510,1768,83,38,1,[0]
84,2,8,12,6,10,1,3,1,5727,361,92,18,0,[1]
44,4,6,4,5,9,5,3,1,42171,2956,66,23,1,[0]
78,0,1,7,5,4,3,2,1,53475,3187,56,13,1,[0]
85,5,15,16,3,4,2,1,1,52906,2019,97,33,1,[0]
84,0,2,6,1,12,1,4,1,5624,1965,58,29,0,[1]
59,6,12,10,4,7,5,0,1,84190,82,56,11,0,[1]
75,0,13,2,5,12,4,0,0,31893,3011,75,25,0,[1]
87,6,0,8,0,11,3,1,1,43888,3614,4,23,1,[0]
43,3,15,10,2,3,0,4,1,0,0,40,38,0,[1]
75,1,5,6,4,4,4,3,1,62729,3734,48,4,0,[1]
17,2,11,9,3,4,3,3,0,66804,3145,94,29,1,[0]
45,1,9,13,2,9,0,2,1,0,0,40,38,0,[1]
48,2,2,4,0,5,0,0,1,91550,2515,75,17,0,[1]
64,2,11,9,2,11,0,4,1,0,0,40,38,1,[0]
43,1,11,12,4,4,1,0,1,31629,1864,51,0,0,[1]
59,0,8,8,3,13,4,2,1,91448,2517,18,14,0,[1]
56,6,15,12,2,5,2,3,1,47520,1277,85,34,0,[1]
30,0,8,13,0,10,0,1,1,60744,4336,46,26,0,[1]
31,1,10,16,4,9,1,4,1,0,0,50,25,1,[0]
87,5,15,13,3,7,3,4,1,76131,1548,59,31,0,[1]
41,0,13,4,1,12,1,3,0,54770,2975,95,5,0,[1]
45,0,0,6,6,10,4,0,0,43719,1525,66,3,1,[0]
31,3,3,3,2,5,2,1,0,29861,3012,81,3,0,[1]
85,3,7,1,6,8,0,1,1,32566,971,36,2,1,[0]
58,0,3,15,6,6,4,2,0,3458,3515,46,40,0,[1]
