age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
38,2,11,9,2,0,0,4,1,0,0,40,38,1,[0]
26,2,15,10,2,11,0,4,1,0,0,40,38,0,[1]
65,5,14,15,2,3,0,4,1,2653,0,8,38,0,[1]
53,5,15,10,2,3,0,4,1,0,0,40,38,1,[0]
39,0,11,9,2,2,0,4,1,0,0,40,38,1,[0]
31,2,9,13,4,11,1,2,0,0,0,50,38,0,[1]
59,5,12,14,2,3,0,4,1,0,0,50,38,1,[0]
32,2,9,13,2,11,0,4,1,0,0,40,38,1,[0]
63,0,0,11,3,4,3,4,1,70727,1513,39,1,0,[1]
45,2,11,9,2,2,0,3,1,0,0,40,25,0,[1]
48,5,8,11,0,9,4,4,0,0,0,56,38,1,[0]
28,2,0,6,2,2,5,3,0,0,0,48,12,0,[1]
34,2,11,9,2,11,0,4,1,0,0,65,38,0,[1]
41,0,11,9,2,12,0,4,1,0,0,40,38,1,[0]
30,2,11,9,2,12,0,4,1,0,0,40,38,0,[1]
46,4,14,15,2,9,0,4,1,15024,0,35,4,1,[0]
30,2,8,11,2,9,0,4,1,0,0,40,38,1,[0]
49,2,9,13,2,2,0,4,1,0,0,40,38,1,[0]
65,5,3,12,3,8,0,0,0,45375,170,4,35,0,[1]
27,4,11,12,3,12,5,4,0,97118,109,52,23,1,[0]
28,2,12,14,2,9,0,4,1,0,0,40,38,1,[0]
32,2,8,11,2,2,0,4,1,0,0,40,38,1,[0]
37,4,14,15,4,9,1,4,1,0,0,55,38,1,[0]
55,2,12,14,6,3,3,4,1,0,0,62,38,1,[0]
56,1,11,9,2,7,0,1,1,0,0,40,2,0,[1]
77,3,1,14,5,11,5,2,1,2961,1053,75,39,1,[0]
32,2,15,10,2,11,0,4,1,0,0,40,38,1,[0]
25,2,9,13,4,11,3,4,1,0,0,40,38,1,[0]
42,6,2,3,4,12,1,3,0,27659,3551,95,14,0,[1]
34,2,11,9,2,6,0,4,1,0,0,45,38,0,[1]
35,1,9,13,2,9,0,4,1,0,0,40,38,0,[1]
57,2,11,9,2,2,0,2,1,0,0,48,38,0,[1]
25,2,12,14,2,4,1,4,1,0,0,99,38,1,[0]
43,5,11,9,2,13,0,4,1,0,0,38,38,1,[0]
21,2,6,10,5,11,1,2,0,89177,2919,75,37,0,[1]
30,1,15,10,2,2,0,4,1,0,0,40,38,0,[1]
37,2,11,9,2,2,0,4,1,0,0,45,38,1,[0]
57,3,15,10,2,9,0,4,1,0,0,40,38,0,[1]
47,3,15,10,2,11,0,4,1,0,0,45,38,0,[1]
26,2,12,14,4,9,3,1,0,0,0,40,29,1,[0]
34,2,8,11,2,0,0,2,1,0,0,45,38,1,[0]
31,2,9,13,2,11,0,4,1,0,0,40,38,0,[1]
52,4,15,10,2,12,0,4,1,0,0,60,38,1,[0]
43,2,15,10,2,11,0,4,1,3103,0,40,38,1,[0]
58,6,5,16,6,4,5,4,1,13358,284,20,17,0,[1]
36,2,11,9,2,0,0,4,1,0,0,50,38,0,[1]
35,2,9,13,4,11,3,1,1,0,1590,40,34,0,[1]
41,2,9,13,2,2,0,4,1,0,0,40,38,1,[0]
70,1,12,11,2,13,4,4,1,47474,2405,92,29,1,[0]
20,4,15,10,4,4,3,4,1,0,2258,10,38,0,[1]
41,2,15,10,2,0,5,4,0,0,0,35,38,0,[1]
56,3,2,8,6,3,1,4,0,0,0,40,38,0,[1]
38,1,9,13,2,9,5,4,0,0,0,15,38,0,[1]
46,2,11,9,2,13,0,2,1,0,0,46,38,1,[0]
43,3,15,10,2,3,0,4,1,0,0,40,38,0,[1]
39,4,11,9,2,4,0,4,1,0,0,60,38,0,[1]
60,2,5,8,6,8,3,2,1,93256,1801,27,10,0,[1]
35,4,15,10,2,2,0,4,1,0,0,40,38,1,[0]
81,6,9,6,5,9,3,1,0,65103,2174,28,9,1,[0]
40,2,8,11,2,9,0,4,1,0,0,40,38,0,[1]
73,6,0,5,1,5,0,2,1,25878,784,64,13,0,[1]
31,2,10,8,6,3,0,2,1,64192,1724,9,5,0,[1]
64,1,11,9,6,0,1,4,0,0,0,35,38,1,[0]
34,2,11,9,2,2,0,4,1,0,0,40,38,1,[0]
43,2,13,16,0,4,5,2,1,7301,1469,4,2,1,[0]
46,3,10,16,5,9,1,4,1,0,0,35,38,0,[1]
35,2,11,9,2,11,0,4,1,0,0,50,38,0,[1]
35,2,9,13,2,9,0,4,1,0,0,55,38,0,[1]
55,2,15,10,2,9,0,4,1,0,0,40,38,1,[0]
68,1,1,5,0,7,0,3,0,38461,1673,99,8,1,[0]
54,2,11,9,2,0,5,4,0,0,0,40,38,1,[0]
24,2,8,11,4,0,1,4,1,0,0,30,38,1,[0]
34,2,11,9,2,6,0,4,1,0,0,45,38,0,[1]
40,2,0,6,5,13,4,4,0,0,0,70,38,0,[1]
80,5,10,11,2,8,1,1,1,75219,764,26,39,0,[1]
43,4,13,6,1,12,0,2,0,28140,2700,65,34,0,[1]
47,2,15,10,2,12,0,4,1,0,0,40,38,0,[1]
28,3,1,7,2,2,0,4,1,0,0,50,38,1,[0]
26,2,15,10,2,11,0,4,1,0,0,60,38,0,[1]
43,2,15,10,2,11,0,4,1,0,0,38,38,1,[0]
49,4,9,13,2,9,0,4,1,0,0,60,38,1,[0]
28,2,11,9,2,12,0,4,1,0,0,40,38,0,[1]
22,6,1,13,3,3,0,3,0,84748,661,87,25,0,[1]
47,1,12,14,4,9,1,4,0,0,0,45,38,1,[0]
31,2,11,9,2,0,0,4,1,0,0,35,38,0,[1]
87,1,4,5,6,3,5,3,0,10561,636,40,26,0,[1]
38,2,9,13,0,11,4,4,1,0,0,45,38,1,[0]
45,2,9,13,2,2,0,4,1,0,0,72,38,1,[0]
45,2,12,14,0,9,1,4,1,0,0,45,38,0,[1]
63,2,12,14,5,9,1,4,0,0,0,40,38,1,[0]
37,2,11,9,2,13,0,2,1,0,0,50,38,0,[1]
35,2,9,13,4,5,1,1,0,0,0,50,13,0,[1]
36,2,11,9,2,11,0,4,1,0,0,50,38,1,[0]
35,2,8,11,2,2,0,4,1,0,0,40,38,0,[1]
45,2,12,14,0,9,1,4,0,0,0,55,38,0,[1]
50,2,11,9,2,2,0,4,1,0,0,40,38,0,[1]
38,1,14,15,0,11,0,2,1,18245,502,89,6,0,[1]
40,0,14,7,2,2,5,0,0,42343,911,90,7,0,[1]
34,2,9,13,2,3,0,4,1,0,0,40,38,1,[0]
66,1,1,12,4,2,5,1,0,24714,16,61,29,1,[0]
68,3,9,13,2,11,0,4,1,0,0,40,38,1,[0]
42,2,11,9,2,2,0,4,1,0,0,60,38,1,[0]
44,1,15,1,6,8,4,2,0,4539,273,2,1,1,[0]
33,2,2,8,2,6,0,4,1,0,0,40,38,0,[1]
88,0,13,5,2,12,0,4,0,2265,1854,5,1,0,[1]
36,2,15,10,4,11,1,2,0,0,0,36,38,0,[1]
36,3,15,10,2,3,0,4,1,0,0,60,40,1,[0]
31,1,9,13,0,9,4,4,0,0,0,60,38,0,[1]
66,4,5,4,1,1,0,3,0,22363,275,3,15,0,[1]
66,1,11,9,6,0,4,4,0,0,0,25,38,0,[1]
56,2,11,9,2,11,0,4,1,0,0,36,38,1,[0]
38,2,7,12,2,2,0,4,1,0,0,50,38,1,[0]
32,3,9,13,2,11,0,4,1,0,0,45,38,0,[1]
35,2,2,8,2,2,0,4,1,0,0,84,38,0,[1]
31,5,15,10,0,12,1,0,1,75285,2609,46,5,1,[0]
68,4,11,9,2,3,0,4,1,0,0,10,38,0,[1]
28,2,11,9,2,7,5,4,0,0,1628,50,38,0,[1]
28,2,9,13,4,3,1,2,1,2174,0,50,38,0,[1]
48,2,13,1,0,12,1,2,1,84435,3819,83,15,1,[0]
56,3,1,8,0,11,1,4,1,24294,2889,68,1,0,[1]
38,1,11,9,2,10,0,4,1,0,0,40,38,1,[0]
50,4,10,16,0,11,1,4,1,0,0,64,38,0,[1]
34,2,9,13,2,3,5,4,0,0,0,40,38,0,[1]
73,6,4,15,6,7,4,1,1,51119,769,13,6,0,[1]
86,2,7,6,2,1,1,3,0,74608,2988,93,35,1,[0]
59,2,11,9,2,6,0,2,1,0,0,40,38,0,[1]
48,2,9,13,2,12,0,4,1,0,0,40,38,1,[0]
30,4,15,10,2,11,0,4,1,0,0,40,38,1,[0]
34,5,10,14,4,6,4,1,0,17240,1146,32,25,1,[0]
53,4,11,9,2,3,0,2,1,0,0,45,38,1,[0]
44,2,7,12,0,9,1,4,0,0,0,40,38,1,[0]
41,2,15,10,2,12,0,4,1,0,0,45,38,1,[0]
45,0,5,7,3,2,1,4,0,18920,1591,58,25,0,[1]
65,2,5,4,6,8,1,4,0,0,3175,60,32,0,[1]
82,0,9,11,3,13,0,1,0,36602,1757,9,14,0,[1]
26,2,9,13,4,3,1,4,1,0,0,70,38,1,[0]
59,2,12,14,0,3,1,4,0,0,0,45,38,1,[0]
27,2,9,13,4,5,4,4,1,0,0,35,38,0,[1]
37,1,7,12,2,9,0,4,1,0,0,45,1,1,[0]
40,2,15,10,2,0,5,4,0,0,0,40,38,0,[1]
55,0,11,2,5,7,4,1,0,47476,2137,12,23,0,[1]
71,5,0,4,6,9,1,3,1,51739,2965,47,23,1,[0]
63,0,12,14,0,9,1,4,1,0,0,40,38,1,[0]
37,4,14,7,4,9,3,2,0,73843,2757,82,15,0,[1]
37,2,15,10,2,3,0,4,1,0,0,42,38,1,[0]
30,2,11,9,2,3,0,4,1,0,0,40,38,1,[0]
60,2,11,9,2,9,0,4,1,5013,0,40,38,0,[1]
25,2,1,7,2,2,0,1,1,0,0,40,29,1,[0]
43,2,9,13,2,3,0,4,1,0,0,50,38,1,[0]
48,2,9,13,2,12,0,4,1,0,0,35,38,1,[0]
28,2,7,12,2,11,0,4,1,0,0,37,38,1,[0]
58,4,11,9,2,11,0,4,1,0,0,55,38,1,[0]
31,2,15,10,2,3,0,4,1,0,0,40,38,1,[0]
39,2,11,9,2,9,0,4,1,0,0,50,38,1,[0]
