age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
20,6,10,1,6,5,5,4,1,75677,174,32,13,1,[0]
47,1,12,14,4,9,1,4,1,0,0,40,38,0,[1]
49,6,11,4,5,8,3,0,1,3844,2111,66,1,0,[1]
41,4,2,13,5,12,3,0,1,64679,3641,54,34,0,[1]
85,2,6,4,3,10,0,1,1,62848,4083,46,38,0,[1]
22,2,1,7,0,12,1,3,1,27322,3285,71,35,1,[0]
49,5,1,5,0,0,1,3,0,63743,1386,83,18,1,[0]
71,0,13,16,0,2,3,3,1,66864,1414,6,2,0,[1]
39,4,15,1,6,13,2,2,1,26972,3792,77,35,0,[1]
46,4,11,9,2,2,0,4,1,0,0,48,38,1,[0]
88,3,8,7,3,6,3,3,0,25986,3991,18,7,0,[1]
37,2,11,16,0,11,3,3,1,76948,605,39,20,0,[1]
33,2,5,4,0,5,3,4,1,0,0,40,38,0,[1]
43,3,3,6,4,4,2,1,1,6580,3721,35,9,0,[1]
60,3,10,9,4,3,3,3,0,97566,2235,1,35,0,[1]
29,2,14,3,6,8,5,0,1,88076,1349,76,21,1,[0]
71,4,15,12,4,4,3,4,1,43016,4211,26,5,0,[1]
55,2,11,9,2,3,0,4,1,0,0,40,38,1,[0]
61,6,7,4,5,0,5,1,0,19092,4098,28,17,0,[1]
67,4,4,16,1,5,0,3,0,64948,914,64,28,1,[0]
24,3,3,7,2,1,2,3,1,3229,1696,93,23,1,[0]
90,2,3,8,6,2,2,3,1,75748,3266,4,12,0,[1]
69,1,9,11,1,2,0,4,1,26369,1176,32,24,0,[1]
49,1,11,9,2,10,0,4,1,0,0,56,38,0,[1]
83,6,0,2,6,6,1,4,0,5236,3119,40,33,1,[0]
79,2,3,9,4,7,4,3,0,10789,2743,1,16,1,[0]
67,6,9,6,2,2,0,1,0,93794,1317,98,25,1,[0]
67,1,5,2,6,1,1,2,1,94613,2809,88,22,1,[0]
58,2,11,9,2,6,0,4,1,0,0,44,38,0,[1]
59,2,8,3,6,3,5,2,0,55608,995,23,8,0,[1]
51,3,12,2,2,4,4,3,1,68795,3515,87,27,0,[1]
58,4,3,5,3,13,3,3,1,95689,618,36,23,0,[1]
49,4,11,9,2,4,0,4,1,0,0,84,38,0,[1]
34,1,10,12,3,10,1,2,1,91140,4306,25,24,1,[0]
40,3,2,4,5,8,2,4,1,23481,4301,88,19,0,[1]
30,3,10,15,6,5,4,4,0,386,3680,28,27,0,[1]
51,2,6,6,0,13,3,1,1,81202,363,71,5,0,[1]
52,0,15,10,0,2,4,3,1,33991,3637,47,25,0,[1]
52,5,14,12,0,13,0,4,0,17513,2648,12,35,0,[1]
30,2,15,10,2,6,0,4,1,0,0,40,38,0,[1]
30,2,15,10,2,2,0,4,1,0,0,40,38,1,[0]
62,3,12,6,4,12,3,3,1,56149,2707,20,29,0,[1]
58,6,11,2,4,6,5,2,1,72548,1686,93,32,1,[0]
85,3,9,4,6,8,5,2,1,43309,4126,49,4,1,[0]
79,4,13,15,6,8,0,0,0,14816,1828,87,22,1,[0]
64,6,6,12,0,3,0,2,0,85047,2553,28,27,0,[1]
63,3,11,16,2,11,3,3,1,74700,2735,84,1,0,[1]
81,6,8,11,1,10,5,2,0,6399,4252,83,16,1,[0]
81,3,11,7,0,11,1,0,1,98091,1305,83,3,1,[0]
24,1,9,13,2,9,5,2,0,0,0,40,38,0,[1]
23,5,12,4,4,4,3,3,1,49271,4013,11,11,0,[1]
31,2,9,13,2,5,0,4,1,0,0,40,25,0,[1]
20,1,3,9,2,13,0,3,1,70559,468,61,20,1,[0]
21,6,6,12,3,4,0,3,1,69229,641,79,5,0,[1]
32,2,0,6,2,2,0,4,1,0,0,40,38,0,[1]
22,1,2,14,4,13,0,3,1,1320,2384,96,30,1,[0]
52,2,9,13,2,6,0,4,1,0,0,40,18,0,[1]
61,2,7,15,0,12,0,0,0,74965,3138,18,34,1,[0]
67,0,6,10,0,1,3,0,1,33393,1485,43,30,1,[0]
76,0,10,6,2,8,0,4,0,60762,3495,47,28,1,[0]
39,6,3,16,1,12,3,2,0,41519,248,73,5,1,[0]
64,6,10,16,3,7,5,4,0,54025,1587,8,20,1,[0]
74,3,7,2,6,11,1,3,0,39830,343,76,40,1,[0]
17,1,14,7,6,11,5,1,1,24031,1412,5,25,1,[0]
17,0,2,8,5,13,3,4,1,10374,1033,89,11,0,[1]
19,4,1,16,5,1,5,1,1,85077,605,7,16,0,[1]
39,0,4,9,1,9,1,4,0,40228,1344,74,17,1,[0]
46,2,14,15,4,7,1,4,0,69479,417,80,18,0,[1]
53,5,15,12,1,5,2,0,0,90951,3403,81,23,0,[1]
30,3,15,10,4,3,1,4,0,0,0,40,38,1,[0]
32,2,12,14,4,9,1,4,0,0,0,20,38,0,[1]
73,3,9,13,2,11,0,4,1,0,0,50,38,1,[0]
85,2,0,1,1,9,4,2,0,53651,3279,23,25,0,[1]
41,2,13,12,1,3,2,2,1,42686,2217,50,28,0,[1]
86,5,12,11,5,8,3,0,1,715,985,40,31,0,[1]
73,0,9,14,5,11,4,0,1,81882,3235,79,6,1,[0]
38,3,11,9,2,3,0,4,1,0,0,50,38,0,[1]
23,6,14,3,1,6,4,4,0,36293,3705,24,31,1,[0]
81,0,0,15,3,5,4,1,1,38757,2298,72,35,0,[1]
79,4,9,3,4,9,5,3,0,13874,2562,72,31,1,[0]
67,1,6,7,4,10,0,4,1,52516,1180,87,3,1,[0]
