age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
65,4,13,8,5,12,3,2,1,70842,575,9,21,0,[1]
84,3,13,10,2,6,1,1,1,70966,663,12,3,1,[0]
71,5,3,4,3,12,1,0,0,14560,2444,62,39,0,[1]
45,2,8,11,0,0,4,4,0,0,0,55,38,1,[0]
30,3,12,3,5,8,2,2,1,20846,4275,26,17,1,[0]
24,6,5,2,2,6,4,2,0,31829,2388,18,19,1,[0]
38,1,11,9,2,13,0,4,1,0,0,40,38,1,[0]
29,4,3,14,5,10,0,4,1,56674,1058,57,29,0,[1]
43,4,9,13,2,3,0,4,1,0,0,50,10,0,[1]
48,2,8,11,2,2,0,4,1,0,0,40,38,0,[1]
57,4,0,15,6,10,4,3,0,47399,3782,41,17,0,[1]
49,1,6,6,5,3,0,1,0,49144,4006,10,18,0,[1]
27,2,9,13,5,9,1,1,1,0,0,40,29,1,[0]
82,4,14,3,1,9,1,0,1,98430,683,10,35,0,[1]
27,2,11,7,2,5,0,3,1,9236,1197,42,7,1,[0]
64,4,9,13,2,9,0,4,1,0,0,24,38,1,[0]
71,0,10,7,5,11,0,2,1,21207,2325,1,34,1,[0]
79,3,2,13,6,7,2,2,1,41868,3690,90,24,0,[1]
47,0,9,13,0,12,4,4,0,0,0,50,38,0,[1]
45,0,7,12,2,0,0,4,1,0,0,40,38,1,[0]
52,1,8,11,2,3,0,4,1,0,0,35,38,0,[1]
25,2,9,13,2,7,5,4,0,0,0,40,38,0,[1]
18,3,2,9,0,10,2,3,0,77403,1812,92,31,0,[1]
88,4,6,4,3,7,0,1,0,44946,695,53,15,1,[0]
48,4,10,1,5,8,1,0,1,2320,650,77,36,1,[0]
42,0,15,4,6,2,1,2,0,85135,2707,47,12,0,[1]
53,1,12,8,0,0,3,4,1,19132,2234,95,16,0,[1]
21,0,11,11,6,2,1,2,1,28263,2293,10,25,0,[1]
47,2,15,10,2,7,0,4,1,0,0,57,38,1,[0]
76,5,12,1,5,12,1,3,0,11412,3110,9,9,1,[0]
35,3,12,6,0,13,3,2,0,38366,31,46,16,1,[0]
73,4,14,6,6,5,5,2,1,92467,338,2,6,1,[0]
59,5,6,11,4,8,0,1,0,59822,3533,66,26,0,[1]
87,0,2,10,0,9,3,2,1,93918,1244,56,33,0,[1]
55,2,8,11,2,9,0,4,1,0,0,40,38,1,[0]
52,3,14,15,6,8,0,0,1,61940,462,5,13,0,[1]
44,0,9,15,3,1,3,4,1,32218,1669,8,20,1,[0]
40,2,15,10,2,7,0,4,1,0,1485,40,38,0,[1]
34,2,15,10,2,3,0,4,1,0,0,55,38,1,[0]
19,2,1,5,4,5,2,1,1,46065,4084,76,34,1,[0]
45,2,4,5,2,6,4,0,1,975,1331,96,38,1,[0]
29,2,8,11,2,3,0,4,1,0,0,60,38,1,[0]
36,3,15,12,0,13,5,4,1,30505,903,85,14,1,[0]
24,1,7,13,4,10,3,1,1,55573,2892,9,17,1,[0]
59,1,13,15,1,4,1,0,1,43513,2418,99,12,0,[1]
34,2,15,10,2,12,0,4,1,0,1485,40,38,0,[1]
41,2,11,9,2,3,0,4,1,0,0,40,38,1,[0]
67,3,7,6,2,6,0,2,0,31178,1140,29,0,1,[0]
47,2,5,4,2,2,0,4,1,0,0,40,21,1,[0]
82,3,0,2,3,1,2,2,0,89008,1841,31,21,1,[0]
52,5,2,16,5,1,0,2,1,27877,641,24,35,0,[1]
46,2,4,3,2,2,5,4,0,0,0,45,21,0,[1]
74,2,11,9,6,0,1,4,1,0,2282,35,38,1,[0]
25,4,8,11,2,4,0,4,1,0,0,40,38,0,[1]
60,5,4,12,5,4,4,4,0,40067,1143,21,12,1,[0]
80,2,3,3,6,0,2,0,1,55421,1350,48,19,0,[1]
23,4,13,9,1,6,0,4,1,91781,773,90,28,0,[1]
38,0,14,12,1,4,5,0,0,46515,394,68,8,0,[1]
72,1,4,4,6,4,2,4,0,65967,693,6,9,0,[1]
43,2,11,9,2,2,0,4,1,0,0,40,38,0,[1]
45,2,14,15,2,3,0,4,1,0,0,40,38,1,[0]
54,5,15,5,3,9,4,2,0,54605,2501,36,0,0,[1]
21,4,0,4,1,7,4,1,0,26624,1850,60,36,0,[1]
43,2,9,13,2,0,0,4,1,0,0,40,38,1,[0]
40,2,11,16,3,8,2,2,0,999,3615,15,32,0,[1]
46,2,4,3,2,0,5,4,0,0,0,40,21,0,[1]
27,2,15,10,2,11,0,4,1,0,0,40,38,0,[1]
43,2,9,13,2,3,0,1,1,0,0,50,38,1,[0]
53,5,4,11,2,1,4,0,1,88542,3326,41,20,1,[0]
48,0,15,10,2,2,0,4,1,0,0,40,38,1,[0]
44,2,12,14,2,9,0,4,1,0,0,44,38,1,[0]
78,1,4,13,4,9,5,2,0,59543,2912,37,19,1,[0]
50,4,15,10,2,4,0,4,1,0,0,60,38,1,[0]
47,2,9,13,4,11,2,4,0,0,0,40,38,0,[1]
74,3,3,10,0,12,1,3,1,27069,1092,79,32,1,[0]
29,2,11,9,2,11,0,4,1,0,0,60,38,1,[0]
56,0,10,16,2,10,4,0,1,2740,86,73,18,1,[0]
48,2,9,13,3,3,1,4,0,0,0,50,38,1,[0]
31,5,0,13,0,12,2,3,1,7645,2950,1,37,0,[1]
81,1,1,12,0,8,1,4,1,40569,2991,50,6,0,[1]
25,2,10,9,0,9,3,0,1,62493,2211,5,35,1,[0]
22,4,3,9,5,12,5,3,1,90894,852,60,27,1,[0]
53,1,15,11,5,8,4,2,0,86692,889,39,33,1,[0]
79,0,15,9,3,1,4,1,0,49060,3352,83,21,0,[1]
67,1,15,2,0,7,2,1,1,61271,1158,28,17,1,[0]
46,2,7,12,2,2,0,4,1,0,0,40,38,1,[0]
38,5,5,9,0,0,3,4,1,960,3915,41,18,0,[1]
80,3,8,5,0,11,2,1,1,79013,1105,36,32,1,[0]
48,3,3,12,5,4,5,0,1,99495,4057,69,28,0,[1]
79,1,12,5,5,13,4,2,0,62637,1302,87,38,1,[0]
19,3,6,3,6,2,1,3,1,76081,3878,49,34,1,[0]
54,2,2,1,5,8,2,0,1,96180,1591,37,27,1,[0]
36,4,15,3,2,12,2,4,0,79625,2067,54,10,0,[1]
42,1,12,14,4,9,1,4,0,0,0,40,38,1,[0]
44,2,12,14,2,3,0,1,1,0,0,48,18,0,[1]
38,2,11,9,2,6,0,4,1,0,0,48,38,1,[0]
31,0,3,8,5,0,5,3,0,14351,19,94,22,1,[0]
85,5,15,16,5,13,2,3,1,44200,2970,73,1,0,[1]
23,3,7,16,3,6,4,0,0,69538,1970,14,34,1,[0]
67,2,11,9,2,3,0,4,1,0,0,37,38,1,[0]
36,2,15,10,2,2,0,4,1,0,0,40,38,1,[0]
52,6,15,14,5,6,4,1,0,19750,3849,89,14,1,[0]
45,3,9,13,4,12,0,3,1,74461,1353,90,17,1,[0]
32,4,0,6,1,13,2,2,1,74975,60,84,33,0,[1]
87,1,11,12,0,5,2,3,0,89270,2739,11,8,0,[1]
47,2,11,9,2,13,0,4,1,0,0,40,38,0,[1]
34,4,14,2,5,5,5,3,0,68256,4143,68,38,1,[0]
79,2,2,14,3,10,2,4,1,48502,3306,42,32,0,[1]
69,0,4,9,6,9,4,2,1,53036,3541,48,8,0,[1]
61,6,4,6,4,6,4,3,1,16928,1578,13,33,0,[1]
53,2,14,11,5,3,5,4,1,35823,14,3,15,0,[1]
73,2,0,5,0,10,3,2,0,28120,704,20,37,0,[1]
61,4,14,14,2,0,0,1,0,77009,4084,24,38,0,[1]
20,0,5,2,6,7,1,3,1,81462,785,86,28,0,[1]
63,0,0,7,6,3,2,2,1,37374,1934,72,15,1,[0]
57,1,11,9,0,0,1,4,0,0,0,16,38,0,[1]
53,2,11,9,2,10,0,4,1,0,0,40,38,0,[1]
85,0,10,10,0,1,4,4,0,68195,3291,62,38,0,[1]
59,2,10,16,2,11,0,4,1,0,0,40,38,0,[1]
17,0,6,11,3,9,3,1,1,82805,3380,75,12,1,[0]
42,5,5,6,6,3,5,2,1,83467,1138,47,11,0,[1]
59,1,8,6,2,7,5,4,0,93720,1129,22,7,1,[0]
53,1,14,15,0,9,1,4,0,0,0,50,38,0,[1]
26,0,0,13,0,12,1,2,0,61281,175,1,0,0,[1]
50,2,12,14,5,5,0,3,0,97371,3088,99,29,0,[1]
64,6,8,3,5,1,1,3,0,97524,1900,66,16,0,[1]
50,5,9,3,6,6,5,4,1,80304,3152,87,17,0,[1]
47,0,8,11,2,0,5,4,0,0,0,35,38,0,[1]
35,1,5,15,4,10,3,1,1,828,179,89,21,1,[0]
58,1,9,16,4,9,2,1,1,48033,504,25,22,1,[0]
73,0,1,13,1,11,3,3,1,7770,609,33,15,1,[0]
82,1,15,3,5,10,3,0,1,87291,3102,13,37,0,[1]
44,4,9,13,2,11,0,4,1,0,0,45,38,1,[0]
37,2,9,13,2,9,0,2,1,0,0,50,38,1,[0]
53,1,9,3,1,11,5,2,0,23732,2040,20,15,1,[0]
28,6,11,11,6,6,0,2,1,39331,3593,96,2,0,[1]
70,0,13,4,0,8,2,1,1,99076,1949,61,16,1,[0]
80,0,13,6,0,11,5,2,0,80766,2458,39,35,0,[1]
50,1,9,13,0,3,1,4,0,0,0,40,38,1,[0]
18,0,3,15,5,4,1,4,1,65905,1659,35,1,1,[0]
72,1,13,10,3,3,2,4,0,63266,2704,67,6,0,[1]
46,2,11,9,2,0,0,4,1,0,0,40,38,0,[1]
78,1,11,13,6,3,3,4,1,46694,3564,6,32,1,[0]
79,4,10,10,6,11,2,4,1,27413,401,29,23,0,[1]
30,0,5,4,2,8,5,4,1,45966,1071,68,14,0,[1]
26,3,2,3,3,6,2,2,1,84638,1369,41,34,0,[1]
28,0,13,16,6,7,1,1,1,49443,3264,40,37,0,[1]
26,2,15,10,4,6,1,1,1,0,0,45,38,1,[0]
46,1,7,12,2,10,0,4,1,0,0,49,38,1,[0]
24,4,2,15,1,12,1,1,1,32049,1006,80,21,1,[0]
87,6,10,5,3,4,3,4,0,53922,2831,35,15,1,[0]
43,5,14,15,2,9,0,2,1,0,0,40,38,0,[1]
33,5,4,3,2,5,1,0,1,31800,4159,26,22,0,[1]
42,2,8,11,2,6,0,4,1,0,0,40,38,0,[1]
22,2,13,15,6,5,4,0,1,30314,2547,96,21,1,[0]
45,2,15,10,2,7,0,4,1,0,0,40,38,0,[1]
46,2,11,9,2,2,0,4,1,0,0,40,38,1,[0]
58,2,6,6,4,8,4,2,1,93342,4176,75,40,0,[1]
50,3,2,15,6,11,1,2,1,26440,2885,13,26,0,[1]
39,2,13,15,2,5,2,1,0,56967,1374,72,10,0,[1]
84,6,11,16,5,8,0,3,1,37962,525,38,20,1,[0]
79,1,3,7,1,2,2,3,1,73211,1293,85,7,1,[0]
33,0,11,13,5,5,2,3,0,1149,1627,4,18,1,[0]
44,2,2,12,2,1,3,3,0,25439,3364,35,34,1,[0]
78,6,5,2,6,3,4,4,0,14050,2169,84,4,1,[0]
60,5,6,1,6,2,1,0,1,38405,1908,78,8,0,[1]
58,2,9,13,2,0,0,4,1,0,0,40,38,0,[1]
85,3,0,7,6,1,4,3,1,22365,4204,73,1,0,[1]
55,6,1,6,1,2,1,1,1,93801,2535,74,0,1,[0]
24,2,11,16,6,6,1,0,0,23843,2554,41,32,1,[0]
58,2,10,15,0,10,5,1,0,42005,3722,18,38,1,[0]
52,2,2,14,3,10,1,4,1,80579,2840,41,8,1,[0]
19,3,11,5,3,0,4,4,1,8677,4176,2,5,1,[0]
56,6,6,3,5,4,0,4,1,31902,2658,60,39,1,[0]
90,0,13,9,2,9,3,4,0,25707,3113,10,14,1,[0]
74,2,1,11,0,6,0,4,1,36183,4256,5,3,1,[0]
32,1,7,3,3,10,2,0,1,86682,2505,46,26,0,[1]
25,6,7,8,0,1,4,2,0,52018,1254,30,14,0,[1]
56,2,10,9,5,4,3,3,1,9575,1101,27,9,0,[1]
76,3,14,2,6,3,0,0,1,52152,1370,34,21,0,[1]
90,0,3,11,4,11,1,4,0,77992,2231,9,32,0,[1]
70,0,11,6,6,1,2,4,0,85588,1982,51,39,0,[1]
39,4,9,13,2,2,2,4,1,0,0,35,38,1,[0]
53,0,9,7,0,2,3,1,1,29406,3258,44,36,0,[1]
33,0,11,15,4,0,2,4,0,26774,1883,24,39,0,[1]
63,3,2,1,0,12,1,1,1,36431,1210,36,36,0,[1]
76,4,8,5,6,8,5,1,0,65012,4054,97,34,0,[1]
40,5,1,4,2,2,3,3,1,27085,557,57,26,1,[0]
42,1,15,10,2,2,0,4,1,0,0,40,38,1,[0]
90,4,0,7,6,7,2,4,0,58362,3527,40,13,0,[1]
87,2,4,15,0,6,4,4,0,92671,4134,47,10,0,[1]
43,2,12,14,2,9,0,4,1,0,0,50,38,1,[0]
73,2,13,15,2,6,4,2,0,55435,4205,48,19,1,[0]
46,1,4,5,4,4,3,2,0,78001,1853,72,39,1,[0]
39,4,7,12,2,3,0,4,1,0,0,55,38,0,[1]
47,2,11,9,2,3,0,4,1,0,0,55,38,1,[0]
74,4,11,9,2,11,0,4,1,0,2149,20,38,0,[1]
26,0,0,6,2,4,0,4,0,76632,2968,44,9,0,[1]
83,6,12,14,6,10,5,4,0,75218,3527,39,38,1,[0]
61,2,7,12,2,3,0,4,1,0,0,50,38,1,[0]
64,0,0,3,2,6,0,0,1,7774,2763,85,22,0,[1]
28,0,1,16,2,6,5,4,1,62497,4336,76,33,1,[0]
50,3,11,9,2,3,0,4,1,0,0,70,11,1,[0]
43,1,13,6,2,6,1,3,1,22794,1698,92,9,0,[1]
73,6,6,2,3,2,4,0,1,21901,3893,92,25,1,[0]
57,2,1,15,1,3,1,3,1,69858,4076,25,12,0,[1]
24,2,15,10,2,4,0,4,1,0,0,50,38,1,[0]
29,2,0,6,2,4,5,4,0,0,0,40,38,0,[1]
83,5,1,15,4,4,1,3,1,4397,2024,47,6,1,[0]
84,4,3,15,2,0,0,4,0,65478,818,39,22,0,[1]
52,2,15,10,0,11,2,4,0,0,0,20,38,1,[0]
31,4,14,7,0,3,1,2,0,50501,1802,87,3,0,[1]
39,2,7,12,2,12,0,4,1,0,0,42,38,0,[1]
27,2,5,3,5,0,0,4,0,69924,2174,2,22,0,[1]
57,4,2,3,6,12,0,1,1,25370,3543,82,31,0,[1]
43,0,10,6,1,2,0,2,0,68569,3319,82,18,1,[0]
61,0,15,10,2,0,0,4,1,0,0,40,38,1,[0]
64,6,9,6,1,1,2,4,0,16889,1782,52,15,1,[0]
18,1,5,13,6,4,5,0,0,46674,1666,97,22,0,[1]
52,2,7,12,2,3,0,4,1,0,0,40,38,0,[1]
23,4,12,13,6,11,0,1,0,95585,3981,73,1,0,[1]
65,0,14,10,3,0,4,2,1,22610,1924,48,23,0,[1]
31,4,7,12,2,7,5,4,0,0,0,35,38,1,[0]
21,5,1,5,1,7,0,3,1,66324,3078,13,14,1,[0]
44,2,11,9,2,11,5,4,0,0,0,40,38,0,[1]
55,6,10,9,0,5,3,0,1,27797,2566,43,14,0,[1]
29,0,15,11,3,4,2,0,1,14672,3588,23,19,0,[1]
30,2,14,4,0,10,4,1,0,57999,1945,14,12,1,[0]
31,2,9,13,2,9,0,4,1,0,0,40,38,1,[0]
76,4,15,10,3,8,0,0,0,54741,470,38,22,1,[0]
82,2,2,13,5,8,4,1,1,71243,300,71,31,1,[0]
90,6,12,9,0,7,5,0,1,54596,2078,96,10,1,[0]
34,5,0,6,2,2,0,4,1,0,0,40,38,1,[0]
85,4,4,3,5,6,4,0,0,95621,3032,23,15,0,[1]
81,2,9,6,4,6,3,1,1,26965,1206,50,29,1,[0]
87,6,11,8,1,4,2,3,1,88115,1993,21,21,0,[1]
28,2,7,12,2,13,0,4,1,0,0,40,38,0,[1]
49,3,4,3,2,10,3,1,0,75430,522,32,3,1,[0]
67,1,4,13,2,13,2,2,1,85475,1177,22,27,0,[1]
35,2,8,11,2,2,0,4,1,0,0,40,38,0,[1]
59,4,11,9,2,3,0,4,1,0,0,50,38,1,[0]
