,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
18397,0,2,15,10,0,0,4,4,0,0,0,2,38,0
40875,0,2,9,13,4,11,1,4,1,0,0,1,38,0
4212,0,2,15,10,2,4,0,4,1,0,0,2,38,0
37182,1,5,15,10,2,9,0,2,1,0,0,1,38,1
22861,0,2,15,10,4,7,1,4,1,0,0,2,38,0
39732,0,2,9,13,4,3,4,4,1,0,0,2,38,0
18351,0,4,11,9,4,7,2,4,1,0,0,1,38,0
40665,1,4,9,13,2,3,5,4,0,0,0,1,38,0
3673,1,2,11,9,2,2,0,4,1,0,0,2,38,0
24720,0,2,2,8,4,7,3,2,1,0,0,1,38,0
2098,0,2,15,10,2,3,0,4,1,0,0,2,38,0
36783,0,2,11,9,4,5,4,4,1,0,0,1,38,0
42264,1,2,11,9,2,6,5,4,0,0,0,2,11,0
33190,1,1,11,9,0,3,4,0,0,0,0,2,38,0
4845,1,1,10,16,2,9,0,4,1,4,0,2,1,1
35028,0,0,15,10,4,0,3,4,0,0,0,0,38,0
9024,0,2,9,13,4,0,4,2,0,0,0,2,38,0
22001,1,2,11,9,6,6,4,2,0,0,0,2,38,0
30909,2,2,11,9,6,11,1,4,0,0,0,1,38,0
29788,0,2,15,10,4,7,3,2,1,4,0,4,38,0
24381,0,2,15,10,4,7,3,4,0,0,0,2,38,0
11700,0,2,11,9,4,5,3,2,0,0,0,2,38,0
43745,1,2,11,9,4,0,1,4,0,0,0,2,38,0
37946,1,2,9,13,6,3,4,4,0,0,0,2,38,0
32407,0,1,15,10,2,7,0,4,1,0,0,2,38,0
28813,2,2,15,10,6,8,4,4,0,0,0,2,38,0
38375,1,2,11,9,0,2,4,2,1,0,0,2,38,1
41893,1,4,9,13,2,9,0,4,1,0,3,2,38,1
21006,0,2,15,10,4,0,1,4,0,0,0,1,38,0
31193,0,2,11,9,4,13,4,4,1,0,0,2,38,0
16309,1,2,11,9,2,2,0,4,1,0,0,2,38,1
4559,1,4,11,9,2,11,0,4,1,0,0,2,38,1
6029,0,2,11,9,6,3,4,4,1,0,0,1,38,0
41827,1,2,11,9,2,5,0,4,1,0,0,2,38,0
23871,1,1,11,9,2,2,0,4,1,0,0,2,38,0
12568,0,2,11,9,4,5,4,4,1,0,0,2,38,0
18822,1,1,6,5,2,13,0,2,1,0,0,2,38,0
35495,0,5,11,9,2,13,0,2,1,0,0,2,38,0
27927,1,0,11,9,0,0,1,4,0,0,0,2,38,0
4293,0,2,11,9,2,13,0,4,1,0,0,2,38,0
44643,0,2,1,7,4,11,3,4,0,0,0,2,38,0
34062,2,4,4,3,2,4,0,4,1,0,0,1,38,0
553,1,3,15,10,2,11,0,4,1,0,0,2,38,0
24344,0,2,15,10,4,7,3,4,1,4,0,1,38,0
