,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
62964,1,2,4,16,0,7,0,2,1,1,1,1,29,1,[0]
64689,2,3,2,5,4,4,3,3,0,1,1,0,33,1,[0]
67933,0,2,1,7,0,12,1,3,1,1,1,1,35,1,[0]
63940,1,5,1,5,0,0,1,3,0,1,1,1,18,1,[0]
85200,2,6,7,5,1,12,1,3,0,1,1,0,27,1,[0]
1578,1,4,11,9,2,2,0,4,1,0,0,0,38,1,[0]
40618,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
6099,0,2,9,13,4,3,1,3,0,1,0,0,18,1,[0]
2529,1,1,12,14,0,9,4,4,0,0,0,0,38,1,[0]
54909,1,4,7,9,0,11,3,3,1,1,1,1,31,1,[0]
8419,2,0,15,10,5,9,1,2,0,0,0,0,38,1,[0]
67887,2,4,14,5,4,12,4,1,1,1,1,1,21,1,[0]
24643,1,2,15,10,5,3,1,4,0,0,0,0,38,1,[0]
86531,2,4,4,16,1,5,0,3,0,1,1,1,28,1,[0]
49994,2,2,3,9,4,7,4,3,0,1,1,0,16,1,[0]
52850,2,5,15,8,6,7,3,3,0,1,1,1,20,1,[0]
64157,2,6,9,6,2,2,0,1,0,1,1,1,25,1,[0]
52136,1,0,3,16,0,6,1,4,0,1,1,0,11,1,[0]
45481,1,3,5,9,4,5,2,0,0,1,1,1,4,1,[0]
78901,1,1,10,12,3,10,1,2,1,1,1,0,24,1,[0]
45765,0,0,0,2,5,9,0,1,1,1,1,1,16,1,[0]
50324,2,5,2,14,3,3,4,0,1,1,1,1,34,1,[0]
55747,0,0,15,5,6,1,5,4,1,1,1,0,32,1,[0]
30066,0,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
50521,2,5,8,2,6,2,4,4,1,1,1,1,14,1,[0]
48915,2,3,9,4,6,8,5,2,1,1,1,0,4,1,[0]
22208,1,2,11,9,2,6,0,4,1,1,0,1,38,1,[0]
54441,2,3,13,11,4,11,1,3,0,1,1,1,38,1,[0]
48176,2,3,6,15,6,8,5,2,1,1,1,0,15,1,[0]
75585,2,6,8,11,1,10,5,2,0,1,1,1,16,1,[0]
38887,1,2,8,11,2,13,0,4,1,0,0,1,38,1,[0]
76353,2,6,3,16,3,8,4,1,0,1,1,0,8,1,[0]
59040,2,2,0,2,4,6,3,3,0,1,1,0,33,1,[0]
22452,1,2,11,9,2,2,0,4,1,0,0,1,38,1,[0]
87202,2,0,13,13,0,10,4,1,1,1,1,1,18,1,[0]
45480,2,0,6,10,0,1,3,0,1,1,1,0,30,1,[0]
34775,1,1,9,13,2,9,5,4,0,0,0,1,38,1,[0]
76898,2,5,12,1,1,7,2,4,0,1,1,0,22,1,[0]
79194,1,6,3,16,1,12,3,2,0,1,1,1,5,1,[0]
79234,2,5,11,3,5,13,3,0,0,1,1,0,39,1,[0]
77636,2,3,7,2,6,11,1,3,0,1,1,1,40,1,[0]
72852,0,1,14,7,6,11,5,1,1,1,1,0,25,1,[0]
6125,0,3,15,10,4,3,1,4,0,0,0,0,38,1,[0]
53377,2,5,0,10,0,7,3,0,1,1,1,0,26,1,[0]
37687,2,3,9,13,2,11,0,4,1,0,0,1,38,1,[0]
73560,0,6,14,3,1,6,4,4,0,1,1,0,31,1,[0]
67297,0,6,12,5,5,6,0,2,1,1,1,1,1,1,[0]
75969,2,4,9,3,4,9,5,3,0,1,1,1,31,1,[0]
48491,2,1,6,7,4,10,0,4,1,1,1,1,3,1,[0]
48283,2,0,5,2,0,11,3,0,1,1,1,0,9,1,[0]
50619,1,2,14,16,5,5,0,1,0,1,1,0,8,1,[0]
18330,1,3,11,9,2,4,0,4,1,1,0,0,38,1,[0]
37755,2,2,11,9,2,5,0,4,1,0,0,0,38,1,[0]
39574,1,3,9,13,2,3,0,1,1,0,1,1,35,1,[0]
48963,2,2,13,8,0,9,3,0,1,1,1,0,5,1,[0]
90805,1,3,15,6,4,1,3,3,0,1,1,0,28,1,[0]
28153,1,2,11,9,1,2,5,2,0,0,0,0,38,1,[0]
17257,0,3,11,9,2,3,0,4,1,0,0,1,1,1,[0]
63966,2,6,15,2,2,2,0,1,1,1,1,1,15,1,[0]
16046,1,2,11,9,2,2,0,4,1,0,1,0,38,1,[0]
79482,1,1,14,2,1,9,0,2,1,1,1,1,0,1,[0]
88378,2,2,13,5,6,9,3,0,1,1,1,0,39,1,[0]
91499,2,5,1,4,5,2,4,3,1,1,1,0,33,1,[0]
15340,1,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
75046,0,1,0,6,4,12,2,0,1,1,1,1,9,1,[0]
61511,1,1,9,13,3,2,3,3,0,1,1,0,36,1,[0]
67992,2,0,13,13,0,12,3,4,1,1,1,0,30,1,[0]
45932,1,5,9,10,1,1,5,2,1,1,1,0,27,1,[0]
85351,2,6,15,10,0,8,3,3,1,1,1,1,20,1,[0]
8724,1,2,11,9,2,0,0,4,1,0,0,0,21,1,[0]
36033,2,4,11,9,2,4,0,4,1,0,0,0,38,1,[0]
32201,1,2,15,10,0,9,1,4,1,0,0,0,38,1,[0]
55075,2,6,5,15,2,13,1,2,1,1,1,0,2,1,[0]
36405,1,2,15,10,0,13,1,4,1,0,0,0,38,1,[0]
56067,0,0,12,2,2,6,0,4,0,1,1,0,0,1,[0]
51036,2,0,6,5,2,10,3,1,0,1,1,1,23,1,[0]
45704,1,1,2,14,6,12,1,0,0,1,1,1,2,1,[0]
52213,1,0,13,8,3,1,1,3,1,1,1,1,10,1,[0]
42207,0,2,7,12,4,2,1,4,1,1,0,1,38,1,[0]
62924,1,4,5,5,0,3,2,0,1,1,1,0,36,1,[0]
52396,1,3,5,7,5,6,0,1,0,1,1,1,20,1,[0]
92769,2,5,6,12,4,7,2,1,1,1,1,1,7,1,[0]
41500,1,2,14,15,4,3,1,4,1,0,0,0,38,1,[0]
8611,2,0,7,12,2,3,0,1,1,1,0,0,38,1,[0]
45719,2,5,13,1,1,11,2,3,1,1,1,0,5,1,[0]
26306,1,2,11,9,0,3,4,4,0,0,0,0,38,1,[0]
702,1,2,9,13,4,9,1,4,0,0,0,0,38,1,[0]
