,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
26247,1,2,11,9,2,0,0,4,1,0,0,0,38,1,[0]
11606,2,5,15,10,2,3,0,4,1,0,0,0,38,1,[0]
29433,1,0,11,9,2,2,0,4,1,0,0,0,38,1,[0]
17501,1,5,8,11,0,9,4,4,0,0,0,1,38,1,[0]
30620,1,0,11,9,2,12,0,4,1,0,0,0,38,1,[0]
27558,0,2,8,11,2,9,0,4,1,0,0,0,38,1,[0]
41309,0,2,12,14,2,9,0,4,1,0,0,0,38,1,[0]
11841,1,2,8,11,2,2,0,4,1,0,0,0,38,1,[0]
45334,2,3,13,1,1,2,2,0,0,1,1,1,11,1,[0]
23082,2,2,0,6,2,2,0,4,1,0,0,0,38,1,[0]
27336,1,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
5092,0,2,9,13,4,11,3,4,1,0,0,0,38,1,[0]
48382,1,6,5,10,5,6,2,2,1,1,1,1,7,1,[0]
4784,1,2,15,10,2,2,0,4,1,0,1,0,38,1,[0]
16139,0,2,12,14,2,4,1,4,1,0,0,1,38,1,[0]
19074,1,2,6,5,2,6,5,4,0,0,0,0,38,1,[0]
49284,1,1,1,15,2,5,2,1,1,1,1,1,40,1,[0]
35254,1,4,9,13,2,11,0,4,1,0,0,1,38,1,[0]
9590,1,1,11,9,2,2,0,4,1,0,0,0,38,1,[0]
23842,1,5,11,9,2,13,0,4,1,0,0,0,38,1,[0]
34958,0,2,9,13,4,9,1,4,0,1,0,0,38,1,[0]
37986,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
9405,0,2,12,14,4,9,3,1,0,0,0,0,29,1,[0]
36011,1,2,8,11,2,0,0,2,1,0,0,0,38,1,[0]
45950,2,1,10,5,2,1,1,1,1,1,1,1,37,1,[0]
2727,2,5,9,13,2,9,0,4,1,0,1,0,38,1,[0]
27504,1,2,11,9,2,13,0,2,1,0,0,0,38,1,[0]
27194,1,2,12,14,2,9,0,4,1,0,0,0,7,1,[0]
4513,1,4,15,10,2,2,0,4,1,0,0,0,38,1,[0]
48811,2,6,9,6,5,9,3,1,0,1,1,0,9,1,[0]
10743,2,1,11,9,6,0,1,4,0,0,0,0,38,1,[0]
38804,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
13520,1,0,9,13,2,10,0,4,1,0,0,1,38,1,[0]
46369,2,1,1,5,0,7,0,3,0,1,1,1,8,1,[0]
12689,2,2,11,9,2,0,5,4,0,0,0,0,38,1,[0]
18516,0,2,8,11,4,0,1,4,1,0,0,0,38,1,[0]
16434,0,3,1,7,2,2,0,4,1,0,0,1,38,1,[0]
39404,1,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
44646,1,4,9,13,2,9,0,4,1,0,0,1,38,1,[0]
18918,1,1,12,14,4,9,1,4,0,0,0,0,38,1,[0]
29556,1,2,9,13,2,2,0,4,1,0,0,1,38,1,[0]
22174,1,2,9,13,4,9,1,4,1,1,0,0,38,1,[0]
19987,2,2,12,14,5,9,1,4,0,0,0,0,38,1,[0]
45699,2,0,15,14,6,10,4,1,0,1,1,1,31,1,[0]
25409,1,3,11,9,2,11,0,4,1,0,0,0,38,1,[0]
22695,1,2,11,9,2,11,0,4,1,0,0,1,38,1,[0]
28834,0,2,15,10,2,0,5,4,0,0,0,0,38,1,[0]
46131,2,1,1,12,4,2,5,1,0,1,1,1,29,1,[0]
42638,1,2,11,9,2,6,0,4,1,0,0,1,38,1,[0]
25725,2,1,9,13,2,9,0,4,1,0,0,0,38,1,[0]
2536,1,2,11,9,2,2,0,4,1,0,0,1,38,1,[0]
12666,2,2,11,9,2,9,0,4,1,0,0,0,38,1,[0]
6151,0,2,15,10,2,6,0,4,1,0,0,0,38,1,[0]
38375,2,2,11,9,0,2,4,2,1,0,0,0,38,1,[0]
39145,2,2,11,9,2,11,0,4,1,0,0,0,38,1,[0]
25384,1,2,7,12,2,2,0,4,1,0,0,1,38,1,[0]
49534,1,2,13,1,0,12,1,2,1,1,1,1,15,1,[0]
37414,1,1,11,9,2,10,0,4,1,0,0,0,38,1,[0]
5977,1,2,9,13,2,4,0,4,1,0,0,0,38,1,[0]
28968,1,2,9,13,2,12,0,4,1,0,0,0,38,1,[0]
7458,0,4,15,10,2,11,0,4,1,0,0,0,38,1,[0]
48332,1,5,10,14,4,6,4,1,0,1,1,0,25,1,[0]
16672,2,4,11,9,2,3,0,2,1,0,0,0,38,1,[0]
43852,1,2,7,12,0,9,1,4,0,0,0,0,38,1,[0]
33458,0,2,9,13,4,3,1,4,1,0,0,1,38,1,[0]
46600,2,6,11,14,3,1,2,0,1,1,1,1,19,1,[0]
24183,2,0,12,14,0,9,1,4,1,0,0,0,38,1,[0]
22286,1,2,15,10,2,3,0,4,1,0,0,0,38,1,[0]
26486,0,2,11,9,2,3,0,4,1,0,0,0,38,1,[0]
41874,2,5,11,9,2,2,0,4,1,0,0,1,38,1,[0]
40217,1,2,9,13,2,12,0,4,1,0,0,0,38,1,[0]
2723,0,2,1,7,2,2,0,1,1,0,0,0,29,1,[0]
6280,1,2,9,13,2,12,0,4,1,0,0,0,38,1,[0]
14434,0,2,7,12,2,11,0,4,1,0,0,0,38,1,[0]
35331,2,4,11,9,2,11,0,4,1,0,0,1,38,1,[0]
37476,1,2,15,10,2,3,0,4,1,0,0,0,38,1,[0]
19519,1,2,11,9,2,9,0,4,1,0,0,1,38,1,[0]
44243,1,2,9,13,2,0,0,1,1,0,0,0,29,1,[0]
3098,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
44156,0,1,9,13,2,9,5,4,0,0,0,1,38,1,[0]
42963,2,2,9,13,2,0,0,4,1,0,0,0,38,1,[0]
38518,1,2,11,9,0,13,1,4,1,0,0,1,38,1,[0]
5849,1,2,9,13,2,2,0,4,1,0,0,1,38,1,[0]
8678,1,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
46111,0,4,13,2,4,1,4,0,1,1,1,1,5,1,[0]
7455,1,3,9,13,2,11,0,4,1,0,0,0,38,1,[0]
19549,2,2,11,9,2,2,0,1,1,0,1,0,38,1,[0]
35501,2,2,4,3,2,13,0,4,1,0,0,0,38,1,[0]
6408,2,2,11,9,2,3,0,4,1,0,0,0,38,1,[0]
12801,1,2,11,9,0,3,4,4,0,0,0,0,38,1,[0]
40188,1,2,9,13,2,12,0,4,1,0,0,0,38,1,[0]
10432,0,2,9,13,2,3,0,4,1,0,0,1,8,1,[0]
18211,1,4,9,13,2,12,5,4,0,0,0,1,38,1,[0]
47070,1,0,12,8,4,8,2,1,0,1,1,0,13,1,[0]
7240,1,2,15,10,5,9,4,4,0,0,0,0,38,1,[0]
49287,2,3,13,8,4,3,5,2,0,1,1,1,9,1,[0]
14820,1,2,9,13,4,9,1,4,1,1,0,0,38,1,[0]
47621,0,2,8,8,2,8,0,0,1,1,1,1,12,1,[0]
28244,1,3,8,11,2,4,0,4,1,0,0,1,38,1,[0]
13965,2,2,11,9,4,0,1,4,0,0,0,0,38,1,[0]
10751,1,2,9,13,0,12,4,4,0,0,0,0,38,1,[0]
35202,1,2,11,9,2,13,0,4,1,0,0,1,38,1,[0]
48070,2,4,7,3,0,0,3,0,1,1,1,0,35,1,[0]
30148,1,2,11,9,2,6,0,4,1,0,0,1,38,1,[0]
26448,0,1,9,13,2,9,5,2,0,0,0,0,38,1,[0]
7318,2,5,9,13,2,9,0,4,1,1,0,0,38,1,[0]
25283,2,1,12,14,6,9,4,4,1,0,0,0,38,1,[0]
12384,1,2,0,6,2,6,0,4,1,0,0,0,38,1,[0]
47779,2,5,6,2,0,5,2,1,1,1,1,1,14,1,[0]
24260,1,2,11,9,2,11,0,4,1,0,0,1,38,1,[0]
37659,1,4,15,10,2,11,0,1,1,0,0,1,29,1,[0]
15746,2,2,11,9,2,13,0,4,1,1,0,0,38,1,[0]
26076,1,5,15,10,2,0,5,1,0,0,0,0,38,1,[0]
11938,1,2,11,9,2,11,0,4,1,0,1,1,38,1,[0]
46236,1,0,8,8,3,7,3,3,1,1,1,0,31,1,[0]
19011,1,4,12,14,2,11,0,4,1,0,0,0,38,1,[0]
677,2,2,11,9,2,2,0,4,1,0,0,1,38,1,[0]
30527,1,2,11,9,2,6,0,2,1,0,0,0,38,1,[0]
37907,2,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
9407,1,2,15,10,2,2,0,4,1,0,0,1,38,1,[0]
7271,2,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
46383,2,1,13,5,2,4,3,0,0,1,1,0,7,1,[0]
1926,1,4,11,9,2,3,0,4,1,0,0,1,38,1,[0]
906,1,2,11,9,0,11,1,4,1,1,0,1,38,1,[0]
15668,1,4,2,8,2,5,0,2,1,0,0,0,38,1,[0]
6396,2,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
7709,1,2,15,10,2,4,0,4,1,0,0,0,38,1,[0]
24245,1,0,14,15,2,9,0,1,1,0,0,1,18,1,[0]
9237,2,4,1,7,6,3,1,4,0,0,0,1,38,1,[0]
4211,2,5,9,13,2,9,0,2,1,0,0,0,38,1,[0]
29803,0,4,7,12,2,0,5,4,0,0,0,0,38,1,[0]
48216,2,5,9,7,6,8,3,0,0,1,1,1,10,1,[0]
44827,1,2,11,9,0,3,1,4,0,0,1,0,38,1,[0]
49768,0,1,11,7,6,5,3,1,1,1,1,1,18,1,[0]
26818,0,2,14,15,2,9,0,4,1,0,0,0,38,1,[0]
11188,2,5,11,9,2,9,0,2,1,0,0,1,38,1,[0]
24759,1,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
5163,0,2,9,13,2,9,5,4,0,0,0,0,38,1,[0]
24438,2,2,15,10,2,0,5,4,0,0,0,0,38,1,[0]
37478,1,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
45410,2,3,2,10,3,0,2,0,0,1,1,0,6,1,[0]
28015,1,2,14,15,4,9,1,4,1,0,0,0,38,1,[0]
24589,1,2,8,11,2,2,0,4,1,0,0,0,38,1,[0]
47518,2,4,5,7,6,12,5,4,0,1,1,0,30,1,[0]
27267,1,2,8,11,2,2,0,4,1,0,1,0,38,1,[0]
4325,2,5,15,10,2,0,5,4,0,0,0,0,38,1,[0]
33357,1,2,11,9,4,2,2,0,1,1,0,0,38,1,[0]
2551,1,2,15,10,4,2,1,4,1,0,0,0,38,1,[0]
15142,1,0,10,16,4,9,1,4,0,0,0,1,38,1,[0]
3490,2,5,10,16,2,9,0,4,1,0,0,1,38,1,[0]
4704,1,2,9,13,4,9,1,4,1,1,0,0,38,1,[0]
33618,2,2,2,8,2,6,0,4,1,0,0,0,38,1,[0]
44540,1,2,15,10,2,0,0,4,1,0,0,0,38,1,[0]
3750,1,2,5,4,2,2,0,4,1,0,0,0,21,1,[0]
10123,0,0,9,13,2,9,0,4,1,0,0,0,38,1,[0]
9409,1,0,9,13,2,0,0,4,1,0,0,0,38,1,[0]
21291,0,2,15,10,2,2,0,4,1,0,0,1,10,1,[0]
12533,1,3,7,12,2,2,0,4,1,0,0,1,38,1,[0]
41516,1,2,11,9,2,13,0,4,1,0,0,1,38,1,[0]
20630,1,1,15,10,2,9,0,2,1,1,0,1,38,1,[0]
6457,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
30083,2,2,6,5,2,2,0,2,1,0,0,0,38,1,[0]
10409,1,3,11,9,2,4,0,4,1,1,0,0,38,1,[0]
48807,0,1,6,14,3,10,4,3,1,1,1,0,3,1,[0]
3921,2,5,9,13,2,9,0,4,1,0,0,0,38,1,[0]
10949,0,2,1,7,4,9,3,4,1,0,0,0,38,1,[0]
18143,1,2,12,14,4,3,1,4,1,0,0,0,38,1,[0]
8752,2,4,11,9,0,3,1,4,1,0,0,1,38,1,[0]
48384,2,1,10,2,2,1,4,3,1,1,1,1,4,1,[0]
49015,1,5,2,3,1,8,3,3,0,1,1,1,18,1,[0]
45808,2,6,6,4,1,2,2,0,0,1,1,1,35,1,[0]
7270,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
22297,1,1,11,9,2,2,0,4,1,0,0,0,38,1,[0]
41966,1,2,12,14,2,3,0,4,1,0,0,1,4,1,[0]
1153,2,2,9,13,2,9,0,1,1,0,0,0,2,1,[0]
41500,1,2,14,15,4,3,1,4,1,0,0,0,38,1,[0]
32037,2,2,2,8,2,13,0,2,1,1,0,0,38,1,[0]
27125,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
37187,2,1,15,10,2,10,0,4,1,0,0,0,38,1,[0]
25977,0,2,15,10,4,11,1,4,1,0,0,0,38,1,[0]
45224,1,2,13,11,1,1,0,1,1,1,1,1,15,1,[0]
49561,0,3,2,4,6,4,0,3,1,1,1,1,0,1,[0]
42359,1,2,15,10,2,6,0,4,1,1,0,0,38,1,[0]
48469,2,2,4,12,3,1,2,1,1,1,1,1,21,1,[0]
12484,1,2,15,10,2,0,0,4,1,0,0,0,38,1,[0]
21087,0,5,12,14,2,3,0,4,1,0,0,1,38,1,[0]
21284,1,4,9,13,2,11,0,4,1,0,0,0,38,1,[0]
12528,2,2,15,10,2,7,0,4,1,0,0,0,38,1,[0]
12508,2,1,15,10,2,0,5,2,0,0,0,1,38,1,[0]
35925,2,3,7,12,2,11,0,4,1,0,0,1,38,1,[0]
45897,2,4,5,1,2,9,5,3,1,1,1,1,36,1,[0]
26233,2,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
