,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
57068,1,3,13,10,3,0,1,3,1,1,1,0,17,1,[1]
61671,1,3,0,7,2,4,0,3,1,1,1,0,17,1,[1]
52298,0,4,7,13,0,5,1,0,1,1,1,1,20,1,[1]
82896,2,2,1,15,1,2,3,4,1,1,1,1,8,1,[1]
32856,1,2,10,16,2,9,0,4,1,0,0,0,38,1,[1]
50359,2,0,9,3,6,0,1,2,1,1,1,1,31,1,[1]
55999,2,0,4,5,1,10,2,2,1,1,1,1,36,1,[1]
53329,2,6,7,9,1,2,5,0,1,1,1,0,3,1,[1]
64027,2,1,11,12,4,0,4,2,0,1,1,0,11,1,[1]
52339,2,6,9,7,6,12,3,3,1,1,1,0,24,1,[1]
54783,2,1,8,9,3,6,2,3,0,1,1,1,0,1,[1]
30034,1,2,9,13,0,3,4,4,0,0,0,1,38,1,[1]
10108,1,3,11,9,2,3,0,4,1,0,0,1,11,1,[1]
53203,2,4,0,3,4,6,4,1,0,1,1,0,15,1,[1]
67588,2,6,6,6,3,2,2,1,0,1,1,0,0,1,[1]
54038,0,3,10,3,0,6,1,2,1,1,1,1,7,1,[1]
62698,1,6,5,8,5,4,2,1,1,1,1,1,34,1,[1]
56726,1,0,5,1,3,9,1,1,0,1,1,1,38,1,[1]
28306,1,2,14,15,4,3,1,4,1,1,0,1,38,1,[1]
65807,2,3,3,11,0,8,5,2,0,1,1,1,21,1,[1]
80653,2,1,8,7,5,2,3,1,0,1,1,0,33,1,[1]
69667,2,4,1,10,1,10,2,1,1,1,1,1,34,1,[1]
9658,2,3,4,3,2,3,0,1,1,1,0,0,2,1,[1]
22439,1,2,12,14,2,9,0,4,1,0,0,0,38,1,[1]
33629,1,2,10,16,2,9,0,4,1,0,0,0,38,1,[1]
1851,1,2,12,14,2,12,0,4,1,1,0,1,38,1,[1]
59443,1,4,9,4,2,6,4,1,1,1,1,0,38,1,[1]
52643,1,4,2,16,4,0,1,0,0,1,1,1,13,1,[1]
14166,1,1,7,12,2,10,0,4,1,0,1,0,38,1,[1]
45406,2,5,15,16,3,4,2,1,1,1,1,1,33,1,[1]
1123,1,2,11,9,2,11,0,4,1,1,0,1,38,1,[1]
4487,1,2,9,13,2,12,0,4,1,0,1,0,38,1,[1]
54297,2,6,0,8,0,11,3,1,1,1,1,0,23,1,[1]
49690,2,6,12,4,3,1,2,2,1,1,1,0,20,1,[1]
65328,0,2,11,9,3,4,3,3,0,1,1,1,29,1,[1]
50313,2,5,15,5,5,13,1,3,0,1,1,0,0,1,[1]
23306,0,2,9,13,2,3,5,4,0,0,0,1,38,1,[1]
71550,2,5,7,16,6,9,3,1,1,1,1,1,36,1,[1]
42853,1,1,15,10,2,12,0,4,1,1,0,1,38,1,[1]
16107,1,0,11,9,2,0,0,2,1,0,0,1,38,1,[1]
18070,1,1,10,16,4,9,1,4,1,0,0,1,25,1,[1]
77386,1,3,14,12,3,12,3,2,0,1,1,0,17,1,[1]
79691,2,3,7,1,6,8,0,1,1,1,1,0,2,1,[1]
45128,1,4,9,13,2,11,0,4,1,0,0,1,38,1,[1]
24135,1,1,7,12,2,9,0,4,1,0,0,0,1,1,[1]
67462,0,3,6,4,4,1,2,2,0,1,1,0,21,1,[1]
56799,2,6,2,4,4,1,3,1,1,1,1,1,15,1,[1]
44952,1,2,12,14,2,9,0,4,1,0,1,0,38,1,[1]
17201,2,0,12,14,2,3,0,4,1,0,0,1,38,1,[1]
14842,1,2,9,13,2,11,0,4,1,0,0,1,38,1,[1]
51071,2,4,1,7,3,4,2,4,1,1,1,0,7,1,[1]
72921,2,4,11,8,2,6,2,1,1,1,1,1,12,1,[1]
48786,2,1,13,15,1,5,4,4,0,1,1,0,6,1,[1]
27280,2,2,9,13,2,3,0,4,1,0,0,1,38,1,[1]
48686,2,3,15,7,1,8,3,1,0,1,1,0,26,1,[1]
58289,1,0,0,9,5,0,1,1,0,1,1,1,20,1,[1]
46965,1,2,0,6,2,1,3,1,0,1,1,1,19,1,[1]
26114,1,3,11,9,2,3,0,4,1,0,1,1,38,1,[1]
73128,1,3,14,8,1,1,4,3,1,1,1,0,23,1,[1]
70976,1,3,12,6,6,8,4,4,0,1,1,0,0,1,[1]
74525,2,3,15,11,5,11,5,0,0,1,1,1,39,1,[1]
10020,1,2,8,11,2,3,0,4,1,0,0,0,38,1,[1]
80290,2,0,11,1,5,1,3,0,0,1,1,0,5,1,[1]
45693,2,4,6,10,6,13,0,0,0,1,1,1,29,1,[1]
75278,2,4,11,10,5,7,4,3,1,1,1,1,24,1,[1]
2554,1,2,8,11,2,9,5,4,0,1,0,0,38,1,[1]
45720,0,1,11,9,0,5,4,0,1,1,1,0,34,1,[1]
1383,1,2,12,14,2,10,0,4,1,1,0,1,38,1,[1]
62709,2,5,4,2,5,9,3,0,0,1,1,0,35,1,[1]
83756,1,4,12,7,0,12,2,1,1,1,1,0,27,1,[1]
57931,1,2,15,8,2,1,0,1,0,1,1,1,35,1,[1]
78730,1,2,15,13,5,0,2,2,1,1,1,1,25,1,[1]
4056,1,2,12,14,2,11,0,4,1,0,0,0,38,1,[1]
73438,0,5,14,14,6,12,2,1,0,1,1,1,29,1,[1]
59040,2,2,0,2,4,6,3,3,0,1,1,0,33,1,[1]
56140,0,4,11,14,4,11,1,4,1,1,1,0,29,1,[1]
33751,1,2,7,12,2,12,0,4,1,0,0,0,38,1,[1]
44095,1,0,14,15,2,9,0,4,1,0,0,1,38,1,[1]
26261,2,2,11,9,2,3,0,4,1,0,0,0,38,1,[1]
35704,2,5,10,16,2,9,0,4,1,0,0,0,38,1,[1]
72314,0,4,9,5,4,9,5,2,0,1,1,0,9,1,[1]
2106,1,2,15,10,2,11,0,4,1,0,0,1,38,1,[1]
72769,2,3,5,8,2,10,5,4,1,1,1,1,37,1,[1]
52436,2,4,6,7,5,9,0,3,1,1,1,0,19,1,[1]
84964,2,1,14,12,6,4,0,4,1,1,1,0,2,1,[1]
64574,1,5,13,8,4,0,4,3,1,1,1,0,8,1,[1]
67031,1,4,2,9,5,3,4,2,0,1,1,1,34,1,[1]
78633,2,5,4,8,5,10,4,1,1,1,1,0,20,1,[1]
73996,2,1,15,9,3,4,1,2,0,1,1,1,38,1,[1]
45260,2,2,15,16,4,5,4,4,1,1,1,0,9,1,[1]
