,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
46624,2,4,13,8,5,12,3,2,1,1,1,0,21,0,[1]
45818,1,3,9,16,1,1,1,0,1,1,1,0,15,0,[1]
56791,0,4,3,14,5,10,0,4,1,1,1,1,29,0,[1]
22022,1,2,15,10,2,3,0,4,1,0,0,0,38,0,[1]
66299,2,0,5,13,6,2,5,4,0,1,1,0,15,0,[1]
54309,1,1,6,6,5,3,0,1,0,1,1,0,18,0,[1]
58768,2,4,14,3,1,9,1,0,1,1,1,0,35,0,[1]
79188,0,6,15,11,2,1,5,2,1,1,1,0,6,0,[1]
8811,1,0,9,13,0,12,4,4,0,0,0,1,38,0,[1]
47475,0,3,2,9,0,10,2,3,0,1,1,1,31,0,[1]
64236,2,6,11,6,3,7,2,2,0,1,1,1,17,0,[1]
63936,0,0,11,11,6,2,1,2,1,1,1,0,25,0,[1]
27023,0,2,9,13,4,0,1,4,1,1,0,1,38,0,[1]
62941,2,3,6,2,5,10,3,0,1,1,1,1,27,0,[1]
55103,2,3,8,16,6,0,2,4,1,1,1,1,20,0,[1]
69462,2,5,6,11,4,8,0,1,0,1,1,1,26,0,[1]
71416,2,0,2,10,0,9,3,2,1,1,1,1,33,0,[1]
65153,2,3,14,15,6,8,0,0,1,1,1,0,13,0,[1]
44781,1,2,15,10,2,9,0,4,1,0,0,0,38,0,[1]
41646,1,2,11,9,0,2,4,4,1,0,1,0,38,0,[1]
48887,0,4,11,16,1,4,1,3,0,1,1,1,38,0,[1]
73224,2,1,11,1,3,12,5,3,1,1,1,0,24,0,[1]
75965,1,4,9,3,2,3,5,3,1,1,1,1,35,0,[1]
63034,2,1,13,15,1,4,1,0,1,1,1,1,12,0,[1]
32095,1,2,15,10,2,12,0,4,1,0,1,0,38,0,[1]
54112,2,6,11,16,5,6,4,2,0,1,1,1,30,0,[1]
54029,2,5,2,16,5,1,0,2,1,1,1,0,35,0,[1]
79105,2,2,3,3,6,0,2,0,1,1,1,0,19,0,[1]
15164,0,2,15,10,2,11,5,4,0,1,0,0,38,0,[1]
74456,2,1,4,4,6,4,2,4,0,1,1,0,9,0,[1]
74402,1,5,13,10,6,0,0,4,0,1,1,1,22,0,[1]
78097,2,6,7,9,4,10,4,1,0,1,1,1,19,0,[1]
46276,2,4,4,16,3,12,5,0,0,1,1,0,36,0,[1]
3820,1,2,15,10,2,12,0,4,1,0,0,0,38,0,[1]
12646,1,2,9,13,4,11,2,4,0,0,0,0,38,0,[1]
78430,0,1,14,5,1,13,3,4,0,1,1,0,11,0,[1]
9143,1,3,8,11,2,7,0,4,1,1,0,1,38,0,[1]
70622,2,1,1,12,0,8,1,4,1,1,1,1,6,0,[1]
1939,2,2,11,9,2,3,0,4,1,0,0,1,38,0,[1]
69670,2,0,15,9,3,1,4,1,0,1,1,1,21,0,[1]
69403,0,1,14,15,2,1,0,4,1,1,1,0,36,0,[1]
58396,1,5,5,9,0,0,3,4,1,1,1,0,18,0,[1]
59968,2,5,14,3,5,2,4,4,1,1,1,1,33,0,[1]
14333,1,2,15,10,0,11,1,4,1,1,0,0,38,0,[1]
46145,1,4,15,3,2,12,2,4,0,1,1,1,10,0,[1]
60866,2,1,6,6,3,3,0,2,0,1,1,1,11,0,[1]
45888,2,5,15,16,5,13,2,3,1,1,1,1,1,0,[1]
3621,2,2,15,10,2,3,0,4,1,1,0,0,38,0,[1]
52839,2,2,6,13,5,5,2,3,0,1,1,1,31,0,[1]
76445,2,1,11,12,0,5,2,3,0,1,1,0,8,0,[1]
48001,2,2,2,14,3,10,2,4,1,1,1,0,32,0,[1]
59373,2,0,4,9,6,9,4,2,1,1,1,0,8,0,[1]
70264,2,2,14,11,5,3,5,4,1,1,1,0,15,0,[1]
53673,2,4,14,14,2,0,0,1,0,1,1,0,38,0,[1]
71190,0,1,6,15,0,13,4,2,0,1,1,0,9,0,[1]
72678,0,0,5,2,6,7,1,3,1,1,1,1,28,0,[1]
28257,2,2,10,16,2,11,0,4,1,0,0,0,38,0,[1]
75842,2,0,0,1,4,7,2,0,0,1,1,1,1,0,[1]
16884,2,1,14,15,0,9,1,4,0,0,0,1,38,0,[1]
9633,2,2,11,9,0,11,1,4,1,1,0,0,38,0,[1]
63598,2,3,15,15,2,6,3,3,0,1,1,1,40,0,[1]
50162,2,5,4,4,6,11,4,0,1,1,1,0,3,0,[1]
