,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
67356,2,3,13,10,2,6,1,1,1,1,1,0,3,1,[0]
41746,1,2,8,11,0,0,4,4,0,0,0,1,38,1,[0]
53514,0,3,12,3,5,8,2,2,1,1,1,0,17,1,[0]
15658,0,5,9,13,2,12,0,4,1,0,0,0,38,1,[0]
49051,0,6,5,2,2,6,4,2,0,1,1,0,19,1,[0]
7350,1,1,11,9,2,13,0,4,1,0,0,0,38,1,[0]
21500,2,5,9,13,2,0,0,4,1,1,0,0,38,1,[0]
78192,2,3,15,4,0,7,4,3,0,1,1,1,2,1,[0]
22290,1,1,9,13,2,9,5,4,0,0,0,1,38,1,[0]
65784,2,4,7,14,1,2,3,0,1,1,1,1,9,1,[0]
22140,0,2,9,13,5,9,1,1,1,0,0,0,29,1,[0]
67082,0,1,0,8,0,9,1,1,1,1,1,0,17,1,[0]
60688,2,0,13,6,3,6,0,0,0,1,1,0,24,1,[0]
59976,2,0,10,7,5,11,0,2,1,1,1,0,34,1,[0]
26893,1,0,7,12,2,0,0,4,1,0,0,0,38,1,[0]
75228,2,3,12,1,5,13,5,4,1,1,1,0,29,1,[0]
45933,1,0,3,3,5,1,4,2,1,1,1,0,3,1,[0]
54393,2,4,6,4,3,7,0,1,0,1,1,1,15,1,[0]
33195,1,2,15,10,2,7,0,4,1,0,0,1,38,1,[0]
78495,2,5,12,1,5,12,1,3,0,1,1,0,9,1,[0]
56862,0,4,14,10,2,0,1,3,0,1,1,1,2,1,[0]
50821,1,3,12,6,0,13,3,2,0,1,1,0,16,1,[0]
72958,2,4,14,6,6,5,5,2,1,1,1,0,6,1,[0]
69508,2,1,7,2,2,2,5,1,1,1,1,0,0,1,[0]
6770,2,2,8,11,2,9,0,4,1,0,0,0,38,1,[0]
50950,2,6,0,1,3,4,4,1,0,1,1,1,40,1,[0]
46626,1,0,9,15,3,1,3,4,1,1,1,0,20,1,[0]
62992,2,6,1,11,2,1,5,1,1,1,1,1,10,1,[0]
74403,1,2,4,5,2,6,4,0,1,1,1,1,38,1,[0]
42974,1,5,9,13,2,9,0,4,1,1,0,1,38,1,[0]
34194,0,2,8,11,2,3,0,4,1,0,0,1,38,1,[0]
64220,1,3,15,12,0,13,5,4,1,1,1,1,14,1,[0]
10606,1,4,14,15,4,9,1,4,1,0,0,1,38,1,[0]
71751,2,0,7,15,0,5,3,0,0,1,1,1,1,1,[0]
28672,1,2,11,9,2,3,0,4,1,0,0,0,38,1,[0]
3750,1,2,5,4,2,2,0,4,1,0,0,0,21,1,[0]
69947,2,3,0,2,3,1,2,2,0,1,1,0,21,1,[0]
79969,1,0,7,3,4,12,5,0,1,1,1,1,31,1,[0]
4328,2,2,11,9,6,0,1,4,1,0,1,0,38,1,[0]
25084,1,2,11,9,2,2,0,4,1,1,0,0,38,1,[0]
67262,2,5,4,12,5,4,4,4,0,1,1,0,12,1,[0]
36779,1,2,14,15,2,3,0,4,1,0,0,0,38,1,[0]
67079,2,3,3,2,1,4,2,2,0,1,1,0,11,1,[0]
61717,2,3,14,15,6,2,4,3,1,1,1,1,23,1,[0]
5982,1,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
32099,1,2,9,13,2,3,0,1,1,0,0,1,38,1,[0]
53075,2,5,13,16,1,4,3,2,1,1,1,0,38,1,[0]
16553,2,2,9,13,2,11,5,4,0,1,0,1,38,1,[0]
68527,2,5,15,11,3,3,2,0,1,1,1,0,1,1,[0]
14874,1,0,15,10,2,2,0,4,1,0,0,0,38,1,[0]
12243,1,4,15,10,2,4,0,4,1,0,0,1,38,1,[0]
79297,2,1,11,9,1,8,0,0,0,1,1,1,30,1,[0]
73134,2,1,2,8,0,6,2,0,1,1,1,0,19,1,[0]
79662,2,3,3,10,0,12,1,3,1,1,1,1,32,1,[0]
28828,0,2,11,9,2,11,0,4,1,0,0,1,38,1,[0]
53074,2,3,8,8,2,3,5,0,0,1,1,1,38,1,[0]
35878,1,2,9,13,3,3,1,4,0,0,0,1,38,1,[0]
19163,1,2,9,13,0,3,4,4,0,1,0,0,38,1,[0]
52847,2,2,8,11,0,6,3,2,1,1,1,1,23,1,[0]
56327,0,2,10,9,0,9,3,0,1,1,1,0,35,1,[0]
59277,2,1,15,1,5,5,4,0,1,1,1,1,38,1,[0]
58138,0,4,3,9,5,12,5,3,1,1,1,1,27,1,[0]
61589,2,1,15,11,5,8,4,2,0,1,1,0,33,1,[0]
50166,2,1,15,2,0,7,2,1,1,1,1,0,17,1,[0]
60979,2,0,12,1,4,13,0,3,1,1,1,1,32,1,[0]
18782,1,2,7,12,2,2,0,4,1,0,0,0,38,1,[0]
50126,2,3,8,5,0,11,2,1,1,1,1,0,32,1,[0]
53603,2,1,12,5,5,13,4,2,0,1,1,1,38,1,[0]
62684,0,3,6,3,6,2,1,3,1,1,1,0,34,1,[0]
64039,2,2,2,1,5,8,2,0,1,1,1,0,27,1,[0]
34693,1,1,12,14,4,9,1,4,0,0,0,0,38,1,[0]
79856,2,1,4,8,6,6,3,0,1,1,1,0,39,1,[0]
67504,1,2,1,8,0,7,4,0,0,1,1,0,35,1,[0]
