,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
51466,2,5,12,14,0,5,0,3,1,1,1,1,20,1,[0]
89034,1,4,5,6,0,1,0,2,0,1,1,1,26,1,[0]
67439,2,6,3,14,6,2,0,3,0,1,1,1,18,1,[0]
86482,2,4,7,15,3,2,0,2,0,1,1,0,7,1,[0]
81304,1,0,13,4,2,11,1,1,0,1,1,0,5,1,[0]
26797,1,1,7,12,2,12,0,4,1,0,0,0,38,1,[0]
25658,1,4,11,9,2,4,0,4,1,0,0,0,38,1,[0]
53998,2,1,1,2,1,3,0,4,1,1,1,1,17,1,[0]
22264,2,3,15,10,2,11,0,4,1,0,0,1,38,1,[0]
75705,1,1,1,11,5,11,0,2,0,1,1,0,17,1,[0]
48171,2,5,5,5,4,0,0,3,1,1,1,0,35,1,[0]
70565,0,3,2,10,6,7,3,4,1,1,1,1,2,1,[0]
47411,2,0,13,13,6,1,0,0,0,1,1,1,29,1,[0]
31864,2,4,11,9,0,3,1,4,0,1,0,0,38,1,[0]
79189,2,6,13,6,2,5,1,4,0,1,1,1,17,1,[0]
81983,0,0,0,11,1,1,4,4,1,1,1,0,13,1,[0]
49401,0,0,9,8,6,11,5,3,1,1,1,0,0,1,[0]
29764,2,2,11,9,2,0,0,4,1,0,0,0,38,1,[0]
55307,0,2,7,13,5,11,5,0,1,1,1,1,33,1,[0]
45065,1,2,15,10,2,7,0,4,1,0,0,0,38,1,[0]
10462,2,4,15,10,2,11,5,4,0,0,0,1,38,1,[0]
77271,2,0,15,13,1,5,0,0,0,1,1,1,31,1,[0]
77098,2,1,0,12,3,3,3,0,0,1,1,1,14,1,[0]
23384,1,5,14,15,4,9,1,4,0,0,1,1,38,1,[0]
85673,2,0,15,11,3,10,4,4,0,1,1,0,40,1,[0]
69853,2,1,12,2,1,8,3,2,0,1,1,1,35,1,[0]
16512,1,2,11,9,0,0,1,4,1,1,0,0,38,1,[0]
38447,1,2,2,8,2,0,5,2,0,1,0,0,38,1,[0]
52367,2,2,14,4,0,13,5,3,1,1,1,1,36,1,[0]
53771,0,3,6,10,4,1,3,4,1,1,1,0,29,1,[0]
89733,1,5,0,7,4,10,3,0,0,1,1,1,19,1,[0]
81354,1,4,0,6,1,1,2,1,1,1,1,1,22,1,[0]
38468,2,3,11,9,2,3,0,4,1,1,0,0,38,1,[0]
85398,2,6,2,2,2,7,0,1,0,1,1,0,20,1,[0]
47615,2,1,14,3,1,6,4,0,1,1,1,0,25,1,[0]
18960,1,2,11,9,2,12,0,4,1,0,0,0,38,1,[0]
5588,1,2,10,16,0,3,4,4,1,0,0,0,38,1,[0]
16083,1,3,12,14,2,11,0,4,1,0,0,0,25,1,[0]
81272,2,0,12,13,5,5,1,1,1,1,1,1,14,1,[0]
88635,0,0,11,6,4,12,1,3,1,1,1,1,1,1,[0]
1304,1,5,8,11,2,9,0,4,1,0,0,0,38,1,[0]
65941,2,5,6,14,6,8,2,2,0,1,1,1,23,1,[0]
53095,1,2,11,8,2,6,1,4,1,1,1,1,6,1,[0]
53973,2,1,6,15,1,11,5,4,0,1,1,1,20,1,[0]
49342,0,3,7,7,0,6,0,0,0,1,1,1,26,1,[0]
38525,0,2,11,9,2,7,5,4,0,0,0,0,38,1,[0]
61938,2,0,15,7,1,0,3,1,0,1,1,1,38,1,[0]
7823,1,2,11,9,2,7,0,4,1,0,1,1,38,1,[0]
53898,2,5,5,1,6,8,0,0,0,1,1,0,5,1,[0]
34983,2,4,9,13,6,9,1,4,0,0,0,1,38,1,[0]
25079,2,4,8,11,2,12,0,4,1,0,0,0,38,1,[0]
51394,2,2,4,9,0,5,0,2,1,1,1,0,0,1,[0]
84889,1,0,15,12,2,11,1,2,1,1,1,0,33,1,[0]
52229,2,2,15,5,2,7,0,1,0,1,1,1,27,1,[0]
8499,1,0,15,10,2,12,0,4,1,0,0,0,38,1,[0]
18748,1,2,0,6,2,12,0,4,1,0,0,0,38,1,[0]
48925,0,0,12,2,6,10,1,3,1,1,1,0,37,1,[0]
56477,2,3,1,12,4,9,3,1,1,1,1,0,21,1,[0]
78338,2,3,1,5,5,11,0,2,0,1,1,0,9,1,[0]
65572,1,6,0,14,3,4,0,4,0,1,1,0,17,1,[0]
58289,1,0,0,9,5,0,1,1,0,1,1,1,20,1,[0]
32299,0,2,11,9,2,7,5,4,0,1,0,0,38,1,[0]
87757,0,6,0,11,5,12,3,0,1,1,1,1,15,1,[0]
80824,2,4,8,1,6,5,2,4,0,1,1,1,26,1,[0]
38887,1,2,8,11,2,13,0,4,1,0,0,1,38,1,[0]
64442,1,6,2,4,5,10,2,0,0,1,1,0,21,1,[0]
51865,1,4,11,16,2,13,1,1,1,1,1,0,3,1,[0]
51789,0,2,1,12,0,12,3,3,1,1,1,1,3,1,[0]
66273,0,3,13,2,6,12,0,2,1,1,1,1,29,1,[0]
82994,2,4,2,12,4,8,4,4,1,1,1,1,30,1,[0]
24983,0,2,14,15,2,9,0,1,1,0,0,0,18,1,[0]
