,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
11591,1,2,8,11,2,12,5,4,0,0,0,0,38,1,[1]
53647,0,0,6,1,2,6,5,1,1,1,1,0,2,1,[1]
47968,2,3,11,8,6,8,5,1,0,1,1,0,0,1,[1]
35521,1,2,15,10,2,3,0,4,1,0,0,0,38,1,[1]
65479,1,2,14,10,2,2,1,3,0,1,1,1,31,1,[1]
14488,1,2,9,13,2,11,0,4,1,0,0,0,38,1,[1]
24245,1,0,14,15,2,9,0,1,1,0,0,1,18,1,[1]
23353,1,4,14,15,4,9,1,4,0,0,0,1,38,1,[1]
42328,1,2,9,13,2,3,0,4,1,1,0,0,38,1,[1]
4367,1,0,15,10,2,3,0,1,1,0,0,0,38,1,[1]
53210,2,2,5,16,6,10,5,0,0,1,1,1,33,1,[1]
30657,1,2,1,7,4,2,1,0,1,1,0,1,38,1,[1]
12883,2,4,10,16,2,9,0,4,1,0,0,0,38,1,[1]
53195,2,2,14,16,6,2,5,1,1,1,1,1,23,1,[1]
65823,2,4,14,15,0,4,3,1,1,1,1,1,3,1,[1]
44095,1,0,14,15,2,9,0,4,1,0,0,1,38,1,[1]
57413,1,1,4,16,2,5,0,3,0,1,1,1,34,1,[1]
15069,1,2,9,13,2,3,0,4,1,1,0,0,38,1,[1]
32615,1,0,15,10,0,3,4,4,1,0,0,1,38,1,[1]
4520,1,2,15,10,2,9,0,4,1,0,0,0,38,1,[1]
56263,2,2,9,16,3,6,1,2,1,1,1,0,19,1,[1]
16257,2,3,15,10,2,13,5,4,0,0,0,0,38,1,[1]
31702,2,1,9,13,2,3,0,4,1,1,0,0,38,1,[1]
49832,1,1,15,5,4,13,1,1,0,1,1,1,5,1,[1]
52614,1,5,7,16,6,6,1,1,0,1,1,1,32,1,[1]
31924,1,2,14,15,2,11,5,0,0,1,0,0,34,1,[1]
49206,2,4,0,9,2,4,2,3,0,1,1,1,35,1,[1]
62649,2,4,2,10,0,4,5,0,0,1,1,0,12,1,[1]
43259,2,3,14,15,2,9,0,4,1,0,0,0,38,1,[1]
66420,0,6,11,1,5,0,3,4,0,1,1,1,37,1,[1]
12213,1,2,9,13,2,3,0,4,1,0,1,1,38,1,[1]
21678,1,2,9,13,2,3,0,4,1,0,0,0,38,1,[1]
46230,2,3,11,10,2,3,5,1,1,1,1,1,4,1,[1]
7686,1,2,15,10,2,11,0,4,1,0,0,1,38,1,[1]
12207,1,3,15,10,2,11,0,4,1,1,0,1,38,1,[1]
44754,2,3,15,10,2,3,0,4,1,0,0,1,38,1,[1]
68378,0,0,12,16,0,12,5,4,0,1,1,0,17,1,[1]
23505,2,2,11,9,2,5,0,4,1,0,1,0,38,1,[1]
29391,0,3,15,10,2,3,0,1,1,0,1,0,34,1,[1]
12255,1,3,11,9,2,3,0,4,1,0,0,0,38,1,[1]
63126,0,3,2,14,0,11,1,3,0,1,1,0,21,1,[1]
72947,0,0,8,2,5,8,5,1,0,1,1,1,12,1,[1]
68444,0,0,3,6,6,7,3,0,1,1,1,1,21,1,[1]
57304,1,3,4,3,2,6,1,4,1,1,1,0,26,1,[1]
