,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
22169,2,2,11,9,6,11,4,4,0,0,0,0,25,0,[0]
23049,1,2,9,13,0,0,4,4,0,0,0,0,38,0,[0]
26989,2,2,1,7,2,6,0,4,1,0,0,0,38,0,[0]
28926,1,2,11,9,4,11,3,4,0,0,0,0,38,0,[0]
15599,0,2,15,10,4,0,1,4,1,0,0,1,38,0,[0]
8429,0,2,11,9,4,5,3,4,1,0,0,0,38,0,[0]
10996,1,2,11,9,4,5,1,4,1,0,0,0,38,0,[0]
26523,1,2,8,11,2,5,0,4,1,0,0,0,38,0,[0]
10894,2,2,6,5,2,10,0,4,1,0,0,0,38,0,[0]
33309,2,1,11,9,2,13,0,4,1,0,0,0,38,0,[0]
57761,2,0,13,12,1,10,0,0,1,1,1,0,22,0,[0]
31327,0,2,9,13,4,11,1,2,0,0,0,0,38,0,[0]
33335,1,4,11,9,2,11,0,4,1,0,0,0,38,0,[0]
6069,1,2,11,9,0,2,3,4,1,0,0,0,38,0,[0]
4096,1,5,12,14,2,9,0,4,1,0,0,1,38,0,[0]
41366,1,2,11,9,2,3,0,4,1,0,0,0,38,0,[0]
12976,1,4,11,9,2,4,0,4,1,1,0,1,38,0,[0]
28095,0,2,2,8,4,7,3,4,1,0,0,0,38,0,[0]
12365,1,2,11,9,0,2,1,4,1,0,0,0,38,0,[0]
37543,2,2,6,5,2,2,0,4,1,0,0,0,38,0,[0]
41798,0,2,11,9,2,0,0,4,1,0,0,1,38,0,[0]
9812,0,2,8,11,4,7,4,4,0,0,0,0,38,0,[0]
34250,1,2,2,8,4,4,1,2,1,0,0,1,38,0,[0]
14951,0,2,11,9,5,2,1,4,1,0,0,0,38,0,[0]
31613,0,2,15,10,4,5,2,4,1,0,0,0,38,0,[0]
973,0,2,15,10,4,11,3,4,1,0,0,0,38,0,[0]
43134,0,2,11,9,4,7,3,2,1,0,0,0,38,0,[0]
38098,0,2,11,9,4,5,1,4,1,0,0,0,38,0,[0]
4081,0,1,12,14,4,9,1,4,0,0,0,0,38,0,[0]
5733,1,2,9,13,5,12,4,2,0,0,0,0,38,0,[0]
3169,1,2,15,10,4,0,4,1,0,0,0,0,2,0,[0]
73894,2,3,2,13,2,6,2,0,1,1,1,1,27,0,[0]
30540,1,2,11,9,4,7,3,4,0,0,0,0,38,0,[0]
19476,0,2,15,10,4,0,4,1,0,0,0,0,39,0,[0]
39332,1,2,11,9,4,11,3,4,1,0,0,0,38,0,[0]
36010,0,2,2,8,4,11,2,4,1,1,0,0,38,0,[0]
28741,0,2,15,10,2,6,0,4,1,0,0,0,38,0,[0]
34056,2,4,0,6,2,2,0,4,1,0,0,0,38,0,[0]
62044,2,3,10,10,2,3,1,0,0,1,1,0,39,0,[0]
58233,0,2,14,8,3,13,5,2,1,1,1,0,38,0,[0]
42269,1,2,11,9,0,0,3,4,0,0,0,0,38,0,[0]
53423,2,1,11,3,5,13,0,4,0,1,1,1,33,0,[0]
1703,0,1,9,13,4,9,1,4,0,0,0,0,38,0,[0]
3863,1,2,11,9,2,6,0,4,1,0,0,0,38,0,[0]
42144,1,2,15,10,0,0,1,4,0,0,0,0,38,0,[0]
26325,0,1,12,14,4,9,3,4,0,0,0,1,38,0,[0]
27123,1,2,5,4,2,6,0,2,1,0,0,0,38,0,[0]
52405,2,5,9,5,0,6,2,3,1,1,1,1,1,0,[0]
20051,1,2,11,9,0,6,3,4,1,0,0,1,38,0,[0]
36956,2,4,15,10,2,4,0,4,1,0,0,1,38,0,[0]
30935,1,2,15,10,0,0,1,4,0,0,1,0,38,0,[0]
45052,1,2,11,9,0,2,1,1,0,0,0,0,23,0,[0]
51567,1,3,15,8,6,10,0,4,1,1,1,1,8,0,[0]
44969,1,2,7,12,4,3,1,1,0,0,0,1,38,0,[0]
73298,1,4,0,16,5,8,1,0,0,1,1,0,4,0,[0]
45911,2,3,7,1,5,5,4,2,0,1,1,1,7,0,[0]
19212,0,2,11,9,0,5,3,1,0,0,0,0,29,0,[0]
11002,1,2,15,10,2,11,0,4,1,0,0,0,38,0,[0]
41637,0,2,7,12,0,7,1,4,0,0,0,0,38,0,[0]
58034,2,3,12,6,3,7,3,2,0,1,1,1,30,0,[0]
20727,2,2,11,9,2,13,0,4,1,0,0,1,38,0,[0]
18742,0,2,15,10,2,3,0,4,1,0,0,0,38,0,[0]
12335,1,2,15,10,4,0,3,0,0,0,0,0,38,0,[0]
45102,1,0,9,13,2,0,5,1,0,0,0,0,29,0,[0]
64518,0,6,13,11,1,4,3,0,0,1,1,1,33,0,[0]
3197,0,4,11,9,4,4,3,4,1,0,0,0,38,0,[0]
7373,0,2,15,10,2,3,0,4,1,0,0,0,38,0,[0]
35768,1,2,11,9,2,2,0,4,1,0,0,0,38,0,[0]
54920,2,2,14,6,3,4,3,0,1,1,1,0,34,0,[0]
41339,0,2,15,10,4,11,2,4,1,0,0,0,38,0,[0]
22165,1,2,11,9,2,6,0,3,1,0,0,0,25,0,[0]
8955,2,2,0,6,6,6,1,4,0,0,0,0,38,0,[0]
14591,1,2,15,10,4,7,3,4,1,0,0,1,38,0,[0]
11837,2,2,11,9,2,13,0,4,1,0,0,1,38,0,[0]
20336,2,2,6,5,2,6,0,4,1,1,0,0,38,0,[0]
25044,1,2,11,9,4,0,3,4,1,0,0,0,38,0,[0]
27791,0,2,11,9,2,2,0,3,1,0,0,0,25,0,[0]
22004,0,2,15,10,2,4,0,4,1,0,0,1,38,0,[0]
85,0,2,11,9,4,5,3,4,1,0,0,0,38,0,[0]
15442,1,2,15,10,0,3,4,4,0,0,0,0,38,0,[0]
67395,1,4,15,5,3,11,1,1,1,1,1,0,13,0,[0]
4666,0,2,9,13,4,0,3,4,0,1,0,0,38,0,[0]
