,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
77886,1,6,11,4,5,8,3,0,1,1,1,1,1,0,[1]
58250,2,3,6,11,1,12,3,3,1,1,1,0,1,0,[1]
85649,0,1,8,13,4,0,2,2,1,1,1,0,13,0,[1]
89885,2,2,6,4,3,10,0,1,1,1,1,0,38,0,[1]
45669,2,2,9,9,5,8,2,2,1,1,1,1,22,0,[1]
83581,2,0,13,16,0,2,3,3,1,1,1,0,2,0,[1]
79625,1,4,15,1,6,13,2,2,1,1,1,1,35,0,[1]
53117,2,3,8,7,3,6,3,3,0,1,1,0,7,0,[1]
64804,0,3,2,12,2,4,3,3,1,1,1,1,12,0,[1]
31290,1,1,15,10,2,3,0,4,1,0,0,0,38,0,[1]
66612,2,2,2,15,1,1,1,4,1,1,1,1,37,0,[1]
93631,2,0,13,15,3,1,0,1,1,1,1,1,9,0,[1]
28728,1,1,11,9,2,10,0,4,1,0,0,1,38,0,[1]
77036,2,3,12,2,2,4,4,3,1,1,1,1,27,0,[1]
86305,1,3,15,14,4,1,2,3,1,1,1,1,1,0,[1]
44882,2,5,15,10,5,0,1,4,0,0,0,1,38,0,[1]
49334,1,3,2,4,5,8,2,4,1,1,1,1,19,0,[1]
57030,0,3,10,15,6,5,4,4,0,1,1,0,27,0,[1]
59455,2,5,14,12,0,13,0,4,0,1,1,0,35,0,[1]
61001,2,3,12,6,4,12,3,3,1,1,1,0,29,0,[1]
55801,0,2,5,10,2,12,1,3,1,1,1,1,15,0,[1]
74378,1,2,6,8,4,10,1,1,1,1,1,1,1,0,[1]
61535,2,6,6,12,0,3,0,2,0,1,1,0,27,0,[1]
52781,2,3,11,16,2,11,3,3,1,1,1,1,1,0,[1]
47750,2,5,14,4,6,1,2,0,1,1,1,1,4,0,[1]
27424,0,1,9,13,2,9,5,2,0,0,0,0,38,0,[1]
62376,0,5,12,4,4,4,3,3,1,1,1,0,11,0,[1]
90907,0,5,15,8,2,8,4,1,1,1,1,0,25,0,[1]
4732,2,2,9,13,2,6,0,4,1,0,0,0,18,0,[1]
76518,0,0,2,8,5,13,3,4,1,1,1,1,11,0,[1]
61180,1,2,14,15,4,7,1,4,0,1,1,1,18,0,[1]
89892,2,2,0,1,1,9,4,2,0,1,1,0,25,0,[1]
42239,1,3,11,9,2,3,0,4,1,0,0,1,38,0,[1]
55310,1,6,11,4,2,1,4,1,1,1,1,0,19,0,[1]
51938,1,5,14,11,4,2,4,4,1,1,1,0,29,0,[1]
80383,2,1,13,14,5,7,1,0,1,1,1,1,1,0,[1]
84865,2,2,11,8,5,4,0,2,1,1,1,1,15,0,[1]
94320,1,0,1,12,3,3,1,3,0,1,1,1,16,0,[1]
65561,2,6,14,4,5,9,5,3,0,1,1,0,10,0,[1]
12238,1,1,7,12,2,3,0,4,1,0,0,0,38,0,[1]
36555,1,5,10,16,2,9,0,4,1,0,0,0,38,0,[1]
40331,1,2,11,9,4,6,3,4,1,0,1,0,38,0,[1]
91306,2,0,10,2,6,5,5,1,0,1,1,1,9,0,[1]
69206,1,3,15,6,4,6,1,2,0,1,1,1,18,0,[1]
68549,2,3,5,15,0,5,3,3,0,1,1,1,3,0,[1]
65072,1,5,2,15,6,8,2,2,1,1,1,0,28,0,[1]
18875,1,2,11,9,2,2,3,4,1,1,0,0,38,0,[1]
84930,0,5,15,5,4,0,5,0,0,1,1,0,39,0,[1]
73976,1,1,8,1,5,5,3,2,0,1,1,1,6,0,[1]
38077,0,2,7,12,2,9,0,4,1,0,0,0,38,0,[1]
29544,1,2,14,15,0,3,1,4,1,0,0,1,38,0,[1]
82737,1,3,9,8,0,1,0,4,1,1,1,0,33,0,[1]
83930,2,1,15,4,3,2,2,3,1,1,1,1,22,0,[1]
58486,2,6,6,1,3,10,4,1,1,1,1,1,36,0,[1]
82466,0,4,13,7,0,7,1,4,1,1,1,0,36,0,[1]
16804,1,2,9,13,2,11,0,4,1,0,0,1,38,0,[1]
56634,2,2,6,10,4,8,2,4,1,1,1,1,12,0,[1]
18568,1,2,15,10,2,2,0,4,1,0,0,1,38,0,[1]
54958,1,0,1,16,3,11,4,0,0,1,1,1,14,0,[1]
86938,1,1,7,10,5,10,4,3,1,1,1,0,4,0,[1]
53762,2,6,11,3,2,9,0,0,0,1,1,0,10,0,[1]
58899,1,0,4,7,3,3,1,2,0,1,1,1,13,0,[1]
50850,0,2,8,8,4,7,4,1,1,1,1,1,15,0,[1]
18098,2,2,9,13,2,9,0,4,1,0,0,1,38,0,[1]
75949,1,0,12,4,5,11,2,0,0,1,1,0,22,0,[1]
52047,2,2,15,8,6,6,3,1,1,1,1,0,7,0,[1]
72404,1,2,0,15,2,3,4,0,1,1,1,1,9,0,[1]
70689,0,2,13,5,3,0,0,1,1,1,1,1,6,0,[1]
49732,0,5,0,1,6,3,3,1,1,1,1,1,12,0,[1]
86144,1,6,1,16,5,12,0,1,0,1,1,1,3,0,[1]
5399,1,2,9,13,0,3,4,4,1,0,0,1,38,0,[1]
50043,2,4,11,6,2,11,1,1,0,1,1,0,38,0,[1]
84426,1,0,12,11,0,10,0,4,0,1,1,0,8,0,[1]
88814,0,1,9,12,0,12,0,4,1,1,1,1,23,0,[1]
94512,2,5,8,12,6,1,1,1,1,1,1,1,11,0,[1]
93466,2,0,3,6,1,13,4,4,1,1,1,0,22,0,[1]
62218,2,3,10,14,1,2,5,1,1,1,1,0,28,0,[1]
68738,1,5,1,7,1,5,4,3,1,1,1,1,6,0,[1]
10858,1,0,9,13,4,0,1,2,1,1,0,1,38,0,[1]
80663,2,2,6,2,2,4,2,0,0,1,1,0,3,0,[1]
72647,1,6,7,9,0,11,4,4,0,1,1,1,5,0,[1]
80942,2,6,4,3,6,2,1,1,0,1,1,1,20,0,[1]
49258,0,4,2,3,1,13,3,1,0,1,1,0,18,0,[1]
76367,2,3,2,6,3,0,3,1,1,1,1,0,3,0,[1]
6502,1,2,9,13,0,11,4,1,0,0,0,0,2,0,[1]
65420,1,1,0,6,0,2,4,4,0,1,1,0,23,0,[1]
90811,1,1,10,14,5,4,2,0,1,1,1,0,37,0,[1]
75850,2,0,9,1,3,9,5,2,1,1,1,0,7,0,[1]
51159,1,0,8,12,2,0,0,1,0,1,1,0,29,0,[1]
83973,0,2,14,3,4,8,1,4,1,1,1,0,4,0,[1]
66493,2,4,15,1,4,4,2,4,0,1,1,0,36,0,[1]
51631,1,3,3,4,5,1,2,1,1,1,1,0,3,0,[1]
61252,2,4,8,11,5,4,5,3,0,1,1,1,20,0,[1]
59816,1,1,1,10,2,2,5,2,0,1,1,0,7,0,[1]
77063,1,5,15,15,0,10,3,2,0,1,1,1,14,0,[1]
82456,1,3,9,5,5,8,5,0,0,1,1,1,3,0,[1]
65210,0,2,2,8,6,4,5,1,1,1,1,1,28,0,[1]
15090,1,2,9,13,0,3,3,4,1,0,1,0,38,0,[1]
