,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
88624,2,6,10,15,2,10,5,2,0,1,1,0,29,1,[0]
95115,2,4,0,4,6,12,4,2,1,1,1,1,2,1,[0]
77045,2,0,8,14,2,4,5,2,1,1,1,1,3,1,[0]
31924,1,2,14,15,2,11,5,0,0,1,0,0,34,1,[0]
64290,2,0,9,1,6,7,0,1,1,1,1,0,34,1,[0]
66503,2,1,9,10,3,12,1,3,0,1,1,0,32,1,[0]
32959,1,5,12,14,2,9,0,4,1,0,0,1,38,1,[0]
60697,2,1,13,15,1,1,4,2,1,1,1,0,4,1,[0]
5589,1,2,12,14,4,3,1,4,0,0,0,0,38,1,[0]
82626,1,4,6,6,5,0,5,4,0,1,1,1,17,1,[0]
42359,1,2,15,10,2,6,0,4,1,1,0,0,38,1,[0]
92365,2,6,8,1,5,13,5,4,1,1,1,0,5,1,[0]
74323,0,0,1,16,2,6,5,4,1,1,1,1,33,1,[0]
85409,2,3,5,6,0,12,5,1,1,1,1,1,40,1,[0]
97630,1,6,13,12,2,9,2,3,0,1,1,1,34,1,[0]
27690,1,2,15,10,2,0,5,4,0,0,0,0,38,1,[0]
43008,1,2,10,16,2,9,0,1,1,0,0,0,18,1,[0]
96760,0,5,2,7,2,10,4,3,0,1,1,0,0,1,[0]
57387,2,2,15,6,0,12,1,4,0,1,1,1,20,1,[0]
17117,1,5,9,13,2,9,0,4,1,0,0,1,38,1,[0]
89635,2,1,10,5,5,11,3,2,0,1,1,0,1,1,[0]
58223,0,3,8,8,6,4,4,3,1,1,1,0,24,1,[0]
88746,2,2,7,6,1,0,5,2,1,1,1,0,18,1,[0]
86423,2,3,6,15,2,13,5,4,1,1,1,1,19,1,[0]
67283,2,2,3,1,1,8,2,0,1,1,1,0,4,1,[0]
62730,2,0,14,14,4,5,1,4,0,1,1,1,31,1,[0]
78361,2,6,7,9,6,0,0,3,0,1,1,0,24,1,[0]
95432,2,5,8,6,1,5,0,2,1,1,1,1,29,1,[0]
56490,0,4,8,3,6,3,2,1,1,1,1,1,22,1,[0]
99624,0,1,7,15,4,10,4,4,0,1,1,1,17,1,[0]
65828,2,0,3,9,4,11,1,3,1,1,1,0,4,1,[0]
68370,2,0,3,7,1,4,2,4,1,1,1,0,24,1,[0]
34775,1,1,9,13,2,9,5,4,0,0,0,1,38,1,[0]
8462,1,2,11,9,2,6,0,4,1,0,0,0,38,1,[0]
75289,2,0,12,12,0,9,1,1,0,1,1,1,16,1,[0]
52187,0,5,14,6,6,7,3,2,1,1,1,1,39,1,[0]
37106,1,1,11,9,2,12,5,4,0,0,1,0,38,1,[0]
68132,2,1,5,1,5,10,4,2,1,1,1,0,11,1,[0]
31977,1,2,9,13,4,11,1,4,1,0,0,0,38,1,[0]
85839,2,0,10,4,3,7,3,0,1,1,1,0,29,1,[0]
20015,1,4,15,10,2,11,0,2,1,0,0,1,38,1,[0]
41500,1,2,14,15,4,3,1,4,1,0,0,0,38,1,[0]
17332,1,4,11,9,2,11,5,2,0,0,0,1,5,1,[0]
80033,1,1,7,9,4,3,3,1,1,1,1,1,11,1,[0]
73202,2,1,10,15,0,6,4,1,0,1,1,0,14,1,[0]
34274,1,2,12,14,2,0,0,4,1,0,1,0,38,1,[0]
36390,1,2,15,10,2,0,0,4,1,0,0,1,38,1,[0]
72500,0,6,15,3,6,5,5,2,0,1,1,1,38,1,[0]
77701,2,4,11,11,4,2,4,0,1,1,1,0,8,1,[0]
87485,2,6,15,6,1,10,1,0,1,1,1,0,2,1,[0]
71363,0,2,10,9,0,12,2,0,0,1,1,1,31,1,[0]
99187,2,6,6,14,1,1,4,0,1,1,1,1,11,1,[0]
20987,2,2,11,9,2,3,5,4,0,0,0,0,38,1,[0]
92807,0,0,10,9,3,4,3,4,0,1,1,1,28,1,[0]
8425,1,1,9,13,2,9,0,4,1,0,0,1,38,1,[0]
55561,1,6,12,7,5,12,3,4,0,1,1,0,38,1,[0]
72492,2,0,5,16,1,4,4,0,1,1,1,0,5,1,[0]
80103,2,5,9,16,6,0,0,3,0,1,1,0,23,1,[0]
47393,0,3,12,5,6,4,1,4,1,1,1,0,27,1,[0]
48367,1,5,10,4,2,6,1,4,1,1,1,1,5,1,[0]
82364,1,4,6,15,5,7,0,1,0,1,1,0,39,1,[0]
48590,2,6,7,1,5,1,5,0,1,1,1,0,9,1,[0]
71390,2,3,6,16,0,13,2,4,0,1,1,1,25,1,[0]
7353,1,4,15,10,2,2,0,4,1,0,0,0,38,1,[0]
36732,1,2,11,9,2,6,0,4,1,0,0,0,38,1,[0]
38874,0,2,15,10,2,13,0,4,1,1,0,1,38,1,[0]
65318,2,1,12,8,5,3,2,2,1,1,1,0,0,1,[0]
67305,2,1,13,15,6,8,1,4,1,1,1,0,2,1,[0]
31383,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
53939,1,5,14,1,1,10,4,4,0,1,1,1,19,1,[0]
23427,0,2,15,10,2,0,0,4,1,1,0,0,38,1,[0]
98987,1,2,6,14,1,13,2,1,0,1,1,0,11,1,[0]
54660,0,0,2,16,0,0,3,3,0,1,1,1,27,1,[0]
56389,2,5,15,8,4,4,4,0,0,1,1,1,20,1,[0]
