,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
11640,0,2,15,10,4,6,1,4,1,0,0,0,38,0,[0]
28074,1,5,1,7,0,13,4,4,0,0,0,1,38,0,[0]
33891,1,2,11,9,4,5,1,4,1,0,0,0,38,0,[0]
9824,1,2,2,8,4,7,1,4,1,0,0,0,38,0,[0]
53286,2,0,4,12,3,7,1,1,0,1,1,0,25,0,[0]
81229,2,3,14,16,5,1,0,4,1,1,1,0,13,0,[0]
28509,0,2,6,5,4,6,3,4,1,0,0,0,25,0,[0]
42415,1,2,15,10,0,13,1,2,1,0,0,1,38,0,[0]
26878,0,2,12,14,4,9,1,4,0,0,0,0,38,0,[0]
40901,1,2,15,10,0,12,4,4,0,0,0,0,38,0,[0]
52321,0,6,5,15,3,2,3,1,1,1,1,0,24,0,[0]
12703,2,4,9,13,2,11,0,4,1,0,0,0,38,0,[0]
38379,0,2,1,7,4,7,3,4,1,0,0,0,38,0,[0]
8244,0,2,5,4,2,4,0,4,1,0,0,0,25,0,[0]
73175,0,0,5,10,2,3,5,3,1,1,1,0,1,0,[0]
9128,0,3,11,9,4,7,2,4,1,0,0,0,38,0,[0]
6029,0,2,11,9,6,3,4,4,1,0,0,0,38,0,[0]
6732,0,2,11,9,4,7,3,2,1,0,0,0,38,0,[0]
43473,0,2,15,10,2,6,0,4,1,0,0,0,38,0,[0]
43766,1,2,11,9,2,6,0,4,1,0,0,0,38,0,[0]
45052,1,2,11,9,0,2,1,1,0,0,0,0,23,0,[0]
22078,2,2,11,9,2,13,0,4,1,0,0,1,38,0,[0]
35924,0,2,15,10,4,9,1,4,0,0,0,0,38,0,[0]
2521,2,2,11,9,0,8,1,2,0,0,0,0,38,0,[0]
21018,1,2,11,9,5,9,4,4,0,0,0,0,38,0,[0]
40612,2,2,5,4,2,2,0,4,1,0,0,0,38,0,[0]
41513,1,2,0,6,2,6,3,4,0,1,0,0,38,0,[0]
