,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
6670,1,4,15,10,0,2,4,4,1,0,0,1,38,0,[0]
50796,2,0,11,4,2,10,2,3,0,1,1,1,40,0,[0]
22310,0,1,12,14,4,9,1,4,0,0,0,0,38,0,[0]
12647,1,2,8,11,2,12,0,4,1,0,0,0,38,0,[0]
13931,0,0,11,9,4,13,3,4,1,0,0,0,38,0,[0]
27896,2,2,11,9,0,7,1,4,0,0,0,0,38,0,[0]
17572,1,2,11,9,4,3,1,4,0,0,0,0,38,0,[0]
63407,2,6,10,13,1,11,0,0,0,1,1,1,16,0,[0]
15222,0,2,11,9,3,11,4,4,0,0,0,0,38,0,[0]
53032,2,1,11,9,6,3,1,4,1,1,1,0,21,0,[0]
37672,0,2,9,13,4,9,1,4,0,0,0,0,38,0,[0]
58250,2,3,6,11,1,12,3,3,1,1,1,0,1,0,[0]
16438,0,2,15,10,4,0,1,4,1,0,0,0,38,0,[0]
26234,1,5,8,11,4,2,1,4,1,0,0,0,38,0,[0]
11132,2,2,11,9,0,2,1,4,0,0,0,0,38,0,[0]
17147,1,1,11,9,4,13,4,2,0,0,0,0,38,0,[0]
61868,0,0,6,12,4,3,0,1,0,1,1,1,30,0,[0]
31904,1,2,1,7,2,8,2,4,0,0,0,0,38,0,[0]
4334,2,1,0,6,6,7,1,4,0,0,0,0,32,0,[0]
33655,1,2,15,10,0,0,4,4,0,0,0,0,38,0,[0]
14774,1,2,11,9,2,5,0,2,1,0,0,0,38,0,[0]
41031,0,2,15,10,4,11,1,4,0,0,0,0,38,0,[0]
67732,0,1,4,15,6,10,1,4,0,1,1,1,16,0,[0]
11440,0,2,1,7,0,11,2,4,0,0,0,0,38,0,[0]
1376,1,4,15,10,2,2,0,4,1,0,0,1,38,0,[0]
15473,0,2,15,10,4,11,1,4,1,0,0,0,38,0,[0]
58413,1,0,7,2,5,7,0,1,0,1,1,1,23,0,[0]
48615,1,6,11,4,2,0,2,3,1,1,1,1,24,0,[0]
21352,1,2,15,10,0,0,1,2,0,0,0,0,38,0,[0]
4239,1,2,9,13,4,9,1,2,0,0,0,0,38,0,[0]
7304,0,2,1,7,4,7,3,4,1,0,0,0,38,0,[0]
12305,0,2,11,9,2,3,0,4,1,0,0,0,38,0,[0]
24186,1,1,9,13,4,10,3,2,1,0,0,0,38,0,[0]
39867,1,2,11,9,5,0,3,4,0,0,0,0,38,0,[0]
20213,0,2,11,9,4,3,1,4,1,0,0,0,38,0,[0]
3762,1,2,11,9,0,5,1,4,1,0,0,0,38,0,[0]
47858,1,0,8,10,0,4,3,4,0,1,1,0,34,0,[0]
15224,1,2,11,9,4,5,1,2,1,0,0,0,38,0,[0]
9487,0,2,2,8,4,5,2,4,1,0,0,0,38,0,[0]
6762,0,2,9,13,4,9,3,4,0,0,0,0,38,0,[0]
43984,0,2,15,10,4,7,1,4,1,0,0,0,38,0,[0]
30944,1,2,11,9,0,7,3,2,0,0,0,0,38,0,[0]
33583,2,1,11,9,2,7,0,4,1,0,0,0,38,0,[0]
25830,2,2,11,9,2,11,0,4,1,0,0,0,38,0,[0]
31262,2,2,11,9,2,11,0,4,1,0,0,0,38,0,[0]
17071,0,2,15,10,4,11,1,4,1,0,0,0,38,0,[0]
27835,0,2,11,9,2,11,0,4,1,0,0,1,38,0,[0]
