,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
51459,2,1,15,13,2,8,1,4,0,1,1,0,5,0,[1]
53386,2,6,14,15,0,0,0,2,1,1,1,1,37,0,[1]
61838,1,2,9,12,0,12,2,0,0,1,1,1,11,0,[1]
20292,1,4,9,13,2,3,0,4,1,0,0,1,10,0,[1]
51680,1,5,3,12,1,6,0,3,0,1,1,1,27,0,[1]
56621,2,5,4,1,1,0,5,3,0,1,1,1,37,0,[1]
61595,2,0,15,1,6,7,4,4,1,1,1,0,40,0,[1]
54489,2,4,4,16,4,7,4,1,1,1,1,0,22,0,[1]
56258,1,3,4,15,3,10,2,0,0,1,1,1,30,0,[1]
41807,1,4,11,9,2,6,0,4,1,0,0,0,38,0,[1]
56342,2,6,12,12,1,2,4,4,1,1,1,0,20,0,[1]
29851,0,2,11,9,2,10,0,1,1,0,0,0,36,0,[1]
11773,2,5,11,9,2,3,0,4,1,1,0,0,38,0,[1]
45274,1,2,11,3,5,7,1,2,0,1,1,0,34,0,[1]
53142,1,5,11,4,3,7,2,4,1,1,1,1,20,0,[1]
56295,0,0,0,11,2,0,4,4,1,1,1,1,15,0,[1]
47878,1,1,5,16,3,8,2,1,1,1,1,1,16,0,[1]
64298,2,4,6,10,1,4,1,2,0,1,1,1,11,0,[1]
62991,1,1,9,16,2,2,3,2,0,1,1,1,8,0,[1]
59049,2,4,13,11,0,5,0,3,1,1,1,1,34,0,[1]
62626,2,3,6,7,2,5,1,1,0,1,1,1,24,0,[1]
43343,1,2,12,14,2,9,0,4,1,0,0,0,38,0,[1]
55964,2,1,13,9,1,11,2,0,1,1,1,0,5,0,[1]
10004,1,2,12,14,0,3,1,4,0,1,0,0,38,0,[1]
52872,1,6,11,9,6,8,4,0,1,1,1,0,10,0,[1]
64532,2,0,11,8,1,3,3,0,0,1,1,1,24,0,[1]
51981,2,1,14,10,1,5,2,1,1,1,1,1,22,0,[1]
57197,2,5,6,10,3,10,4,4,0,1,1,0,34,0,[1]
62427,2,0,13,7,3,12,1,3,1,1,1,0,26,0,[1]
32543,1,1,12,14,2,9,5,4,0,0,0,0,38,0,[1]
50574,1,3,1,8,0,0,0,2,1,1,1,1,1,0,[1]
47379,1,5,6,12,2,8,4,1,0,1,1,0,28,0,[1]
38260,1,2,15,10,2,11,0,0,1,0,0,0,38,0,[1]
51171,0,1,5,15,6,10,1,2,0,1,1,1,37,0,[1]
53097,1,1,5,13,6,12,3,1,0,1,1,1,39,0,[1]
48100,2,3,0,12,2,5,0,1,0,1,1,0,33,0,[1]
898,0,2,15,10,4,3,1,4,1,1,0,0,38,0,[1]
42695,1,2,14,15,2,11,5,4,0,0,0,0,38,0,[1]
49503,2,1,11,6,0,11,3,1,0,1,1,1,32,0,[1]
4140,2,5,15,10,0,0,1,4,0,0,1,0,38,0,[1]
61808,1,3,13,5,3,12,1,1,1,1,1,0,22,0,[1]
40114,1,2,7,12,1,0,5,4,0,0,0,0,38,0,[1]
54789,0,0,8,13,0,10,0,1,1,1,1,0,26,0,[1]
46047,2,5,3,15,2,4,4,1,1,1,1,1,13,0,[1]
34666,0,2,12,14,2,3,0,4,1,0,0,0,10,0,[1]
19255,2,5,9,13,2,10,0,4,1,0,0,0,38,0,[1]
56712,0,0,9,7,4,0,0,0,0,1,1,1,27,0,[1]
46308,1,0,1,8,4,7,2,3,1,1,1,1,10,0,[1]
23570,1,1,9,13,2,2,0,1,1,0,0,0,29,0,[1]
20477,0,4,11,9,2,11,0,4,1,0,0,1,38,0,[1]
13951,1,2,12,14,0,11,1,4,1,0,0,1,38,0,[1]
49580,1,3,3,16,5,9,4,4,1,1,1,0,7,0,[1]
62880,1,3,12,6,6,11,1,3,1,1,1,1,28,0,[1]
27632,1,3,9,13,4,9,1,3,1,0,0,1,38,0,[1]
62697,2,0,7,3,2,10,3,1,0,1,1,1,19,0,[1]
54941,0,0,4,1,5,8,0,0,0,1,1,0,6,0,[1]
60261,2,5,5,15,0,12,5,2,0,1,1,0,34,0,[1]
54359,2,1,8,10,0,6,4,3,1,1,1,1,26,0,[1]
56220,2,3,0,4,5,3,4,3,0,1,1,0,29,0,[1]
18098,2,2,9,13,2,9,0,4,1,0,0,1,38,0,[1]
60544,2,5,11,3,1,0,3,3,0,1,1,0,39,0,[1]
8736,1,2,15,10,2,6,5,4,0,0,0,0,38,0,[1]
8179,1,2,9,13,2,9,5,2,0,0,0,0,38,0,[1]
50090,0,0,15,1,4,9,4,4,0,1,1,0,22,0,[1]
54424,1,0,9,12,0,6,3,3,0,1,1,0,36,0,[1]
17209,1,2,1,7,5,13,1,4,1,0,0,1,38,0,[1]
59309,1,3,8,8,6,12,2,4,1,1,1,0,16,0,[1]
54328,2,6,14,3,1,11,2,2,0,1,1,0,7,0,[1]
49989,1,2,9,7,2,11,5,2,0,1,1,1,12,0,[1]
49585,2,5,2,11,2,13,5,2,1,1,1,1,20,0,[1]
39795,1,3,11,9,2,3,0,4,1,0,1,0,38,0,[1]
56282,1,3,1,16,4,6,0,1,1,1,1,0,33,0,[1]
53282,2,2,15,14,1,0,0,1,0,1,1,0,11,0,[1]
57983,2,1,15,6,4,11,1,0,1,1,1,1,20,0,[1]
16474,1,2,15,10,2,3,0,4,1,0,0,0,38,0,[1]
52355,2,0,4,3,3,13,5,1,1,1,1,1,5,0,[1]
51654,2,6,4,4,3,5,1,4,0,1,1,0,3,0,[1]
54574,2,4,10,5,4,6,3,3,1,1,1,0,28,0,[1]
49882,0,3,6,16,3,4,0,4,0,1,1,1,11,0,[1]
53955,2,1,4,9,4,1,4,3,1,1,1,0,13,0,[1]
49413,1,4,8,13,0,6,3,2,1,1,1,0,38,0,[1]
63934,2,4,2,7,0,13,3,1,1,1,1,0,13,0,[1]
46026,2,2,11,12,4,6,4,4,0,1,1,0,4,0,[1]
29137,1,2,8,11,0,13,1,4,1,0,0,1,38,0,[1]
9143,1,3,8,11,2,7,0,4,1,1,0,1,38,0,[1]
12325,1,4,9,13,2,3,0,4,1,0,0,1,38,0,[1]
62743,2,6,8,7,5,9,5,2,1,1,1,1,27,0,[1]
7341,2,2,15,10,6,11,1,4,1,1,0,0,38,0,[1]
26331,1,2,9,13,2,11,0,4,1,0,0,1,38,0,[1]
50540,2,0,14,13,0,5,5,1,1,1,1,0,35,0,[1]
56850,0,5,13,10,5,9,2,4,0,1,1,0,10,0,[1]
59117,2,3,1,11,6,4,4,4,1,1,1,0,23,0,[1]
54998,2,2,7,7,1,13,5,2,0,1,1,1,30,0,[1]
8400,1,4,8,11,2,11,0,4,1,0,0,0,38,0,[1]
60388,2,1,5,5,3,12,4,4,0,1,1,1,14,0,[1]
5118,1,2,8,11,0,9,1,4,1,1,0,1,38,0,[1]
14728,1,3,15,10,2,3,0,4,1,0,0,0,38,0,[1]
47847,2,3,8,10,6,4,1,0,0,1,1,0,5,0,[1]
42585,1,4,8,11,2,4,0,4,1,1,0,1,38,0,[1]
8720,1,2,7,12,2,9,0,4,1,0,0,0,38,0,[1]
60067,1,2,1,13,1,9,0,0,0,1,1,0,22,0,[1]
51751,1,0,6,6,2,13,1,3,1,1,1,0,0,0,[1]
51809,1,0,13,7,2,10,4,4,0,1,1,0,2,0,[1]
52305,2,3,13,16,4,9,3,1,0,1,1,1,8,0,[1]
26715,1,2,9,13,2,3,0,4,1,1,0,0,38,0,[1]
62289,2,2,10,4,0,12,2,0,1,1,1,0,21,0,[1]
56143,1,4,10,3,6,10,2,1,0,1,1,0,16,0,[1]
53536,1,2,9,11,6,13,4,4,1,1,1,1,39,0,[1]
55310,1,6,11,4,2,1,4,1,1,1,1,0,19,0,[1]
6895,2,4,15,10,2,11,0,4,1,1,0,0,38,0,[1]
46249,2,0,10,13,4,8,2,1,0,1,1,1,21,0,[1]
36770,1,3,11,9,2,2,0,4,1,0,0,1,38,0,[1]
47888,2,2,3,1,0,11,4,4,0,1,1,0,22,0,[1]
56144,1,6,9,5,2,6,2,4,1,1,1,0,22,0,[1]
53985,0,1,8,15,1,5,2,0,0,1,1,1,2,0,[1]
9633,2,2,11,9,0,11,1,4,1,1,0,0,38,0,[1]
50617,2,1,11,16,5,9,5,0,0,1,1,0,6,0,[1]
52159,2,6,6,3,5,9,3,1,0,1,1,0,17,0,[1]
50872,0,1,3,9,2,2,0,0,1,1,1,1,13,0,[1]
203,1,2,9,13,2,0,0,1,1,0,0,0,29,0,[1]
62008,1,3,1,9,2,10,2,1,1,1,1,1,26,0,[1]
4099,0,2,9,13,2,12,5,4,0,1,0,0,38,0,[1]
41441,2,0,11,9,2,2,0,4,1,0,0,0,38,0,[1]
54921,1,4,0,9,0,13,5,2,0,1,1,1,39,0,[1]
2730,1,4,11,9,2,9,0,4,1,0,0,0,38,0,[1]
52672,2,4,9,12,4,5,4,2,1,1,1,1,8,0,[1]
51388,2,1,1,8,4,8,0,4,1,1,1,0,23,0,[1]
32381,1,2,11,9,2,11,0,4,1,0,0,1,38,0,[1]
62005,1,6,1,11,0,10,4,1,1,1,1,1,18,0,[1]
40518,1,2,14,15,0,11,1,4,1,0,0,0,38,0,[1]
10296,1,2,12,14,2,9,0,4,1,0,0,1,38,0,[1]
51074,2,0,3,2,3,10,5,1,0,1,1,0,9,0,[1]
9714,0,2,9,13,2,3,0,4,1,0,0,0,38,0,[1]
