,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
43660,0,2,15,10,4,5,3,4,1,0,0,0,38,0,[0]
95321,0,6,6,5,6,0,5,3,1,1,1,0,34,0,[0]
5405,0,2,15,10,4,11,1,4,1,0,0,1,38,0,[0]
33188,2,2,0,6,2,7,5,2,0,0,0,0,38,0,[0]
63421,1,3,14,12,5,13,5,0,0,1,1,0,26,0,[0]
9507,1,2,9,13,4,11,1,4,0,0,0,0,38,0,[0]
15134,2,2,9,13,2,7,0,4,1,0,0,0,4,0,[0]
22718,1,2,11,9,0,7,1,2,1,0,0,0,38,0,[0]
15522,2,1,11,9,2,13,0,4,1,0,0,0,38,0,[0]
24507,0,2,11,9,4,5,3,4,1,0,0,0,38,0,[0]
13979,1,2,3,2,4,0,4,4,0,0,0,0,5,0,[0]
27706,2,2,11,9,4,0,1,4,0,0,0,0,38,0,[0]
92621,2,6,5,15,6,7,0,1,1,1,1,0,16,0,[0]
50907,2,6,3,14,5,9,3,1,0,1,1,0,22,0,[0]
6839,0,2,7,12,4,2,3,4,1,0,0,0,38,0,[0]
3015,1,2,11,9,0,6,1,4,1,0,0,0,38,0,[0]
21702,2,2,15,10,4,0,4,2,0,0,0,0,38,0,[0]
27709,0,2,9,13,2,0,5,4,0,0,0,0,38,0,[0]
88505,1,6,9,2,5,10,1,2,1,1,1,0,26,0,[0]
46698,1,1,4,10,0,13,5,2,0,1,1,0,25,0,[0]
32179,1,2,7,12,0,0,4,4,0,0,0,0,38,0,[0]
44305,1,4,15,10,2,3,0,4,1,0,0,0,38,0,[0]
4004,0,2,15,10,4,5,3,4,1,0,0,0,38,0,[0]
82831,1,5,6,1,0,12,3,1,0,1,1,0,2,0,[0]
1217,0,2,1,7,4,5,3,4,1,0,0,0,38,0,[0]
21985,0,4,15,10,2,2,0,1,1,0,0,0,34,0,[0]
90259,2,3,3,11,0,10,2,3,1,1,1,1,4,0,[0]
37085,1,2,11,9,4,3,1,4,0,0,0,0,38,0,[0]
37450,0,2,11,9,2,4,0,4,1,0,0,1,38,0,[0]
58546,0,5,1,3,2,5,3,0,0,1,1,1,5,0,[0]
17278,1,2,15,10,4,3,3,1,1,0,0,0,29,0,[0]
3377,0,2,11,9,2,11,5,4,0,0,0,0,38,0,[0]
49274,1,6,0,15,2,0,4,3,0,1,1,1,22,0,[0]
45167,0,2,11,9,4,2,2,2,1,0,0,0,38,0,[0]
42428,1,5,10,16,4,9,1,4,0,0,0,0,38,0,[0]
40272,0,0,9,13,4,3,1,2,1,0,0,0,38,0,[0]
38210,0,2,11,9,2,6,0,4,1,0,0,0,38,0,[0]
95649,1,1,7,10,5,4,3,3,0,1,1,0,7,0,[0]
31108,1,0,8,11,2,9,0,4,1,0,0,1,38,0,[0]
3028,1,2,12,14,4,9,1,2,1,0,0,1,38,0,[0]
22257,1,4,9,13,2,9,0,1,1,0,0,0,34,0,[0]
31901,0,2,1,7,4,5,3,4,1,0,0,0,38,0,[0]
14445,0,2,2,8,4,7,3,4,1,0,0,0,21,0,[0]
78693,2,1,15,7,3,2,0,1,0,1,1,1,15,0,[0]
24384,1,2,11,9,0,9,4,2,0,0,0,0,38,0,[0]
84728,0,0,15,5,0,6,3,3,0,1,1,0,13,0,[0]
31370,1,2,8,11,2,11,0,4,1,0,0,1,38,0,[0]
35219,1,2,0,6,0,11,1,4,1,0,0,0,38,0,[0]
15319,0,2,9,13,4,9,1,4,0,0,0,0,10,0,[0]
2646,0,2,1,7,4,7,3,4,1,0,0,0,38,0,[0]
9842,1,2,15,10,0,6,1,4,0,0,0,0,38,0,[0]
32710,1,2,11,9,2,9,5,4,0,0,0,0,38,0,[0]
53530,1,0,4,5,0,11,5,2,1,1,1,1,28,0,[0]
45104,2,4,5,4,2,4,0,4,1,0,0,1,38,0,[0]
95705,2,4,0,8,0,10,0,0,1,1,1,1,34,0,[0]
