,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
87278,1,0,6,15,3,1,3,4,0,1,1,1,23,1,[1]
99243,2,3,10,9,5,10,5,2,0,1,1,1,4,1,[1]
31791,1,2,11,9,2,0,5,4,0,0,0,0,38,1,[1]
71963,2,4,8,6,3,4,4,2,0,1,1,1,28,1,[1]
71898,2,3,8,9,1,0,1,3,1,1,1,1,12,1,[1]
82950,1,0,9,5,0,3,3,3,0,1,1,1,29,1,[1]
84717,2,6,6,16,4,4,4,4,0,1,1,0,0,1,[1]
73682,0,3,8,1,0,13,4,2,0,1,1,1,10,1,[1]
99338,1,0,5,9,5,5,5,3,0,1,1,0,39,1,[1]
32735,2,0,15,10,2,0,5,4,0,0,0,0,38,1,[1]
68379,1,3,7,1,1,12,1,1,0,1,1,0,37,1,[1]
72206,2,0,0,6,1,3,2,3,1,1,1,1,2,1,[1]
49315,0,2,10,5,3,4,3,2,0,1,1,0,19,1,[1]
70920,2,1,6,14,1,6,1,0,0,1,1,0,1,1,[1]
60520,2,2,4,6,2,4,5,2,0,1,1,0,33,1,[1]
39189,2,2,12,14,2,9,0,4,1,1,0,1,38,1,[1]
97115,2,5,9,14,2,5,1,4,0,1,1,1,3,1,[1]
50707,2,1,15,10,5,8,4,4,1,1,1,1,0,1,[1]
8954,1,2,12,14,2,3,0,4,1,0,1,0,38,1,[1]
56164,1,4,10,5,0,2,2,4,1,1,1,0,20,1,[1]
41780,1,2,15,10,2,11,0,4,1,0,0,1,38,1,[1]
47359,2,4,2,1,3,10,3,1,1,1,1,0,38,1,[1]
48672,2,0,0,10,0,2,5,2,1,1,1,1,5,1,[1]
26079,1,2,10,16,2,9,0,4,1,0,0,0,38,1,[1]
17591,1,2,11,9,2,3,0,4,1,0,0,1,38,1,[1]
90283,0,1,10,2,3,13,2,0,1,1,1,0,37,1,[1]
62630,2,5,11,12,1,3,0,2,0,1,1,0,32,1,[1]
1225,2,2,15,10,2,2,0,4,1,1,0,0,38,1,[1]
35812,1,5,12,14,2,9,5,4,0,1,0,0,38,1,[1]
94257,2,1,9,1,1,9,4,3,0,1,1,1,1,1,[1]
49084,2,6,8,1,6,11,3,0,1,1,1,1,31,1,[1]
64520,2,0,0,4,4,7,4,0,1,1,1,0,33,1,[1]
63373,0,0,12,7,0,13,0,3,0,1,1,0,32,1,[1]
56682,0,4,14,10,0,1,4,0,1,1,1,0,10,1,[1]
18171,2,2,10,16,2,9,0,4,1,1,0,1,19,1,[1]
93343,1,3,5,14,3,9,4,1,0,1,1,1,29,1,[1]
52768,2,6,4,14,4,0,2,1,0,1,1,1,12,1,[1]
77606,2,0,14,11,0,12,1,2,0,1,1,0,24,1,[1]
47492,2,2,2,2,0,10,4,3,1,1,1,0,22,1,[1]
68153,0,5,3,9,4,12,2,0,0,1,1,1,17,1,[1]
38143,1,2,9,13,2,3,0,4,1,0,0,1,38,1,[1]
39431,1,4,10,16,2,9,0,4,1,0,0,1,38,1,[1]
18432,1,2,7,12,2,2,0,4,1,1,0,1,10,1,[1]
51961,2,4,8,7,6,2,1,4,0,1,1,0,20,1,[1]
58901,2,5,7,6,4,10,1,2,0,1,1,0,27,1,[1]
95869,1,4,12,14,6,10,4,2,0,1,1,0,17,1,[1]
5242,1,2,9,13,2,9,5,4,0,1,0,0,38,1,[1]
82266,2,5,7,7,2,12,3,0,1,1,1,0,34,1,[1]
69160,2,6,5,8,2,10,3,4,0,1,1,1,33,1,[1]
47885,2,4,1,11,3,9,5,4,1,1,1,1,35,1,[1]
4571,1,4,9,13,2,9,5,4,0,0,0,0,38,1,[1]
40192,1,2,14,15,2,9,0,4,1,0,0,1,38,1,[1]
19647,2,4,9,13,2,11,0,4,1,1,0,0,38,1,[1]
46717,1,4,0,12,5,9,3,1,0,1,1,1,22,1,[1]
68894,0,4,5,15,6,1,1,0,0,1,1,0,16,1,[1]
89128,2,0,4,9,4,9,2,3,0,1,1,0,7,1,[1]
24178,1,2,15,10,2,11,0,1,1,0,1,0,38,1,[1]
84724,0,1,9,12,2,1,3,4,0,1,1,1,7,1,[1]
26828,1,4,14,15,2,9,0,4,1,0,0,1,38,1,[1]
97486,0,3,8,1,2,1,2,0,1,1,1,1,25,1,[1]
84712,2,5,10,2,2,13,1,1,0,1,1,1,17,1,[1]
92618,0,0,11,12,1,9,3,2,0,1,1,1,31,1,[1]
15042,1,2,14,15,2,9,0,4,1,1,0,1,38,1,[1]
99608,0,1,9,14,3,13,1,3,1,1,1,1,24,1,[1]
82841,2,0,6,10,2,6,3,0,0,1,1,1,34,1,[1]
94991,2,2,7,15,3,5,4,0,0,1,1,0,30,1,[1]
84290,2,5,1,15,5,10,1,2,1,1,1,0,34,1,[1]
26438,2,2,15,10,2,2,0,2,1,1,0,0,32,1,[1]
53564,0,4,14,2,3,2,4,2,0,1,1,0,24,1,[1]
21181,2,5,12,14,4,0,1,4,1,0,0,1,38,1,[1]
46168,1,5,14,6,4,7,3,0,1,1,1,0,21,1,[1]
92325,2,2,14,15,0,10,3,3,0,1,1,0,20,1,[1]
40072,1,5,9,13,2,3,0,4,1,0,0,1,38,1,[1]
