,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
15099,0,2,9,13,2,12,0,4,1,0,0,1,38,0,[0]
23098,2,2,15,10,0,7,1,4,1,0,0,1,38,0,[0]
37351,2,2,11,9,2,7,0,4,1,0,0,0,38,0,[0]
19902,0,3,9,13,0,11,1,4,0,0,0,0,38,0,[0]
29270,1,2,9,13,4,9,1,2,1,0,0,0,38,0,[0]
33179,2,2,15,10,0,0,4,4,0,0,0,0,38,0,[0]
53713,2,2,4,15,0,5,0,3,1,1,1,0,33,0,[0]
38595,1,1,15,10,2,2,0,4,1,0,0,0,38,0,[0]
4754,1,2,11,9,2,2,0,2,1,0,0,0,38,0,[0]
40972,1,2,11,9,2,2,0,4,1,0,0,0,10,0,[0]
8955,2,2,0,6,6,6,1,4,0,0,0,0,38,0,[0]
27077,0,2,15,10,4,11,1,4,1,0,0,0,38,0,[0]
8596,1,2,9,13,0,11,4,4,0,0,0,1,38,0,[0]
7606,0,2,0,6,4,11,4,2,0,0,0,0,38,0,[0]
5034,0,2,11,9,4,11,3,4,0,0,0,0,38,0,[0]
30162,1,2,11,9,2,12,0,4,1,0,0,0,38,0,[0]
22735,2,2,15,10,2,13,0,4,1,0,1,0,38,0,[0]
41977,0,2,15,10,4,7,4,4,1,0,0,0,25,0,[0]
18757,0,2,7,12,4,7,1,2,1,0,0,0,22,0,[0]
17174,0,4,11,9,4,2,2,4,1,0,0,0,38,0,[0]
33444,0,2,11,9,4,10,3,0,1,0,0,0,38,0,[0]
2714,2,2,6,5,0,5,1,4,1,0,0,0,38,0,[0]
58452,1,3,14,12,3,11,2,2,0,1,1,0,2,0,[0]
44855,1,5,9,13,2,11,0,4,1,0,0,0,38,0,[0]
6689,2,2,11,9,5,11,1,4,1,0,0,0,38,0,[0]
29255,0,2,15,10,4,11,1,4,1,0,0,0,38,0,[0]
19247,1,2,11,9,0,0,4,4,0,0,0,1,38,0,[0]
29352,0,2,0,6,4,7,3,4,1,0,0,0,38,0,[0]
25298,2,1,0,6,2,2,0,4,1,1,0,0,38,0,[0]
22693,1,2,11,9,0,7,1,4,0,0,0,0,38,0,[0]
9446,1,2,11,9,4,6,1,4,1,0,0,0,38,0,[0]
14083,0,2,15,10,4,0,3,4,0,0,0,0,38,0,[0]
12507,1,2,12,14,0,3,1,4,0,0,0,0,38,0,[0]
50465,2,3,6,12,1,7,0,3,1,1,1,1,3,0,[0]
1850,0,2,9,13,4,11,3,1,0,0,0,1,34,0,[0]
33697,1,2,15,10,4,0,1,4,0,0,0,0,38,0,[0]
44882,2,5,15,10,5,0,1,4,0,0,0,1,38,0,[0]
35681,0,2,15,10,4,9,1,4,0,0,0,0,38,0,[0]
6055,0,2,15,10,2,12,5,3,0,0,0,0,38,0,[0]
42139,0,2,11,9,4,2,2,4,1,0,0,0,7,0,[0]
10934,1,4,11,9,2,2,0,2,1,0,0,0,38,0,[0]
11184,1,1,11,9,2,7,0,4,1,0,0,0,38,0,[0]
27096,1,2,11,9,4,6,1,4,0,0,0,0,38,0,[0]
55456,2,3,11,10,4,9,4,3,0,1,1,0,9,0,[0]
41266,0,0,15,10,4,0,3,2,0,0,0,0,38,0,[0]
17103,0,2,5,4,4,2,3,2,1,0,0,0,38,0,[0]
33342,1,2,12,14,4,0,4,4,0,0,0,0,38,0,[0]
39726,1,2,11,9,4,11,1,4,0,0,0,1,38,0,[0]
8590,0,0,1,7,4,0,4,2,0,0,0,0,38,0,[0]
41854,0,2,11,9,5,2,4,2,1,0,0,0,38,0,[0]
18452,2,2,11,9,2,0,5,4,0,0,0,0,38,0,[0]
38152,1,2,8,11,2,3,0,4,1,0,0,0,38,0,[0]
48706,2,6,6,4,4,11,1,2,0,1,1,0,26,0,[0]
39986,0,2,0,6,5,7,4,4,0,0,0,0,38,0,[0]
33473,2,2,6,5,2,8,5,2,0,0,0,0,38,0,[0]
37593,1,2,15,10,4,13,4,2,0,0,0,0,38,0,[0]
44743,0,1,11,9,5,13,3,4,1,0,0,0,38,0,[0]
13063,0,2,4,3,4,4,1,4,1,0,0,0,25,0,[0]
19691,1,2,11,9,5,11,1,4,0,0,0,0,38,0,[0]
15385,0,2,11,9,2,7,0,4,1,0,0,0,38,0,[0]
39859,1,2,11,9,0,2,3,4,1,0,0,0,38,0,[0]
13297,1,4,15,10,2,2,0,4,1,0,0,1,38,0,[0]
3755,0,2,11,9,4,7,1,2,1,0,0,1,38,0,[0]
55930,0,2,15,16,4,6,4,3,1,1,1,1,15,0,[0]
16404,2,0,11,9,2,0,0,2,1,0,0,0,38,0,[0]
18848,0,2,15,10,4,7,1,4,0,0,0,0,38,0,[0]
32098,1,2,0,6,2,2,0,4,1,0,0,0,38,0,[0]
4773,1,2,11,9,4,7,1,4,1,0,0,0,38,0,[0]
6439,0,2,15,10,4,2,4,4,1,0,0,0,25,0,[0]
27692,1,2,11,9,0,2,2,4,0,0,0,0,39,0,[0]
43488,1,2,11,9,2,11,0,4,1,0,0,0,38,0,[0]
3977,1,2,15,10,4,3,3,4,0,0,0,0,38,0,[0]
36781,1,1,5,4,3,7,1,4,0,0,0,0,32,0,[0]
64340,0,5,12,5,0,3,5,4,0,1,1,0,40,0,[0]
30307,2,0,8,11,0,4,1,4,0,0,0,0,38,0,[0]
41241,0,2,11,9,4,11,3,4,0,0,0,0,38,0,[0]
