,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
33751,1,2,7,12,2,12,0,4,1,0,0,0,38,1,[1]
26014,2,2,15,10,2,12,0,2,1,0,0,0,38,1,[1]
58378,2,4,7,8,4,11,4,0,1,1,1,1,28,1,[1]
55701,2,2,11,15,5,10,3,2,1,1,1,1,7,1,[1]
56687,0,4,12,13,0,13,3,1,1,1,1,1,17,1,[1]
54205,0,3,0,3,5,7,5,0,0,1,1,0,36,1,[1]
13310,0,2,9,13,2,9,0,4,1,0,0,0,38,1,[1]
57682,1,3,14,3,1,8,0,4,1,1,1,0,40,1,[1]
13282,1,0,15,10,2,0,0,4,1,0,0,0,38,1,[1]
49996,2,4,14,10,4,11,5,0,1,1,1,1,2,1,[1]
54692,1,1,4,15,6,9,4,3,0,1,1,0,18,1,[1]
21116,1,2,12,14,2,3,0,4,1,0,1,0,10,1,[1]
2484,1,2,14,15,2,9,0,4,1,0,1,1,38,1,[1]
51841,2,6,4,14,0,2,4,4,0,1,1,1,1,1,[1]
49139,1,5,1,2,4,4,5,2,0,1,1,1,25,1,[1]
53701,2,1,10,9,1,8,5,0,0,1,1,1,19,1,[1]
61821,2,6,15,1,1,13,3,4,0,1,1,0,7,1,[1]
58693,0,2,15,14,1,5,3,0,1,1,1,1,0,1,[1]
53986,2,6,7,13,0,13,4,2,0,1,1,1,0,1,[1]
32735,2,0,15,10,2,0,5,4,0,0,0,0,38,1,[1]
12291,1,2,10,16,2,9,0,4,1,0,0,1,38,1,[1]
19062,1,2,9,13,2,11,0,4,1,0,0,0,38,1,[1]
42472,1,2,9,13,2,3,0,4,1,0,1,1,38,1,[1]
10995,2,4,12,14,2,9,0,4,1,0,1,1,38,1,[1]
62199,1,6,15,10,5,10,2,4,1,1,1,0,14,1,[1]
18692,1,2,15,10,2,2,0,4,1,0,0,1,38,1,[1]
51194,2,1,3,6,2,10,2,3,1,1,1,0,32,1,[1]
9770,1,2,9,13,2,3,0,4,1,0,0,1,38,1,[1]
60699,2,6,6,16,2,2,2,0,0,1,1,1,6,1,[1]
25920,2,2,15,10,2,3,0,4,1,1,0,1,38,1,[1]
24071,1,2,12,14,4,3,1,4,0,1,0,1,38,1,[1]
30526,2,2,12,14,2,9,0,4,1,0,0,0,38,1,[1]
49736,0,6,7,10,2,0,0,0,0,1,1,0,3,1,[1]
63009,0,4,8,6,5,5,4,2,0,1,1,1,23,1,[1]
57105,1,5,3,7,0,6,3,4,0,1,1,0,23,1,[1]
34191,1,2,9,13,2,11,0,4,1,0,0,1,38,1,[1]
49740,2,3,9,6,1,2,4,3,1,1,1,1,24,1,[1]
7460,1,2,9,13,2,3,0,2,1,0,0,0,38,1,[1]
64326,0,5,15,9,6,0,2,4,1,1,1,0,15,1,[1]
17125,2,2,15,10,2,2,0,4,1,0,0,0,38,1,[1]
63117,1,2,6,13,5,5,1,0,1,1,1,1,2,1,[1]
35843,1,4,11,9,2,3,0,4,1,1,0,1,38,1,[1]
58761,2,6,8,14,5,11,2,3,1,1,1,0,2,1,[1]
46880,0,5,3,14,5,5,0,0,0,1,1,0,25,1,[1]
57353,2,1,3,4,2,3,2,1,1,1,1,1,23,1,[1]
10699,2,2,9,13,2,3,0,4,1,0,0,1,38,1,[1]
39668,1,5,12,14,2,0,0,4,1,0,0,0,38,1,[1]
54945,2,2,9,10,6,6,1,3,0,1,1,1,6,1,[1]
5420,1,2,15,10,2,11,0,4,1,0,0,1,38,1,[1]
45361,2,2,0,2,2,8,2,4,1,1,1,0,23,1,[1]
57652,2,1,9,14,3,10,5,4,0,1,1,0,3,1,[1]
57452,2,1,8,15,3,2,5,2,0,1,1,0,24,1,[1]
58547,2,5,12,15,6,10,3,3,1,1,1,0,17,1,[1]
13558,1,2,9,13,2,3,0,4,1,0,0,1,38,1,[1]
7549,1,2,9,13,2,9,0,4,1,0,0,0,38,1,[1]
63285,0,3,12,9,4,5,5,4,1,1,1,0,16,1,[1]
19825,1,2,11,9,2,6,0,4,1,0,0,0,4,1,[1]
49169,2,3,8,16,6,9,1,2,1,1,1,0,33,1,[1]
12179,1,2,12,14,2,12,0,4,1,0,0,1,38,1,[1]
22679,2,2,15,10,2,2,0,4,1,0,0,0,38,1,[1]
41067,2,2,9,13,2,11,0,4,1,0,0,0,38,1,[1]
55639,0,4,0,11,1,9,2,3,1,1,1,1,28,1,[1]
