,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
47943,2,2,4,13,6,10,3,1,0,1,1,0,2,0,[0]
30637,0,2,15,10,4,0,1,4,0,0,0,1,38,0,[0]
34608,1,1,9,13,0,9,4,2,0,0,0,0,38,0,[0]
2770,1,5,12,14,4,9,1,2,0,0,0,0,38,0,[0]
10764,0,2,15,10,4,9,1,4,1,0,0,0,38,0,[0]
85,0,2,11,9,4,5,3,4,1,0,0,0,38,0,[0]
12113,2,2,11,9,2,2,0,4,1,0,0,0,38,0,[0]
22515,1,2,15,10,2,7,0,4,1,0,1,0,38,0,[0]
26531,2,4,11,9,2,2,0,1,1,0,0,0,38,0,[0]
26312,1,0,15,10,0,5,4,2,0,0,0,0,38,0,[0]
20053,1,2,11,9,4,13,3,1,1,0,0,1,38,0,[0]
4140,2,5,15,10,0,0,1,4,0,0,1,0,38,0,[0]
11968,0,2,15,10,4,11,1,2,1,0,0,0,38,0,[0]
44079,0,2,15,10,4,12,1,4,0,0,0,0,38,0,[0]
8625,0,2,9,13,4,0,1,4,0,0,0,0,38,0,[0]
42852,0,1,9,13,4,9,1,4,1,0,0,1,38,0,[0]
25181,0,2,6,5,3,5,3,4,1,0,0,0,38,0,[0]
30937,0,2,12,14,2,3,0,1,1,0,0,0,23,0,[0]
1813,1,2,11,9,0,7,4,2,0,0,0,0,38,0,[0]
35353,0,4,3,2,2,11,2,4,1,0,0,0,38,0,[0]
13389,0,2,0,6,4,6,1,4,1,0,0,0,38,0,[0]
30281,2,2,11,9,0,7,4,4,0,0,0,0,38,0,[0]
10251,2,2,3,2,2,5,0,4,1,0,0,0,25,0,[0]
39624,1,2,7,12,0,0,3,4,0,0,0,0,38,0,[0]
3991,1,2,11,9,0,2,4,2,1,0,0,0,38,0,[0]
9809,0,2,2,8,4,6,3,4,1,0,0,0,38,0,[0]
20499,1,2,12,14,0,9,1,4,1,1,0,0,38,0,[0]
2056,0,2,11,9,4,6,1,4,1,0,0,0,38,0,[0]
18600,2,2,11,9,2,5,0,4,1,0,0,0,38,0,[0]
37211,1,1,9,13,2,3,0,4,1,0,1,1,38,0,[0]
10401,0,2,11,9,4,7,3,4,0,0,0,0,38,0,[0]
26861,1,2,11,9,4,6,4,4,1,0,0,0,38,0,[0]
19078,1,2,11,9,0,6,1,2,0,0,0,0,38,0,[0]
53650,2,6,15,4,0,10,0,1,1,1,1,1,6,0,[0]
38081,1,2,11,9,0,5,1,4,1,0,0,0,38,0,[0]
38141,0,2,11,9,4,11,1,4,0,0,0,0,38,0,[0]
19277,1,2,11,9,5,13,4,2,0,0,0,0,38,0,[0]
27227,1,2,11,9,0,11,4,4,0,0,0,0,38,0,[0]
43112,1,2,11,9,4,2,4,4,1,0,0,0,38,0,[0]
30126,1,2,8,11,4,13,3,4,1,0,1,1,38,0,[0]
31388,1,2,5,4,0,7,4,4,0,0,0,0,38,0,[0]
5260,1,2,11,9,2,3,0,4,1,0,0,0,38,0,[0]
42473,0,2,0,6,4,0,1,2,1,0,0,0,38,0,[0]
8429,0,2,11,9,4,5,3,4,1,0,0,0,38,0,[0]
22071,0,2,11,9,2,13,3,3,1,0,0,0,38,0,[0]
39905,1,1,7,12,5,0,4,4,0,0,0,0,38,0,[0]
19785,0,2,11,9,2,6,0,2,1,0,0,0,38,0,[0]
37677,1,1,1,7,4,7,1,4,1,0,0,0,38,0,[0]
47868,1,6,10,2,3,6,4,4,0,1,1,0,26,0,[0]
5372,0,2,11,9,4,7,4,4,0,0,0,0,38,0,[0]
21106,0,4,15,10,2,11,3,1,1,0,0,1,34,0,[0]
29209,0,2,8,11,4,9,1,4,0,0,1,0,1,0,[0]
40075,0,2,8,11,4,0,1,4,0,0,0,0,38,0,[0]
14296,1,5,9,13,5,9,4,4,0,0,0,0,38,0,[0]
12301,2,2,8,11,4,4,1,4,1,0,0,1,38,0,[0]
2901,0,2,15,10,4,0,1,4,0,0,0,0,38,0,[0]
15088,0,1,7,12,4,10,1,4,1,0,0,1,38,0,[0]
27654,0,2,15,10,4,2,3,4,1,0,0,0,38,0,[0]
16294,2,5,11,9,4,0,3,4,1,0,0,0,38,0,[0]
44321,0,2,15,10,4,12,3,4,0,0,1,0,38,0,[0]
27602,1,2,11,9,6,2,4,1,0,0,0,0,34,0,[0]
20696,2,5,9,13,2,0,0,4,1,0,0,0,38,0,[0]
37872,1,2,1,7,2,0,5,4,0,0,0,0,38,0,[0]
28670,1,2,9,13,4,3,1,4,1,0,0,1,38,0,[0]
108,1,1,9,13,0,9,4,4,0,0,0,1,38,0,[0]
47526,1,6,6,9,4,7,1,4,1,1,1,1,4,0,[0]
35045,1,2,11,9,2,6,0,4,1,0,0,0,38,0,[0]
38179,1,2,11,9,4,2,1,4,1,0,0,0,38,0,[0]
33089,1,2,9,13,0,9,1,4,1,0,0,0,38,0,[0]
53913,1,6,9,13,3,1,1,4,0,1,1,0,38,0,[0]
11209,2,2,11,9,3,2,1,4,1,0,0,1,38,0,[0]
47049,0,3,12,13,4,10,0,3,0,1,1,0,13,0,[0]
25909,0,2,11,9,2,2,0,4,1,0,0,0,38,0,[0]
36808,1,2,15,10,4,0,1,4,1,0,0,0,38,0,[0]
29126,1,5,11,9,0,7,1,4,1,0,0,0,38,0,[0]
43428,1,4,11,9,0,3,4,4,0,0,0,1,38,0,[0]
45799,2,6,3,15,2,12,3,4,0,1,1,1,27,0,[0]
7034,1,2,11,9,2,2,0,4,1,0,0,0,38,0,[0]
23465,0,2,9,13,4,11,1,4,1,0,0,0,38,0,[0]
28403,0,2,8,11,4,2,3,4,1,0,1,0,38,0,[0]
22571,0,2,11,9,2,6,3,4,0,1,0,0,38,0,[0]
38391,1,3,11,9,2,3,0,4,1,0,0,1,38,0,[0]
52586,2,6,3,15,0,1,3,2,0,1,1,0,16,0,[0]
26750,2,2,1,7,4,6,1,2,0,0,0,0,38,0,[0]
49241,0,6,1,4,3,7,4,0,0,1,1,1,19,0,[0]
10664,0,2,15,10,4,11,3,4,0,0,0,0,38,0,[0]
17996,0,2,4,3,3,4,2,4,1,0,0,0,25,0,[0]
37497,0,2,15,10,4,7,3,4,0,0,0,0,38,0,[0]
33504,0,2,11,9,4,2,3,4,1,0,0,0,38,0,[0]
28691,0,2,5,4,4,0,3,4,1,0,0,0,31,0,[0]
15815,0,2,8,11,4,12,3,4,1,0,0,0,38,0,[0]
40333,1,2,11,9,5,6,1,4,0,0,0,0,38,0,[0]
27666,1,2,11,9,0,2,1,4,1,0,0,0,38,0,[0]
50180,2,2,6,3,2,11,0,0,0,1,1,0,35,0,[0]
17954,0,5,9,13,4,9,1,4,1,0,0,0,38,0,[0]
38684,0,2,7,12,4,7,1,4,0,0,0,0,38,0,[0]
41279,1,2,11,9,4,6,3,4,1,0,0,0,38,0,[0]
39553,0,2,15,10,4,2,3,4,0,0,0,0,38,0,[0]
21221,0,2,11,9,4,9,4,2,1,0,0,0,38,0,[0]
23207,1,4,5,4,2,2,0,4,1,0,1,0,38,0,[0]
44498,0,2,11,9,2,11,2,4,0,0,0,0,38,0,[0]
24305,0,2,9,13,4,3,1,4,0,0,0,0,38,0,[0]
7127,1,2,6,5,2,6,5,3,0,0,0,0,31,0,[0]
10240,0,5,12,14,4,9,1,4,1,0,0,1,38,0,[0]
37351,2,2,11,9,2,7,0,4,1,0,0,0,38,0,[0]
33931,1,2,11,9,0,0,1,3,0,0,1,0,38,0,[0]
29352,0,2,0,6,4,7,3,4,1,0,0,0,38,0,[0]
9926,1,2,6,5,2,4,0,4,1,0,0,1,25,0,[0]
29275,0,2,1,7,4,11,3,4,0,0,0,0,38,0,[0]
5425,2,2,11,9,0,3,1,4,0,0,0,0,38,0,[0]
25173,2,2,4,3,2,2,0,4,1,0,0,0,38,0,[0]
15599,0,2,15,10,4,0,1,4,1,0,0,1,38,0,[0]
32250,0,2,15,10,4,7,1,4,0,0,0,0,38,0,[0]
30723,2,2,11,9,6,7,1,4,0,0,0,0,38,0,[0]
41205,0,2,11,9,4,0,3,4,0,0,0,0,38,0,[0]
32668,2,2,11,9,6,7,4,4,0,0,0,0,38,0,[0]
17278,1,2,15,10,4,3,3,1,1,0,0,0,29,0,[0]
36978,0,2,2,8,4,2,3,4,1,0,0,0,38,0,[0]
15417,1,1,15,10,2,13,5,4,0,0,0,0,38,0,[0]
24154,2,2,3,2,0,8,4,4,0,0,0,0,4,0,[0]
18978,0,1,9,13,5,9,1,4,0,0,0,0,38,0,[0]
2219,0,2,11,9,2,2,0,4,1,0,0,0,38,0,[0]
11014,1,2,15,10,3,11,4,0,1,0,1,0,38,0,[0]
17961,2,1,11,9,6,2,1,2,1,0,0,0,38,0,[0]
26516,1,2,15,10,4,5,1,4,1,0,0,0,38,0,[0]
14158,1,2,11,9,0,7,1,4,0,0,0,0,38,0,[0]
40821,2,4,11,9,6,0,4,4,0,0,0,0,38,0,[0]
