,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
52020,0,4,11,15,5,6,3,2,1,1,1,0,25,0,[1]
34666,0,2,12,14,2,3,0,4,1,0,0,0,10,0,[1]
48153,2,1,4,1,6,6,3,3,1,1,1,1,16,0,[1]
72594,1,4,6,10,4,13,1,4,1,1,1,1,35,0,[1]
12646,1,2,9,13,4,11,2,4,0,0,0,0,38,0,[1]
60720,0,5,10,15,0,9,4,4,1,1,1,0,12,0,[1]
2675,1,2,15,10,2,13,0,2,1,0,0,0,38,0,[1]
60830,1,3,8,4,6,8,5,4,1,1,1,0,1,0,[1]
69736,1,5,9,9,1,11,4,4,1,1,1,0,30,0,[1]
42997,2,0,15,10,6,10,1,4,0,0,0,0,38,0,[1]
50535,1,4,5,4,2,1,4,4,0,1,1,1,23,0,[1]
5896,2,2,15,10,2,2,0,4,1,0,0,0,38,0,[1]
58343,1,4,2,8,3,2,3,4,1,1,1,0,5,0,[1]
51818,0,6,1,4,4,8,2,2,0,1,1,0,2,0,[1]
42023,2,2,5,4,2,0,0,4,1,1,0,1,38,0,[1]
58235,1,0,15,15,2,0,2,0,1,1,1,0,17,0,[1]
30038,1,2,8,11,0,12,1,4,1,1,0,0,38,0,[1]
18702,1,2,6,5,0,5,1,4,1,1,0,1,38,0,[1]
61615,2,2,3,6,4,11,3,3,0,1,1,0,25,0,[1]
39646,1,2,12,14,2,3,0,4,1,0,0,0,38,0,[1]
66396,2,3,12,11,6,11,5,3,1,1,1,1,5,0,[1]
39276,1,2,9,13,2,3,0,4,1,0,0,0,38,0,[1]
56771,1,3,6,6,5,8,5,2,1,1,1,1,16,0,[1]
67729,2,0,2,15,2,13,0,0,1,1,1,1,9,0,[1]
48068,2,1,8,16,2,3,1,1,0,1,1,0,40,0,[1]
45439,1,5,3,13,6,5,3,4,0,1,1,0,19,0,[1]
63597,1,5,3,15,3,10,3,1,0,1,1,1,29,0,[1]
57493,2,6,9,10,3,1,5,0,0,1,1,0,17,0,[1]
57880,1,6,4,4,6,11,5,4,1,1,1,1,17,0,[1]
8463,2,4,15,10,2,9,0,4,1,0,0,1,38,0,[1]
61064,2,3,7,14,2,8,3,3,0,1,1,1,11,0,[1]
69680,2,4,15,12,4,4,3,4,1,1,1,0,5,0,[1]
54389,2,4,8,4,2,4,0,4,1,1,1,0,27,0,[1]
54442,2,5,9,10,6,0,3,3,0,1,1,0,19,0,[1]
58257,2,4,7,5,5,5,2,3,1,1,1,1,39,0,[1]
49159,0,5,12,12,6,12,2,1,1,1,1,0,21,0,[1]
57923,2,4,2,9,5,7,3,0,1,1,1,1,34,0,[1]
32525,1,2,15,10,2,12,0,4,1,0,0,0,38,0,[1]
57849,2,5,6,6,0,8,3,3,1,1,1,1,23,0,[1]
47537,0,6,8,5,1,10,1,4,1,1,1,1,2,0,[1]
72543,2,1,12,7,1,2,3,3,1,1,1,0,40,0,[1]
68498,1,2,3,13,4,1,5,1,1,1,1,1,21,0,[1]
70423,2,4,0,10,4,9,4,3,1,1,1,0,23,0,[1]
41310,2,2,6,5,4,2,1,2,1,0,0,0,22,0,[1]
55751,1,1,2,11,6,3,5,4,1,1,1,1,10,0,[1]
70871,2,6,8,12,4,0,1,4,1,1,1,0,17,0,[1]
71567,2,4,14,9,6,13,5,1,1,1,1,1,2,0,[1]
6289,1,2,1,7,4,11,4,4,0,0,0,1,12,0,[1]
13683,1,4,15,10,2,9,5,4,0,0,0,0,38,0,[1]
58497,0,6,11,12,1,9,0,4,0,1,1,1,28,0,[1]
72715,1,4,0,2,4,0,5,3,0,1,1,0,29,0,[1]
64753,2,5,9,15,5,2,2,2,1,1,1,0,0,0,[1]
31181,2,2,11,9,2,12,0,4,1,0,0,0,38,0,[1]
65859,2,2,1,2,3,4,4,1,1,1,1,1,31,0,[1]
45026,2,2,8,11,2,2,0,4,1,0,0,0,38,0,[1]
62691,1,4,12,4,6,8,1,0,0,1,1,0,20,0,[1]
24973,1,4,9,13,2,2,0,4,1,0,0,1,38,0,[1]
53431,2,5,11,6,3,0,0,3,0,1,1,1,12,0,[1]
57027,2,0,1,16,6,1,4,1,0,1,1,0,33,0,[1]
73374,2,3,5,9,0,0,4,3,1,1,1,0,6,0,[1]
39116,1,2,9,13,2,6,0,4,1,0,0,0,19,0,[1]
48383,0,3,8,1,3,3,3,4,0,1,1,1,19,0,[1]
70499,1,3,15,5,2,6,3,1,1,1,1,0,19,0,[1]
62349,2,1,13,13,0,1,1,1,0,1,1,1,35,0,[1]
64921,2,2,6,10,1,1,1,2,0,1,1,0,24,0,[1]
71703,0,3,15,15,5,13,1,3,1,1,1,1,14,0,[1]
28127,2,2,15,10,2,2,0,4,1,0,0,0,38,0,[1]
41177,1,3,15,10,2,3,0,4,1,0,0,1,38,0,[1]
69962,2,6,8,5,5,3,3,4,1,1,1,0,3,0,[1]
49075,0,0,15,4,2,2,2,1,0,1,1,0,5,0,[1]
48632,1,2,1,10,6,13,0,3,1,1,1,0,34,0,[1]
17659,1,2,15,10,2,3,0,4,1,0,0,0,38,0,[1]
69041,1,1,13,10,4,1,4,3,0,1,1,0,5,0,[1]
65380,2,5,5,3,6,5,3,2,1,1,1,1,39,0,[1]
68906,1,0,6,8,1,13,4,0,0,1,1,1,33,0,[1]
62298,1,3,2,10,2,7,1,4,1,1,1,1,29,0,[1]
36314,1,2,9,13,2,11,0,4,1,0,0,0,38,0,[1]
72332,2,3,4,2,2,4,3,1,1,1,1,1,4,0,[1]
60060,2,4,7,12,3,5,5,4,1,1,1,0,0,0,[1]
63182,2,4,2,4,4,0,3,1,1,1,1,0,21,0,[1]
52384,2,4,3,4,2,13,1,4,0,1,1,1,24,0,[1]
55711,1,1,8,6,1,3,0,0,1,1,1,0,33,0,[1]
46423,2,3,6,11,1,9,2,1,1,1,1,0,20,0,[1]
69601,2,2,5,5,4,11,1,2,0,1,1,0,4,0,[1]
42729,2,1,12,14,2,9,0,4,1,0,0,0,38,0,[1]
33624,0,2,7,12,2,12,0,4,1,0,0,0,38,0,[1]
64697,2,5,7,16,0,6,0,2,1,1,1,1,15,0,[1]
73459,2,2,14,12,3,13,3,4,1,1,1,0,17,0,[1]
19781,0,2,11,9,2,11,0,4,1,0,1,1,38,0,[1]
56984,2,1,1,3,2,1,0,3,0,1,1,1,14,0,[1]
57101,2,6,15,9,5,13,5,3,0,1,1,1,30,0,[1]
23735,1,2,15,10,2,13,0,4,1,0,0,1,38,0,[1]
58821,2,1,5,7,6,4,0,3,0,1,1,0,39,0,[1]
68477,2,5,0,10,4,3,2,0,1,1,1,1,39,0,[1]
72106,2,1,12,2,4,4,5,4,1,1,1,0,9,0,[1]
4546,2,1,9,13,2,3,0,4,1,0,0,0,38,0,[1]
53720,1,1,10,15,0,1,2,3,1,1,1,0,32,0,[1]
54832,2,4,12,6,4,13,0,1,0,1,1,1,38,0,[1]
34780,1,2,1,7,4,2,3,4,1,1,0,0,38,0,[1]
28233,0,2,9,13,4,9,3,4,0,0,1,0,38,0,[1]
72681,2,3,11,1,0,6,3,1,0,1,1,0,16,0,[1]
69010,0,3,13,6,1,9,0,4,1,1,1,0,31,0,[1]
52637,2,2,0,10,0,10,4,0,1,1,1,1,15,0,[1]
24928,2,2,14,15,2,9,0,4,1,0,0,0,38,0,[1]
