,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
15281,1,1,12,14,2,3,0,4,1,0,0,1,38,1,[1]
53560,2,4,9,12,4,5,5,3,0,1,1,0,5,1,[1]
53261,0,3,13,1,5,9,5,1,0,1,1,0,20,1,[1]
58248,0,5,3,13,0,10,0,3,1,1,1,0,2,1,[1]
54591,1,2,8,2,3,11,1,2,1,1,1,1,40,1,[1]
45921,2,2,12,16,1,13,4,0,0,1,1,0,20,1,[1]
13016,2,3,9,13,2,11,0,4,1,1,0,0,38,1,[1]
44248,1,3,15,10,2,11,0,4,1,0,0,1,38,1,[1]
8493,0,2,9,13,2,0,5,1,0,0,0,0,38,1,[1]
9040,2,2,15,10,2,3,0,4,1,1,0,0,38,1,[1]
14128,1,2,9,13,2,9,0,4,1,0,0,0,38,1,[1]
55385,1,6,3,13,1,10,4,0,1,1,1,1,1,1,[1]
58510,2,1,8,9,6,4,2,3,0,1,1,0,21,1,[1]
58605,1,2,1,11,2,6,5,3,0,1,1,1,12,1,[1]
55919,2,0,0,14,4,10,1,4,0,1,1,0,8,1,[1]
2417,1,3,9,13,4,7,1,4,0,0,0,1,38,1,[1]
24610,1,5,9,13,2,9,0,4,1,0,0,0,38,1,[1]
19302,2,2,0,6,2,13,0,4,1,0,1,0,38,1,[1]
8153,0,2,9,13,2,3,0,4,1,0,0,0,38,1,[1]
39014,1,4,9,13,2,11,0,4,1,0,0,1,38,1,[1]
56284,1,6,8,9,6,4,1,0,1,1,1,1,18,1,[1]
45861,1,4,3,11,3,3,0,3,1,1,1,0,1,1,[1]
46639,2,2,9,10,6,5,3,2,1,1,1,0,28,1,[1]
3616,1,2,11,9,2,2,0,4,1,1,0,0,38,1,[1]
41644,1,2,9,13,2,3,5,4,0,0,0,0,38,1,[1]
58234,2,4,2,15,1,6,5,1,1,1,1,0,6,1,[1]
55584,2,3,1,8,6,1,5,1,0,1,1,0,28,1,[1]
58627,1,1,8,3,0,11,1,1,0,1,1,0,30,1,[1]
29021,1,0,9,13,2,3,0,4,1,1,0,0,38,1,[1]
56412,2,3,1,3,1,5,3,0,0,1,1,1,30,1,[1]
1503,1,5,9,13,2,9,0,4,1,0,0,0,38,1,[1]
6864,2,4,14,15,2,9,0,4,1,1,0,0,38,1,[1]
26855,1,2,9,13,2,3,0,4,1,1,0,0,38,1,[1]
50297,1,1,11,15,3,2,3,3,1,1,1,0,38,1,[1]
14438,2,3,10,16,2,11,0,1,1,0,0,0,18,1,[1]
59507,2,2,4,3,3,3,1,4,1,1,1,0,22,1,[1]
53915,0,1,7,4,0,13,2,0,0,1,1,1,36,1,[1]
283,1,3,9,13,2,3,0,4,1,0,0,1,38,1,[1]
30340,1,2,10,16,2,9,0,4,1,0,0,1,38,1,[1]
13692,1,2,9,13,2,9,0,4,1,1,0,1,38,1,[1]
59217,2,5,4,10,2,8,4,0,0,1,1,0,20,1,[1]
48295,1,5,13,8,1,9,4,3,1,1,1,1,39,1,[1]
22360,1,0,12,14,2,0,0,4,1,0,0,0,38,1,[1]
12834,2,2,9,13,2,3,0,4,1,0,0,0,38,1,[1]
14623,2,5,12,14,2,3,0,4,1,0,0,0,38,1,[1]
49601,2,1,8,2,0,12,3,1,0,1,1,1,39,1,[1]
6980,1,2,15,10,2,0,5,4,0,1,0,0,38,1,[1]
54622,1,4,10,13,4,12,0,1,0,1,1,1,36,1,[1]
50434,2,0,7,6,1,12,0,0,0,1,1,0,15,1,[1]
47069,2,4,13,12,0,3,1,4,1,1,1,1,3,1,[1]
10204,1,4,9,13,2,11,0,4,1,0,1,1,38,1,[1]
17917,1,2,10,16,2,9,0,4,1,0,0,1,38,1,[1]
57019,2,0,11,2,4,8,4,4,0,1,1,0,18,1,[1]
20783,2,1,12,14,2,9,5,4,0,0,0,0,38,1,[1]
55725,1,3,0,8,3,6,0,2,1,1,1,0,4,1,[1]
57993,1,4,5,15,3,6,4,4,1,1,1,1,40,1,[1]
45387,2,2,4,14,5,1,3,0,1,1,1,0,4,1,[1]
24473,0,1,7,12,2,10,0,1,1,0,0,0,16,1,[1]
45560,1,5,0,3,1,3,3,2,1,1,1,0,28,1,[1]
20464,1,2,9,13,2,9,5,4,0,0,0,0,38,1,[1]
30705,1,2,11,9,2,3,0,4,1,1,0,1,38,1,[1]
22667,1,5,12,14,0,9,4,2,0,1,0,0,38,1,[1]
42429,1,0,8,11,2,0,0,4,1,0,0,0,38,1,[1]
39225,1,2,14,15,2,9,0,4,1,0,0,1,38,1,[1]
56259,2,6,13,10,2,8,4,2,1,1,1,1,7,1,[1]
44716,1,0,12,14,2,3,0,4,1,1,0,1,38,1,[1]
49348,1,1,7,2,2,8,2,3,0,1,1,1,2,1,[1]
55130,0,0,10,7,0,11,5,4,1,1,1,1,10,1,[1]
44225,1,4,14,15,2,9,0,4,1,0,0,1,38,1,[1]
31276,1,3,12,14,0,11,1,4,1,0,0,1,38,1,[1]
38515,1,2,9,13,2,9,0,4,1,0,0,0,38,1,[1]
10594,1,3,8,11,0,3,1,4,0,1,0,1,38,1,[1]
9409,1,0,9,13,2,0,0,4,1,0,0,0,38,1,[1]
18022,1,4,9,13,2,4,0,4,1,0,1,1,38,1,[1]
24664,1,2,12,14,2,9,0,4,1,0,0,0,38,1,[1]
20520,1,2,9,13,2,9,5,4,0,0,0,0,38,1,[1]
46962,2,6,13,8,3,10,3,1,1,1,1,1,34,1,[1]
12882,2,0,9,13,2,10,0,4,1,0,0,0,38,1,[1]
21396,1,1,12,14,2,9,0,4,1,0,0,0,38,1,[1]
3529,0,2,10,16,2,9,0,4,1,0,0,0,38,1,[1]
48594,2,0,10,9,3,13,5,0,0,1,1,0,12,1,[1]
34161,0,4,11,9,4,2,1,4,1,1,0,1,38,1,[1]
20675,1,2,12,14,2,3,0,4,1,0,0,0,38,1,[1]
15616,2,2,12,14,2,2,0,4,1,0,0,0,38,1,[1]
53369,1,1,14,6,1,8,5,3,0,1,1,0,10,1,[1]
56375,2,6,14,2,4,2,5,2,0,1,1,1,17,1,[1]
12740,1,1,12,14,2,9,0,4,1,1,0,0,38,1,[1]
36089,1,2,11,9,2,2,0,4,1,1,0,0,38,1,[1]
49375,2,0,4,2,3,7,3,2,1,1,1,1,17,1,[1]
46726,2,6,6,5,3,12,3,0,1,1,1,0,38,1,[1]
17474,2,3,9,13,2,11,0,4,1,0,0,1,38,1,[1]
35333,1,2,9,13,2,3,5,4,0,0,0,0,38,1,[1]
7732,1,0,11,9,2,3,0,4,1,1,0,0,38,1,[1]
4442,1,2,9,13,2,0,0,4,1,0,0,0,38,1,[1]
57597,1,6,6,7,0,10,4,0,1,1,1,0,5,1,[1]
58410,2,0,15,9,5,9,3,1,0,1,1,1,37,1,[1]
43282,1,2,11,9,2,6,0,4,1,1,0,0,38,1,[1]
209,1,2,9,13,2,9,0,4,1,1,0,0,38,1,[1]
39209,2,1,10,16,2,9,5,4,0,0,0,0,38,1,[1]
20918,2,2,15,10,2,13,0,4,1,0,0,0,38,1,[1]
31309,1,0,14,15,4,9,1,1,0,1,0,1,1,1,[1]
25601,1,2,10,16,2,9,0,4,1,0,0,1,38,1,[1]
18341,2,5,10,16,2,9,0,4,1,0,1,1,38,1,[1]
52802,1,4,3,8,4,7,5,2,0,1,1,0,19,1,[1]
34884,1,2,9,13,2,3,0,4,1,0,0,1,38,1,[1]
47706,0,4,11,14,0,10,3,4,0,1,1,1,26,1,[1]
57955,1,4,12,8,0,8,0,1,1,1,1,1,26,1,[1]
20999,2,2,12,14,2,9,0,4,1,0,0,0,38,1,[1]
4035,1,2,11,9,2,0,5,4,0,0,0,0,38,1,[1]
13957,2,2,9,13,2,10,5,4,0,0,0,0,10,1,[1]
51412,1,6,10,6,2,12,4,4,0,1,1,1,26,1,[1]
28065,1,2,12,14,2,3,0,4,1,0,0,1,38,1,[1]
50998,2,6,14,1,3,10,0,1,1,1,1,0,2,1,[1]
55034,2,5,11,10,4,7,3,4,1,1,1,1,19,1,[1]
1547,1,4,9,13,2,2,0,4,1,0,0,1,38,1,[1]
8284,1,2,15,10,2,3,0,4,1,1,0,0,38,1,[1]
32802,1,2,1,7,0,13,1,4,1,0,1,1,38,1,[1]
55163,1,5,4,9,4,10,1,0,0,1,1,0,35,1,[1]
57351,2,1,11,7,1,5,4,1,1,1,1,1,35,1,[1]
44419,1,0,15,10,2,9,0,4,1,0,0,0,38,1,[1]
49480,1,4,14,14,5,1,3,3,1,1,1,0,25,1,[1]
45778,2,4,14,10,2,2,0,3,1,1,1,1,30,1,[1]
49596,2,0,1,6,1,3,1,1,0,1,1,0,16,1,[1]
55071,2,3,3,3,0,12,3,4,1,1,1,1,13,1,[1]
11363,1,2,9,13,2,3,0,2,1,0,1,0,38,1,[1]
55882,2,3,5,15,6,12,4,0,1,1,1,1,8,1,[1]
15386,1,2,9,13,2,3,0,4,1,0,0,0,38,1,[1]
58961,2,5,11,8,5,11,0,4,1,1,1,1,29,1,[1]
6405,1,2,9,13,2,11,0,4,1,0,0,0,38,1,[1]
9133,1,2,10,16,2,9,0,4,1,0,1,1,38,1,[1]
11475,2,3,14,15,2,9,0,4,1,1,0,0,38,1,[1]
31884,1,4,9,13,2,11,0,4,1,0,1,0,38,1,[1]
34540,1,2,9,13,0,10,1,2,1,0,0,1,38,1,[1]
29017,1,2,9,13,2,0,0,4,1,0,0,0,38,1,[1]
27054,1,0,11,9,2,0,5,4,0,0,0,0,38,1,[1]
10728,1,2,12,14,2,3,0,4,1,0,0,0,38,1,[1]
16007,1,2,11,9,2,3,0,4,1,0,0,1,38,1,[1]
1967,2,0,15,10,2,0,0,4,1,1,0,0,38,1,[1]
44326,2,4,14,15,6,9,1,4,1,0,0,1,38,1,[1]
52097,0,3,3,6,4,2,1,3,1,1,1,1,18,1,[1]
30497,1,3,7,12,2,3,0,4,1,0,0,1,38,1,[1]
41491,1,0,14,15,2,9,0,4,1,0,1,1,38,1,[1]
45409,2,1,1,2,2,4,5,0,0,1,1,0,19,1,[1]
40935,0,2,9,13,2,9,5,4,0,0,1,1,38,1,[1]
46234,2,5,15,16,6,8,5,2,1,1,1,1,9,1,[1]
29344,1,2,9,13,2,3,0,4,1,0,0,0,38,1,[1]
33320,1,2,9,13,2,3,0,4,1,0,0,1,38,1,[1]
35555,0,2,9,13,2,11,0,4,1,0,0,0,38,1,[1]
37598,2,2,15,10,2,2,0,4,1,0,1,1,38,1,[1]
53049,1,2,2,2,0,12,3,3,1,1,1,0,7,1,[1]
39357,1,2,15,10,2,3,0,4,1,0,0,0,38,1,[1]
39635,1,2,7,12,2,12,0,4,1,0,0,1,38,1,[1]
13170,1,5,10,16,0,9,1,4,0,1,0,1,38,1,[1]
37967,1,2,11,9,2,6,0,4,1,1,0,0,38,1,[1]
27152,1,5,9,13,2,3,0,4,1,0,0,0,38,1,[1]
44097,1,2,11,9,2,12,5,4,0,0,1,0,38,1,[1]
10413,1,2,14,15,2,9,0,4,1,0,1,1,38,1,[1]
30467,2,1,12,14,2,9,0,4,1,0,0,0,38,1,[1]
58039,0,4,1,1,3,11,5,4,1,1,1,1,19,1,[1]
54293,1,4,5,6,2,10,3,1,1,1,1,0,31,1,[1]
55615,2,0,4,5,2,2,5,1,0,1,1,1,34,1,[1]
14959,2,1,14,15,2,9,0,4,1,0,1,0,38,1,[1]
7870,1,5,12,14,2,9,0,4,1,0,0,0,38,1,[1]
44614,1,1,12,14,2,9,0,4,1,0,1,0,38,1,[1]
59770,2,2,14,6,5,12,2,0,1,1,1,0,1,1,[1]
56084,2,0,9,14,3,3,5,4,1,1,1,1,2,1,[1]
7599,1,2,9,13,2,11,0,4,1,1,0,0,38,1,[1]
3675,2,4,9,13,2,11,0,4,1,0,0,1,38,1,[1]
7524,1,0,15,10,2,0,0,4,1,0,0,0,38,1,[1]
20767,1,0,12,14,4,3,1,4,1,1,0,0,38,1,[1]
49402,2,6,14,10,3,6,0,1,1,1,1,1,7,1,[1]
49049,2,2,12,10,4,2,0,2,1,1,1,0,4,1,[1]
49697,2,6,10,7,4,11,0,3,0,1,1,0,18,1,[1]
37597,2,2,9,13,2,9,0,4,1,0,0,1,38,1,[1]
29559,1,2,9,13,2,3,0,4,1,1,0,1,38,1,[1]
8716,1,0,9,13,2,9,0,4,1,0,0,0,38,1,[1]
51748,2,0,6,8,4,7,0,0,1,1,1,0,23,1,[1]
