,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
49039,2,2,6,0,1,10,8,5,8,10,0,1,4,1,4,3,0,2,1,0,1,0,0,0,[1]
57207,4,1,1,0,1,7,9,9,0,8,7,4,1,0,5,3,0,1,0,1,1,1,3,0,[1]
19358,0,2,1,1,0,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
1818,1,2,1,1,0,1,1,1,2,2,1,1,0,0,1,0,1,1,0,0,0,0,1,0,[1]
45104,1,2,1,1,2,9,1,8,8,10,6,5,2,2,2,4,0,4,3,2,0,1,1,0,[1]
10208,0,2,1,0,1,1,1,0,0,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
46581,1,2,3,0,2,4,8,9,1,2,1,4,1,0,0,4,3,4,0,0,0,3,2,0,[1]
50000,2,2,5,0,1,4,8,1,3,9,9,2,3,1,0,4,3,4,0,0,0,0,3,0,[1]
16590,0,1,2,2,0,3,5,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
44248,2,2,3,0,0,1,1,1,3,8,0,3,1,1,1,3,1,2,2,0,1,3,3,0,[1]
44764,4,2,5,1,0,8,9,2,2,8,6,5,4,0,2,1,3,1,1,3,0,0,0,0,[1]
8493,1,2,1,1,0,3,0,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,[1]
43736,1,2,1,0,1,0,0,3,8,0,0,0,3,0,4,2,1,1,1,1,2,2,1,0,[1]
58517,0,1,4,2,0,9,0,2,10,1,9,3,1,1,2,2,3,3,3,0,1,3,1,0,[1]
14128,0,2,2,1,0,1,4,1,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
37147,1,1,6,2,0,0,8,4,0,4,3,4,2,1,5,1,0,1,0,2,1,3,2,0,[1]
55385,3,1,4,0,0,1,4,3,10,9,7,3,2,2,3,2,0,1,0,0,2,2,4,0,[1]
30534,3,1,1,1,2,10,1,8,3,5,8,1,1,2,5,4,0,2,2,3,0,1,0,0,[1]
33814,1,1,3,2,1,1,6,8,9,9,10,5,3,2,3,0,0,3,1,0,2,2,1,0,[1]
22798,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[1]
55919,4,2,6,0,0,1,10,2,6,7,2,0,1,2,0,3,3,2,3,0,1,2,1,0,[1]
48054,3,1,0,0,1,6,4,5,3,10,4,5,1,0,3,2,2,4,1,0,1,0,2,0,[1]
42547,4,2,0,1,0,7,2,6,4,5,6,0,1,1,0,2,0,1,2,1,1,2,4,0,[1]
19302,0,2,1,1,0,4,2,2,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
49063,4,1,0,3,1,8,2,8,4,3,5,2,1,0,3,1,2,3,1,2,2,2,1,0,[1]
47596,3,1,4,1,0,2,5,4,7,2,10,1,4,2,1,3,2,4,0,2,1,3,0,0,[1]
48372,4,2,0,1,1,7,7,7,1,6,8,2,3,2,5,0,0,3,2,1,0,1,3,0,[1]
32094,2,1,1,2,1,0,4,0,7,10,6,3,0,2,1,2,2,1,3,1,1,2,0,0,[1]
51198,1,1,1,1,2,3,8,0,10,6,8,3,1,2,2,4,0,3,0,0,2,2,2,0,[1]
38074,2,1,5,3,1,5,6,6,0,7,1,1,2,1,0,2,3,3,2,3,2,3,3,0,[1]
46639,2,1,0,3,0,7,7,1,2,10,9,0,1,2,5,3,1,2,1,1,0,0,0,0,[1]
44413,0,2,0,3,2,10,2,8,5,5,2,2,3,0,1,4,3,1,1,0,1,1,2,0,[1]
58234,4,2,5,3,0,5,6,6,10,10,4,0,2,0,5,2,1,1,0,1,2,3,3,0,[1]
59924,0,2,6,2,2,1,0,3,10,4,7,5,2,0,4,0,3,2,1,1,0,3,2,0,[1]
53440,4,1,6,0,0,4,8,10,7,6,4,3,3,1,1,3,2,1,3,3,2,0,4,0,[1]
42331,4,1,0,3,1,1,0,9,0,1,7,1,4,2,5,0,1,4,0,1,2,3,1,0,[1]
45903,4,2,2,1,2,1,3,10,5,10,10,3,0,2,5,3,3,3,3,2,2,1,2,0,[1]
8085,2,1,2,2,0,2,2,2,2,2,2,2,1,0,2,1,1,1,0,0,0,0,0,0,[1]
10264,0,1,1,3,1,2,2,2,5,4,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
36783,1,1,5,2,0,2,7,7,6,0,2,0,1,0,2,4,0,2,1,1,2,0,1,0,[1]
24852,0,1,2,1,0,2,2,4,2,2,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
38418,3,2,4,2,0,1,7,6,6,1,8,3,2,0,3,2,0,1,0,2,2,3,0,0,[1]
37306,4,2,5,2,0,5,4,6,6,8,6,4,3,1,3,1,0,1,3,2,2,0,0,0,[1]
30340,4,2,3,0,2,6,2,6,3,8,8,2,1,2,5,3,1,2,3,0,1,1,0,0,[1]
59217,2,2,2,0,1,5,4,1,4,9,7,1,1,2,5,0,0,4,3,1,0,1,4,0,[1]
9968,0,2,1,2,0,3,0,0,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
20899,0,1,2,2,0,3,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
59528,3,2,0,0,0,1,2,8,6,5,4,3,4,1,2,0,1,4,0,1,0,0,1,0,[1]
34486,0,1,1,1,1,10,8,0,7,9,1,5,0,1,1,3,3,4,2,3,0,3,0,0,[1]
3913,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
36146,4,2,0,2,1,4,3,9,0,3,5,4,2,0,4,1,3,1,1,0,2,2,3,0,[1]
40399,4,2,4,0,2,5,1,6,9,9,3,4,4,1,4,1,3,3,1,0,1,3,4,0,[1]
31558,3,1,1,1,2,5,7,5,0,2,3,0,3,2,0,1,1,2,1,3,1,2,4,0,[1]
41642,2,1,5,3,2,2,5,6,6,4,5,3,1,0,5,3,1,2,2,3,0,3,3,0,[1]
52393,0,1,6,2,0,2,0,3,6,4,8,4,2,2,2,1,0,1,1,3,1,0,0,0,[1]
39618,3,2,6,2,1,6,5,0,2,1,10,1,0,0,0,0,0,4,2,2,1,1,4,0,[1]
31227,3,1,0,1,2,10,1,5,0,6,3,1,3,2,4,3,0,1,3,3,1,1,1,0,[1]
31133,0,2,6,2,0,8,3,0,5,5,7,5,0,2,2,1,1,2,3,1,2,3,2,0,[1]
58819,2,1,1,2,1,0,5,5,8,8,2,3,0,1,3,4,1,3,1,1,0,2,3,0,[1]
32087,1,1,2,1,1,1,5,7,3,4,2,1,3,0,3,2,0,4,1,3,2,3,3,0,[1]
39834,3,1,2,3,1,2,1,3,4,0,7,0,3,2,3,1,2,1,1,1,2,0,2,0,[1]
40852,4,1,3,3,1,5,6,6,8,0,3,3,4,1,4,1,1,1,1,0,2,3,4,0,[1]
30104,4,2,2,0,1,8,4,3,5,3,7,3,4,2,1,0,3,4,0,2,2,0,3,0,[1]
48461,3,1,6,3,2,10,1,4,6,4,4,4,1,0,5,0,3,1,2,3,2,1,2,0,[1]
23402,0,2,3,1,1,2,1,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
59315,4,2,2,2,0,1,1,5,2,1,9,0,0,2,3,1,3,4,1,2,2,0,2,0,[1]
42280,0,1,5,0,2,2,8,0,1,0,8,4,3,0,0,0,1,4,0,0,1,1,3,0,[1]
56032,1,1,4,1,1,5,1,7,3,4,9,5,3,1,0,1,3,4,0,2,0,1,0,0,[1]
33366,1,1,6,2,2,0,9,3,3,5,5,4,3,2,3,4,2,2,0,3,0,2,2,0,[1]
50335,2,1,2,2,1,5,3,0,1,2,1,1,2,1,3,4,0,4,2,0,0,3,4,0,[1]
16620,0,1,2,2,0,5,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
36825,2,2,5,2,0,5,2,1,0,5,2,1,0,0,4,3,0,2,1,0,1,2,1,0,[1]
41125,2,1,3,0,2,6,7,3,7,2,0,4,1,2,4,0,1,1,2,0,2,3,2,0,[1]
31388,1,1,1,2,0,1,10,0,0,4,2,5,3,1,3,1,3,2,1,1,2,3,1,0,[1]
56259,4,2,6,2,2,5,2,7,10,0,3,4,2,2,1,4,3,3,0,3,1,2,2,0,[1]
41354,4,2,4,3,2,6,10,6,9,10,5,3,0,0,5,2,2,1,2,1,1,2,1,0,[1]
44716,0,2,3,1,1,5,3,6,0,3,8,3,1,0,5,4,1,1,3,2,2,1,2,0,[1]
49494,0,2,4,3,2,5,8,5,2,1,10,2,2,0,0,4,0,4,0,3,2,1,4,0,[1]
38515,4,2,3,2,1,8,2,8,1,9,10,4,4,1,1,3,3,3,2,2,0,1,3,0,[1]
5921,1,2,2,1,1,1,1,1,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
47539,2,1,1,0,0,3,7,4,7,6,9,5,1,1,2,3,0,4,0,1,1,3,4,0,[1]
34793,4,2,1,2,1,8,2,8,6,6,7,2,4,0,2,0,2,2,3,0,0,2,1,0,[1]
33434,3,1,5,2,0,2,3,10,0,5,1,5,4,0,2,3,0,2,3,3,1,1,0,0,[1]
45515,4,1,0,1,1,3,10,7,3,0,2,3,4,0,3,3,2,3,2,2,2,3,0,0,[1]
43394,0,1,4,3,2,2,7,10,10,4,4,1,0,0,5,3,1,2,2,3,2,0,4,0,[1]
43852,0,2,0,3,2,5,1,2,7,4,0,5,1,2,4,4,3,1,1,0,0,1,0,0,[1]
19224,1,2,3,2,1,2,1,1,1,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,[1]
36990,1,2,1,2,0,10,9,5,7,9,3,3,2,2,3,3,2,1,3,1,1,2,3,0,[1]
34473,0,1,3,3,0,8,7,1,2,0,3,5,1,0,5,1,0,4,0,0,0,2,0,0,[1]
10668,0,1,2,1,1,0,0,0,0,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
33006,2,2,1,0,2,8,4,10,7,1,0,3,0,2,3,0,0,3,2,1,0,1,1,0,[1]
10517,1,2,3,1,0,1,1,4,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
12936,1,2,1,1,0,3,4,4,4,4,4,2,0,0,2,1,1,1,0,0,0,0,0,0,[1]
34093,3,2,5,0,2,3,2,8,9,7,10,4,4,0,4,4,0,1,2,0,2,2,0,0,[1]
6737,1,1,1,2,1,3,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
56843,1,1,6,1,1,2,4,0,1,4,8,5,3,1,2,2,0,2,3,1,0,2,2,0,[1]
