,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
26247,0,2,2,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
16668,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
2206,0,2,1,2,0,2,2,2,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25607,2,2,2,1,0,1,1,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
11606,2,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
3624,1,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
15190,0,2,2,2,0,5,4,4,9,9,9,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25816,1,2,1,2,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
1281,1,1,1,2,0,3,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
29433,1,1,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
26652,0,1,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
3991,0,2,2,2,1,2,2,1,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
4949,0,1,2,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
18783,2,2,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
23784,1,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
19062,0,2,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
766,0,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
39319,1,2,5,3,2,7,10,6,10,4,2,5,2,2,0,2,3,2,1,0,0,1,2,0,[0]
15299,1,2,3,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
10298,0,2,2,2,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25573,0,2,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
18750,1,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
19298,1,2,3,2,1,2,2,2,2,2,2,2,1,0,1,0,1,1,0,0,0,0,0,0,[0]
17501,1,2,1,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
24290,1,1,2,2,0,2,2,1,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
8590,0,2,3,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
8038,0,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
15073,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
31916,0,1,6,0,0,5,3,7,6,6,5,5,4,1,0,3,3,4,1,1,1,1,2,0,[0]
12561,0,2,2,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
40301,2,2,4,1,1,10,8,10,6,6,8,0,3,1,2,1,3,4,3,3,1,0,2,0,[0]
14716,0,2,3,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
27558,0,1,1,1,2,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
31387,1,1,2,1,1,2,7,4,9,3,10,4,3,2,5,3,2,3,3,3,2,0,2,0,[0]
22572,0,2,2,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
24904,0,1,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25735,0,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
7767,0,1,1,2,0,1,1,1,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
11841,1,2,2,1,1,2,2,2,2,4,4,1,0,0,2,1,1,1,0,0,0,0,0,0,[0]
5763,0,1,2,1,0,2,2,2,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
16692,0,1,2,2,0,1,1,1,1,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
2953,0,1,2,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
11912,2,1,3,1,1,2,2,2,2,2,4,2,1,0,2,1,2,1,0,0,0,0,0,0,[0]
6321,2,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
26772,1,1,2,2,0,2,2,2,1,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,[0]
24776,1,1,1,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
20642,1,1,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
37941,4,1,4,1,0,9,7,10,8,3,4,0,1,0,2,1,1,2,1,0,0,3,4,0,[0]
13784,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
1892,0,2,1,2,0,3,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
27939,0,2,2,1,0,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
19700,0,2,3,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
36772,3,2,1,1,0,9,5,1,8,6,5,4,2,2,0,3,3,4,3,1,2,2,2,0,[0]
3197,0,1,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
14674,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
5092,2,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,2,0,[0]
85,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
32776,0,2,2,1,2,5,5,1,5,7,6,0,4,1,1,1,0,1,0,2,1,3,4,0,[0]
29703,1,1,1,2,0,2,2,2,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
38418,3,2,4,2,0,1,7,6,6,1,8,3,2,0,3,2,0,1,0,2,2,3,0,0,[0]
13222,0,1,2,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
21795,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
45166,1,2,4,3,2,8,2,7,10,4,8,1,1,0,3,1,1,3,3,0,0,1,1,0,[0]
27678,0,2,3,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
10704,1,2,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
22001,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,[0]
23960,0,1,2,2,0,3,4,1,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
16139,1,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
27022,1,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
19074,1,2,1,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
14962,0,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
30635,0,1,4,2,1,4,10,4,3,8,5,2,1,2,2,4,0,1,0,1,1,1,4,0,[0]
9590,0,1,1,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
36476,1,2,2,2,2,7,8,4,6,9,6,0,2,2,0,1,3,3,1,2,2,2,4,0,[0]
28630,1,2,2,1,0,2,2,1,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
12012,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
11513,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
7194,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
14162,1,2,1,2,0,3,4,2,2,4,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
7348,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25756,1,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
31130,2,1,1,3,0,8,1,2,2,2,9,3,2,2,5,3,1,2,0,2,1,0,3,0,[0]
8532,1,1,2,2,0,3,4,2,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0,0,[0]
1855,1,2,2,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
35375,0,2,4,3,1,6,8,3,3,5,2,1,0,1,1,0,1,4,0,0,0,2,2,0,[0]
3997,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
9405,0,2,2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,[0]
5964,0,1,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
20231,0,2,3,1,1,2,2,2,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
23969,0,1,1,2,0,2,2,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
23079,0,2,2,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
9000,0,1,3,2,0,2,2,2,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
49513,2,1,1,1,2,0,8,9,5,2,6,2,2,0,4,2,2,2,0,1,2,3,0,0,[0]
49824,3,1,5,2,2,6,3,0,4,6,10,3,4,2,1,2,3,3,1,2,2,2,2,0,[0]
17542,0,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
24862,0,1,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
30025,3,2,5,0,0,10,7,1,8,10,3,0,1,0,3,2,0,2,2,1,2,3,3,0,[0]
20039,2,2,2,1,1,1,2,2,2,4,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
19871,1,2,1,1,0,1,2,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
7017,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
16017,0,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
1475,1,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
26696,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
23160,0,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
49195,4,1,4,3,0,0,6,9,8,7,1,4,2,1,0,4,1,2,3,2,0,1,0,0,[0]
1907,1,2,1,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
9729,1,2,1,2,0,2,1,1,1,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
24353,0,1,1,2,0,1,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
3768,0,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
14858,0,2,3,2,1,1,4,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,[0]
5823,0,2,2,2,1,1,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
29879,1,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
19823,0,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25744,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
2727,1,1,2,2,0,2,2,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
10903,2,1,1,2,0,1,1,1,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
7440,0,2,2,2,0,2,2,1,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
38279,1,1,3,2,0,1,8,3,5,0,9,1,1,2,1,4,0,4,0,0,1,3,0,0,[0]
1603,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,[0]
21756,1,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
20553,0,1,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
3521,0,1,2,1,0,2,1,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
1614,1,1,2,1,1,2,2,2,2,4,2,2,0,0,1,0,1,1,0,0,0,0,0,0,[0]
22568,1,1,2,1,0,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25092,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
27504,0,1,2,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25753,0,2,2,2,0,3,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
27194,2,1,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
11864,0,1,2,1,0,3,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
722,0,2,1,2,0,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25051,2,1,3,1,1,2,2,2,2,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
42216,0,1,2,0,1,7,10,7,0,4,0,4,3,2,1,2,2,2,0,2,0,0,4,0,[0]
