,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
34590,2,1,0,2,1,3,2,8,4,8,3,2,3,2,5,4,0,1,2,2,0,2,0,1,[0]
12196,0,1,2,2,0,6,5,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
43027,0,1,1,2,1,6,6,3,4,0,4,4,0,0,4,4,2,2,1,0,1,3,2,1,[0]
26370,1,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
34217,3,2,1,0,0,4,9,3,0,3,10,3,1,1,2,3,2,4,3,2,1,2,4,1,[0]
39508,0,1,6,3,1,10,9,3,8,8,6,3,4,2,2,1,2,2,0,1,0,3,1,1,[0]
48140,1,2,3,1,0,9,5,4,3,2,6,1,3,2,4,1,1,1,2,1,1,0,2,1,[0]
25261,0,2,1,2,0,3,1,4,2,2,2,0,0,0,1,0,1,1,0,0,0,0,0,1,[0]
44174,3,2,2,0,0,5,6,1,2,4,3,5,0,2,5,2,2,4,0,1,2,1,4,1,[0]
45649,4,1,4,2,0,9,4,0,0,3,2,0,3,1,2,3,2,2,1,0,0,3,1,1,[0]
33430,4,2,5,0,1,7,2,5,10,3,1,2,1,1,4,0,2,2,2,2,2,2,2,1,[0]
24747,1,1,2,1,0,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
11751,0,2,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
45334,1,1,5,0,2,7,8,8,10,4,7,3,0,1,2,1,3,1,3,3,2,0,3,1,[0]
2908,0,1,2,2,0,1,4,4,1,1,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
49928,3,1,0,1,1,5,3,3,7,0,9,2,2,0,4,3,1,3,3,0,2,0,1,1,[0]
23082,0,2,1,1,1,3,0,1,4,4,4,0,0,0,1,0,0,1,0,0,0,0,0,1,[0]
43113,3,1,6,3,1,7,9,4,1,3,9,4,0,0,5,0,3,3,1,0,2,1,1,1,[0]
41664,3,1,3,1,1,8,10,4,10,4,0,0,4,1,1,4,3,1,3,0,2,3,4,1,[0]
