,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
33429,1,1,4,2,0,0,2,2,3,7,6,3,2,1,3,2,2,3,1,2,0,2,3,0,[1]
40878,0,2,4,2,0,5,8,5,2,8,9,3,3,0,0,2,0,3,1,3,0,1,1,0,[1]
33469,2,1,2,3,2,4,5,3,6,1,1,4,4,1,4,1,1,3,0,1,0,0,2,0,[1]
8078,1,2,2,1,0,1,1,1,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
31253,4,2,3,3,1,3,9,7,5,9,4,4,1,0,3,1,0,4,2,2,2,1,4,0,[1]
6975,0,2,3,1,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
7174,0,1,2,1,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
43075,1,1,4,3,1,8,5,9,10,2,6,3,0,2,1,1,3,1,0,0,1,0,0,0,[1]
30184,4,2,6,3,1,3,4,7,0,7,5,0,3,1,5,2,2,1,0,2,0,1,4,0,[1]
33830,4,1,4,0,0,8,6,10,8,2,6,4,1,0,3,1,2,3,1,2,1,2,0,0,[1]
43714,4,2,0,3,2,4,8,5,2,6,4,5,3,2,4,2,0,2,1,0,0,3,3,0,[1]
43294,2,1,1,2,1,7,4,0,0,4,0,5,1,2,2,3,1,4,2,1,1,2,0,0,[1]
36167,4,2,5,2,2,0,10,1,5,9,9,3,2,0,2,3,1,3,3,2,0,0,1,0,[1]
37097,0,1,4,3,0,4,6,10,9,1,5,4,1,1,2,1,0,1,2,2,2,0,4,0,[1]
35015,2,2,6,1,0,4,3,6,10,0,1,4,4,1,3,0,1,1,3,3,0,3,1,0,[1]
15357,1,2,1,2,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
12584,0,2,2,2,1,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,[1]
43877,3,1,6,1,2,2,0,4,5,1,10,4,2,0,1,1,3,3,2,1,1,2,3,0,[1]
39774,1,1,5,1,1,10,1,8,0,7,5,1,3,2,5,3,2,4,1,0,1,3,3,0,[1]
31592,2,2,0,3,2,3,0,10,5,5,5,2,2,0,5,2,1,4,3,0,1,1,0,0,[1]
34858,0,1,4,0,0,2,6,2,6,1,1,5,1,0,2,4,2,2,2,3,1,0,0,0,[1]
33691,1,2,6,0,2,4,6,8,7,3,3,2,0,0,1,3,2,2,0,1,2,2,1,0,[1]
41244,2,2,6,3,1,9,10,0,2,0,1,3,2,1,3,0,2,2,3,1,1,2,2,0,[1]
37893,3,2,1,1,0,4,2,4,9,4,8,3,4,0,0,2,2,3,2,3,1,3,0,0,[1]
32392,4,1,6,1,2,10,3,5,1,7,9,4,2,1,5,4,2,4,2,2,1,0,4,0,[1]
11249,1,2,1,1,0,3,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
31186,4,2,2,3,0,2,1,3,7,7,5,0,1,2,1,1,1,2,2,1,2,0,1,0,[1]
41348,2,1,1,0,2,6,1,3,0,4,8,3,3,1,5,3,1,2,1,0,2,3,0,0,[1]
43147,4,2,1,1,2,2,7,7,5,2,10,1,0,2,1,2,1,3,1,0,1,2,3,0,[1]
22606,0,2,1,1,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
31920,3,1,6,0,2,0,2,7,6,3,2,3,1,2,1,2,1,4,2,0,1,3,2,0,[1]
38445,1,1,4,3,0,1,2,7,2,3,2,4,2,0,4,4,3,1,2,1,2,2,1,0,[1]
32891,3,1,3,0,1,0,0,9,1,10,8,0,1,2,1,4,1,3,3,3,2,0,1,0,[1]
44809,2,2,6,2,2,6,6,3,0,9,4,2,0,2,1,4,0,2,3,0,0,0,1,0,[1]
44114,0,2,1,1,1,6,3,3,9,8,1,4,3,0,5,3,3,2,3,2,2,2,3,0,[1]
35908,3,2,5,3,2,7,4,6,10,8,7,5,3,1,5,3,1,1,3,2,0,1,1,0,[1]
37259,1,1,1,0,2,0,8,1,6,6,5,3,3,1,1,4,1,4,3,1,2,2,3,0,[1]
7376,0,2,2,2,0,3,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
30036,3,2,2,3,1,7,7,1,10,10,9,2,4,2,4,2,3,4,2,3,2,3,4,0,[1]
34657,1,1,1,3,2,7,1,9,3,1,4,3,0,1,0,2,0,1,0,0,2,0,1,0,[1]
3126,0,2,2,2,0,4,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
40621,3,1,0,2,0,10,0,9,1,3,7,4,1,1,5,3,3,2,1,2,2,1,0,0,[1]
32128,0,1,5,2,2,2,2,2,5,2,5,5,1,1,1,4,0,4,0,3,0,1,1,0,[1]
34455,3,2,5,3,2,9,10,5,9,3,5,2,2,2,3,1,2,3,1,2,0,1,0,0,[1]
39605,0,1,5,0,2,2,3,9,0,4,9,4,4,1,1,4,3,1,1,0,2,0,4,0,[1]
34082,2,1,6,2,0,6,2,10,1,9,1,3,3,2,0,1,0,2,1,2,0,2,2,0,[1]
31693,0,2,4,3,1,7,3,1,4,1,1,4,4,0,2,2,2,3,2,1,0,0,4,0,[1]
34840,2,1,4,3,0,10,4,1,7,5,2,5,3,0,4,1,0,1,3,1,1,1,4,0,[1]
11540,0,1,1,1,1,2,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
6907,0,1,2,2,1,1,1,1,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
36593,3,2,1,1,0,7,4,4,6,10,1,5,4,2,5,3,1,1,0,3,0,1,4,0,[1]
39610,3,2,4,0,2,5,8,7,9,1,10,4,4,1,4,2,2,1,2,1,0,0,4,0,[1]
39142,0,1,5,3,0,8,8,7,2,4,2,0,3,2,5,2,2,4,3,2,1,2,4,0,[1]
6670,1,1,1,2,0,1,2,2,2,2,0,1,0,0,1,0,1,1,0,0,0,0,2,0,[1]
35979,3,2,0,0,2,3,9,0,0,4,10,1,3,0,3,2,3,1,0,1,1,1,3,0,[1]
41660,2,1,0,2,0,5,9,2,7,8,5,3,2,2,0,0,3,4,3,3,2,1,2,0,[1]
21323,1,1,1,1,1,3,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
43853,2,2,2,2,2,0,3,0,7,10,4,1,3,0,1,0,3,2,3,3,0,1,4,0,[1]
40159,4,2,6,2,1,0,4,10,6,7,1,5,1,2,4,1,3,4,3,2,1,2,3,0,[1]
43304,1,2,2,1,0,5,3,5,10,7,5,2,4,0,4,3,1,2,3,0,1,1,4,0,[1]
815,1,2,2,1,0,2,2,4,2,2,2,2,1,0,1,0,1,1,0,0,0,0,0,0,[1]
35296,1,1,1,0,0,3,7,6,0,6,9,2,1,2,3,2,0,1,1,1,2,0,3,0,[1]
29246,0,1,2,2,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
7870,1,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,[1]
8110,0,2,3,1,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
41916,3,2,2,3,0,2,4,7,9,4,2,0,1,2,0,0,1,2,0,3,0,2,0,0,[1]
26757,0,1,3,2,0,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
37983,1,1,4,3,2,7,6,1,6,6,5,0,4,0,3,4,0,2,0,1,0,2,2,0,[1]
2251,0,2,2,1,0,4,4,4,2,2,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
36374,2,1,5,0,0,9,10,3,6,7,8,5,4,1,4,1,0,4,2,2,2,0,4,0,[1]
31627,2,1,4,3,2,3,4,6,7,4,3,3,3,0,1,2,0,2,3,2,0,1,2,0,[1]
19957,0,2,2,1,1,2,2,4,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
26132,0,2,2,1,0,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
3739,0,2,1,1,0,2,2,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
18865,0,2,1,1,0,4,4,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
10124,0,1,2,1,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
8051,0,1,2,1,0,3,6,5,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
36105,2,2,4,3,2,0,1,7,8,7,8,4,1,0,0,1,3,1,3,3,0,2,3,0,[1]
39659,3,1,4,1,0,1,10,5,7,2,3,5,1,2,0,1,3,4,2,1,1,0,2,0,[1]
42647,1,1,6,3,0,6,2,8,6,0,9,0,2,2,4,0,2,1,1,3,1,1,2,0,[1]
35269,4,2,4,1,1,0,9,5,0,3,0,2,2,1,0,3,2,1,0,0,0,3,0,0,[1]
32067,1,2,4,0,1,10,8,3,9,8,6,4,1,1,5,2,0,4,0,1,2,3,3,0,[1]
18068,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,[1]
32130,2,1,6,2,1,3,6,5,3,10,9,3,4,1,0,1,1,1,0,1,2,0,4,0,[1]
39449,2,1,3,1,0,7,7,10,0,8,8,5,0,1,2,4,1,3,1,1,1,1,2,0,[1]
41452,3,1,5,3,2,7,7,7,10,7,3,0,4,0,0,4,3,4,2,1,0,1,2,0,[1]
30051,0,1,4,3,1,5,5,7,7,7,8,3,0,0,4,0,1,1,1,3,0,2,0,0,[1]
6888,0,1,2,2,0,2,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,[1]
41891,1,2,6,1,2,5,8,3,7,8,9,4,1,2,4,2,2,1,2,3,2,3,3,0,[1]
21596,0,2,1,2,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
43397,2,2,1,3,2,6,2,0,4,2,2,3,3,2,3,1,3,2,0,2,0,2,4,0,[1]
44683,3,2,6,0,0,3,3,1,8,5,1,2,3,0,5,1,2,2,1,3,0,3,0,0,[1]
44315,0,2,0,1,1,3,6,2,3,9,5,0,2,2,5,1,3,4,1,1,1,3,3,0,[1]
40684,3,2,6,2,2,7,4,9,5,0,0,1,0,2,3,3,0,4,0,0,2,0,1,0,[1]
18058,0,1,3,1,0,7,6,5,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
18721,1,2,2,2,0,1,1,1,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,[1]
42304,4,1,2,3,1,5,5,9,9,1,2,1,2,1,2,3,3,4,3,1,0,0,4,0,[1]
33681,0,1,2,1,0,10,6,7,7,8,6,0,4,0,5,2,3,3,2,0,2,0,1,0,[1]
2539,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
5029,1,1,1,1,1,1,2,2,1,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
44266,3,2,5,1,2,5,10,6,9,3,7,1,2,0,2,1,0,4,2,1,2,1,4,0,[1]
42683,1,2,1,1,1,6,4,3,3,5,3,4,3,0,0,3,1,2,3,3,0,2,4,0,[1]
32762,2,1,0,2,2,5,5,2,3,10,8,2,0,2,3,3,1,4,3,3,1,0,4,0,[1]
12532,0,2,2,1,0,4,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
44557,2,1,5,2,1,2,3,8,7,0,0,3,4,1,1,0,0,1,2,2,2,0,4,0,[1]
43889,4,2,4,1,0,8,7,0,3,7,6,4,1,0,2,2,2,4,1,0,0,0,4,0,[1]
42904,3,1,2,0,2,8,7,4,2,4,4,4,2,0,5,3,1,4,3,2,2,1,1,0,[1]
32592,4,2,2,1,2,4,0,8,9,3,10,5,3,2,4,3,1,3,0,3,1,0,3,0,[1]
23820,0,2,2,2,1,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
40498,4,1,3,0,2,0,5,1,8,10,9,2,3,0,4,0,3,2,2,3,1,0,3,0,[1]
36199,3,1,1,3,0,9,10,3,6,3,1,4,1,1,3,3,0,3,1,0,1,0,3,0,[1]
38823,4,1,5,1,2,5,9,5,0,4,3,5,4,0,1,2,2,3,2,3,1,2,1,0,[1]
32648,1,2,1,1,2,2,1,6,1,5,7,2,4,1,0,0,0,2,3,2,0,2,1,0,[1]
16710,0,1,3,1,1,3,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
39424,3,1,2,3,1,2,5,7,6,9,7,5,1,2,5,2,0,2,1,3,2,1,2,0,[1]
14376,0,1,3,1,1,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
20848,0,1,3,2,0,2,2,1,1,4,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
35611,3,2,1,0,1,1,9,6,10,10,8,1,0,1,2,0,1,3,2,3,2,2,1,0,[1]
39669,2,1,3,0,1,7,7,10,2,4,7,0,0,1,5,4,2,3,1,3,0,1,1,0,[1]
42141,0,2,1,2,1,4,8,1,2,2,2,1,1,0,5,4,1,3,0,2,2,2,3,0,[1]
21331,0,1,2,1,1,1,4,1,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
35592,2,2,5,0,2,1,1,7,4,1,0,2,2,1,3,2,0,4,3,0,0,3,2,0,[1]
7599,1,2,2,1,1,2,2,2,2,2,2,3,2,0,3,2,2,1,0,0,0,0,0,0,[1]
25141,1,1,2,1,2,2,2,2,2,2,2,2,1,0,2,1,1,1,0,0,0,0,0,0,[1]
35863,3,1,2,3,0,5,2,5,7,10,3,1,2,0,5,4,1,1,1,1,2,1,4,0,[1]
41669,0,1,0,3,2,3,8,1,6,1,4,4,2,1,1,1,0,1,0,3,2,0,0,0,[1]
33342,4,1,5,3,1,6,8,5,7,8,2,3,2,2,0,4,0,1,3,2,1,3,3,0,[1]
27930,0,2,2,2,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
35280,3,1,2,0,2,5,3,8,5,3,4,4,1,1,2,4,1,2,0,3,1,2,0,0,[1]
20768,0,1,3,1,1,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
17414,1,2,0,2,1,1,1,1,4,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
34096,1,1,6,2,2,7,10,3,4,1,1,0,2,0,3,0,0,1,2,2,1,3,3,0,[1]
39723,3,1,0,1,0,9,1,1,2,8,0,1,3,1,5,4,1,2,0,3,1,0,4,0,[1]
42293,1,1,2,0,0,3,8,1,0,10,5,4,4,2,2,3,1,4,2,3,0,2,0,0,[1]
37848,2,2,2,0,1,10,10,8,6,9,5,3,4,1,0,1,2,3,1,3,1,3,3,0,[1]
34482,4,2,0,0,2,1,6,2,1,4,9,4,0,1,2,1,3,3,2,2,0,3,4,0,[1]
37741,3,1,4,1,0,10,1,8,0,2,4,5,1,1,0,1,1,2,1,2,1,1,1,0,[1]
40366,3,2,1,0,2,0,10,4,0,8,6,4,0,0,5,4,2,1,3,3,2,1,4,0,[1]
