,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
21288,0,1,3,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
37321,1,1,2,0,0,9,3,1,0,3,6,4,2,1,0,4,2,2,1,0,1,3,2,1,[0]
21864,0,2,2,2,0,2,2,2,2,2,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
2349,0,1,2,2,0,2,2,2,2,1,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
18444,0,2,1,2,0,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
32747,0,1,6,0,0,4,7,9,5,2,10,4,2,1,5,0,1,1,3,1,0,3,1,1,[0]
36250,3,2,3,3,0,2,9,2,8,8,7,5,3,2,3,1,3,3,2,1,0,1,4,1,[0]
20664,1,1,2,2,0,3,4,2,2,2,2,2,1,0,2,1,2,1,0,0,0,0,0,1,[0]
11862,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
36997,1,1,3,3,1,3,10,4,8,3,6,1,2,1,0,4,0,4,0,1,0,2,0,1,[0]
17264,1,2,2,1,1,2,2,2,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
1607,1,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
37648,2,2,6,1,1,7,10,7,4,0,3,1,0,0,5,4,3,2,0,2,2,2,2,1,[0]
36235,4,1,0,0,1,2,3,8,9,9,5,4,1,0,0,0,0,3,1,3,1,1,3,1,[0]
31107,1,2,1,3,0,9,10,6,0,1,9,3,4,0,0,1,3,3,0,0,2,3,4,1,[0]
36185,4,1,6,2,0,3,10,8,3,4,4,4,4,1,4,4,3,1,3,1,0,0,0,1,[0]
35066,3,1,3,1,1,5,2,0,8,10,10,0,0,0,0,1,2,1,0,3,2,3,4,1,[0]
16121,0,2,2,3,0,3,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
31201,2,2,4,3,1,10,2,6,6,3,4,2,3,0,1,3,3,2,2,2,1,2,0,1,[0]
32033,3,1,5,2,2,10,5,4,2,2,9,5,4,0,5,2,1,2,0,0,1,3,2,1,[0]
34263,0,1,4,2,0,2,9,4,6,5,2,0,0,1,5,2,2,2,1,0,2,3,4,1,[0]
38674,3,2,2,3,1,10,1,2,8,5,7,3,1,1,5,1,0,3,1,1,2,3,4,1,[0]
20842,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
26925,0,1,2,3,0,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
33320,3,2,4,2,0,5,5,3,7,7,6,1,1,0,2,3,1,3,3,0,0,2,4,1,[0]
37485,2,1,1,0,0,8,4,9,6,7,4,5,4,2,5,3,1,1,2,2,1,0,0,1,[0]
12765,1,2,2,1,0,2,2,2,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
21524,0,2,3,2,0,4,1,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
19784,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
4502,0,2,2,1,0,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
38687,0,1,5,0,2,8,7,1,5,9,0,1,1,2,0,1,3,2,0,2,2,2,1,1,[0]
3931,0,2,1,2,0,2,2,2,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
38683,3,2,6,1,2,10,6,4,6,2,4,5,2,0,2,0,0,3,2,3,1,0,4,1,[0]
32534,3,2,3,2,2,6,9,3,5,9,1,2,4,2,2,1,3,3,3,1,1,3,2,1,[0]
10944,2,2,1,2,1,4,4,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
37525,0,2,1,2,1,5,1,0,4,7,6,1,1,0,3,1,3,4,2,0,1,1,2,1,[0]
27807,2,2,2,2,0,2,2,2,2,2,2,3,1,0,2,1,2,1,0,0,0,0,0,1,[0]
26313,1,2,3,1,0,4,4,2,2,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
30908,1,2,3,2,2,2,4,0,2,4,10,4,4,1,3,0,1,3,3,2,2,0,0,1,[0]
8320,1,1,2,1,1,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
33736,0,2,4,1,0,8,8,1,2,6,6,5,1,0,4,2,1,3,1,1,1,3,3,1,[0]
30741,3,1,6,1,0,4,4,8,4,0,9,3,1,2,0,1,2,3,2,0,1,1,3,1,[0]
39388,0,1,4,1,0,5,2,5,8,3,5,4,1,2,3,4,3,3,1,1,2,2,1,1,[0]
37265,0,1,2,3,2,6,3,8,0,8,1,2,4,2,4,2,2,4,3,3,2,0,2,1,[0]
30457,3,2,3,3,2,2,10,9,0,4,3,2,1,2,5,4,0,1,1,0,2,0,1,1,[0]
30327,4,2,4,1,1,4,2,5,7,6,5,5,1,0,1,3,2,3,3,0,0,1,0,1,[0]
32682,2,1,0,0,1,5,1,5,7,1,8,2,4,1,0,0,1,4,2,2,1,0,1,1,[0]
33363,1,1,1,2,2,8,8,9,1,4,3,0,4,1,4,3,1,4,3,0,2,1,2,1,[0]
31262,1,2,5,3,1,10,2,8,0,7,5,4,0,2,0,3,1,2,1,1,1,3,1,1,[0]
29001,0,2,3,2,0,2,2,2,4,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
4598,0,2,2,1,1,3,4,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
35991,0,2,1,1,2,1,3,9,1,9,5,5,3,1,3,3,0,3,1,0,1,1,1,1,[0]
32901,1,2,5,1,2,10,0,7,6,1,6,4,2,0,2,1,0,2,1,0,1,2,0,1,[0]
38895,1,2,5,3,1,6,10,6,8,4,5,0,1,2,5,1,3,2,1,3,0,2,0,1,[0]
26788,1,1,1,2,0,2,2,2,2,2,2,2,1,0,2,1,1,1,0,0,0,0,0,1,[0]
37285,4,1,1,1,2,9,3,5,7,6,3,2,2,2,1,1,1,1,1,2,2,3,0,1,[0]
32082,1,1,2,2,1,8,3,1,6,6,7,4,2,2,3,1,2,2,3,1,0,3,0,1,[0]
14083,3,1,2,1,1,2,2,2,2,2,2,2,1,0,2,1,1,1,0,0,0,0,0,1,[0]
6559,1,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
33742,1,1,4,0,1,4,2,7,4,1,6,4,0,1,4,3,0,4,3,0,2,1,3,1,[0]
32038,1,1,4,0,0,3,7,5,2,1,4,5,0,2,2,2,0,4,1,2,2,1,3,1,[0]
2000,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
6500,0,1,3,1,1,2,2,4,2,2,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
1773,0,1,2,2,0,4,4,2,2,2,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
