,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
21435,0,2,3,2,0,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
44536,1,1,4,3,1,1,1,0,4,10,5,5,0,2,0,1,2,3,2,1,1,0,4,1,[0]
53560,3,2,2,3,1,10,4,6,4,4,4,2,2,1,4,1,0,3,2,1,0,2,3,1,[0]
53261,0,1,4,0,0,10,9,0,1,6,6,4,3,2,5,3,2,2,0,3,2,0,1,1,[0]
44969,1,2,4,2,2,5,2,8,0,10,9,1,1,0,4,2,2,4,0,1,2,0,4,1,[0]
52664,0,1,0,2,1,7,4,7,4,1,6,3,2,0,2,3,3,3,0,3,1,2,1,1,[0]
33785,3,2,0,2,0,2,3,8,7,10,5,3,2,0,2,2,3,4,3,2,0,1,0,1,[0]
38161,0,2,6,2,1,7,8,9,10,2,6,2,2,2,0,0,3,4,0,3,1,1,4,1,[0]
23490,0,2,1,2,0,1,1,1,1,1,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
54444,4,1,1,1,1,8,7,5,3,5,10,5,4,0,3,0,1,1,2,1,2,1,0,1,[0]
45921,3,1,3,1,2,10,2,2,7,6,4,2,2,0,1,0,3,4,0,2,0,2,1,1,[0]
16559,1,1,1,1,0,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
10622,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
53822,4,2,5,0,2,7,7,1,2,7,5,3,2,2,1,1,1,4,0,0,2,0,0,1,[0]
9040,0,1,3,1,1,3,4,2,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
52118,2,2,2,1,0,7,6,5,1,4,6,1,4,0,0,4,3,1,0,1,1,3,1,1,[0]
14873,0,1,2,2,0,3,4,2,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
55989,1,1,3,1,2,7,2,9,4,2,4,5,3,1,2,0,1,3,0,2,0,3,4,1,[0]
36887,2,2,3,1,2,2,9,2,5,9,4,2,3,2,0,0,2,1,1,2,2,3,0,1,[0]
51604,2,2,4,2,2,6,8,6,3,4,10,4,3,1,2,3,0,2,0,0,0,3,2,1,[0]
59478,2,1,1,1,0,1,4,6,8,10,6,1,3,2,0,2,3,4,0,0,0,2,0,1,[0]
15488,1,1,1,1,1,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
10155,0,2,1,2,0,2,2,2,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
20808,0,1,2,1,0,2,2,2,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
2417,0,2,3,2,0,4,2,2,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
49256,3,1,4,2,0,3,8,2,6,0,0,5,0,0,5,0,0,1,2,1,1,1,2,1,[0]
31379,3,2,2,3,2,5,2,6,10,0,3,1,1,2,0,4,2,4,2,0,2,2,1,1,[0]
6055,0,2,1,2,1,4,4,6,6,6,6,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
54666,1,1,6,0,0,2,3,10,2,3,5,2,3,0,3,3,3,4,0,0,1,2,4,1,[0]
14812,0,2,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
24679,0,2,1,2,0,4,4,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
47332,4,1,6,1,2,9,2,4,3,9,7,2,3,1,5,2,2,1,1,3,1,1,0,1,[0]
3325,0,2,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
51756,4,1,0,0,2,1,1,7,9,2,10,1,3,0,1,3,3,1,3,2,0,3,1,1,[0]
59745,4,2,0,0,0,9,10,3,6,2,7,2,1,2,1,0,0,1,1,2,0,3,4,1,[0]
40309,4,2,3,3,2,10,8,10,1,2,4,0,2,0,2,2,1,2,0,3,1,0,2,1,[0]
14544,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
40156,3,2,2,1,2,5,10,5,3,7,6,5,1,0,3,4,0,1,3,2,1,0,1,1,[0]
45684,0,2,6,2,1,4,0,5,2,5,10,3,1,0,0,3,2,3,0,2,2,0,2,1,[0]
19739,0,2,2,1,1,4,5,5,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
52833,1,2,5,1,0,3,4,7,10,3,5,1,4,1,5,4,2,3,1,2,1,1,4,1,[0]
46810,1,1,3,1,0,0,7,10,8,0,4,0,2,0,0,4,2,1,1,2,2,3,0,1,[0]
29021,0,2,2,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
41607,2,2,3,3,2,9,8,4,2,2,8,4,2,2,3,0,2,3,3,1,1,3,0,1,[0]
30395,3,1,1,0,2,9,0,2,1,2,9,1,2,2,2,2,2,3,3,3,0,2,2,1,[0]
6412,0,1,2,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
46119,1,1,0,3,2,2,3,2,9,6,6,2,2,2,2,0,1,3,0,1,1,1,4,1,[0]
21079,1,1,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
10251,0,2,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
32852,4,2,3,2,0,0,2,0,3,2,1,2,3,2,0,0,2,3,0,0,0,3,3,1,[0]
35033,3,1,2,1,2,2,8,4,7,7,10,0,0,2,3,3,2,1,2,1,0,0,0,1,[0]
59507,2,1,3,3,0,1,2,5,1,9,8,1,4,1,2,1,1,2,0,0,0,0,3,1,[0]
1675,0,1,2,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
29152,0,2,3,1,2,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
48295,1,1,0,0,0,0,2,6,4,2,7,4,2,1,1,4,1,3,1,1,2,0,1,1,[0]
56414,2,1,5,3,1,2,5,0,7,6,9,1,3,0,1,3,0,1,0,2,2,2,4,1,[0]
43747,0,2,4,1,2,5,8,1,2,8,2,3,3,1,5,1,2,2,2,1,0,3,3,1,[0]
387,0,1,3,1,2,1,2,2,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
37194,3,2,4,3,1,8,6,0,6,1,5,1,1,0,5,2,2,2,0,0,0,3,4,1,[0]
5148,0,1,3,2,0,3,4,2,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
38283,4,2,0,0,0,8,7,8,4,3,4,4,1,0,1,0,0,4,2,3,0,0,4,1,[0]
