,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
12561,0,2,2,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
24707,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25066,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
23566,1,2,1,2,0,1,2,1,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25887,0,2,3,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
37512,0,1,0,2,0,2,8,1,1,3,7,2,0,2,0,3,2,3,0,0,0,1,2,0,[0]
13985,0,2,2,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
2741,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
17535,0,2,3,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
32653,2,2,0,1,1,4,9,3,8,1,6,0,3,1,5,4,1,2,3,2,0,2,0,0,[0]
18505,1,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
23223,1,2,1,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
14479,1,1,1,1,1,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
22852,0,2,2,2,0,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
39997,0,2,1,3,2,1,10,4,7,0,1,1,1,1,4,1,2,4,0,2,0,0,1,0,[0]
8097,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
10276,2,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
35613,0,2,1,3,1,3,2,2,2,3,1,1,2,1,0,0,1,2,0,2,2,0,4,0,[0]
38617,4,1,5,2,0,10,4,10,2,8,7,0,3,2,0,1,0,4,2,1,1,0,1,0,[0]
21112,1,1,2,1,0,3,4,2,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0,0,[0]
13296,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
16816,0,1,2,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
