,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
19761,0,2,2,1,0,1,4,4,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
27584,0,1,2,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
5254,0,1,2,2,0,2,2,5,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
6029,0,2,3,1,1,1,1,1,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
24310,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
26463,2,2,3,1,1,1,1,1,4,1,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
15877,1,2,3,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
34835,4,2,5,1,2,2,1,9,5,3,10,3,1,0,5,0,0,2,0,0,0,2,0,1,[0]
7528,1,2,1,2,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
33159,3,1,4,0,2,4,1,2,0,1,8,1,3,1,4,0,0,4,2,0,0,1,0,1,[0]
3243,0,2,1,2,0,1,1,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
16033,0,2,3,1,1,2,2,2,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
11999,0,1,2,2,0,3,4,2,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
33496,3,1,0,2,2,1,6,3,7,9,10,3,0,1,4,4,2,3,2,1,1,0,2,1,[0]
34890,0,2,2,1,2,7,0,5,9,10,2,2,2,1,2,4,3,1,3,1,0,0,3,1,[0]
7602,0,2,3,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
34870,3,1,1,2,1,4,8,2,10,2,2,2,4,1,5,1,3,2,3,0,2,1,0,1,[0]
231,0,1,2,2,0,3,4,2,2,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
8794,0,2,1,2,0,1,1,1,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
30812,0,1,3,2,2,5,4,8,6,2,1,1,3,2,5,2,1,1,1,3,1,1,3,1,[0]
18142,1,1,1,2,0,2,2,4,4,1,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
23696,0,2,3,3,1,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
1288,0,2,3,1,1,3,4,4,5,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
2487,1,1,2,1,1,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
31145,1,1,0,0,1,5,2,3,3,0,2,1,4,2,4,4,3,1,2,2,0,2,4,1,[0]
9428,0,2,2,1,0,2,2,4,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
7978,0,2,2,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
6478,0,1,3,2,0,2,2,4,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
20373,0,1,2,2,0,3,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
26027,1,2,3,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
15813,0,2,2,1,0,2,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
832,2,2,2,1,0,2,2,2,2,1,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
8669,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
27158,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
27950,1,2,1,2,0,2,2,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
10874,0,2,3,2,2,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
17133,0,2,3,1,0,5,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
3019,0,2,3,2,1,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
17821,0,1,2,2,0,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
10349,0,1,1,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
33707,3,2,4,0,1,1,6,2,2,0,3,2,1,0,5,4,3,1,2,1,0,2,4,1,[0]
4277,1,2,1,2,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
34185,1,2,6,1,1,0,5,7,7,4,6,3,3,0,4,2,0,2,3,3,2,2,2,1,[0]
20446,0,1,3,2,0,3,5,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
7227,2,1,1,1,0,1,2,2,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
18453,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,[0]
6559,1,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
34207,1,2,0,2,0,8,7,0,1,6,9,4,0,2,5,1,3,1,2,2,2,0,2,1,[0]
9994,0,1,2,2,0,2,2,2,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
3931,0,2,1,2,0,2,2,2,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
10706,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
29569,1,1,1,1,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
5348,1,1,1,2,0,4,2,2,4,4,4,2,1,0,1,0,1,1,0,0,0,0,0,1,[0]
6344,0,2,2,2,0,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
16169,0,2,3,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
5579,0,2,3,1,1,3,4,4,4,5,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
29611,0,1,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
16502,0,1,2,2,0,4,4,4,2,2,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
8259,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
2363,1,1,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,[0]
31384,3,2,5,1,1,0,1,8,2,6,8,0,1,1,2,2,1,1,3,3,2,2,4,1,[0]
14884,0,1,1,2,0,1,1,1,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
17866,0,1,2,2,0,1,4,1,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
