,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
32740,2,1,3,1,0,0,8,2,10,10,10,1,1,0,2,4,1,4,2,1,1,1,4,1,[1]
5218,0,2,2,1,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
2445,1,1,2,2,0,3,0,0,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
23296,0,2,2,2,0,1,5,4,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
10586,0,2,3,2,1,4,2,2,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
9190,0,2,2,1,0,5,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
28748,0,2,1,2,0,4,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
31131,0,2,0,0,2,2,8,5,1,0,7,3,1,0,3,4,0,1,0,0,2,0,2,1,[1]
32432,2,1,4,0,2,0,10,1,9,2,10,1,2,2,0,4,3,4,3,1,2,3,4,1,[1]
34535,3,2,2,2,2,7,6,2,8,0,2,4,4,2,3,1,2,2,2,3,2,2,1,1,[1]
32452,2,1,0,0,0,2,4,0,10,10,10,0,1,1,3,1,0,4,2,0,2,1,0,1,[1]
17940,0,1,2,2,1,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
18350,0,2,2,2,0,2,1,4,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
24471,0,1,2,1,1,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
34812,4,1,2,1,1,3,1,8,4,10,2,1,1,1,4,1,2,4,2,3,0,3,3,1,[1]
33073,3,2,1,1,0,8,0,6,2,7,4,0,4,2,0,4,1,2,0,1,2,3,0,1,[1]
21317,0,1,1,1,1,5,5,5,5,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
19654,0,2,3,1,0,1,4,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
30645,4,1,1,1,0,1,5,3,4,3,2,2,2,1,0,1,0,4,2,2,1,3,2,1,[1]
30926,1,2,1,1,1,7,9,10,6,10,3,4,1,0,3,1,3,3,0,0,1,0,4,1,[1]
1960,0,2,2,2,0,5,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
18773,0,2,2,2,0,4,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
34818,3,1,0,1,2,2,7,2,7,1,7,2,1,2,2,0,3,4,3,3,1,0,0,1,[1]
25006,0,1,3,2,1,4,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
18515,0,2,2,2,0,4,2,2,2,2,5,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
33907,3,2,0,0,0,5,9,7,9,7,8,1,3,2,1,4,0,2,3,3,2,2,2,1,[1]
31451,1,1,0,3,0,6,1,7,3,4,3,0,4,2,3,0,1,2,0,3,2,2,3,1,[1]
14820,0,1,3,2,0,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
34916,0,1,3,2,0,9,2,9,9,4,0,1,4,0,1,2,2,2,2,1,0,3,2,1,[1]
14178,0,2,2,1,1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,[1]
9492,0,1,3,1,0,3,7,6,5,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
3264,0,1,2,1,2,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
31977,2,1,3,3,2,1,6,2,5,9,2,2,1,0,1,1,1,4,2,2,2,3,2,1,[1]
29017,0,2,1,1,1,3,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
33473,3,1,5,3,2,8,6,10,10,8,1,1,2,0,3,4,3,1,3,2,0,3,2,1,[1]
34633,0,1,6,3,0,7,1,2,10,10,4,5,2,1,1,3,3,4,3,0,2,1,2,1,[1]
31608,0,1,3,0,0,8,10,4,8,4,1,5,3,0,2,4,2,4,0,0,2,1,0,1,[1]
17076,0,2,2,2,0,5,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
12576,0,2,2,2,0,5,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
8468,0,1,2,1,0,4,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
33439,0,2,3,0,2,7,9,10,7,8,2,4,3,0,0,2,1,2,3,0,1,2,3,1,[1]
16247,0,2,2,1,0,4,2,2,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
1428,1,2,1,1,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
6897,0,1,2,2,0,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
33020,4,1,1,2,0,9,1,6,8,3,0,3,4,1,0,0,2,3,1,1,1,0,3,1,[1]
32445,1,2,5,3,1,3,0,7,2,0,1,1,4,2,1,3,2,4,2,2,2,1,1,1,[1]
14692,0,1,2,1,0,3,4,4,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
20504,0,1,2,2,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
32004,2,2,6,2,2,4,0,9,2,3,7,0,3,0,1,2,1,3,2,3,0,0,2,1,[1]
16535,0,1,1,2,0,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
33169,3,2,6,0,1,3,6,6,0,0,6,1,1,2,1,3,2,3,3,1,0,0,1,1,[1]
26605,0,1,2,2,0,5,4,4,9,9,8,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
33324,0,1,4,0,0,0,1,4,0,3,10,4,3,2,5,0,3,4,2,3,2,0,0,1,[1]
33548,1,1,5,0,1,0,7,2,0,0,1,0,2,0,0,2,1,2,0,3,0,2,0,1,[1]
26801,1,1,1,1,0,5,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
17544,0,2,2,1,0,4,2,2,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
2996,1,2,2,1,0,4,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
10008,1,2,1,1,1,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,[1]
17801,0,1,2,1,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
30887,2,1,4,0,0,6,2,1,8,4,8,2,3,0,5,3,2,4,0,0,1,0,3,1,[1]
13997,0,1,3,1,0,3,4,4,5,7,7,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
24617,0,1,1,2,0,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
20266,0,2,3,1,1,4,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
32794,2,2,6,0,1,9,2,10,6,2,1,5,1,2,0,0,1,2,2,1,0,2,0,1,[1]
8919,0,1,1,2,0,4,5,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
31966,2,2,5,1,0,5,7,8,0,8,3,3,4,0,4,1,0,4,0,2,1,2,0,1,[1]
32857,3,2,0,1,2,5,10,0,8,9,4,2,0,2,1,4,3,2,2,0,0,0,4,1,[1]
30774,4,2,6,2,0,10,8,3,10,2,3,5,0,0,1,0,0,2,1,3,1,2,0,1,[1]
31504,3,2,3,2,0,10,8,0,3,2,8,3,3,2,5,2,3,3,0,3,1,0,2,1,[1]
16324,0,2,2,1,1,2,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
16121,0,2,2,3,0,3,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
32011,2,2,3,1,2,5,7,0,6,3,8,1,0,0,2,1,3,1,2,3,0,3,1,1,[1]
34585,4,1,3,0,1,10,6,2,1,1,9,1,2,2,4,3,2,2,0,2,0,2,3,1,[1]
34855,4,1,4,1,0,0,7,3,5,2,9,0,4,1,1,2,2,4,1,3,2,1,2,1,[1]
6800,0,1,3,1,1,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
17582,0,2,2,1,1,4,2,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
675,0,1,3,2,1,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
30301,2,1,0,3,0,5,8,4,2,10,0,2,3,0,1,4,1,1,3,0,1,3,4,1,[1]
30486,1,1,4,3,0,4,5,8,2,3,1,3,1,0,2,3,3,1,3,1,1,1,0,1,[1]
33510,3,1,3,2,2,0,8,7,2,2,9,4,1,1,0,0,1,1,1,1,1,1,0,1,[1]
6828,0,1,2,2,0,3,7,6,5,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
30912,4,1,6,2,1,10,10,6,1,4,7,3,0,2,0,0,3,4,0,3,1,3,1,1,[1]
32180,2,2,6,0,0,1,10,0,1,9,10,2,1,2,2,1,0,3,0,0,0,3,4,1,[1]
24342,0,1,2,1,1,2,2,2,2,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
32940,3,2,1,0,1,7,0,1,0,10,1,1,1,2,1,0,2,2,3,0,2,0,3,1,[1]
1766,0,2,1,2,0,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
29827,0,1,1,1,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
26934,1,1,2,1,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
16294,0,2,1,1,1,2,2,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
25530,0,2,2,1,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
2641,0,2,3,1,1,3,5,6,5,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
12005,0,1,2,1,1,3,4,2,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
14237,2,1,1,2,1,1,1,1,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
30689,0,2,1,1,1,2,10,2,4,6,2,2,1,2,3,3,3,3,2,2,2,3,0,1,[1]
8991,0,2,2,1,0,3,4,2,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
16889,0,1,1,2,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
32139,1,2,1,3,1,3,2,4,1,6,2,4,2,1,3,3,2,2,2,2,1,3,0,1,[1]
10418,2,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
7134,0,2,1,2,0,4,4,4,4,6,5,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
13262,0,2,2,1,0,4,2,2,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
33597,3,1,4,3,2,4,4,10,3,8,4,4,2,2,3,4,1,4,2,1,0,2,2,1,[1]
676,0,1,2,2,1,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
31673,1,2,2,3,1,5,4,5,0,2,10,2,1,0,4,0,0,2,0,0,1,3,4,1,[1]
26736,0,1,2,2,0,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
30267,1,2,4,3,2,8,9,1,8,3,10,2,3,1,0,1,0,1,1,3,0,3,2,1,[1]
13452,0,1,3,2,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
19548,0,2,2,2,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
16154,0,2,2,1,0,4,2,2,2,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
21582,0,2,3,2,0,5,4,4,6,6,6,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
34013,4,2,3,0,1,7,5,5,8,8,3,4,4,1,0,4,1,3,3,3,0,3,0,1,[1]
1246,0,1,1,1,0,4,4,4,4,6,5,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
1879,0,2,2,2,1,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
30899,1,2,1,0,0,5,7,2,1,9,9,4,2,2,5,1,3,4,1,0,1,2,0,1,[1]
16602,0,1,3,1,0,4,4,2,2,4,6,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
18419,0,2,2,2,0,4,4,4,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
31574,4,2,1,3,1,0,9,0,6,5,2,1,0,0,1,1,2,4,2,2,0,1,4,1,[1]
5466,0,1,2,1,0,4,4,4,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
66,0,1,2,1,1,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
13146,0,2,2,2,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
19898,0,2,1,2,0,4,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
16789,1,1,3,1,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
28590,0,2,3,1,0,2,2,4,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
34088,1,1,2,1,0,8,3,3,10,10,0,3,4,1,1,2,0,2,2,0,0,0,3,1,[1]
19025,2,2,2,2,0,3,4,4,2,2,2,2,1,0,1,0,1,1,0,0,0,0,0,1,[1]
30856,3,1,3,0,0,4,7,8,10,3,4,2,4,2,3,4,2,1,3,3,2,0,0,1,[1]
6957,0,2,2,2,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
30745,3,1,1,3,2,9,6,7,0,10,1,2,2,2,3,0,3,4,1,1,1,1,3,1,[1]
34336,4,1,4,3,2,9,8,0,8,3,10,0,4,2,0,4,2,1,3,2,2,0,1,1,[1]
14096,0,1,2,1,2,3,4,4,4,5,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
