,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
35067,0,1,3,1,2,1,8,7,3,8,3,0,2,1,0,1,0,4,3,1,2,3,2,1,[1]
2600,0,2,3,2,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
39950,1,2,4,1,0,7,8,1,9,5,10,4,3,2,0,1,1,1,2,0,2,0,3,1,[1]
24580,1,1,1,1,1,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
11314,0,1,3,2,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
11497,1,1,1,1,1,3,3,3,3,4,4,2,1,0,2,1,1,1,0,0,0,0,2,1,[1]
32563,1,1,6,3,2,9,0,9,2,1,1,1,2,2,0,1,1,2,2,3,0,1,3,1,[1]
48427,0,2,2,2,1,5,0,7,3,3,5,5,4,0,4,3,2,1,3,0,0,3,3,1,[1]
27683,0,2,2,2,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
43495,1,1,0,2,1,3,9,6,10,4,1,4,2,0,4,2,1,3,2,2,2,0,0,1,[1]
6072,0,2,2,1,0,1,1,4,1,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
20883,0,1,2,2,1,1,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
9613,0,1,1,1,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
26710,0,1,3,2,0,4,4,4,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
41801,1,1,0,3,1,0,6,3,9,9,4,5,1,0,2,1,3,3,3,3,1,2,1,1,[1]
27336,0,1,2,2,0,4,4,4,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
48382,4,1,6,1,0,0,3,9,7,2,8,4,4,1,3,3,1,2,1,3,2,2,2,1,[1]
35744,0,1,4,2,2,1,3,2,2,3,7,1,3,0,1,3,1,1,2,3,1,1,3,1,[1]
41645,0,1,5,0,2,1,3,8,4,10,8,0,0,1,0,3,2,3,0,2,2,1,1,1,[1]
32852,4,2,3,2,0,0,2,0,3,2,1,2,3,2,0,0,2,3,0,0,0,3,3,1,[1]
121,2,1,1,1,1,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
39952,1,1,6,0,1,3,7,4,3,3,5,3,3,0,1,3,1,4,2,3,2,2,4,1,[1]
32641,3,1,6,0,2,9,4,6,10,0,0,5,3,0,0,2,1,1,2,0,1,2,0,1,[1]
30170,2,1,1,2,2,10,4,3,10,0,5,5,4,0,0,0,1,3,0,1,2,3,0,1,[1]
5924,1,2,2,2,0,6,5,4,1,1,1,3,2,0,2,1,1,1,0,0,0,2,0,1,[1]
39623,3,2,5,0,2,3,4,7,6,10,8,2,2,1,3,0,3,2,0,2,1,0,2,1,[1]
48999,4,2,4,1,2,0,1,10,9,1,3,1,2,0,4,3,2,4,3,2,1,3,3,1,[1]
6137,0,2,2,2,0,1,1,4,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
42188,0,2,6,0,1,7,3,3,6,6,4,2,4,0,5,0,2,1,3,1,0,3,0,1,[1]
33694,0,1,4,3,1,2,0,8,2,2,9,0,0,0,5,3,1,2,0,3,2,1,2,1,[1]
37318,3,2,0,0,0,10,5,2,8,2,3,3,1,2,5,0,3,1,3,0,2,2,4,1,[1]
