,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
41094,0,2,5,3,1,6,2,1,5,1,0,4,4,2,3,1,1,1,1,3,0,0,4,1,[1]
9870,0,2,1,2,0,4,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
16683,0,1,3,1,1,4,4,4,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
58248,3,1,4,2,1,4,4,10,9,3,9,5,3,2,2,1,0,2,3,0,2,3,1,1,[1]
3264,0,1,2,1,2,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
41626,4,1,1,1,0,3,1,10,5,9,10,2,3,2,3,2,1,3,2,1,0,0,3,1,[1]
25080,0,1,1,1,1,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,[1]
18422,0,2,2,2,0,4,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
58197,0,2,4,3,1,10,1,3,5,7,1,0,1,0,0,0,0,4,2,3,2,2,1,1,[1]
39930,3,1,1,2,1,7,4,7,9,0,5,4,3,2,1,4,3,3,1,3,0,1,2,1,[1]
31331,3,2,1,2,0,4,10,9,2,3,4,5,4,2,1,3,0,3,3,0,1,2,4,1,[1]
35267,2,1,3,2,1,8,10,2,9,6,4,5,4,0,1,3,3,2,1,2,2,0,1,1,[1]
54191,4,1,6,0,0,2,9,0,4,6,2,1,1,2,0,3,0,4,0,1,0,0,2,1,[1]
29723,0,1,1,1,1,5,4,4,2,2,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
42226,4,1,1,2,0,4,3,0,6,2,10,1,3,2,4,2,3,4,2,2,0,1,3,1,[1]
42058,4,2,6,1,2,6,0,8,9,5,6,4,1,0,5,4,0,2,1,1,2,3,0,1,[1]
6557,1,1,3,1,1,4,2,1,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[1]
46469,0,1,2,1,0,0,5,9,8,8,3,0,1,0,1,3,1,1,1,0,1,3,4,1,[1]
41022,4,2,6,0,0,9,6,2,2,3,1,1,0,0,0,2,1,1,0,1,0,2,2,1,[1]
