,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
39912,0,2,0,2,1,0,9,1,6,6,4,2,0,0,1,1,1,2,1,1,1,2,1,1,[0]
34608,3,2,4,2,2,6,0,6,7,5,2,4,2,0,0,1,2,4,1,0,1,2,3,1,[0]
26312,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
20053,2,2,1,1,0,2,2,2,2,2,2,2,1,0,2,1,1,1,0,0,0,0,0,1,[0]
11968,0,2,2,1,0,3,5,4,2,2,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
53193,3,2,1,3,1,0,10,5,5,10,10,4,1,1,1,2,0,1,0,2,1,2,2,1,[0]
35353,2,1,3,1,0,1,2,3,4,1,9,5,1,2,4,0,0,4,2,2,2,2,4,1,[0]
33081,0,1,6,2,2,2,9,5,5,4,6,2,3,1,2,0,2,4,2,3,0,2,2,1,[0]
30281,1,2,2,1,2,9,8,8,0,6,3,5,1,0,2,4,1,2,1,3,0,3,2,1,[0]
10251,0,2,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
22570,1,2,1,1,0,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
54302,1,2,1,2,1,9,8,8,9,0,9,4,2,2,4,4,2,1,1,3,0,1,3,1,[0]
2056,0,2,2,2,0,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
18718,0,2,2,2,0,4,4,2,2,4,4,1,0,0,1,0,1,1,0,0,0,0,0,1,[0]
45392,1,1,3,3,2,3,7,0,2,1,7,4,3,1,1,1,2,4,2,2,1,2,4,1,[0]
43112,2,2,2,0,2,6,8,10,6,10,4,0,0,1,1,1,0,2,2,1,0,0,3,1,[0]
44478,2,2,3,2,0,7,6,4,7,9,1,5,1,1,5,1,0,2,0,3,0,0,3,1,[0]
42473,2,1,3,0,2,7,2,2,1,1,7,4,3,1,4,0,0,1,0,0,0,2,1,1,[0]
37677,1,2,1,0,1,6,0,7,8,5,10,3,4,0,3,4,1,3,0,3,2,2,1,1,[0]
46524,4,1,2,1,1,8,7,3,10,8,5,4,3,2,2,0,0,2,0,0,1,2,2,1,[0]
