,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
3841,1,1,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
12898,0,1,2,2,0,4,2,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
9201,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
6339,1,2,2,3,0,1,1,1,1,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25013,2,1,1,1,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,[0]
4325,1,2,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
38567,0,2,0,1,1,1,0,8,9,5,1,0,1,1,3,2,0,3,1,0,2,0,4,0,[0]
35807,3,1,5,1,2,4,0,8,1,8,1,3,4,0,1,2,0,3,0,3,2,3,3,0,[0]
21574,0,2,3,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
6459,0,1,3,2,1,2,2,2,2,4,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
15625,0,2,2,1,0,2,2,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,[0]
33301,0,1,1,2,2,6,6,9,7,3,7,1,1,1,5,2,3,1,0,2,2,1,1,0,[0]
20958,0,1,2,1,0,2,2,2,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
39306,0,1,3,1,1,2,2,6,3,3,10,1,4,0,5,2,1,2,1,3,1,3,4,0,[0]
34064,2,1,1,3,2,4,8,9,5,9,3,0,3,0,3,2,2,3,0,3,1,1,1,0,[0]
26790,0,1,2,1,0,1,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
20150,0,2,1,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
33160,4,1,0,0,2,10,4,0,10,4,0,4,0,0,0,3,2,1,3,2,1,3,3,0,[0]
27327,0,1,3,1,0,2,2,2,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,[0]
5638,0,2,1,2,0,3,4,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
25843,0,2,5,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
15887,1,2,1,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
36021,3,1,1,0,0,4,8,3,10,3,4,0,3,2,2,4,2,3,2,3,1,2,0,0,[0]
197,0,2,1,2,0,2,2,2,2,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
4498,1,1,2,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
39556,1,1,3,1,1,3,5,3,10,4,9,2,3,1,4,0,2,1,2,2,0,3,1,0,[0]
11015,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
23365,1,2,3,2,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
2611,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
38236,2,2,0,0,1,5,9,2,4,0,5,5,2,1,1,3,3,1,0,2,2,0,2,0,[0]
22619,2,2,3,2,1,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
14848,0,1,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
18337,0,2,2,2,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
18886,1,2,2,1,0,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
28002,1,2,1,2,0,4,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
3355,1,2,2,1,1,2,2,2,2,2,2,2,1,0,2,1,1,1,0,0,0,0,0,0,[0]
21272,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
10697,1,2,1,1,1,1,1,1,4,4,5,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
29124,0,2,3,2,1,2,2,2,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
12594,0,1,2,1,1,2,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
27365,0,1,3,1,0,2,2,2,4,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,[0]
