,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,act,pred
9047,0,1,1,2,0,3,1,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
36256,0,1,1,3,2,0,2,5,7,10,8,5,4,1,4,1,2,3,3,1,1,0,3,0,[1]
6756,0,1,2,1,0,2,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
40312,0,1,0,0,1,6,10,10,7,8,5,2,1,2,0,2,1,1,3,2,2,0,0,0,[1]
39205,4,2,4,2,0,1,2,2,6,9,7,0,2,2,3,3,1,2,2,2,0,3,3,0,[1]
42250,2,1,2,1,2,9,2,2,9,6,8,1,0,2,3,3,1,2,2,1,2,1,1,0,[1]
32634,1,2,6,2,1,3,7,10,4,10,6,2,4,1,1,2,3,4,0,2,0,2,4,0,[1]
30620,1,2,3,1,1,4,0,7,4,10,8,3,4,0,5,2,1,4,1,3,0,3,1,0,[1]
21375,3,1,3,1,1,2,2,2,2,2,2,3,2,0,3,2,2,1,0,0,0,0,0,0,[1]
41309,2,1,0,2,2,8,4,1,1,6,4,4,3,0,3,4,1,3,2,3,1,3,4,0,[1]
8389,0,1,2,2,0,3,4,5,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
49131,0,2,5,1,1,1,1,10,3,3,5,3,4,0,2,2,0,1,1,1,2,2,0,0,[1]
14880,0,1,3,1,0,3,4,4,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
36170,2,1,2,1,2,3,2,1,4,4,9,3,4,2,5,1,2,1,1,1,0,3,1,0,[1]
49284,0,2,2,2,2,5,8,5,4,3,7,5,3,0,0,2,0,4,0,2,1,0,1,0,[1]
35254,3,1,0,3,2,2,9,0,8,8,9,3,4,0,1,0,2,3,3,1,2,2,1,0,[1]
45972,0,1,5,0,1,5,4,5,0,9,3,5,3,0,2,1,1,1,1,3,1,2,2,0,[1]
49153,0,2,2,2,1,10,9,1,3,4,8,4,1,2,3,0,2,3,1,0,1,3,4,0,[1]
24097,0,1,2,1,0,2,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
39446,4,2,3,2,0,0,9,8,0,5,2,2,4,0,5,0,3,4,3,3,1,1,3,0,[1]
35040,2,1,0,3,2,0,4,10,10,9,4,4,4,1,4,1,3,3,1,1,1,1,1,0,[1]
19528,0,2,3,2,0,3,0,1,4,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,[1]
40682,4,2,2,0,1,0,1,9,2,1,3,3,2,2,0,0,1,3,2,3,1,2,4,0,[1]
