,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
5606,0,1,0,0,0,0,4,0,0,0,0,1,[1]
74,0,1,0,0,1,1,10,0,0,0,0,1,[1]
1829,0,1,0,0,0,0,6,0,0,0,0,1,[1]
2932,0,2,3,1,0,0,6,0,0,0,0,1,[1]
1548,0,1,0,0,1,1,7,0,0,0,0,1,[1]
5170,0,1,2,1,0,0,5,0,0,0,0,1,[1]
5529,0,1,0,4,0,0,5,0,0,0,0,1,[1]
1610,0,2,0,0,1,0,9,0,0,0,0,1,[1]
4828,0,1,0,0,1,0,8,0,0,0,0,1,[1]
1907,0,1,1,0,0,0,10,0,0,0,0,1,[1]
2192,0,2,0,0,2,0,7,0,0,0,0,1,[1]
3104,0,1,0,0,0,0,9,0,0,0,0,1,[1]
3247,0,1,0,0,1,0,7,0,0,0,0,1,[1]
103,0,1,0,4,0,0,5,0,0,0,0,1,[1]
4625,0,1,0,0,0,0,7,0,0,0,0,1,[1]
5167,0,1,0,1,1,1,7,0,0,0,0,1,[1]
2164,0,1,0,0,1,0,8,0,0,0,0,1,[1]
802,0,1,0,0,0,0,4,0,0,0,0,1,[1]
6735,0,1,0,0,0,0,10,0,0,0,0,1,[1]
3044,0,1,0,0,0,0,8,0,0,0,0,1,[1]
1342,0,1,0,0,0,0,8,0,0,0,0,1,[1]
1750,0,1,1,0,1,1,7,0,0,0,0,1,[1]
5605,0,1,3,0,0,0,8,0,0,0,0,1,[1]
6603,1,1,0,0,1,1,6,0,0,0,0,1,[1]
2889,0,1,1,0,0,0,7,0,0,0,0,1,[1]
2463,0,0,0,0,0,0,4,0,0,0,0,1,[1]
325,0,1,3,0,0,0,2,0,0,0,0,1,[1]
6075,0,1,0,0,1,0,5,0,0,0,0,1,[1]
4444,0,1,0,0,1,0,8,0,0,0,0,1,[1]
2887,0,1,0,0,0,0,9,0,0,0,0,1,[1]
473,0,1,0,0,0,0,4,0,0,0,0,1,[1]
1790,0,1,1,0,0,1,8,0,0,0,0,1,[1]
2653,0,1,1,0,0,0,8,0,0,0,0,1,[1]
2344,0,1,0,0,0,0,8,0,0,0,0,1,[1]
2328,0,2,1,0,0,0,8,0,0,0,0,1,[1]
4905,0,1,0,1,0,1,2,0,0,0,0,1,[1]
3260,1,1,1,0,0,0,8,0,0,0,0,1,[1]
5910,0,1,0,0,2,0,8,0,0,0,0,1,[1]
1599,0,1,0,0,0,0,6,0,0,0,0,1,[1]
6658,0,1,0,0,0,1,10,0,0,0,0,1,[1]
4993,0,1,1,0,1,0,8,0,0,0,0,1,[1]
1714,0,1,3,0,3,0,10,0,3,0,0,1,[1]
4677,0,1,2,0,0,1,5,0,0,0,0,1,[1]
7393,0,3,2,6,4,1,4,1,1,1,1,1,[1]
3897,0,1,0,0,0,0,10,0,0,0,0,1,[1]
4147,0,2,0,0,0,0,5,0,0,0,0,1,[1]
3706,0,1,1,0,0,0,9,0,0,0,0,1,[1]
7408,1,3,0,5,0,0,8,1,2,0,2,1,[1]
1614,0,1,1,0,0,0,7,0,0,0,0,1,[1]
6876,0,1,0,0,2,0,10,0,0,0,0,1,[1]
6096,0,1,0,0,0,0,10,0,0,0,0,1,[1]
6433,0,1,0,0,0,0,10,0,0,0,0,1,[1]
324,0,1,0,0,0,0,6,0,0,0,0,1,[1]
4198,0,1,0,0,2,0,10,0,0,0,0,1,[1]
6136,0,1,0,0,0,0,7,0,0,0,0,1,[1]
6875,1,0,0,0,0,1,7,0,0,0,0,1,[1]
7686,1,2,0,4,3,0,9,2,1,1,0,1,[1]
4621,0,1,0,0,0,0,7,0,0,0,0,1,[1]
7795,1,3,2,0,1,1,7,7,3,0,1,1,[1]
7787,1,3,0,4,0,1,7,2,1,0,1,1,[1]
7094,0,2,2,1,1,0,7,0,1,0,2,1,[1]
4552,0,1,0,0,0,1,3,0,0,0,0,1,[1]
2916,0,1,0,0,0,0,9,0,0,0,0,1,[1]
130,0,1,0,1,0,1,2,0,0,0,0,1,[1]
5817,0,1,0,0,1,0,6,0,0,0,0,1,[1]
6577,0,1,3,0,0,0,4,0,0,0,0,1,[1]
2520,0,1,0,0,1,0,8,0,0,0,0,1,[1]
4527,0,1,0,0,0,1,3,0,0,0,0,1,[1]
6251,0,1,0,0,0,0,6,0,0,0,0,1,[1]
7683,0,3,3,5,1,1,10,6,3,1,2,1,[1]
4617,0,1,0,0,1,0,9,0,0,0,0,1,[1]
6364,0,1,0,0,1,1,8,0,0,0,0,1,[1]
7936,1,3,2,4,0,1,3,3,0,1,1,1,[1]
3599,0,1,0,0,0,0,6,0,0,0,0,1,[1]
3869,0,1,1,0,1,0,9,0,0,0,0,1,[1]
108,0,1,0,5,3,0,8,0,0,2,0,1,[1]
3405,1,1,0,0,0,0,6,0,0,0,0,1,[1]
7777,1,0,0,5,3,0,1,9,0,0,2,1,[1]
2438,0,1,0,0,1,0,5,0,0,0,0,1,[1]
4158,0,1,0,0,0,1,8,0,0,0,0,1,[1]
4857,0,1,0,0,0,0,7,0,0,0,0,1,[1]
6339,0,1,0,0,0,0,8,0,0,0,0,1,[1]
7986,0,1,3,1,2,1,1,3,0,1,1,1,[1]
6647,0,1,1,0,0,0,5,0,0,0,0,1,[1]
7877,1,2,1,3,3,0,2,2,1,2,2,1,[1]
4612,1,1,0,0,1,1,9,0,0,0,0,1,[1]
6408,0,1,0,0,1,0,6,0,0,0,0,1,[1]
6790,0,2,0,0,3,0,6,0,0,0,0,1,[1]
1454,0,1,0,0,1,0,10,0,0,0,0,1,[1]
1515,0,1,0,0,1,0,10,0,0,0,0,1,[1]
587,0,1,0,0,0,0,5,0,0,0,0,1,[1]
1289,0,1,0,0,1,1,9,0,0,0,0,1,[1]
5232,0,2,1,0,0,0,8,0,0,0,0,1,[1]
7023,0,3,0,6,1,1,4,9,2,2,2,1,[1]
7435,1,0,3,0,0,0,6,6,3,0,1,1,[1]
5055,0,1,1,1,0,0,7,0,0,0,0,1,[1]
1458,0,0,0,0,0,0,9,0,0,0,0,1,[1]
