,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
9953,0,1,2,1,3,1,3,3,1,2,2,0,[1]
9984,1,1,1,1,2,1,3,7,1,1,0,0,[1]
8418,0,0,3,6,1,0,2,2,2,0,0,0,[1]
6978,1,1,0,6,1,1,7,8,2,2,2,0,[1]
7865,1,1,3,2,0,0,2,2,3,0,1,0,[1]
7039,1,0,2,6,2,0,10,9,2,1,0,0,[1]
9059,1,1,3,6,0,0,3,5,0,2,0,0,[1]
4161,1,1,1,0,0,0,6,0,0,0,0,0,[1]
8074,1,1,2,3,1,0,5,4,0,1,1,0,[1]
7922,1,0,2,1,1,1,1,0,1,2,0,0,[1]
2856,0,1,1,0,0,0,5,0,0,0,0,0,[1]
254,0,0,0,0,0,0,8,0,0,0,0,0,[1]
4543,0,3,0,0,1,1,6,0,0,0,0,0,[1]
5287,0,1,1,1,0,0,4,0,0,0,0,0,[1]
8628,1,3,1,1,3,1,7,7,3,1,2,0,[1]
1125,0,1,1,0,0,1,4,0,0,0,0,0,[1]
9014,1,2,3,0,2,0,4,2,0,0,0,0,[1]
9091,0,2,3,0,1,1,6,6,3,0,2,0,[1]
4360,0,1,2,0,0,1,5,0,0,0,0,0,[1]
5993,0,1,0,0,0,0,4,0,0,0,0,0,[1]
4717,1,2,0,0,1,1,9,0,0,0,0,0,[1]
1185,0,1,1,0,0,1,8,0,0,0,0,0,[1]
2563,0,1,0,0,0,0,5,0,0,0,0,0,[1]
9073,1,2,0,1,4,1,2,2,3,0,2,0,[1]
5966,0,1,1,0,0,0,10,0,0,0,0,0,[1]
6056,0,1,0,0,0,0,9,0,0,0,0,0,[1]
2080,1,1,1,0,0,0,2,0,0,0,0,0,[1]
1177,0,1,0,0,0,0,9,0,0,0,0,0,[1]
7214,1,1,0,4,1,1,8,4,1,1,2,0,[1]
8326,1,1,3,5,1,1,1,5,2,2,1,0,[1]
7600,0,3,0,6,1,1,9,7,0,1,1,0,[1]
5265,0,1,0,0,0,0,6,0,0,0,0,0,[1]
4166,0,1,0,0,0,0,7,0,0,0,0,0,[1]
4989,1,1,1,0,0,0,1,0,0,0,0,0,[1]
2416,0,1,0,1,0,0,10,0,0,0,0,0,[1]
9790,1,3,1,3,4,1,5,8,3,1,2,0,[1]
7970,0,2,3,3,2,1,2,3,1,1,0,0,[1]
9821,1,1,3,0,0,1,4,6,2,1,1,0,[1]
793,0,2,0,0,2,0,8,0,0,0,0,0,[1]
1094,0,1,1,0,0,1,5,0,0,0,0,0,[1]
8900,1,0,0,3,3,0,4,8,3,0,2,0,[1]
4106,1,2,0,3,0,0,4,0,0,0,0,0,[1]
2795,0,3,1,3,1,0,1,0,0,0,0,0,[1]
2487,0,1,1,0,0,1,7,0,0,0,0,0,[1]
6529,0,2,1,4,0,0,2,0,0,0,0,0,[1]
4211,0,1,0,0,0,0,4,0,0,0,0,0,[1]
260,0,1,1,0,0,0,5,0,0,0,0,0,[1]
3842,0,2,0,4,0,1,1,0,0,0,0,0,[1]
1729,0,1,1,0,0,0,7,0,0,0,0,0,[1]
6973,0,1,0,1,3,1,4,5,0,2,0,0,[1]
7352,0,1,0,4,4,0,2,8,1,2,1,0,[1]
9789,0,2,1,1,2,0,8,2,1,0,1,0,[1]
7251,1,2,1,2,4,1,5,7,3,1,0,0,[1]
4036,0,1,0,0,0,0,5,0,0,0,0,0,[1]
2733,0,1,0,0,0,0,9,0,0,0,0,0,[1]
4519,0,1,1,0,0,0,6,0,0,0,0,0,[1]
4327,0,1,0,4,0,1,2,0,0,0,0,0,[1]
2707,0,1,0,0,2,0,9,0,0,0,0,0,[1]
3704,0,2,2,5,0,0,1,0,0,0,0,0,[1]
229,0,1,0,0,1,0,9,0,0,0,0,0,[1]
5183,0,1,0,0,1,1,6,0,0,0,0,0,[1]
8348,1,1,3,4,4,0,5,6,2,0,1,0,[1]
6309,0,1,0,0,0,0,4,0,0,0,0,0,[1]
1475,1,1,0,0,0,1,3,0,0,0,0,0,[1]
9280,0,0,3,3,0,0,5,5,3,1,1,0,[1]
3001,0,1,0,0,1,0,8,0,0,0,0,0,[1]
9165,0,2,0,4,2,1,5,1,2,2,0,0,[1]
7752,1,2,3,0,4,1,7,2,1,1,1,0,[1]
8027,1,3,2,3,3,0,8,7,1,2,0,0,[1]
6910,0,0,3,0,0,1,8,7,1,1,0,0,[1]
9055,0,2,0,6,1,1,6,5,0,1,1,0,[1]
2973,0,1,0,0,0,0,7,0,0,0,0,0,[1]
7138,1,1,0,6,1,0,4,5,3,0,0,0,[1]
1167,0,1,0,0,0,1,9,0,0,0,0,0,[1]
3335,0,1,0,0,1,1,7,0,0,0,0,0,[1]
8796,0,2,2,6,0,1,1,3,2,2,1,0,[1]
9480,0,1,0,3,1,1,7,6,0,1,2,0,[1]
4428,0,1,2,0,0,1,5,0,0,0,0,0,[1]
