,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
3850,0,1,0,0,0,1,6,0,0,0,0,0,[0]
2041,1,2,1,0,0,0,1,0,0,0,0,0,[0]
1989,0,2,1,1,0,1,1,0,0,0,0,0,[0]
1933,0,1,1,0,0,0,1,0,0,0,0,0,[0]
2418,0,1,2,1,0,0,1,0,0,0,0,0,[0]
6811,0,2,0,0,0,0,7,0,0,0,0,0,[0]
1266,0,1,3,5,0,1,2,0,0,0,0,0,[0]
2370,1,1,0,0,0,1,1,0,0,0,0,0,[0]
7877,0,0,1,4,2,1,7,0,1,1,1,0,[0]
1768,0,2,0,0,0,0,7,0,0,0,0,0,[0]
5512,0,1,2,0,0,0,8,1,0,0,0,0,[0]
6702,0,1,1,0,0,0,1,0,0,0,0,0,[0]
574,0,1,0,4,0,0,2,0,0,0,0,0,[0]
6426,0,1,2,0,0,1,3,0,0,0,0,0,[0]
1520,0,1,0,1,0,0,1,0,0,0,0,0,[0]
4487,1,1,1,0,0,0,4,0,0,0,0,0,[0]
3265,0,1,1,0,0,0,2,0,0,0,0,0,[0]
3727,0,1,2,0,0,1,2,0,0,0,0,0,[0]
806,0,2,3,1,0,0,2,0,0,0,0,0,[0]
4061,0,1,1,0,0,1,2,0,0,0,0,0,[0]
1321,0,1,1,0,0,1,3,0,0,0,0,0,[0]
5063,0,2,1,2,0,1,1,0,0,0,0,0,[0]
7344,1,2,0,5,0,0,6,0,3,2,0,0,[0]
5563,0,1,1,0,0,0,2,0,0,0,0,0,[0]
9112,1,2,0,4,4,0,4,9,0,2,1,0,[0]
7782,1,1,0,0,4,1,1,0,0,1,0,0,[0]
7204,1,3,0,5,2,1,5,5,3,1,0,0,[0]
218,0,2,0,0,0,1,1,0,0,0,0,0,[0]
3057,0,1,1,0,0,1,1,0,0,0,0,0,[0]
9462,1,1,2,2,4,0,10,5,3,1,0,0,[0]
6849,0,2,1,0,0,0,3,0,0,0,0,0,[0]
5329,0,1,0,0,0,1,2,0,0,0,0,0,[0]
5397,0,1,0,0,0,0,2,0,0,0,0,0,[0]
619,1,2,1,0,0,0,6,0,0,0,0,0,[0]
3612,0,3,0,0,0,1,5,0,0,0,0,0,[0]
691,0,1,1,0,0,0,3,0,0,0,0,0,[0]
4741,1,1,1,0,0,1,3,1,0,0,0,0,[0]
6103,0,1,0,0,0,0,2,0,0,0,0,0,[0]
941,0,1,0,0,0,1,2,0,0,0,0,0,[0]
2144,0,1,0,0,0,1,6,0,0,0,0,0,[0]
