,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
2990,0,1,1,0,0,0,9,0,0,0,0,1,[1]
6790,0,2,0,0,3,0,6,0,0,0,0,1,[1]
10417,1,1,1,2,1,0,7,0,1,0,0,1,[1]
11540,1,2,0,5,0,1,10,7,1,0,1,1,[1]
8157,1,1,2,5,1,0,6,3,3,0,1,1,[1]
15017,0,2,3,5,4,1,9,1,2,1,1,1,[1]
11778,0,1,3,2,1,0,6,0,3,2,2,1,[1]
6096,0,1,0,0,0,0,10,0,0,0,0,1,[1]
11550,0,2,1,1,1,1,7,0,3,2,2,1,[1]
736,0,1,0,0,0,0,9,0,0,0,0,1,[1]
12945,1,2,2,6,2,1,1,0,3,0,0,1,[1]
10298,1,1,1,0,4,1,10,7,3,1,1,1,[1]
106,0,2,0,0,1,0,9,0,0,0,0,1,[1]
15871,1,1,0,1,3,0,3,1,3,1,1,1,[1]
2272,0,1,1,0,1,0,8,0,0,0,0,1,[1]
2367,0,1,1,0,0,0,9,0,0,0,0,1,[1]
5969,0,0,0,0,0,0,8,0,0,0,0,1,[1]
9415,1,3,2,4,0,1,1,3,1,2,0,1,[1]
2311,0,1,0,0,1,0,6,0,0,0,0,1,[1]
9062,0,1,0,3,4,1,2,5,0,1,2,1,[1]
13397,0,1,1,1,2,0,10,0,1,0,2,1,[1]
9806,1,3,3,5,1,0,5,7,3,1,1,1,[1]
1966,0,2,1,5,0,1,8,0,0,0,0,1,[1]
6583,0,1,0,0,2,0,7,0,0,0,0,1,[1]
1595,0,1,0,0,0,0,6,0,0,0,0,1,[1]
14762,0,3,2,5,0,0,2,6,1,0,1,1,[1]
804,1,1,0,0,0,1,5,9,0,0,0,1,[1]
1655,0,2,0,0,1,0,9,0,0,0,0,1,[1]
9468,0,2,0,2,0,1,7,2,1,1,1,1,[1]
3953,0,0,1,0,0,0,6,0,0,0,0,1,[1]
1159,1,1,0,0,0,1,3,0,0,0,0,1,[1]
14745,0,2,2,1,4,1,8,0,0,0,1,1,[1]
7322,1,3,0,6,4,0,5,4,2,1,0,1,[1]
1154,0,1,0,0,0,0,6,0,0,0,0,1,[1]
1377,0,1,0,0,0,0,7,0,0,0,0,1,[1]
12474,0,2,2,4,2,1,6,6,2,2,2,1,[1]
10014,1,2,2,6,0,0,8,0,0,2,1,1,[1]
3013,0,1,0,0,0,0,7,0,0,0,0,1,[1]
11078,0,3,0,1,3,0,3,5,0,1,2,1,[1]
2677,0,1,0,0,1,0,9,0,0,0,0,1,[1]
13044,0,2,0,1,0,0,3,0,1,2,1,1,[1]
10860,1,2,3,4,2,1,8,5,3,0,1,1,[1]
14108,0,2,0,6,3,0,7,5,0,0,0,1,[1]
6268,0,2,0,0,1,0,4,0,0,0,0,1,[1]
9977,0,0,2,1,4,1,6,2,1,2,0,1,[1]
14233,1,0,0,3,4,0,3,0,1,0,1,1,[1]
13701,1,3,0,4,0,1,9,0,3,0,0,1,[1]
1826,0,1,0,0,0,0,9,0,0,0,0,1,[1]
14508,1,3,2,5,2,0,1,6,2,2,0,1,[1]
6895,0,0,2,2,4,1,5,3,3,1,0,1,[1]
8999,0,0,0,4,4,1,5,7,3,1,2,1,[1]
1360,0,1,3,0,0,0,2,0,0,0,0,1,[1]
4582,0,0,3,0,0,0,3,0,0,0,0,1,[1]
10867,1,0,0,2,1,0,8,8,1,1,0,1,[1]
13794,1,0,3,2,3,1,8,5,2,0,1,1,[1]
6609,0,1,1,0,0,0,7,0,0,0,0,1,[1]
7065,1,0,2,0,4,0,2,6,0,2,1,1,[1]
8282,1,2,1,6,0,1,2,8,0,0,2,1,[1]
11618,1,3,2,3,4,1,2,0,3,1,1,1,[1]
15797,0,0,3,6,4,0,6,2,3,0,2,1,[1]
14004,1,1,2,4,4,1,6,0,3,1,1,1,[1]
7030,0,3,2,6,0,1,9,9,1,0,0,1,[1]
5860,0,1,0,4,0,0,8,0,0,0,0,1,[1]
15261,1,3,2,3,3,1,2,8,3,1,0,1,[1]
5243,1,1,1,0,0,0,6,0,0,0,0,1,[1]
11354,0,2,3,3,0,1,6,7,0,0,2,1,[1]
15720,1,0,0,5,3,0,8,7,0,0,0,1,[1]
2515,0,1,0,0,0,1,10,0,0,0,0,1,[1]
11629,1,3,2,3,2,0,1,2,2,2,1,1,[1]
9933,0,1,1,1,1,1,10,5,3,2,1,1,[1]
