,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
5860,0,1,0,4,0,0,8,0,0,0,0,1,[1]
7996,0,1,2,4,3,0,7,9,1,0,0,1,[1]
5242,0,3,1,0,1,0,10,0,0,0,0,1,[1]
10483,0,2,2,3,1,0,1,6,0,0,2,1,[1]
13090,1,3,1,2,3,1,1,1,2,0,1,1,[1]
8846,0,0,2,2,0,0,10,7,0,2,2,1,[1]
7345,1,2,0,2,0,1,2,5,2,0,0,1,[1]
7437,1,1,3,0,3,0,2,3,3,2,0,1,[1]
11291,0,3,3,0,4,0,4,9,3,0,1,1,[1]
8517,0,1,1,6,4,0,9,4,0,2,2,1,[1]
7550,1,1,0,4,4,0,3,6,3,2,2,1,[1]
12616,1,3,3,2,3,0,2,6,1,1,1,1,[1]
8944,1,3,0,6,1,0,3,9,0,0,2,1,[1]
12281,0,2,1,5,1,1,6,2,0,0,1,1,[1]
8431,1,3,2,2,4,0,9,4,0,2,0,1,[1]
10120,0,0,3,3,2,0,8,3,0,0,1,1,[1]
8983,1,3,2,5,2,1,1,3,2,1,0,1,[1]
4434,0,1,3,1,0,0,5,0,0,0,0,1,[1]
11713,0,1,2,5,1,1,2,2,1,0,0,1,[1]
12508,1,1,3,3,1,0,5,2,0,1,1,1,[1]
4881,0,1,0,0,2,0,9,0,0,0,0,1,[1]
3298,1,1,1,4,0,0,4,0,0,0,0,1,[1]
12405,1,2,3,4,4,1,8,2,2,1,2,1,[1]
9502,0,1,2,5,2,0,4,9,2,2,0,1,[1]
13180,0,1,2,5,3,1,2,8,3,0,1,1,[1]
8737,0,3,1,5,0,1,5,6,3,0,0,1,[1]
573,0,2,0,0,2,0,5,0,0,0,0,1,[1]
2070,1,1,1,0,0,0,5,0,0,0,0,1,[1]
12120,1,0,2,4,2,1,1,4,3,1,2,1,[1]
2677,0,1,0,0,1,0,9,0,0,0,0,1,[1]
10038,0,2,3,5,3,0,1,4,0,0,0,1,[1]
5065,0,1,0,0,0,0,5,0,0,0,0,1,[1]
7036,0,0,3,5,2,1,10,2,3,0,0,1,[1]
4625,0,1,0,0,0,0,7,0,0,0,0,1,[1]
5073,0,1,0,0,0,0,8,0,0,0,0,1,[1]
7910,0,0,1,0,4,1,1,2,1,1,0,1,[1]
11169,0,0,3,1,4,0,2,9,1,0,2,1,[1]
6153,0,1,1,4,0,1,4,0,0,0,0,1,[1]
12307,0,0,0,5,3,0,8,0,3,2,1,1,[1]
12119,0,1,3,3,4,1,9,7,0,1,0,1,[1]
7472,1,3,2,6,0,1,4,8,0,1,1,1,[1]
1312,0,1,0,0,0,0,7,0,0,0,0,1,[1]
2362,0,1,0,0,0,0,6,0,0,0,0,1,[1]
12285,0,3,3,6,4,1,10,6,2,2,2,1,[1]
2897,0,1,0,0,0,0,8,0,0,0,0,1,[1]
11252,0,2,0,3,3,0,9,9,3,0,1,1,[1]
5000,0,1,1,0,1,0,9,0,0,0,0,1,[1]
12035,1,3,1,1,1,0,7,8,1,1,1,1,[1]
9818,1,2,0,1,1,1,6,0,2,1,0,1,[1]
