,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
10385,1,3,3,4,0,1,10,8,3,1,1,0,[1]
11695,1,1,0,0,3,1,4,9,1,1,1,0,[1]
10268,1,1,3,3,1,1,8,3,1,0,0,0,[1]
6003,0,1,1,0,0,1,4,0,0,0,0,0,[1]
5933,0,1,0,0,0,1,6,0,0,0,0,0,[1]
11222,1,2,2,4,2,1,9,4,1,1,2,0,[1]
490,0,1,0,0,0,1,3,0,0,0,0,0,[1]
11158,1,3,3,2,2,1,4,2,1,0,0,0,[1]
9198,1,0,3,1,3,0,3,5,0,1,0,0,[1]
7958,0,1,1,4,3,1,4,0,0,0,0,0,[1]
7634,1,3,1,2,0,0,1,8,0,2,0,0,[1]
384,0,1,0,0,0,0,7,0,0,0,0,0,[1]
8137,0,1,2,2,0,1,1,0,1,1,2,0,[1]
8970,1,3,3,3,0,1,1,5,1,1,2,0,[1]
6454,0,1,0,0,0,0,10,0,0,0,0,0,[1]
9251,1,0,0,6,0,1,5,4,0,1,0,0,[1]
11412,0,1,1,2,1,0,3,3,2,0,2,0,[1]
2712,0,1,0,0,0,1,10,0,0,0,0,0,[1]
8758,0,0,2,3,1,0,3,1,3,1,1,0,[1]
10382,1,1,2,3,1,1,10,8,2,2,2,0,[1]
7779,0,2,2,1,4,0,7,3,0,0,0,0,[1]
7529,1,1,0,6,0,0,1,5,2,1,0,0,[1]
10541,0,2,3,3,2,0,4,2,3,2,2,0,[1]
4166,0,1,0,0,0,0,7,0,0,0,0,0,[1]
11010,1,3,0,4,3,0,10,9,1,2,0,0,[1]
3374,0,2,0,0,0,1,4,0,0,0,0,0,[1]
2795,0,3,1,3,1,0,1,0,0,0,0,0,[1]
6812,0,2,1,5,1,1,2,0,0,0,0,0,[1]
1505,1,1,0,2,0,0,5,0,0,0,0,0,[1]
4203,1,1,1,0,0,0,6,0,0,0,0,0,[1]
7433,0,1,0,2,3,0,8,8,1,0,1,0,[1]
478,0,2,2,0,2,0,3,0,0,0,0,0,[1]
10371,0,0,2,6,3,1,6,7,0,0,2,0,[1]
10793,0,3,2,1,1,1,5,4,3,0,2,0,[1]
2025,1,2,0,5,0,0,4,0,0,0,0,0,[1]
7076,1,0,1,0,3,1,10,7,2,0,1,0,[1]
1288,0,1,0,0,0,1,8,0,0,0,0,0,[1]
11928,0,3,2,2,3,0,1,3,1,0,1,0,[1]
586,0,2,2,0,0,1,1,0,0,0,0,0,[1]
5118,0,1,0,0,0,0,7,0,0,0,0,0,[1]
9583,0,2,3,2,1,1,3,9,3,2,1,0,[1]
394,1,1,0,0,0,0,7,0,0,0,0,0,[1]
11561,0,2,1,1,2,0,6,4,3,1,0,0,[1]
5246,1,1,0,1,0,0,3,0,0,0,0,0,[1]
7361,1,2,2,1,4,1,2,2,2,2,0,0,[1]
7359,1,1,2,0,3,1,1,0,0,2,1,0,[1]
8929,0,3,1,4,3,1,6,5,2,2,1,0,[1]
1099,1,1,0,0,0,0,7,0,0,0,0,0,[1]
5049,0,1,1,0,0,0,8,0,0,0,0,0,[1]
8123,0,0,0,1,3,0,2,1,0,1,0,0,[1]
7766,1,3,2,3,0,1,2,8,3,1,1,0,[1]
10033,1,2,2,0,3,1,4,4,1,2,1,0,[1]
6192,0,1,0,0,1,0,6,0,0,0,0,0,[1]
618,1,1,0,0,1,0,6,0,0,0,0,0,[1]
8996,1,3,0,0,2,1,10,4,3,2,0,0,[1]
8425,0,3,2,1,0,0,7,3,1,0,2,0,[1]
1573,0,1,0,0,1,0,10,0,0,0,0,0,[1]
10824,0,2,3,3,2,0,10,5,1,1,2,0,[1]
10227,1,2,1,3,2,0,5,5,1,0,1,0,[1]
6024,1,1,0,0,0,0,9,0,0,0,0,0,[1]
3006,0,2,0,0,0,0,8,0,0,0,0,0,[1]
9447,1,3,0,4,3,1,9,7,2,0,0,0,[1]
9631,1,2,1,3,0,0,5,5,3,0,0,0,[1]
396,0,2,0,0,1,0,6,0,0,0,0,0,[1]
7336,0,2,3,4,2,0,3,6,0,0,0,0,[1]
3473,0,1,0,1,1,0,6,0,0,0,0,0,[1]
4996,0,1,1,0,1,0,7,0,0,1,0,0,[1]
10452,0,3,3,2,2,0,10,4,3,1,1,0,[1]
820,0,1,0,0,0,1,9,0,0,0,0,0,[1]
4227,0,1,0,0,0,0,7,0,0,0,0,0,[1]
7252,1,0,0,4,0,0,5,7,3,0,1,0,[1]
368,0,1,1,0,0,1,7,0,0,0,0,0,[1]
10073,1,2,3,6,2,0,6,7,2,2,0,0,[1]
10827,1,0,0,6,0,1,6,4,3,1,2,0,[1]
6973,0,1,0,1,3,1,4,5,0,2,0,0,[1]
428,0,1,1,4,0,1,1,0,0,0,0,0,[1]
2080,1,1,1,0,0,0,2,0,0,0,0,0,[1]
3601,0,1,1,0,0,1,4,0,0,0,0,0,[1]
7385,1,3,1,1,2,1,8,6,1,0,1,0,[1]
9671,0,0,1,2,4,0,3,1,2,1,1,0,[1]
3315,0,1,1,0,1,1,4,0,0,0,0,0,[1]
408,0,1,0,0,0,0,7,0,0,0,0,0,[1]
6240,1,1,0,0,0,0,9,0,0,0,0,0,[1]
3436,0,1,1,0,0,0,9,0,0,0,0,0,[1]
9231,0,2,2,4,3,1,7,9,1,2,0,0,[1]
9226,0,3,3,4,0,0,6,2,2,1,1,0,[1]
8912,1,2,0,3,1,0,10,8,3,2,1,0,[1]
5589,0,1,0,0,0,1,1,0,0,0,0,0,[1]
9245,1,3,0,2,0,1,9,6,0,2,0,0,[1]
6271,1,1,0,4,0,0,5,0,0,0,0,0,[1]
3901,0,1,0,0,0,1,8,0,0,0,0,0,[1]
3363,0,1,0,1,1,0,8,0,0,0,0,0,[1]
11474,0,0,1,6,1,1,2,0,1,2,1,0,[1]
8536,1,1,1,2,1,0,9,1,1,2,0,0,[1]
6956,1,0,3,0,1,1,1,7,1,2,1,0,[1]
5795,1,2,1,2,0,0,2,0,0,0,0,0,[1]
9577,1,3,3,2,0,0,10,9,3,1,0,0,[1]
1729,0,1,1,0,0,0,7,0,0,0,0,0,[1]
8178,0,0,3,3,1,0,3,7,3,2,1,0,[1]
5583,0,1,0,0,0,0,5,0,0,0,0,0,[1]
1830,0,1,0,0,0,0,5,0,0,0,0,0,[1]
10540,0,1,2,6,0,1,7,7,1,2,0,0,[1]
9883,0,0,3,6,0,0,7,0,2,2,2,0,[1]
415,0,1,0,0,0,0,6,0,0,0,0,0,[1]
8003,0,3,1,2,0,0,5,4,1,1,1,0,[1]
1685,0,1,0,0,0,1,3,0,0,0,0,0,[1]
6386,0,1,0,0,0,1,9,0,0,0,0,0,[1]
8749,0,1,0,6,3,0,1,3,0,1,0,0,[1]
7882,1,0,2,5,2,1,8,9,1,1,1,0,[1]
10275,1,2,2,4,1,0,7,3,3,1,1,0,[1]
7922,1,0,2,1,1,1,1,0,1,2,0,0,[1]
4736,0,1,1,0,0,1,6,0,0,0,0,0,[1]
9736,1,0,2,5,3,0,5,8,2,2,2,0,[1]
9729,0,3,2,5,4,1,1,0,1,0,0,0,[1]
1937,1,2,0,0,0,1,4,0,0,0,0,0,[1]
6409,0,1,1,0,0,1,7,0,0,0,0,0,[1]
2863,1,2,0,0,0,1,2,0,0,0,0,0,[1]
8705,1,1,1,3,0,0,6,7,2,2,1,0,[1]
9550,0,3,0,1,4,1,9,2,2,1,1,0,[1]
7381,0,2,1,0,3,1,1,0,3,0,1,0,[1]
2416,0,1,0,1,0,0,10,0,0,0,0,0,[1]
