,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
876,0,2,0,0,0,0,1,0,0,0,0,1,[0]
13280,0,3,0,5,2,0,5,6,2,2,1,1,[0]
13525,0,3,1,6,0,0,5,4,2,1,2,1,[0]
1360,0,1,3,0,0,0,2,0,0,0,0,1,[0]
10930,0,1,3,5,4,0,5,3,0,2,0,1,[0]
10611,0,1,0,5,3,1,9,3,1,2,1,1,[0]
7077,1,2,2,6,3,0,5,3,1,1,2,1,[0]
3552,0,2,1,0,0,1,3,0,0,0,0,1,[0]
9418,0,0,2,1,0,1,9,9,0,1,0,1,[0]
8539,0,0,0,5,2,1,10,0,2,0,1,1,[0]
10984,0,1,3,2,2,1,8,9,1,0,1,1,[0]
1866,0,1,1,0,0,0,2,0,0,0,0,1,[0]
13210,0,3,3,4,4,0,6,5,1,0,0,1,[0]
13302,0,0,3,2,4,0,8,6,3,0,0,1,[0]
2372,0,1,0,1,0,0,9,0,0,0,0,1,[0]
14247,0,1,3,6,0,1,4,7,3,0,0,1,[0]
2498,0,1,1,0,0,0,5,0,0,0,0,1,[0]
9530,0,1,1,4,2,1,10,7,3,0,2,1,[0]
22,0,1,2,0,0,0,4,0,0,0,0,1,[0]
9474,1,2,2,5,2,1,9,1,2,0,1,1,[0]
9903,0,0,0,4,3,0,7,7,3,0,0,1,[0]
11803,0,2,2,3,3,0,7,5,0,0,1,1,[0]
5846,0,1,1,0,0,0,2,0,0,0,0,1,[0]
17591,1,3,3,0,2,0,5,5,0,1,1,1,[0]
2976,0,1,2,0,0,0,7,0,0,0,0,1,[0]
10851,1,0,2,3,1,1,4,8,3,2,2,1,[0]
12009,1,3,3,6,1,0,4,5,1,0,0,1,[0]
4179,1,1,0,0,0,1,6,0,0,0,0,1,[0]
13300,1,0,3,6,1,0,10,3,3,1,2,1,[0]
5769,0,1,1,1,0,0,1,0,0,0,0,1,[0]
4597,0,1,0,0,0,1,5,0,0,0,0,1,[0]
3145,0,1,1,0,0,1,4,0,0,0,0,1,[0]
6951,0,2,3,0,0,0,5,9,3,1,1,1,[0]
12662,0,2,0,6,2,0,2,5,2,0,1,1,[0]
16846,0,2,1,1,3,1,9,3,2,0,1,1,[0]
9007,1,1,3,4,4,0,3,4,0,2,1,1,[0]
9702,0,0,0,0,2,1,10,2,2,2,0,1,[0]
13632,1,0,3,6,2,0,2,1,0,0,2,1,[0]
