,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
12339,0,2,2,6,0,0,4,6,0,2,0,0,[1]
13977,1,3,3,5,3,0,2,4,1,2,0,0,[1]
2144,0,1,0,0,0,1,6,0,0,0,0,0,[1]
13801,0,2,0,3,1,0,4,2,1,2,0,0,[1]
2574,0,1,0,0,0,0,9,0,0,0,0,0,[1]
10970,0,0,3,6,3,0,7,1,3,2,0,0,[1]
5492,0,1,1,6,0,1,3,0,0,0,0,0,[1]
7383,1,0,3,5,2,0,10,6,0,0,1,0,[1]
4468,0,2,0,1,0,0,3,0,0,0,0,0,[1]
6596,1,1,0,0,0,0,6,0,0,0,0,0,[1]
12396,0,3,2,5,4,1,8,7,2,1,0,0,[1]
2784,1,1,1,0,0,0,5,0,0,0,0,0,[1]
4399,0,1,0,0,0,0,5,0,0,0,0,0,[1]
9122,0,3,1,2,2,0,1,1,3,0,0,0,[1]
5989,0,1,0,0,1,0,5,0,0,0,0,0,[1]
11590,1,3,3,6,2,1,9,1,0,1,0,0,[1]
11126,0,1,0,4,2,1,1,5,3,1,2,0,[1]
13168,0,0,3,0,4,0,5,5,0,0,2,0,[1]
10297,1,0,0,3,2,0,1,9,1,2,2,0,[1]
428,0,1,1,4,0,1,1,0,0,0,0,0,[1]
9679,0,1,1,1,0,0,4,8,1,1,0,0,[1]
11073,0,1,2,0,4,1,10,3,0,0,2,0,[1]
9569,1,2,1,4,3,0,8,9,3,0,0,0,[1]
394,1,1,0,0,0,0,7,0,0,0,0,0,[1]
5644,0,0,2,0,0,0,3,0,0,0,0,0,[1]
13985,0,0,3,5,4,1,8,2,0,1,2,0,[1]
7983,1,3,2,0,2,1,7,2,0,2,1,0,[1]
10375,1,1,3,2,1,0,4,7,0,2,0,0,[1]
5705,0,1,0,0,0,0,6,0,0,0,0,0,[1]
8347,0,2,2,1,0,1,2,0,3,1,0,0,[1]
11728,0,2,0,0,3,0,9,4,0,0,1,0,[1]
8328,1,3,3,6,2,1,1,1,2,0,2,0,[1]
9750,1,3,0,2,2,0,9,0,1,1,2,0,[1]
10824,0,2,3,3,2,0,10,5,1,1,2,0,[1]
12798,1,1,1,5,3,0,10,1,3,1,2,0,[1]
735,0,1,3,0,0,1,4,0,0,0,0,0,[1]
9034,0,2,3,0,3,0,9,8,2,2,2,0,[1]
9744,0,2,1,0,2,0,4,3,1,0,0,0,[1]
10708,1,1,3,1,4,1,8,1,3,0,1,0,[1]
10940,0,3,3,3,0,1,3,2,3,2,2,0,[1]
13700,0,2,1,6,0,1,2,1,2,1,0,0,[1]
396,0,2,0,0,1,0,6,0,0,0,0,0,[1]
3323,0,1,2,4,0,1,1,0,0,0,0,0,[1]
13760,1,0,0,4,0,0,2,1,0,0,2,0,[1]
12599,1,2,2,2,2,1,7,5,2,2,2,0,[1]
3979,0,1,0,0,0,0,7,0,0,0,0,0,[1]
368,0,1,1,0,0,1,7,0,0,0,0,0,[1]
10550,0,3,2,6,0,0,7,7,2,1,0,0,[1]
3911,0,2,0,0,0,0,5,0,0,0,0,0,[1]
12197,1,0,1,3,2,1,7,8,1,1,2,0,[1]
9601,1,1,0,0,3,1,3,0,0,2,2,0,[1]
5118,0,1,0,0,0,0,7,0,0,0,0,0,[1]
5603,0,2,2,2,0,1,8,0,0,0,0,0,[1]
2025,1,2,0,5,0,0,4,0,0,0,0,0,[1]
11324,0,2,2,1,4,0,3,1,0,2,1,0,[1]
13025,0,2,2,6,1,0,2,0,3,0,1,0,[1]
6054,0,2,0,1,0,0,8,4,0,0,0,0,[1]
1830,0,1,0,0,0,0,5,0,0,0,0,0,[1]
8799,1,0,3,4,1,1,10,4,2,2,2,0,[1]
13491,0,2,0,6,3,1,5,4,1,0,0,0,[1]
2305,0,1,0,0,0,1,5,0,0,0,0,0,[1]
8487,0,1,3,5,3,1,2,1,2,0,2,0,[1]
5783,0,1,0,0,0,1,3,0,0,0,0,0,[1]
4740,0,1,0,0,0,0,6,0,0,0,0,0,[1]
1301,0,3,0,5,1,0,9,0,0,0,0,0,[1]
7181,1,1,1,4,4,0,7,8,3,2,2,0,[1]
10146,0,3,0,4,3,1,6,1,1,1,1,0,[1]
1296,0,1,0,1,0,1,2,0,0,0,0,0,[1]
9972,1,1,2,6,2,1,8,9,0,1,1,0,[1]
8975,0,1,1,0,3,1,3,9,1,1,2,0,[1]
12395,1,0,0,3,4,0,5,7,1,0,2,0,[1]
12701,0,1,0,0,4,1,9,3,2,0,0,0,[1]
9323,0,0,0,5,2,1,10,6,1,0,1,0,[1]
4604,0,1,2,6,0,0,5,0,0,0,0,0,[1]
10355,1,2,1,1,0,0,6,4,1,2,1,0,[1]
8489,1,0,3,1,1,1,2,1,0,1,1,0,[1]
11086,1,3,2,3,1,0,2,0,0,1,0,0,[1]
6874,0,1,1,0,0,0,8,0,0,0,0,0,[1]
