,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
2185,0,1,1,0,0,0,3,0,0,0,0,1,[0]
5908,0,1,0,0,0,1,9,1,0,0,0,1,[0]
5988,0,1,0,0,0,0,3,0,0,0,0,1,[0]
179,1,2,3,1,0,1,3,9,0,0,0,1,[0]
5845,1,1,0,2,0,1,1,0,0,0,0,1,[0]
1132,1,1,1,0,1,0,10,0,0,0,0,1,[0]
3886,1,1,1,0,0,1,5,0,0,0,0,1,[0]
4442,0,2,0,0,1,1,7,0,0,0,0,1,[0]
301,0,1,1,0,0,1,3,0,0,0,0,1,[0]
3552,0,2,1,0,0,1,3,0,0,0,0,1,[0]
3697,0,1,2,0,0,1,7,0,0,0,0,1,[0]
2550,0,1,1,4,0,0,2,0,0,0,0,1,[0]
1056,1,1,0,0,0,0,5,0,0,0,0,1,[0]
5884,0,2,2,0,0,1,3,0,0,0,0,1,[0]
2505,0,1,0,0,0,0,3,0,0,0,0,1,[0]
3228,0,1,2,0,1,0,7,0,0,0,0,1,[0]
4586,0,1,0,0,0,1,1,0,0,0,0,1,[0]
2473,0,1,2,0,0,1,1,0,0,0,0,1,[0]
714,0,1,0,0,0,1,5,0,0,0,0,1,[0]
2610,1,1,1,0,0,1,5,0,0,0,0,1,[0]
5578,1,1,0,0,0,0,2,0,0,0,0,1,[0]
4286,0,1,2,0,0,1,8,0,0,0,0,1,[0]
1584,0,1,0,0,0,1,2,0,0,0,0,1,[0]
5090,0,3,1,1,0,0,1,0,0,0,0,1,[0]
3631,0,2,1,0,0,0,3,0,0,0,0,1,[0]
2089,0,1,1,0,0,0,1,0,0,0,0,1,[0]
4848,0,1,1,0,0,1,2,0,0,0,0,1,[0]
3866,0,1,1,5,0,1,2,0,0,0,0,1,[0]
5292,0,1,1,0,0,0,3,0,0,0,0,1,[0]
1197,0,2,1,4,0,0,1,0,0,0,0,1,[0]
1828,0,1,0,0,0,0,1,0,0,0,0,1,[0]
5482,0,2,1,5,1,1,4,0,0,0,0,1,[0]
694,0,1,1,0,1,0,4,0,0,0,0,1,[0]
2565,0,1,1,0,0,0,5,0,0,0,0,1,[0]
1297,0,1,1,4,0,0,2,0,0,0,0,1,[0]
4537,0,1,1,1,0,0,3,0,0,0,0,1,[0]
662,0,1,0,0,0,1,2,0,0,0,0,1,[0]
5272,1,1,1,0,0,0,8,0,0,0,0,1,[0]
1217,0,1,0,0,0,0,3,0,0,0,0,1,[0]
