,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
2979,0,2,1,1,0,0,1,0,0,0,0,0,[0]
5568,0,1,0,0,0,0,1,0,0,0,0,0,[0]
2158,1,1,0,0,0,1,2,0,0,0,0,0,[0]
14176,1,0,3,5,3,0,2,0,2,2,0,0,[0]
2545,0,1,0,0,0,0,3,0,0,0,0,0,[0]
4071,1,1,0,0,0,0,3,0,0,0,0,0,[0]
13622,0,2,1,6,1,1,4,4,3,1,1,0,[0]
1147,1,1,1,1,0,1,3,0,0,0,0,0,[0]
15903,0,1,1,4,0,0,10,9,3,1,0,0,[0]
1332,1,2,1,0,0,0,1,0,0,0,0,0,[0]
14643,1,2,1,3,0,0,7,3,3,0,1,0,[0]
16827,0,1,2,0,0,0,3,3,3,2,2,0,[0]
9976,0,1,2,4,4,1,5,4,2,0,0,0,[0]
4730,1,2,1,0,0,0,2,0,0,0,0,0,[0]
6158,0,2,0,1,0,0,1,0,0,0,0,0,[0]
2072,0,1,1,0,0,1,3,0,0,0,0,0,[0]
205,0,1,2,0,0,1,2,0,0,0,0,0,[0]
153,0,2,1,0,0,1,2,0,0,0,0,0,[0]
3931,1,1,0,0,0,0,3,0,0,0,0,0,[0]
12067,1,2,1,5,4,1,5,2,3,2,1,0,[0]
6246,0,1,0,0,0,1,2,0,0,0,0,0,[0]
14889,1,2,3,0,2,0,10,9,1,1,1,0,[0]
16659,0,0,0,0,4,1,2,1,0,2,1,0,[0]
9346,0,1,0,6,4,1,1,5,2,1,1,0,[0]
4,0,2,3,1,0,0,1,0,0,0,0,0,[0]
13476,1,0,3,3,0,0,2,0,1,1,2,0,[0]
15572,0,0,3,5,3,1,9,4,3,0,2,0,[0]
8400,0,2,0,0,4,1,4,0,2,2,1,0,[0]
10848,1,2,0,2,3,0,7,7,2,0,1,0,[0]
2782,1,2,1,1,0,1,2,0,0,0,0,0,[0]
6494,0,2,1,0,0,0,1,0,0,0,0,0,[0]
13152,0,1,3,1,0,1,6,5,1,0,1,0,[0]
16366,1,2,1,5,2,1,2,5,0,1,1,0,[0]
4819,1,1,3,1,0,1,1,0,0,0,0,0,[0]
4211,0,1,0,0,0,0,4,0,0,0,0,0,[0]
8936,1,2,0,4,4,0,3,4,0,2,1,0,[0]
9405,1,1,3,0,4,1,2,4,2,2,0,0,[0]
10562,1,2,1,4,0,0,9,2,2,1,1,0,[0]
3563,0,1,1,0,0,1,3,0,0,0,0,0,[0]
3842,0,2,0,4,0,1,1,0,0,0,0,0,[0]
9513,0,0,2,6,1,1,7,5,2,1,2,0,[0]
6715,0,1,1,0,0,0,4,0,0,0,0,0,[0]
4766,0,2,1,0,0,1,1,0,0,0,0,0,[0]
7773,0,2,1,4,3,0,4,0,0,1,2,0,[0]
17603,0,2,0,1,1,1,5,0,2,2,2,0,[0]
12144,1,0,2,6,0,1,3,6,1,1,2,0,[0]
2266,0,2,0,0,0,0,1,0,0,0,0,0,[0]
5483,1,1,0,0,0,0,2,0,0,0,0,0,[0]
5617,1,2,1,0,0,0,1,0,0,0,0,0,[0]
5395,1,1,2,0,0,0,2,0,0,0,0,0,[0]
11408,1,3,1,3,1,0,3,4,3,0,1,0,[0]
613,0,1,0,0,0,0,2,0,0,0,0,0,[0]
5244,0,1,0,0,0,1,4,0,0,0,0,0,[0]
2697,0,1,2,0,0,1,1,0,0,0,0,0,[0]
231,0,2,1,0,0,1,1,0,0,0,0,0,[0]
1433,0,1,1,0,0,0,2,0,0,0,0,0,[0]
17863,0,1,2,4,0,1,1,7,3,2,1,0,[0]
15022,0,2,0,1,2,1,7,7,3,2,1,0,[0]
14935,0,0,2,2,4,0,5,8,0,1,2,0,[0]
7287,1,1,3,6,3,1,2,4,3,0,0,0,[0]
6395,0,1,0,0,0,1,7,0,0,0,0,0,[0]
9306,0,2,0,3,0,0,5,0,0,2,1,0,[0]
272,0,1,1,0,0,0,1,0,0,0,0,0,[0]
10755,0,1,3,2,1,1,4,5,1,0,1,0,[0]
12051,1,3,1,5,1,0,8,1,1,0,0,0,[0]
9073,1,2,0,1,4,1,2,2,3,0,2,0,[0]
16092,0,3,0,5,0,1,4,6,3,1,1,0,[0]
4077,1,1,0,0,0,0,5,0,0,0,0,0,[0]
16051,1,2,0,1,4,0,6,7,1,0,1,0,[0]
11494,1,2,3,6,0,0,6,6,0,0,1,0,[0]
7686,0,1,3,0,2,1,5,0,3,2,2,0,[0]
6558,0,2,1,0,0,1,1,0,0,0,0,0,[0]
17927,0,2,2,3,3,0,6,1,1,2,0,0,[0]
5903,0,1,1,0,0,0,5,0,0,0,0,0,[0]
1251,0,1,1,0,0,1,2,0,0,0,0,0,[0]
12822,0,2,3,0,2,1,10,2,3,2,1,0,[0]
5994,1,1,0,0,0,0,3,0,0,0,0,0,[0]
9465,0,3,2,6,0,1,8,7,1,2,1,0,[0]
17694,0,3,1,3,3,0,5,0,3,1,2,0,[0]
7338,1,3,2,5,4,0,5,7,3,1,1,0,[0]
15513,1,0,0,0,3,0,7,0,3,2,0,0,[0]
4928,1,1,0,0,0,0,1,0,0,0,0,0,[0]
5946,0,2,0,0,0,0,1,0,0,0,0,0,[0]
1455,0,2,1,0,0,0,1,0,0,0,0,0,[0]
2541,1,1,0,0,0,1,6,0,0,0,0,0,[0]
2863,1,2,0,0,0,1,2,0,0,0,0,0,[0]
7465,1,3,1,3,0,0,3,8,1,1,2,0,[0]
11868,0,1,2,3,2,0,2,1,1,0,1,0,[0]
13900,1,2,3,3,1,0,3,0,3,2,2,0,[0]
10616,0,3,1,4,1,1,7,7,3,1,2,0,[0]
1409,1,2,0,0,0,0,1,0,0,0,0,0,[0]
10234,0,3,0,1,0,1,8,4,2,2,0,0,[0]
13597,1,3,2,2,4,1,6,3,0,2,2,0,[0]
2012,1,1,0,0,0,1,2,0,0,0,0,0,[0]
13802,1,2,3,5,2,1,6,4,2,1,2,0,[0]
17929,0,0,1,5,2,0,4,0,0,0,2,0,[0]
8971,0,3,0,1,4,0,5,1,2,0,0,0,[0]
3471,0,2,1,1,0,1,1,0,0,0,0,0,[0]
5971,0,2,0,0,0,0,4,0,0,0,0,0,[0]
10557,0,1,3,3,2,1,9,0,1,2,0,0,[0]
6000,0,1,1,0,0,0,3,0,0,0,0,0,[0]
1291,0,3,3,1,0,1,1,0,0,0,0,0,[0]
7005,0,1,2,0,2,1,4,7,2,1,1,0,[0]
14353,1,2,1,0,1,0,7,5,2,2,0,0,[0]
15946,0,3,0,5,0,0,5,9,3,2,1,0,[0]
15724,1,1,2,0,0,0,3,5,1,1,0,0,[0]
1644,0,2,0,0,0,0,1,0,0,0,0,0,[0]
6960,1,2,2,0,0,0,3,3,0,1,1,0,[0]
6482,0,1,1,0,0,0,2,0,0,0,0,0,[0]
420,0,1,1,0,0,1,1,0,0,0,0,0,[0]
7191,0,0,2,0,3,1,5,5,0,0,1,0,[0]
14785,0,3,1,5,0,1,5,8,3,1,1,0,[0]
4797,0,2,0,0,0,0,4,0,0,0,0,0,[0]
2080,1,1,1,0,0,0,2,0,0,0,0,0,[0]
5461,0,1,1,0,1,0,1,0,0,0,0,0,[0]
13944,1,2,2,2,2,0,8,0,3,2,0,0,[0]
15442,0,1,2,6,4,1,10,4,2,0,1,0,[0]
16215,0,1,3,3,3,0,7,3,1,1,2,0,[0]
9187,1,3,3,0,4,0,2,2,3,2,0,0,[0]
5503,0,2,3,1,0,0,1,0,0,0,0,0,[0]
12156,0,1,0,0,4,0,2,1,0,0,2,0,[0]
17280,0,2,0,6,3,0,9,3,3,2,2,0,[0]
6061,0,2,0,0,0,1,7,0,0,0,0,0,[0]
17389,1,0,2,4,4,0,10,1,2,1,0,0,[0]
17005,0,2,3,1,4,1,10,4,1,1,1,0,[0]
3312,0,2,0,0,0,0,4,0,0,0,0,0,[0]
13505,0,0,2,5,3,0,6,8,1,2,1,0,[0]
16105,0,2,3,3,2,0,6,2,1,2,1,0,[0]
14997,1,3,3,5,4,0,6,0,0,1,0,0,[0]
10896,1,0,1,3,1,0,9,3,1,2,2,0,[0]
17556,1,2,0,3,4,0,10,1,3,0,0,0,[0]
11571,0,2,0,6,3,0,7,1,3,0,1,0,[0]
6682,0,1,1,0,0,1,2,0,0,0,0,0,[0]
1565,0,2,2,0,0,0,1,0,0,0,0,0,[0]
3836,1,2,1,0,0,0,5,0,0,0,0,0,[0]
11103,0,0,0,6,2,1,4,1,0,2,2,0,[0]
11596,0,3,0,6,3,1,4,4,2,2,0,0,[0]
6775,0,1,1,0,0,0,1,0,0,0,0,0,[0]
942,0,2,0,5,0,1,2,1,0,0,0,0,[0]
703,0,1,0,0,0,0,2,0,0,0,0,0,[0]
2987,0,1,1,0,0,0,3,0,0,0,0,0,[0]
5481,0,1,1,0,0,0,3,0,0,0,0,0,[0]
2370,1,1,0,0,0,1,1,0,0,0,0,0,[0]
7289,0,1,3,3,3,0,5,7,2,1,2,0,[0]
3148,0,1,0,0,0,0,1,0,0,0,0,0,[0]
6802,0,2,0,0,0,1,2,0,0,0,0,0,[0]
3830,1,2,0,0,0,1,1,0,0,0,0,0,[0]
14710,0,0,2,4,0,0,5,3,2,1,0,0,[0]
12972,0,2,2,2,0,1,7,1,2,0,0,0,[0]
13676,0,1,2,4,1,0,4,5,3,1,1,0,[0]
1618,1,1,0,1,0,1,1,0,0,0,0,0,[0]
3690,0,2,1,0,0,0,1,0,0,0,0,0,[0]
5416,0,1,0,0,0,0,1,0,0,0,0,0,[0]
6926,1,3,0,5,1,1,5,4,1,1,1,0,[0]
6249,1,1,1,0,0,1,1,0,0,0,0,0,[0]
10389,1,1,3,4,3,1,9,8,0,0,0,0,[0]
7292,0,2,1,3,4,1,4,8,2,2,1,0,[0]
7842,1,2,2,2,2,1,6,5,2,1,1,0,[0]
6113,0,3,1,5,0,0,1,0,0,0,0,0,[0]
307,0,2,1,0,0,1,1,0,0,0,0,0,[0]
1405,0,2,3,1,0,1,1,0,0,0,0,0,[0]
15395,0,3,2,4,0,1,3,4,2,2,2,0,[0]
2217,0,2,1,0,0,0,2,0,0,0,0,0,[0]
14193,0,0,2,4,1,1,10,7,1,0,1,0,[0]
4398,0,1,0,0,0,0,3,0,0,0,0,0,[0]
2285,0,1,1,1,0,1,6,0,0,0,0,0,[0]
16307,1,1,0,0,4,0,6,8,0,0,2,0,[0]
2768,0,1,3,1,0,1,1,0,0,0,0,0,[0]
3773,0,1,1,0,0,0,2,0,0,0,0,0,[0]
9912,0,3,3,0,1,1,5,0,0,0,2,0,[0]
3264,0,1,2,1,0,1,2,0,0,0,0,0,[0]
10937,1,2,2,2,4,1,8,6,3,1,0,0,[0]
7770,0,2,2,5,0,1,1,3,2,0,0,0,[0]
13212,0,3,2,3,0,0,6,4,3,1,0,0,[0]
2794,0,1,0,0,0,0,4,0,0,0,0,0,[0]
17762,1,2,3,4,1,1,3,6,3,2,0,0,[0]
17097,1,1,3,6,3,1,5,0,1,1,2,0,[0]
16776,0,3,0,1,0,1,5,4,3,0,1,0,[0]
8792,0,2,0,2,0,1,6,1,2,1,1,0,[0]
3943,1,2,0,0,0,1,1,0,0,0,0,0,[0]
6160,1,2,2,5,0,0,1,0,0,0,0,0,[0]
12836,0,1,1,5,2,1,6,3,3,0,1,0,[0]
15078,1,2,1,3,2,1,3,0,3,0,0,0,[0]
6567,0,1,0,0,0,1,5,0,0,0,0,0,[0]
7538,0,3,1,4,3,1,9,6,0,1,0,0,[0]
6480,0,1,3,0,0,0,6,0,0,0,0,0,[0]
4546,1,2,1,1,0,1,1,0,0,0,0,0,[0]
17528,0,1,3,0,2,1,7,5,0,1,0,0,[0]
3032,0,2,1,0,0,1,1,0,0,0,0,0,[0]
11492,0,0,1,2,2,1,9,0,2,0,2,0,[0]
14859,1,0,1,4,1,0,8,5,1,0,2,0,[0]
8038,1,3,2,2,4,0,4,2,2,2,2,0,[0]
7658,1,2,0,5,4,0,1,0,1,0,0,0,[0]
11721,0,1,3,0,1,1,8,8,1,2,1,0,[0]
17551,0,2,0,1,1,0,2,2,1,1,0,0,[0]
6233,0,1,1,0,0,0,2,0,0,0,0,0,[0]
13522,0,2,1,5,3,0,6,6,1,1,1,0,[0]
1916,0,2,0,0,0,0,1,0,0,0,0,0,[0]
91,0,1,0,0,0,0,2,0,0,0,0,0,[0]
8780,1,2,2,4,2,0,10,7,0,0,2,0,[0]
3669,0,1,1,0,0,1,2,0,0,0,0,0,[0]
10577,1,1,2,3,0,1,9,9,1,2,0,0,[0]
5873,0,1,1,0,0,1,1,0,0,0,0,0,[0]
6084,0,2,3,1,0,1,1,0,0,0,0,0,[0]
6034,0,2,1,1,0,0,1,0,0,0,0,0,[0]
16666,0,2,3,4,0,1,2,0,3,1,0,0,[0]
12222,1,1,0,5,3,0,7,8,2,0,1,0,[0]
11455,1,1,3,5,1,0,9,5,1,2,1,0,[0]
8753,1,0,1,4,2,1,4,4,3,0,1,0,[0]
14104,0,3,3,4,2,0,8,4,1,1,2,0,[0]
8076,1,3,3,2,0,1,10,2,2,1,2,0,[0]
4646,1,2,1,0,0,0,5,0,0,0,0,0,[0]
1462,0,3,1,0,0,0,1,0,0,0,0,0,[0]
14024,1,1,2,4,0,0,5,5,2,1,1,0,[0]
612,1,1,0,0,0,0,8,0,0,0,0,0,[0]
5262,0,1,1,0,0,1,2,0,0,0,0,0,[0]
9834,1,3,0,3,2,0,6,7,2,1,1,0,[0]
2939,0,1,2,1,0,1,1,0,0,0,0,0,[0]
12806,0,1,3,1,4,0,7,7,3,0,1,0,[0]
16500,0,1,1,6,3,0,4,1,1,2,2,0,[0]
10232,1,3,2,1,0,0,1,4,1,0,2,0,[0]
4427,0,1,0,4,0,0,3,0,0,0,0,0,[0]
11218,1,3,2,6,1,1,3,9,2,2,2,0,[0]
8367,1,2,2,6,3,0,1,2,3,1,1,0,[0]
3745,0,2,1,0,0,0,2,0,0,0,0,0,[0]
2364,0,2,0,0,0,1,2,0,0,0,0,0,[0]
1247,0,2,1,0,1,1,5,0,0,0,0,0,[0]
2124,0,2,0,1,0,1,9,1,0,0,0,0,[0]
7024,1,1,3,2,3,0,6,4,1,2,0,0,[0]
13073,1,1,2,0,3,1,4,4,1,2,2,0,[0]
14917,1,0,3,5,1,0,8,2,2,2,0,0,[0]
4810,0,2,0,0,0,0,1,0,0,0,0,0,[0]
12516,0,2,0,5,0,1,10,3,0,0,2,0,[0]
16499,0,1,1,4,4,1,1,4,2,1,1,0,[0]
5809,1,1,1,4,0,1,7,0,0,0,0,0,[0]
2862,1,1,0,0,0,1,4,0,0,0,0,0,[0]
5917,0,1,3,0,0,1,3,0,0,0,0,0,[0]
3072,0,1,2,2,0,1,2,0,0,0,0,0,[0]
9255,1,2,0,4,1,1,10,9,1,2,2,0,[0]
17859,1,0,1,1,4,0,7,9,3,1,0,0,[0]
16194,0,2,1,3,3,1,2,6,2,1,0,0,[0]
17797,0,2,2,4,2,0,4,7,0,2,0,0,[0]
16083,1,0,3,1,4,0,1,8,2,0,1,0,[0]
8446,1,1,1,1,3,1,1,3,3,2,0,0,[0]
4959,0,2,1,1,0,1,1,0,0,0,0,0,[0]
3439,1,1,0,0,0,0,5,0,0,0,0,0,[0]
636,0,2,2,1,0,0,1,0,0,0,0,0,[0]
15963,0,0,0,2,2,1,6,6,1,2,1,0,[0]
2436,0,2,1,0,0,1,2,0,0,0,0,0,[0]
2934,0,3,0,3,0,0,3,0,0,0,0,0,[0]
8864,1,0,3,3,3,1,3,2,1,2,2,0,[0]
1070,0,1,0,0,0,0,2,0,0,0,0,0,[0]
16592,1,3,2,6,1,1,5,2,0,0,0,0,[0]
3971,0,0,0,0,0,0,3,0,0,0,0,0,[0]
4252,1,1,1,0,0,1,1,0,0,0,0,0,[0]
12219,1,3,2,0,4,0,3,0,0,0,1,0,[0]
16649,0,2,2,4,0,0,6,0,2,1,0,0,[0]
1928,1,1,0,0,0,0,4,0,0,0,0,0,[0]
6490,0,2,2,1,0,0,1,0,0,0,0,0,[0]
1824,1,1,1,1,0,1,3,0,0,0,0,0,[0]
9736,1,0,2,5,3,0,5,8,2,2,2,0,[0]
7849,0,2,3,4,4,0,8,1,2,1,0,0,[0]
8521,0,3,3,3,2,1,10,7,0,0,2,0,[0]
1292,1,1,1,0,0,1,6,0,0,0,0,0,[0]
3248,1,1,1,0,0,0,4,0,0,0,0,0,[0]
17505,1,0,2,3,2,1,10,6,1,2,1,0,[0]
8758,0,0,2,3,1,0,3,1,3,1,1,0,[0]
3360,0,1,2,0,0,0,3,0,0,0,0,0,[0]
3419,0,2,0,2,0,1,1,0,0,0,0,0,[0]
12537,1,3,2,4,3,1,8,2,2,0,1,0,[0]
12809,1,2,2,5,3,0,10,4,0,1,0,0,[0]
12339,0,2,2,6,0,0,4,6,0,2,0,0,[0]
109,0,1,0,0,0,1,7,0,0,0,0,0,[0]
8129,0,0,1,5,4,0,3,1,3,2,0,0,[0]
7908,0,2,3,5,4,0,5,0,1,0,1,0,[0]
4426,0,1,1,1,0,0,1,0,0,0,0,0,[0]
4919,0,1,1,0,0,1,1,0,0,0,0,0,[0]
5063,0,2,1,2,0,1,1,0,0,0,0,0,[0]
2257,0,3,1,0,0,0,4,0,0,0,0,0,[0]
14994,1,1,0,3,3,1,6,9,0,0,1,0,[0]
3078,0,2,2,1,0,1,1,0,0,0,0,0,[0]
110,1,1,3,0,0,0,2,0,0,0,0,0,[0]
6753,0,3,1,1,0,1,1,0,0,0,0,0,[0]
7316,1,2,2,3,3,0,4,9,0,0,0,0,[0]
8974,1,0,3,2,0,1,4,8,3,1,1,0,[0]
16180,0,3,1,6,0,1,8,0,1,0,1,0,[0]
12086,0,0,1,3,4,0,4,0,3,1,1,0,[0]
88,1,2,1,0,0,1,1,0,0,0,0,0,[0]
5409,0,3,1,0,0,1,1,0,0,0,0,0,[0]
4124,1,2,1,0,0,1,1,0,0,0,0,0,[0]
2774,1,1,2,1,0,1,2,0,0,0,0,0,[0]
14621,1,0,3,5,2,1,1,5,2,2,1,0,[0]
3004,1,1,0,0,0,1,9,0,0,0,0,0,[0]
5519,0,1,1,1,0,0,2,0,0,0,0,0,[0]
17159,1,1,1,1,3,1,2,0,0,0,2,0,[0]
10635,0,0,2,4,4,1,10,7,3,2,0,0,[0]
10791,1,0,1,4,4,1,10,3,3,2,0,0,[0]
8045,1,0,0,4,2,0,3,0,0,0,0,0,[0]
9852,0,3,3,4,3,0,6,3,0,2,0,0,[0]
1924,0,1,0,0,0,0,3,0,0,0,0,0,[0]
4952,1,1,0,0,0,1,9,0,0,0,0,0,[0]
15824,1,2,1,4,1,0,5,1,1,2,0,0,[0]
142,1,1,1,0,0,1,6,0,0,0,0,0,[0]
15122,0,1,3,4,4,1,10,2,0,0,2,0,[0]
17072,1,3,1,2,0,1,2,5,3,2,1,0,[0]
17969,1,1,3,5,0,0,6,5,1,0,2,0,[0]
