,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
5350,0,1,1,0,0,1,1,0,0,0,0,1,[0]
1217,0,1,0,0,0,0,3,0,0,0,0,1,[0]
10928,1,2,3,0,4,0,6,9,3,2,0,1,[0]
8409,1,2,2,1,2,0,5,0,1,1,1,1,[0]
1297,0,1,1,4,0,0,2,0,0,0,0,1,[0]
2377,0,1,1,0,0,1,2,0,0,0,0,1,[0]
12793,1,0,0,1,3,0,1,1,3,0,2,1,[0]
5879,0,2,1,1,0,1,5,0,0,0,0,1,[0]
7153,0,0,1,1,0,0,2,9,2,0,1,1,[0]
8781,0,1,0,6,3,1,7,8,2,2,2,1,[0]
10217,1,1,0,1,3,0,8,6,3,0,1,1,[0]
9740,1,2,1,4,1,0,2,1,1,1,1,1,[0]
14191,1,1,1,3,2,1,4,3,3,1,1,1,[0]
12133,1,1,3,5,2,1,6,7,1,1,2,1,[0]
1536,0,2,1,0,0,0,4,0,0,0,0,1,[0]
8928,1,3,3,4,3,1,1,9,1,2,0,1,[0]
2946,0,2,2,1,1,0,1,0,0,0,0,1,[0]
7473,0,0,0,0,3,0,8,1,1,0,0,1,[0]
321,1,1,0,0,0,0,8,0,0,0,0,1,[0]
11384,0,1,3,4,1,1,2,1,2,2,0,1,[0]
13031,0,2,1,1,2,0,10,9,3,1,0,1,[0]
12987,1,0,0,2,3,0,7,9,2,2,0,1,[0]
15481,0,2,2,6,4,0,10,6,2,2,2,1,[0]
6048,1,1,1,0,0,0,3,0,0,0,0,1,[0]
840,0,1,3,0,0,0,3,0,0,0,0,1,[0]
14711,0,0,0,5,2,0,8,4,1,1,2,1,[0]
9988,0,2,3,3,2,1,4,2,1,2,0,1,[0]
8654,0,1,2,5,3,1,1,0,2,1,1,1,[0]
12624,1,2,2,0,3,0,9,2,0,0,2,1,[0]
13687,0,0,3,1,3,0,4,7,1,0,1,1,[0]
3180,1,1,1,1,0,1,6,0,0,0,0,1,[0]
5307,1,1,1,0,0,1,7,0,0,0,0,1,[0]
1380,1,1,0,0,0,0,5,0,0,0,0,1,[0]
4413,0,1,0,0,0,1,4,0,0,0,0,1,[0]
15685,0,0,1,0,3,0,2,4,3,2,1,1,[0]
2787,0,1,0,0,0,0,3,0,0,0,0,1,[0]
8091,1,3,2,1,3,0,4,4,1,2,2,1,[0]
4165,0,1,0,4,0,0,4,0,0,0,0,1,[0]
13462,0,3,2,5,1,1,1,1,2,1,0,1,[0]
286,0,1,0,0,0,0,3,0,0,0,0,1,[0]
7697,1,3,3,4,0,1,8,1,1,1,0,1,[0]
2861,1,1,0,0,0,0,5,0,0,0,0,1,[0]
7386,1,2,3,3,1,1,7,9,0,0,0,1,[0]
13558,1,3,3,6,4,0,3,6,2,2,2,1,[0]
