,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
8688,1,1,3,2,1,0,9,7,1,0,2,1,[0]
12077,1,1,0,4,2,1,1,2,1,0,1,1,[0]
9965,1,3,0,3,4,1,1,9,0,2,0,1,[0]
1217,0,1,0,0,0,0,3,0,0,0,0,1,[0]
4991,0,1,0,5,0,1,1,0,0,0,0,1,[0]
13528,0,3,3,3,1,0,5,7,1,0,0,1,[0]
6107,0,1,0,1,0,1,3,0,0,0,0,1,[0]
11089,0,0,1,4,3,0,9,9,2,2,0,1,[0]
11475,0,3,1,3,3,0,9,6,0,2,1,1,[0]
8117,1,1,2,6,4,0,1,8,0,2,2,1,[0]
12528,1,3,1,6,4,1,4,7,3,1,1,1,[0]
4286,0,1,2,0,0,1,8,0,0,0,0,1,[0]
8374,1,2,0,4,2,1,6,3,2,2,1,1,[0]
12629,1,3,0,0,0,0,8,9,3,2,0,1,[0]
11791,1,3,1,3,1,1,8,8,0,0,2,1,[0]
11017,1,1,1,3,3,1,1,3,0,0,1,1,[0]
7042,1,3,1,1,4,0,8,5,2,2,2,1,[0]
6915,1,1,1,4,0,0,2,2,3,0,1,1,[0]
6583,0,1,0,0,2,0,7,0,0,0,0,1,[0]
551,0,2,1,0,0,0,1,0,0,0,0,1,[0]
3331,0,1,0,0,0,1,1,0,0,0,0,1,[0]
10535,0,2,1,1,3,0,5,4,1,1,0,1,[0]
10644,0,1,1,3,3,1,6,5,0,1,0,1,[0]
5938,0,1,0,0,2,0,7,0,0,0,0,1,[0]
12153,1,0,3,5,2,0,1,6,1,0,2,1,[0]
3289,0,2,2,0,1,1,5,0,0,0,0,1,[0]
3906,1,2,1,0,0,1,1,0,0,0,0,1,[0]
8568,1,2,3,4,1,1,7,3,1,1,1,1,[0]
8892,0,3,0,5,0,1,5,4,2,0,1,1,[0]
804,1,1,0,0,0,1,5,9,0,0,0,1,[0]
13841,1,0,2,3,1,0,4,2,3,2,2,1,[0]
5645,0,1,0,0,2,0,7,0,0,0,0,1,[0]
13372,1,3,1,0,4,1,4,6,2,2,2,1,[0]
9636,1,2,2,4,0,1,5,4,0,2,1,1,[0]
8516,1,2,1,4,3,1,6,1,3,2,0,1,[0]
3472,1,2,2,1,0,0,3,0,0,0,0,1,[0]
4921,0,1,2,0,0,0,2,0,0,0,0,1,[0]
1806,0,1,0,0,0,1,7,0,0,0,0,1,[0]
8701,1,0,1,1,3,1,4,4,0,2,0,1,[0]
5855,0,1,1,0,0,0,3,0,0,0,0,1,[0]
8879,1,3,3,4,4,1,8,8,3,2,1,1,[0]
825,0,1,0,0,0,0,4,0,0,0,0,1,[0]
12009,1,3,3,6,1,0,4,5,1,0,0,1,[0]
3397,1,2,1,5,0,1,2,0,0,0,0,1,[0]
9390,0,0,3,2,4,0,2,7,0,2,2,1,[0]
11670,1,1,2,5,0,1,8,6,3,0,0,1,[0]
3564,0,1,1,1,0,1,1,0,0,0,0,1,[0]
2052,0,1,1,0,0,0,4,0,0,0,0,1,[0]
6595,0,1,3,0,0,0,2,0,0,0,0,1,[0]
8439,1,3,1,4,3,1,4,6,0,0,2,1,[0]
12712,1,0,3,2,1,1,7,6,1,2,2,1,[0]
12591,1,0,2,5,3,0,10,0,1,2,0,1,[0]
13024,1,3,3,2,1,0,2,1,1,1,0,1,[0]
6182,0,2,0,0,0,1,6,0,0,0,0,1,[0]
7276,1,1,2,2,3,0,7,5,3,1,1,1,[0]
2373,0,1,1,0,0,0,5,0,0,0,0,1,[0]
2736,0,1,1,2,0,1,5,0,0,0,0,1,[0]
1898,0,2,1,5,0,1,2,0,0,0,0,1,[0]
3399,1,0,0,0,0,0,8,0,0,0,0,1,[0]
1186,0,1,0,0,0,1,2,0,0,0,0,1,[0]
12571,0,0,3,5,0,0,3,1,2,1,0,1,[0]
7870,1,0,1,6,3,1,4,9,1,1,0,1,[0]
13146,1,2,0,3,0,0,2,6,1,1,1,1,[0]
7246,0,2,2,4,2,1,7,2,2,1,1,1,[0]
12624,1,2,2,0,3,0,9,2,0,0,2,1,[0]
8539,0,0,0,5,2,1,10,0,2,0,1,1,[0]
12724,1,3,2,1,4,1,4,3,2,1,2,1,[0]
761,0,1,1,0,0,0,5,0,0,0,0,1,[0]
11095,0,3,3,3,1,1,5,9,2,1,2,1,[0]
11365,1,3,0,1,3,1,3,9,1,0,2,1,[0]
4365,0,1,0,0,0,1,4,0,0,0,0,1,[0]
6639,0,1,0,0,0,1,4,0,0,0,0,1,[0]
11630,1,1,3,1,4,1,3,9,2,1,1,1,[0]
8190,1,3,3,1,1,0,1,1,3,2,1,1,[0]
1328,0,2,3,1,0,0,1,0,0,0,0,1,[0]
8581,1,1,1,0,2,1,1,8,2,2,0,1,[0]
502,0,1,1,0,0,0,4,0,0,0,0,1,[0]
3631,0,2,1,0,0,0,3,0,0,0,0,1,[0]
5539,1,1,0,0,0,0,5,0,0,0,0,1,[0]
10437,1,0,2,2,0,1,1,1,1,2,1,1,[0]
4732,0,1,0,0,0,1,2,0,0,0,0,1,[0]
8395,0,2,0,2,0,1,5,7,2,1,2,1,[0]
13734,0,2,0,3,4,1,8,9,2,2,0,1,[0]
35,0,1,1,4,0,1,2,0,0,0,0,1,[0]
7146,1,2,0,6,0,1,1,7,1,0,1,1,[0]
8698,0,1,0,4,0,0,6,7,0,1,0,1,[0]
12352,0,2,0,3,2,1,4,2,2,1,2,1,[0]
13755,0,1,2,4,0,0,10,1,0,0,1,1,[0]
4413,0,1,0,0,0,1,4,0,0,0,0,1,[0]
316,0,1,2,0,0,0,5,0,0,0,0,1,[0]
11666,1,0,3,6,3,0,8,8,1,1,2,1,[0]
13311,1,3,2,1,1,0,10,0,3,2,0,1,[0]
9562,0,2,1,5,2,0,5,8,1,2,2,1,[0]
8806,1,2,2,0,3,0,5,6,2,2,1,1,[0]
