,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
10421,0,2,0,3,1,0,6,7,0,0,0,0,[0]
6238,1,1,0,0,0,1,6,0,0,0,0,0,[0]
8729,1,0,0,0,2,1,2,5,0,2,2,0,[0]
10499,0,1,2,6,0,1,8,8,2,2,1,0,[0]
2266,0,2,0,0,0,0,1,0,0,0,0,0,[0]
307,0,2,1,0,0,1,1,0,0,0,0,0,[0]
11722,1,2,3,4,0,1,1,9,0,1,0,0,[0]
3393,1,2,0,0,0,0,3,0,0,0,0,0,[0]
5761,0,2,1,0,0,0,1,0,0,0,0,0,[0]
687,0,1,2,0,0,0,10,0,0,0,0,0,[0]
15642,0,1,3,1,3,1,7,7,0,2,2,0,[0]
13039,1,3,1,3,2,1,4,5,0,2,2,0,[0]
5765,0,1,0,0,0,1,7,0,0,0,0,0,[0]
15048,1,0,1,1,3,1,9,0,0,0,2,0,[0]
3592,1,2,1,1,0,1,1,0,0,0,0,0,[0]
14757,0,0,3,1,4,0,1,2,1,2,2,0,[0]
10449,0,3,0,3,4,1,1,3,2,0,2,0,[0]
4,0,2,3,1,0,0,1,0,0,0,0,0,[0]
14573,1,0,2,0,0,0,6,3,1,2,1,0,[0]
3830,1,2,0,0,0,1,1,0,0,0,0,0,[0]
6909,1,0,1,4,4,0,9,0,3,0,2,0,[0]
11222,1,2,2,4,2,1,9,4,1,1,2,0,[0]
1124,1,1,0,4,0,1,3,0,0,0,0,0,[0]
11368,0,1,2,4,4,1,3,7,2,2,2,0,[0]
6246,0,1,0,0,0,1,2,0,0,0,0,0,[0]
1565,0,2,2,0,0,0,1,0,0,0,0,0,[0]
10308,0,2,3,2,3,0,3,7,2,2,2,0,[0]
13944,1,2,2,2,2,0,8,0,3,2,0,0,[0]
6886,0,2,3,1,0,0,1,0,0,0,0,0,[0]
15595,1,0,1,2,0,1,8,7,2,0,2,0,[0]
14035,0,1,1,5,1,0,5,2,2,1,1,0,[0]
5157,0,1,2,0,0,0,1,0,0,0,0,0,[0]
7245,0,0,2,6,2,0,1,1,0,0,1,0,[0]
6868,0,1,1,0,0,0,2,0,0,0,0,0,[0]
8222,0,3,1,2,4,0,6,7,3,0,1,0,[0]
4080,0,1,1,0,0,0,3,0,0,0,0,0,[0]
3201,1,1,1,0,0,1,4,0,0,0,0,0,[0]
12282,0,3,3,2,1,0,7,5,1,0,0,0,[0]
8160,1,3,0,6,2,0,4,9,2,1,1,0,[0]
13172,1,3,0,6,2,1,3,7,1,2,1,0,[0]
11918,1,2,0,0,3,0,1,9,1,2,0,0,[0]
1913,0,1,2,0,0,0,5,0,0,0,0,0,[0]
12747,1,3,0,2,0,1,10,8,0,0,1,0,[0]
7603,0,0,1,2,4,1,7,4,0,1,0,0,[0]
12418,1,0,0,5,2,0,9,0,1,2,0,0,[0]
4970,0,1,3,2,0,1,1,0,0,0,0,0,[0]
205,0,1,2,0,0,1,2,0,0,0,0,0,[0]
15505,1,1,2,3,1,1,4,3,3,1,1,0,[0]
7998,0,3,0,0,4,1,2,2,3,2,2,0,[0]
13063,0,1,0,1,1,0,4,9,3,2,1,0,[0]
9039,0,3,2,2,4,1,5,6,2,0,2,0,[0]
8183,0,3,0,2,0,0,10,5,2,1,0,0,[0]
10541,0,2,3,3,2,0,4,2,3,2,2,0,[0]
11225,0,1,3,2,2,1,9,4,0,2,0,0,[0]
8954,0,3,0,1,1,0,4,9,2,2,0,0,[0]
5367,0,1,0,0,0,1,2,0,0,0,0,0,[0]
1941,1,1,0,0,0,1,4,0,0,0,0,0,[0]
231,0,2,1,0,0,1,1,0,0,0,0,0,[0]
14049,0,2,1,1,3,0,9,5,1,2,0,0,[0]
470,1,1,1,0,0,1,2,0,0,0,0,0,[0]
2666,1,1,0,0,0,0,3,0,0,0,0,0,[0]
11042,0,0,1,1,3,0,8,6,2,1,0,0,[0]
14840,1,3,1,0,0,0,7,3,0,2,1,0,[0]
6835,0,2,0,0,0,1,5,2,0,0,0,0,[0]
15936,0,0,1,6,3,1,7,1,2,2,2,0,[0]
7252,1,0,0,4,0,0,5,7,3,0,1,0,[0]
776,0,1,0,0,0,0,3,0,0,0,0,0,[0]
14773,1,0,1,4,0,0,5,7,2,1,1,0,[0]
12847,0,3,2,0,4,0,2,6,1,0,0,0,[0]
1433,0,1,1,0,0,0,2,0,0,0,0,0,[0]
13706,0,0,2,0,3,1,1,8,3,1,0,0,[0]
15721,1,1,3,2,2,1,6,8,2,2,0,0,[0]
5985,1,1,0,0,0,0,3,0,0,0,0,0,[0]
14034,0,0,2,6,4,1,7,4,2,0,0,0,[0]
8293,1,3,0,2,3,0,9,7,2,1,1,0,[0]
7940,1,0,0,5,1,1,4,9,2,1,1,0,[0]
6001,1,2,1,1,0,0,1,0,0,0,0,0,[0]
11330,1,3,2,5,3,1,9,2,2,2,1,0,[0]
1023,0,2,1,1,0,1,1,0,0,0,0,0,[0]
7353,1,1,2,4,3,0,6,2,2,2,0,0,[0]
9994,0,3,0,0,4,0,8,8,2,1,0,0,[0]
13792,0,2,0,5,3,1,7,7,1,2,0,0,[0]
1049,1,2,1,2,0,1,3,0,0,0,0,0,[0]
2856,0,1,1,0,0,0,5,0,0,0,0,0,[0]
9929,1,3,3,3,3,1,4,2,0,0,2,0,[0]
4797,0,2,0,0,0,0,4,0,0,0,0,0,[0]
2987,0,1,1,0,0,0,3,0,0,0,0,0,[0]
2364,0,2,0,0,0,1,2,0,0,0,0,0,[0]
8835,1,3,3,6,1,0,3,7,0,0,1,0,[0]
15663,0,1,3,5,1,0,5,5,1,1,0,0,[0]
2524,0,1,0,0,0,0,1,0,0,0,0,0,[0]
2564,0,1,1,0,0,0,3,0,0,0,0,0,[0]
13684,1,0,2,1,0,1,4,4,1,1,2,0,[0]
