,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
7163,0,2,0,3,3,1,7,7,2,2,2,1,[0]
3397,1,2,1,5,0,1,2,0,0,0,0,1,[0]
6443,0,1,0,0,0,1,5,0,0,0,0,1,[0]
2488,1,2,1,0,0,0,1,0,0,0,0,1,[0]
35,0,1,1,4,0,1,2,0,0,0,0,1,[0]
2116,0,2,2,0,1,0,7,0,0,0,0,1,[0]
5969,0,0,0,0,0,0,8,0,0,0,0,1,[0]
2227,0,1,1,0,0,0,2,0,0,0,0,1,[0]
4640,1,1,0,0,0,0,4,0,0,0,0,1,[0]
3505,0,1,0,0,0,1,5,0,0,0,0,1,[0]
11787,0,0,3,0,3,1,1,2,2,1,1,1,[0]
822,0,1,0,4,0,0,3,0,0,0,0,1,[0]
5959,0,1,2,0,0,0,9,0,0,0,0,1,[0]
4464,1,1,0,0,0,1,8,0,0,0,0,1,[0]
2661,0,1,2,0,0,0,2,0,0,0,0,1,[0]
17,0,1,1,0,0,0,3,0,0,0,0,1,[0]
9629,1,3,2,6,4,1,8,1,3,1,0,1,[0]
1513,0,2,1,0,1,0,7,0,0,0,0,1,[0]
3675,0,1,1,0,0,0,6,0,0,0,0,1,[0]
5988,0,1,0,0,0,0,3,0,0,0,0,1,[0]
7671,1,2,2,0,4,0,7,4,0,2,1,1,[0]
825,0,1,0,0,0,0,4,0,0,0,0,1,[0]
4691,1,1,0,0,1,0,7,0,0,0,0,1,[0]
5149,0,1,1,0,0,0,6,0,0,0,0,1,[0]
4834,0,1,2,0,0,0,4,0,0,0,0,1,[0]
6591,0,1,0,0,0,1,5,0,0,0,0,1,[0]
8928,1,3,3,4,3,1,1,9,1,2,0,1,[0]
8866,0,1,0,0,2,0,8,2,0,0,2,1,[0]
1809,0,1,0,0,0,1,2,0,0,0,0,1,[0]
9408,1,1,0,5,1,1,10,9,3,2,2,1,[0]
