,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
10123,0,2,0,4,3,0,10,5,1,1,2,0,[0]
1520,0,1,0,1,0,0,1,0,0,0,0,0,[0]
5815,1,0,1,0,0,0,4,0,0,0,0,0,[0]
9937,0,1,2,5,2,1,6,5,0,2,2,0,[0]
11949,1,3,0,5,0,1,8,5,2,2,1,0,[0]
6818,0,1,0,0,0,0,2,0,0,0,0,0,[0]
11731,0,2,3,1,4,1,4,1,0,2,1,0,[0]
12891,0,1,1,6,0,0,9,5,1,2,2,0,[0]
7303,0,1,1,1,3,1,6,0,3,2,1,0,[0]
12423,0,3,2,3,4,0,5,9,3,1,1,0,[0]
2740,0,2,1,0,0,1,1,0,0,0,0,0,[0]
2080,1,1,1,0,0,0,2,0,0,0,0,0,[0]
2621,0,1,1,0,0,0,3,0,0,0,0,0,[0]
1371,0,2,0,1,0,1,2,0,0,0,0,0,[0]
5601,1,2,3,2,0,1,1,0,0,0,0,0,[0]
9571,1,2,3,6,1,1,6,0,2,2,2,0,[0]
8051,1,3,3,5,1,0,9,9,2,1,2,0,[0]
8033,0,0,1,5,2,1,6,6,3,1,1,0,[0]
6027,0,2,1,0,0,0,1,0,0,0,0,0,[0]
9707,0,2,3,1,2,1,10,6,1,2,1,0,[0]
7821,1,3,2,5,3,0,1,7,2,0,2,0,[0]
4558,0,1,1,0,0,0,5,0,0,0,0,0,[0]
335,0,1,1,0,0,0,1,0,0,0,0,0,[0]
7149,1,2,0,3,4,0,5,4,0,1,0,0,[0]
2245,0,1,1,0,1,0,7,0,0,0,0,0,[0]
1175,1,2,1,1,0,1,3,0,0,0,0,0,[0]
385,0,1,1,0,0,0,2,0,0,0,0,0,[0]
6466,0,1,2,5,0,1,1,0,0,0,0,0,[0]
13872,1,1,2,0,3,1,8,0,1,1,1,0,[0]
1315,0,1,0,0,0,1,2,0,0,0,0,0,[0]
4067,1,3,0,0,0,0,1,0,0,0,0,0,[0]
12993,1,3,2,6,0,0,2,7,3,0,1,0,[0]
4211,0,1,0,0,0,0,4,0,0,0,0,0,[0]
11245,1,3,0,0,2,0,3,2,1,1,1,0,[0]
2857,0,1,1,0,0,0,1,0,0,0,0,0,[0]
2764,0,2,1,0,0,0,4,0,0,0,0,0,[0]
12886,1,1,1,1,3,0,3,7,3,2,2,0,[0]
6318,1,1,0,0,0,0,2,0,0,0,0,0,[0]
218,0,2,0,0,0,1,1,0,0,0,0,0,[0]
2207,0,2,2,1,0,0,1,0,0,0,0,0,[0]
1662,0,1,1,1,0,0,1,0,0,0,0,0,[0]
4425,0,2,3,1,0,0,1,0,0,0,0,0,[0]
6330,0,2,2,1,0,1,1,0,0,0,0,0,[0]
8416,0,0,1,3,4,1,7,9,3,1,0,0,[0]
5918,0,1,2,0,0,1,3,0,0,0,0,0,[0]
1777,1,1,1,0,0,0,4,0,0,0,0,0,[0]
6093,0,1,0,0,0,1,7,0,0,0,0,0,[0]
10021,1,2,2,4,4,0,5,3,3,1,0,0,[0]
8681,1,3,0,5,2,1,4,8,3,2,1,0,[0]
8269,1,3,0,1,0,0,6,2,0,0,2,0,[0]
9050,1,2,1,6,0,0,3,1,3,0,2,0,[0]
4170,1,1,0,0,0,0,8,0,0,0,0,0,[0]
4077,1,1,0,0,0,0,5,0,0,0,0,0,[0]
12552,1,0,3,0,3,1,1,4,1,2,2,0,[0]
10840,0,0,0,4,3,0,3,5,1,1,2,0,[0]
636,0,2,2,1,0,0,1,0,0,0,0,0,[0]
5526,0,1,2,0,0,0,3,0,0,0,0,0,[0]
12837,1,2,1,3,4,0,1,5,2,2,2,0,[0]
5691,0,1,0,0,0,0,6,1,0,0,0,0,[0]
3525,0,1,1,1,0,0,1,0,0,0,0,0,[0]
5043,0,3,1,5,0,0,1,0,0,0,0,0,[0]
13519,1,3,1,1,0,1,5,0,1,2,2,0,[0]
10485,0,0,1,6,2,0,5,8,0,1,2,0,[0]
3016,0,3,1,5,0,0,2,0,0,0,0,0,[0]
2416,0,1,0,1,0,0,10,0,0,0,0,0,[0]
881,0,2,0,1,0,1,1,0,0,0,0,0,[0]
272,0,1,1,0,0,0,1,0,0,0,0,0,[0]
4117,0,2,1,1,0,1,1,0,0,0,0,0,[0]
8076,1,3,3,2,0,1,10,2,2,1,2,0,[0]
12034,1,2,3,5,2,1,5,5,2,2,1,0,[0]
9869,0,0,1,2,2,1,7,6,2,2,2,0,[0]
10557,0,1,3,3,2,1,9,0,1,2,0,0,[0]
7659,1,1,1,3,2,1,3,7,2,2,2,0,[0]
1070,0,1,0,0,0,0,2,0,0,0,0,0,[0]
4188,0,1,0,0,0,0,4,0,0,0,0,0,[0]
685,0,3,1,0,0,0,1,0,0,0,0,0,[0]
12442,1,1,3,3,1,0,9,3,3,2,2,0,[0]
9800,0,2,3,6,4,1,4,3,2,1,0,0,[0]
6562,0,1,1,0,0,0,5,0,0,0,0,0,[0]
2403,0,1,0,0,0,1,4,0,0,0,0,0,[0]
7156,1,0,1,4,0,0,10,7,1,2,2,0,[0]
3773,0,1,1,0,0,0,2,0,0,0,0,0,[0]
2158,1,1,0,0,0,1,2,0,0,0,0,0,[0]
13782,1,0,0,4,4,0,3,0,3,2,2,0,[0]
1432,0,1,1,0,0,0,1,0,0,0,0,0,[0]
12436,1,2,2,3,4,1,6,2,2,1,1,0,[0]
4389,1,2,1,4,0,1,2,0,0,0,0,0,[0]
3946,1,0,0,0,0,1,5,0,0,0,0,0,[0]
5157,0,1,2,0,0,0,1,0,0,0,0,0,[0]
1034,0,1,2,0,0,1,2,0,0,0,0,0,[0]
763,0,0,1,0,0,0,4,0,0,0,0,0,[0]
5282,0,1,0,0,0,0,2,0,0,0,0,0,[0]
847,0,2,0,0,0,0,2,0,0,0,0,0,[0]
1732,0,2,1,0,0,1,1,0,0,0,0,0,[0]
11722,1,2,3,4,0,1,1,9,0,1,0,0,[0]
12689,1,0,0,1,0,1,5,8,1,1,1,0,[0]
6209,0,1,2,1,0,0,6,0,0,0,0,0,[0]
2145,0,2,0,0,0,0,3,0,0,0,0,0,[0]
10350,1,0,2,5,2,0,10,1,0,0,1,0,[0]
91,0,1,0,0,0,0,2,0,0,0,0,0,[0]
3357,0,2,0,0,0,1,1,0,0,0,0,0,[0]
13895,0,0,2,6,0,0,4,7,2,0,0,0,[0]
5499,1,1,2,0,0,1,3,0,0,0,0,0,[0]
11199,0,0,3,2,0,1,6,3,2,2,2,0,[0]
3439,1,1,0,0,0,0,5,0,0,0,0,0,[0]
8977,1,2,1,3,4,0,3,0,3,0,0,0,[0]
3065,1,1,3,4,0,1,1,0,0,0,0,0,[0]
6775,0,1,1,0,0,0,1,0,0,0,0,0,[0]
13671,1,0,2,1,2,1,1,0,0,2,2,0,[0]
3847,1,1,0,0,0,1,10,1,0,0,0,0,[0]
12981,1,3,2,4,4,1,5,6,2,1,1,0,[0]
5891,1,1,0,1,0,1,1,0,0,0,0,0,[0]
2016,0,2,1,0,0,1,1,0,0,0,0,0,[0]
4951,1,2,0,0,0,1,1,0,0,0,0,0,[0]
6052,0,1,0,0,0,0,1,0,0,0,0,0,[0]
3088,0,1,1,0,0,1,2,0,0,0,0,0,[0]
12021,0,3,3,6,3,0,7,5,2,2,1,0,[0]
5450,0,1,3,0,0,0,6,0,0,0,0,0,[0]
6160,1,2,2,5,0,0,1,0,0,0,0,0,[0]
9753,1,0,1,5,4,1,1,7,1,2,0,0,[0]
12216,0,0,0,0,2,1,5,4,3,1,1,0,[0]
13577,1,1,1,6,4,0,7,8,1,2,1,0,[0]
13817,0,0,0,1,4,1,9,5,0,2,2,0,[0]
588,0,2,1,5,0,1,1,0,0,0,0,0,[0]
