,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
9406,1,1,3,2,1,1,2,0,3,1,1,0,[0]
1173,1,1,1,0,0,1,4,0,0,0,0,0,[0]
2418,0,1,2,1,0,0,1,0,0,0,0,0,[0]
1165,0,1,1,1,0,0,1,0,0,0,0,0,[0]
8548,1,3,1,5,2,1,7,4,0,0,0,0,[0]
5793,0,2,1,1,0,1,1,0,0,0,0,0,[0]
4273,0,1,2,1,0,0,1,0,0,0,0,0,[0]
10896,1,0,1,3,1,0,9,3,1,2,2,0,[0]
1989,0,2,1,1,0,1,1,0,0,0,0,0,[0]
5950,1,1,1,1,0,1,1,0,0,0,0,0,[0]
2404,0,1,3,1,0,1,1,0,0,0,0,0,[0]
9928,0,3,3,4,2,1,10,8,0,0,0,0,[0]
5393,0,2,1,5,0,0,3,0,0,0,0,0,[0]
8550,1,3,3,3,4,1,8,1,0,0,0,0,[0]
4312,1,1,0,0,0,0,4,0,0,0,0,0,[0]
7894,0,0,2,3,1,1,6,7,1,0,2,0,[0]
5730,0,2,1,0,0,0,1,0,0,0,0,0,[0]
2706,0,2,1,0,0,0,4,0,0,0,0,0,[0]
11425,0,3,1,6,1,0,5,2,1,1,0,0,[0]
3728,0,1,1,0,0,1,1,0,0,0,0,0,[0]
5947,0,1,0,0,0,0,4,0,0,0,0,0,[0]
2161,0,1,1,0,0,0,1,0,0,0,0,0,[0]
8324,1,1,1,1,2,0,5,8,0,0,0,0,[0]
2490,0,1,1,0,0,1,2,0,0,0,0,0,[0]
282,0,1,0,0,0,1,4,0,0,0,0,0,[0]
5919,0,1,2,1,0,1,2,0,0,0,0,0,[0]
9822,1,2,3,2,2,1,1,2,2,0,0,0,[0]
6715,0,1,1,0,0,0,4,0,0,0,0,0,[0]
10970,0,0,3,6,3,0,7,1,3,2,0,0,[0]
6170,0,2,1,5,0,0,2,0,0,0,0,0,[0]
11731,0,2,3,1,4,1,4,1,0,2,1,0,[0]
1941,1,1,0,0,0,1,4,0,0,0,0,0,[0]
3894,0,2,2,0,0,0,1,0,0,0,0,0,[0]
8318,1,1,1,3,4,1,6,6,2,2,2,0,[0]
6482,0,1,1,0,0,0,2,0,0,0,0,0,[0]
8788,0,0,0,6,4,0,5,2,0,1,2,0,[0]
1890,0,2,0,1,0,0,4,0,0,0,0,0,[0]
4148,0,1,1,0,0,0,4,0,0,0,0,0,[0]
1462,0,3,1,0,0,0,1,0,0,0,0,0,[0]
11131,1,0,2,0,3,1,4,9,3,0,1,0,[0]
9979,0,3,1,3,1,0,8,1,2,2,1,0,[0]
4326,0,1,1,1,0,0,3,0,0,0,0,0,[0]
8861,0,1,2,6,3,1,7,8,0,1,2,0,[0]
4427,0,1,0,4,0,0,3,0,0,0,0,0,[0]
8977,1,2,1,3,4,0,3,0,3,0,0,0,[0]
8450,1,2,3,6,4,1,3,3,2,0,1,0,[0]
4145,0,2,2,5,0,1,1,1,0,0,0,0,[0]
2353,0,2,1,0,0,1,1,0,0,0,0,0,[0]
986,0,2,1,0,0,1,4,0,0,0,0,0,[0]
7344,1,2,0,5,0,0,6,0,3,2,0,0,[0]
