,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
4740,0,1,0,0,0,0,6,0,0,0,0,0,[1]
3611,0,2,0,0,2,0,9,0,0,0,0,0,[1]
1185,0,1,1,0,0,1,8,0,0,0,0,0,[1]
6099,0,1,2,0,0,1,7,0,0,0,0,0,[1]
4941,0,1,0,0,0,1,8,0,0,0,0,0,[1]
6977,0,0,3,2,1,1,5,9,0,1,0,0,[1]
6370,0,1,0,4,0,0,9,0,0,0,0,0,[1]
3371,0,1,0,0,0,0,8,0,0,0,0,0,[1]
537,0,1,0,0,0,0,5,0,0,0,0,0,[1]
6294,0,2,0,0,0,0,5,0,0,0,0,0,[1]
7537,1,2,2,6,3,1,4,6,1,0,2,0,[1]
5228,0,1,0,0,0,0,4,0,0,0,0,0,[1]
644,1,2,1,0,0,0,3,0,0,0,0,0,[1]
4998,0,1,0,0,0,0,4,0,0,0,0,0,[1]
5451,1,1,1,0,0,0,6,0,0,0,0,0,[1]
6696,0,1,3,0,0,0,4,0,0,0,0,0,[1]
2567,0,1,0,0,1,0,9,0,0,0,0,0,[1]
2600,0,1,0,0,0,0,6,0,0,0,0,0,[1]
5221,0,2,1,0,0,1,5,0,0,0,0,0,[1]
6954,0,2,1,4,0,1,6,6,2,2,1,0,[1]
4189,0,1,0,0,0,0,7,0,0,0,0,0,[1]
7982,1,3,2,6,2,0,7,4,1,2,0,0,[1]
2755,0,1,0,0,0,0,7,0,0,0,0,0,[1]
4539,0,1,1,2,0,1,5,0,0,0,0,0,[1]
2973,0,1,0,0,0,0,7,0,0,0,0,0,[1]
5163,1,1,3,0,0,0,1,0,0,0,0,0,[1]
3227,1,2,1,0,0,0,3,0,0,0,0,0,[1]
5990,1,2,3,0,0,0,1,0,0,0,0,0,[1]
5843,0,1,0,0,0,0,4,0,0,0,0,0,[1]
2619,0,1,0,0,0,0,7,0,0,0,0,0,[1]
3099,0,1,1,2,0,0,4,0,0,0,0,0,[1]
7142,0,1,1,4,4,1,7,3,0,2,2,0,[1]
3794,0,1,0,0,0,1,7,0,0,0,0,0,[1]
4258,0,1,0,0,0,0,6,0,0,0,0,0,[1]
4395,0,1,1,4,0,0,9,0,0,0,0,0,[1]
7599,0,0,0,1,3,1,4,3,2,1,2,0,[1]
5211,0,1,2,0,0,0,5,0,0,0,0,0,[1]
7869,1,1,3,3,1,1,7,2,3,2,1,0,[1]
2338,0,2,0,0,0,0,7,0,0,0,0,0,[1]
7198,1,1,0,6,3,1,3,9,1,1,1,0,[1]
4427,0,1,0,4,0,0,3,0,0,0,0,0,[1]
2663,0,1,0,0,0,1,3,0,0,0,0,0,[1]
7434,1,2,1,1,3,0,10,1,0,1,1,0,[1]
7899,1,3,1,5,4,1,10,9,2,0,0,0,[1]
2773,0,1,1,0,0,1,7,1,0,0,0,0,[1]
1822,0,1,0,0,0,0,8,0,0,0,0,0,[1]
7817,1,0,1,5,3,1,2,4,1,2,0,0,[1]
2951,0,1,1,0,2,0,10,0,0,0,0,0,[1]
5183,0,1,0,0,1,1,6,0,0,0,0,0,[1]
7328,1,0,3,1,2,0,4,5,1,0,1,0,[1]
1930,0,1,0,1,1,0,7,0,0,0,0,0,[1]
6873,0,1,0,0,0,0,5,0,0,0,0,0,[1]
6582,0,1,0,0,0,0,9,0,0,0,0,0,[1]
442,0,1,0,0,0,0,10,0,0,0,0,0,[1]
4987,0,1,2,0,0,0,3,0,0,0,0,0,[1]
368,0,1,1,0,0,1,7,0,0,0,0,0,[1]
2296,0,1,0,0,0,1,9,0,0,0,0,0,[1]
2019,0,1,0,0,0,0,7,0,0,0,0,0,[1]
4399,0,1,0,0,0,0,5,0,0,0,0,0,[1]
6744,0,1,0,0,0,0,4,0,0,0,0,0,[1]
7971,1,2,1,2,0,1,10,6,0,1,2,0,[1]
6009,1,1,1,0,0,0,6,0,0,0,0,0,[1]
7810,0,0,3,2,2,0,8,5,1,0,2,0,[1]
6403,0,1,0,0,0,0,5,0,0,0,0,0,[1]
7121,0,1,0,6,4,0,4,3,1,2,1,0,[1]
6638,1,1,1,0,0,1,8,0,0,0,0,0,[1]
1938,0,1,0,0,0,0,5,0,0,0,0,0,[1]
5414,0,1,2,0,0,0,3,0,0,0,0,0,[1]
1104,0,1,0,0,0,1,10,0,0,0,0,0,[1]
7952,1,3,1,4,1,1,1,9,1,0,2,0,[1]
1073,1,1,1,4,0,1,1,0,0,0,0,0,[1]
4471,0,1,2,4,0,0,2,0,0,0,0,0,[1]
5710,0,1,0,0,0,0,4,0,0,0,0,0,[1]
3807,0,2,0,0,0,0,7,1,0,0,0,0,[1]
5771,0,1,0,0,0,1,8,0,0,0,0,0,[1]
