,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
4824,0,2,1,0,0,1,4,0,0,0,0,0,[0]
4205,1,1,0,0,0,1,1,0,0,0,0,0,[0]
307,0,2,1,0,0,1,1,0,0,0,0,0,[0]
1307,0,2,1,5,0,1,1,0,0,0,0,0,[0]
3152,1,1,1,0,0,0,10,0,0,0,0,0,[0]
3026,1,2,0,0,0,0,1,0,0,0,0,0,[0]
2008,0,1,3,0,0,0,7,0,0,0,0,0,[0]
4194,1,1,0,2,0,1,1,0,0,0,0,0,[0]
444,0,2,0,1,0,0,1,0,0,0,0,0,[0]
3258,1,1,0,0,1,0,8,0,0,0,0,0,[0]
5401,0,1,0,0,0,1,4,0,0,0,0,0,[0]
5511,1,1,0,0,0,1,8,0,0,0,0,0,[0]
1576,0,1,2,0,0,0,8,1,0,0,0,0,[0]
1532,0,1,3,0,0,0,1,0,0,0,0,0,[0]
2857,0,1,1,0,0,0,1,0,0,0,0,0,[0]
5979,1,1,0,4,0,1,4,0,0,0,0,0,[0]
958,0,2,1,5,0,0,3,0,0,0,0,0,[0]
3894,0,2,2,0,0,0,1,0,0,0,0,0,[0]
6173,0,1,2,0,0,0,2,0,0,0,0,0,[0]
2404,0,1,3,1,0,1,1,0,0,0,0,0,[0]
6092,0,2,1,5,0,0,1,0,0,0,0,0,[0]
2004,0,1,1,0,0,1,1,0,0,0,0,0,[0]
2385,0,1,1,0,0,0,3,0,0,0,0,0,[0]
5136,1,1,0,0,0,0,3,0,0,0,0,0,[0]
3393,1,2,0,0,0,0,3,0,0,0,0,0,[0]
39,0,2,0,0,0,1,1,0,0,0,0,0,[0]
3157,0,1,1,0,0,0,3,0,0,0,0,0,[0]
2680,0,2,1,0,0,0,3,0,0,0,0,0,[0]
4462,0,2,2,0,1,0,7,0,0,0,0,0,[0]
7053,1,2,3,0,1,1,5,3,0,2,1,0,[0]
6519,0,2,0,0,0,0,1,0,0,0,0,0,[0]
2512,1,1,0,6,0,0,3,0,0,0,0,0,[0]
218,0,2,0,0,0,1,1,0,0,0,0,0,[0]
7345,0,0,3,4,4,1,1,7,3,1,1,0,[0]
2217,0,2,1,0,0,0,2,0,0,0,0,0,[0]
4549,1,1,1,5,0,1,2,0,0,0,0,0,[0]
5641,0,2,1,0,0,1,1,0,0,0,0,0,[0]
2890,1,1,0,0,0,0,3,0,0,0,0,0,[0]
1145,0,1,1,0,0,0,4,0,0,0,0,0,[0]
1652,0,2,2,0,0,1,2,0,0,0,0,0,[0]
5029,0,2,1,1,0,1,2,0,0,0,0,0,[0]
6414,0,1,0,0,0,1,4,0,0,0,0,0,[0]
2637,1,1,0,0,0,0,3,0,0,0,0,0,[0]
3332,0,1,0,0,0,1,1,0,0,0,0,0,[0]
4326,0,1,1,1,0,0,3,0,0,0,0,0,[0]
6034,0,2,1,1,0,0,1,0,0,0,0,0,[0]
6154,0,3,1,0,0,0,1,0,0,0,0,0,[0]
6367,0,2,1,0,0,0,1,0,0,0,0,0,[0]
5201,1,1,1,0,0,0,10,0,0,0,0,0,[0]
3704,0,2,2,5,0,0,1,0,0,0,0,0,[0]
5142,1,1,1,0,0,1,3,0,0,0,0,0,[0]
2031,1,1,0,0,0,0,7,0,0,0,0,0,[0]
420,0,1,1,0,0,1,1,0,0,0,0,0,[0]
6225,0,2,1,1,0,1,1,0,0,0,0,0,[0]
2909,1,1,1,0,0,1,4,0,0,0,0,0,[0]
7624,0,2,3,1,1,0,5,5,1,2,0,0,[0]
2174,1,1,0,0,0,0,3,0,0,0,0,0,[0]
4063,0,1,1,0,0,0,2,0,0,0,0,0,[0]
4284,1,1,0,0,0,1,2,0,0,0,0,0,[0]
574,0,1,0,4,0,0,2,0,0,0,0,0,[0]
4065,1,1,1,0,0,0,3,0,0,0,0,0,[0]
351,1,0,3,0,0,0,4,0,0,0,0,0,[0]
4312,1,1,0,0,0,0,4,0,0,0,0,0,[0]
925,0,1,0,0,0,1,1,0,0,0,0,0,[0]
7437,0,3,0,0,4,0,10,9,3,2,0,0,[0]
6718,1,1,2,0,0,1,3,0,0,0,0,0,[0]
6087,0,1,1,0,0,1,2,0,0,0,0,0,[0]
569,1,1,1,0,0,0,5,0,0,0,0,0,[0]
1156,0,1,1,0,0,0,4,0,0,0,0,0,[0]
7638,0,3,1,0,0,0,4,5,1,1,1,0,[0]
2963,0,1,1,0,0,1,1,0,0,0,0,0,[0]
186,1,1,0,0,0,1,4,0,0,0,0,0,[0]
4847,0,1,2,6,0,0,1,0,0,0,0,0,[0]
1264,0,1,2,0,0,0,4,0,0,0,0,0,[0]
4230,0,3,2,0,0,0,1,0,0,0,0,0,[0]
3203,0,1,0,0,0,0,1,0,0,0,0,0,[0]
7661,1,0,2,0,0,1,8,9,1,0,0,0,[0]
45,0,2,1,1,0,1,1,0,0,0,0,0,[0]
3767,0,1,3,0,0,0,1,0,0,0,0,0,[0]
536,1,1,0,1,0,1,3,0,0,0,0,0,[0]
3590,0,1,0,0,0,0,3,0,0,0,0,0,[0]
3770,0,1,0,0,0,1,2,0,0,0,0,0,[0]
1165,0,1,1,1,0,0,1,0,0,0,0,0,[0]
1406,0,3,1,0,0,0,3,0,0,0,0,0,[0]
6413,0,1,1,0,0,0,2,0,0,0,0,0,[0]
941,0,1,0,0,0,1,2,0,0,0,0,0,[0]
1347,0,2,1,0,0,1,1,0,0,0,0,0,[0]
3563,0,1,1,0,0,1,3,0,0,0,0,0,[0]
2353,0,2,1,0,0,1,1,0,0,0,0,0,[0]
234,0,1,0,0,0,0,3,0,0,0,0,0,[0]
6209,0,1,2,1,0,0,6,0,0,0,0,0,[0]
276,0,2,1,0,0,0,4,0,0,0,0,0,[0]
7929,0,0,1,3,4,0,9,4,1,0,0,0,[0]
4117,0,2,1,1,0,1,1,0,0,0,0,0,[0]
5369,1,3,1,1,0,1,1,0,0,0,0,0,[0]
7527,0,0,2,4,4,0,5,6,1,0,0,0,[0]
4021,0,1,0,1,0,1,2,2,0,0,0,0,[0]
3375,0,2,1,0,0,0,2,0,0,0,0,0,[0]
729,0,1,3,0,0,1,7,0,0,0,0,0,[0]
6368,0,2,0,0,0,1,1,4,0,0,0,0,[0]
1287,0,1,0,0,0,0,3,0,0,0,0,0,[0]
219,0,2,1,0,0,0,1,0,0,0,0,0,[0]
3414,0,1,1,0,0,0,3,0,0,0,0,0,[0]
691,0,1,1,0,0,0,3,0,0,0,0,0,[0]
1664,1,2,2,0,1,0,6,0,0,0,0,0,[0]
695,0,2,1,5,0,0,1,0,0,0,0,0,[0]
5137,0,1,1,0,0,0,1,0,0,0,0,0,[0]
3913,0,1,3,1,0,1,1,0,0,0,0,0,[0]
4892,1,2,0,0,0,0,2,0,0,0,0,0,[0]
1227,0,1,1,1,0,1,1,0,0,0,0,0,[0]
4422,1,2,1,0,0,1,1,0,0,0,0,0,[0]
6026,1,1,1,0,0,1,4,0,0,0,0,0,[0]
3432,0,2,1,1,0,0,2,0,0,0,0,0,[0]
99,0,2,1,0,0,0,1,0,0,0,0,0,[0]
2411,0,3,0,0,0,0,6,0,0,0,0,0,[0]
1624,0,1,1,0,0,0,1,0,0,0,0,0,[0]
4532,0,2,0,1,1,0,4,0,0,0,0,0,[0]
2586,0,1,2,0,0,0,2,0,0,0,0,0,[0]
4652,0,1,0,0,0,0,2,0,0,0,0,0,[0]
299,0,1,0,0,0,1,1,0,0,0,0,0,[0]
6308,0,1,0,0,0,1,2,0,0,0,0,0,[0]
7454,1,2,1,3,0,1,2,7,2,0,0,0,[0]
7504,0,0,3,4,3,0,5,0,3,2,0,0,[0]
1049,1,2,1,2,0,1,3,0,0,0,0,0,[0]
3745,0,2,1,0,0,0,2,0,0,0,0,0,[0]
763,0,0,1,0,0,0,4,0,0,0,0,0,[0]
6533,0,2,1,0,0,1,1,0,0,0,0,0,[0]
311,0,1,1,0,1,0,5,0,0,0,0,0,[0]
4898,0,2,1,1,0,1,1,0,0,0,0,0,[0]
2000,0,2,3,2,0,0,1,0,0,0,0,0,[0]
6000,0,1,1,0,0,0,3,0,0,0,0,0,[0]
605,0,1,0,1,0,0,1,0,0,0,0,0,[0]
6234,0,1,1,0,0,0,1,0,0,0,0,0,[0]
5636,0,2,1,5,0,0,1,0,0,0,0,0,[0]
5891,1,1,0,1,0,1,1,0,0,0,0,0,[0]
5776,1,1,0,0,0,0,2,0,0,0,0,0,[0]
