,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
18614,0,3,1,1,4,0,8,0,0,2,2,1,[1]
12568,0,3,3,6,4,1,2,3,3,0,2,1,[1]
15716,0,3,1,2,2,1,10,5,0,2,0,1,[1]
2401,0,1,3,0,0,1,10,0,0,0,0,1,[1]
5642,1,1,0,0,0,1,8,9,0,0,0,1,[1]
8645,1,0,3,0,0,1,2,1,0,2,2,1,[1]
8214,1,1,1,0,4,0,6,4,2,1,2,1,[1]
10786,0,0,0,5,1,0,1,1,2,0,2,1,[1]
4895,0,1,1,0,1,0,8,0,0,0,0,1,[1]
3169,1,1,0,0,0,0,6,0,0,0,0,1,[1]
16324,1,2,2,1,1,1,1,7,1,0,0,1,[1]
5065,0,1,0,0,0,0,5,0,0,0,0,1,[1]
4908,0,1,0,0,0,0,8,0,0,0,0,1,[1]
19728,1,1,3,6,4,1,2,5,0,0,1,1,[1]
6096,0,1,0,0,0,0,10,0,0,0,0,1,[1]
8829,1,3,0,0,0,0,7,6,0,1,2,1,[1]
4218,0,1,0,0,0,0,9,0,0,0,0,1,[1]
11823,0,1,2,6,4,0,7,5,3,1,2,1,[1]
7239,0,1,1,6,3,0,7,9,0,2,0,1,[1]
4120,0,1,0,0,0,0,9,0,0,0,0,1,[1]
17580,1,0,3,6,2,0,6,5,0,0,2,1,[1]
3835,0,1,0,0,1,0,8,0,0,0,0,1,[1]
14108,0,2,0,6,3,0,7,5,0,0,0,1,[1]
2247,0,1,1,1,0,1,8,0,0,0,0,1,[1]
17843,1,0,2,6,4,0,8,8,3,2,1,1,[1]
9958,0,0,0,5,0,1,3,9,1,1,2,1,[1]
891,0,1,0,0,1,0,9,0,0,0,0,1,[1]
7661,0,2,3,0,4,0,6,0,1,1,1,1,[1]
15675,0,2,3,5,4,1,8,1,2,0,1,1,[1]
1463,1,1,0,0,0,1,7,0,0,0,0,1,[1]
8069,1,3,1,3,1,0,10,3,1,2,2,1,[1]
14480,1,0,1,6,3,0,4,2,1,1,2,1,[1]
9624,1,3,0,6,4,0,7,4,0,2,1,1,[1]
12787,0,3,2,0,4,1,9,8,2,2,2,1,[1]
14667,1,1,2,0,2,1,9,0,2,1,0,1,[1]
6016,0,2,1,0,2,0,6,0,0,0,0,1,[1]
7763,0,2,1,0,4,1,2,4,1,0,1,1,[1]
18485,0,2,1,3,3,1,2,9,2,2,2,1,[1]
17514,1,1,2,0,4,1,4,7,2,1,1,1,[1]
12453,0,3,3,1,1,1,6,6,1,0,0,1,[1]
9726,0,0,1,3,4,0,2,4,1,1,2,1,[1]
15783,0,1,2,1,0,0,9,5,3,1,1,1,[1]
18500,0,1,3,4,2,0,8,4,3,1,0,1,[1]
11902,0,0,2,3,2,1,9,9,3,0,1,1,[1]
10488,1,0,2,6,4,1,8,8,0,1,0,1,[1]
12656,1,3,1,3,1,0,10,1,2,2,1,1,[1]
18383,1,3,2,3,1,0,1,9,2,1,0,1,[1]
943,0,1,0,0,0,0,5,0,0,0,0,1,[1]
16685,0,0,3,1,1,1,2,7,1,2,1,1,[1]
14955,0,0,2,2,4,0,1,8,3,2,1,1,[1]
14378,1,1,0,4,3,1,5,6,3,0,1,1,[1]
14793,1,3,0,3,1,1,8,7,2,1,0,1,[1]
1416,0,2,1,5,1,1,4,0,0,0,0,1,[1]
16101,1,1,2,0,2,0,7,7,2,2,1,1,[1]
8543,1,1,3,4,2,0,8,6,3,0,0,1,[1]
19536,0,1,3,3,1,1,1,0,2,0,0,1,[1]
11056,0,1,1,4,4,1,2,0,1,1,0,1,[1]
14166,0,1,3,1,2,0,8,9,2,2,0,1,[1]
11652,0,0,3,3,1,0,8,0,3,0,1,1,[1]
9355,1,1,1,5,1,0,9,4,2,0,1,1,[1]
6055,0,1,1,0,0,1,8,0,0,0,0,1,[1]
10814,0,1,1,4,3,0,2,3,3,1,1,1,[1]
11749,0,2,1,1,2,0,8,9,0,0,1,1,[1]
6632,0,1,1,0,0,0,10,0,0,0,0,1,[1]
837,0,1,1,0,0,0,8,0,0,0,0,1,[1]
19249,1,0,3,2,4,1,4,6,3,2,0,1,[1]
4380,0,1,0,0,0,1,3,0,0,0,0,1,[1]
5425,0,1,0,0,2,0,8,0,0,0,0,1,[1]
3561,0,1,1,0,0,0,8,0,0,0,0,1,[1]
11523,1,3,2,6,2,1,6,0,3,0,0,1,[1]
6707,0,1,1,0,1,1,8,0,0,0,0,1,[1]
9336,1,0,3,2,2,0,4,8,1,2,0,1,[1]
11352,0,2,3,4,2,1,1,4,1,1,0,1,[1]
4839,0,1,0,0,1,0,7,0,0,0,0,1,[1]
14128,1,2,2,0,0,0,5,2,3,0,0,1,[1]
3810,0,2,0,5,3,0,5,0,0,0,0,1,[1]
387,0,1,0,0,1,0,8,0,0,0,0,1,[1]
7268,0,3,2,2,2,0,8,7,3,2,0,1,[1]
13355,1,0,3,1,2,1,4,7,3,2,0,1,[1]
5529,0,1,0,4,0,0,5,0,0,0,0,1,[1]
5398,0,1,0,0,0,0,8,0,0,0,0,1,[1]
15664,0,0,0,2,1,0,5,7,3,2,1,1,[1]
736,0,1,0,0,0,0,9,0,0,0,0,1,[1]
16800,0,0,1,4,4,1,3,9,2,0,0,1,[1]
15144,1,0,2,1,3,1,9,9,1,0,1,1,[1]
6187,1,2,1,0,2,0,7,0,0,0,0,1,[1]
18801,0,3,2,3,0,1,4,0,3,0,1,1,[1]
938,1,1,1,0,0,0,9,0,0,0,0,1,[1]
6279,1,1,0,0,0,0,6,0,0,0,0,1,[1]
2573,0,1,0,0,1,1,10,0,0,0,0,1,[1]
625,0,1,0,0,1,0,7,0,0,0,0,1,[1]
15483,1,0,0,4,0,1,8,7,2,1,1,1,[1]
16262,0,2,0,2,2,0,5,2,3,2,2,1,[1]
14688,1,0,3,3,4,0,9,2,1,2,2,1,[1]
17185,1,2,2,4,4,0,5,8,2,1,0,1,[1]
15919,0,0,2,2,1,1,9,0,0,2,2,1,[1]
3994,0,1,0,0,1,0,6,0,0,0,0,1,[1]
2164,0,1,0,0,1,0,8,0,0,0,0,1,[1]
9506,1,2,1,1,3,1,8,5,1,2,1,1,[1]
4885,0,1,0,0,0,1,9,0,0,0,0,1,[1]
16531,0,2,0,2,1,0,2,6,2,0,2,1,[1]
1637,0,1,0,0,0,1,3,0,0,0,0,1,[1]
12155,1,3,0,4,0,1,3,1,3,1,0,1,[1]
5373,0,1,0,0,1,1,8,0,0,0,0,1,[1]
13465,1,3,1,6,3,0,9,8,3,1,1,1,[1]
15566,1,3,2,3,1,1,2,9,2,2,1,1,[1]
13190,1,0,1,6,4,0,2,6,2,2,1,1,[1]
9617,1,2,1,1,1,0,10,4,2,1,0,1,[1]
10592,1,0,0,2,2,1,4,3,2,1,1,1,[1]
9871,1,1,2,4,2,0,5,8,2,1,2,1,[1]
11925,0,0,0,6,3,0,8,2,1,1,0,1,[1]
1428,0,1,0,0,1,1,9,0,0,0,0,1,[1]
6141,1,1,0,0,0,0,9,0,0,0,0,1,[1]
3345,0,0,1,0,0,0,10,0,0,0,0,1,[1]
12447,1,3,1,1,1,0,9,1,3,1,0,1,[1]
16476,0,3,3,2,1,1,5,2,0,2,0,1,[1]
3565,0,1,0,0,1,0,7,0,2,0,0,1,[1]
12010,1,3,1,1,4,0,7,3,1,0,2,1,[1]
18728,1,2,0,2,4,0,3,5,3,2,1,1,[1]
18972,1,2,2,0,2,1,10,7,0,2,1,1,[1]
4668,1,1,0,0,0,1,7,0,0,0,0,1,[1]
292,0,1,0,0,0,1,8,0,0,0,0,1,[1]
9676,1,1,2,4,0,1,4,2,0,0,2,1,[1]
15672,1,0,0,2,0,1,5,5,1,1,1,1,[1]
10419,0,3,3,0,1,0,5,1,2,1,0,1,[1]
19619,1,3,0,5,3,0,5,5,2,2,2,1,[1]
19990,0,3,3,6,1,0,8,1,3,0,2,1,[1]
1953,0,2,3,0,0,0,8,0,0,0,0,1,[1]
9532,1,0,1,0,2,1,2,4,1,0,0,1,[1]
2937,0,1,0,0,0,0,10,0,0,0,0,1,[1]
10891,0,0,2,3,3,1,3,7,1,2,0,1,[1]
9546,0,3,2,0,4,1,8,8,1,1,1,1,[1]
4904,0,1,0,0,0,1,9,0,0,0,0,1,[1]
15336,0,1,2,2,0,0,4,0,3,2,0,1,[1]
1891,0,1,0,0,1,0,8,0,0,0,0,1,[1]
16653,0,3,2,5,2,1,3,6,2,1,1,1,[1]
11193,0,3,3,2,2,0,3,5,2,1,0,1,[1]
19839,0,3,2,2,3,0,10,1,1,1,1,1,[1]
18631,1,3,3,1,2,1,4,2,1,0,1,1,[1]
2278,0,1,0,0,0,0,6,0,0,0,0,1,[1]
5895,0,1,0,0,0,0,5,0,0,0,0,1,[1]
18318,1,1,1,6,3,1,4,2,1,1,0,1,[1]
324,0,1,0,0,0,0,6,0,0,0,0,1,[1]
10682,1,2,2,1,2,1,3,4,3,0,0,1,[1]
741,0,2,0,0,1,0,6,0,0,0,0,1,[1]
19193,0,2,0,1,0,0,10,3,3,0,1,1,[1]
10326,1,2,3,6,0,0,6,4,2,2,2,1,[1]
4330,0,1,0,0,0,0,6,0,0,0,0,1,[1]
19126,0,2,2,1,4,1,1,6,1,2,2,1,[1]
2047,0,1,0,0,3,0,10,0,0,0,0,1,[1]
6505,1,2,0,0,2,0,10,0,0,0,0,1,[1]
12296,0,2,2,2,3,0,4,9,2,2,1,1,[1]
3780,0,1,0,0,0,0,9,0,0,0,0,1,[1]
7487,0,0,3,0,0,0,7,1,3,2,2,1,[1]
19558,1,1,1,3,1,1,6,9,3,2,2,1,[1]
16968,0,1,0,0,4,1,3,4,3,0,2,1,[1]
10780,0,3,0,1,1,0,3,8,2,0,1,1,[1]
4575,0,1,0,0,0,1,5,0,0,0,0,1,[1]
2752,0,1,0,0,0,1,9,0,0,0,0,1,[1]
13908,1,2,2,5,0,0,2,4,1,1,0,1,[1]
15808,1,0,0,5,2,0,3,5,3,0,2,1,[1]
5238,0,1,0,0,1,0,10,0,0,0,0,1,[1]
