,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
3228,0,1,2,0,1,0,7,0,0,0,0,1,[0]
2745,0,1,1,0,0,0,3,0,0,0,0,1,[0]
3491,0,1,3,0,1,0,8,0,0,0,0,1,[0]
2495,0,2,0,0,0,1,5,0,0,0,0,1,[0]
7535,1,2,3,3,4,0,6,1,3,2,0,1,[0]
1909,0,1,3,0,0,0,6,0,0,0,0,1,[0]
7169,0,3,0,4,1,1,9,1,3,0,2,1,[0]
1578,0,1,0,0,0,0,3,0,0,0,0,1,[0]
4726,1,3,0,0,1,0,8,0,0,0,0,1,[0]
1961,0,1,2,0,1,0,5,0,0,0,0,1,[0]
5735,0,2,2,1,0,1,1,0,0,0,0,1,[0]
5668,0,1,1,0,1,1,5,0,0,0,0,1,[0]
6986,0,2,0,2,3,1,5,5,1,2,2,1,[0]
1005,0,1,0,0,0,0,3,0,0,0,0,1,[0]
3583,1,2,1,0,0,1,1,0,0,0,0,1,[0]
1682,0,1,0,0,0,0,2,0,0,0,0,1,[0]
5129,0,2,1,1,0,0,2,0,0,0,0,1,[0]
3472,1,2,2,1,0,0,3,0,0,0,0,1,[0]
2402,1,1,0,0,0,1,8,0,0,0,0,1,[0]
5081,1,1,1,0,0,0,2,0,0,0,0,1,[0]
1711,1,1,0,0,0,0,3,0,0,0,0,1,[0]
946,0,1,0,1,0,0,3,0,0,0,0,1,[0]
4089,0,1,1,0,0,0,3,0,0,0,0,1,[0]
4513,0,2,1,0,0,0,4,0,0,0,0,1,[0]
7347,1,1,0,2,4,0,2,8,1,2,2,1,[0]
4907,1,2,1,0,0,0,9,0,0,0,0,1,[0]
4032,0,1,1,0,0,1,1,0,0,0,0,1,[0]
3211,0,2,0,0,0,1,6,0,0,0,0,1,[0]
7620,1,0,2,3,4,0,3,4,0,1,2,1,[0]
1628,0,1,1,0,0,1,3,0,0,0,0,1,[0]
2730,0,1,3,0,0,0,1,0,0,0,0,1,[0]
1681,0,1,0,1,0,0,9,0,0,0,0,1,[0]
3039,0,2,1,0,0,1,4,0,0,0,0,1,[0]
784,0,1,1,0,0,1,3,0,0,0,0,1,[0]
3708,0,1,0,0,0,1,4,0,0,0,0,1,[0]
6126,0,1,0,0,0,0,2,0,0,0,0,1,[0]
2772,0,2,1,5,0,1,1,0,0,0,0,1,[0]
2984,0,1,0,0,0,0,2,0,0,0,0,1,[0]
7098,1,0,2,0,4,0,10,4,0,0,1,1,[0]
813,0,1,1,0,0,0,4,0,0,0,0,1,[0]
6678,0,1,0,0,0,1,6,0,0,0,0,1,[0]
2967,1,3,0,0,0,1,1,0,0,0,0,1,[0]
