,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
1483,0,1,3,0,0,0,1,0,0,0,0,0,[0]
3727,0,1,2,0,0,1,2,0,0,0,0,0,[0]
234,0,1,0,0,0,0,3,0,0,0,0,0,[0]
4735,1,3,1,1,0,1,1,0,0,0,0,0,[0]
2939,0,1,2,1,0,1,1,0,0,0,0,0,[0]
3053,0,2,3,0,0,0,1,0,0,0,0,0,[0]
276,0,2,1,0,0,0,4,0,0,0,0,0,[0]
5789,0,1,0,1,0,0,2,0,0,0,0,0,[0]
3198,0,1,0,0,0,1,2,0,0,0,0,0,[0]
2687,0,1,0,0,0,1,1,0,0,0,0,0,[0]
250,0,1,3,0,0,0,1,0,0,0,0,0,[0]
3771,0,2,1,0,0,1,1,0,0,0,0,0,[0]
4916,0,2,0,2,0,0,1,0,0,0,0,0,[0]
984,0,2,0,0,0,1,1,0,0,0,0,0,[0]
931,1,1,0,0,0,0,4,0,0,0,0,0,[0]
3203,0,1,0,0,0,0,1,0,0,0,0,0,[0]
5962,0,1,2,0,0,0,10,0,0,0,0,0,[0]
4230,0,3,2,0,0,0,1,0,0,0,0,0,[0]
3880,1,1,1,0,0,1,6,0,0,0,0,0,[0]
3573,0,2,0,5,0,0,4,0,0,0,0,0,[0]
5477,0,1,1,0,0,0,1,0,0,0,0,0,[0]
1240,0,2,1,0,0,1,2,0,0,0,0,0,[0]
554,1,2,1,5,0,1,1,0,0,0,0,0,[0]
1766,0,2,1,0,0,1,1,0,0,0,0,0,[0]
4629,0,2,0,0,0,0,3,0,0,0,0,0,[0]
2305,0,1,0,0,0,1,5,0,0,0,0,0,[0]
2987,0,1,1,0,0,0,3,0,0,0,0,0,[0]
4546,1,2,1,1,0,1,1,0,0,0,0,0,[0]
5492,0,1,1,6,0,1,3,0,0,0,0,0,[0]
385,0,1,1,0,0,0,2,0,0,0,0,0,[0]
161,0,2,2,1,0,1,1,0,0,0,0,0,[0]
1373,1,2,1,5,0,0,1,0,0,0,0,0,[0]
5519,0,1,1,1,0,0,2,0,0,0,0,0,[0]
4457,0,2,1,4,0,0,1,0,0,0,0,0,[0]
4545,0,1,0,0,3,0,6,0,0,0,0,0,[0]
957,0,1,0,0,0,0,4,2,0,0,0,0,[0]
2442,1,2,0,0,0,0,2,0,0,0,0,0,[0]
580,0,2,0,1,0,1,1,0,0,0,0,0,[0]
2555,1,2,1,3,0,1,1,0,0,0,0,0,[0]
