,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
4962,0,1,0,0,1,0,8,0,0,0,0,1,[1]
5437,0,2,0,0,2,0,8,0,0,0,0,1,[1]
8517,0,1,1,6,4,0,9,4,0,2,2,1,[1]
6111,0,1,0,0,0,0,6,0,0,0,0,1,[1]
7673,0,1,0,2,0,0,7,5,1,1,0,1,[1]
2907,1,1,2,5,1,0,4,0,0,0,0,1,[1]
3092,0,0,0,0,0,0,8,0,0,0,0,1,[1]
130,0,1,0,1,0,1,2,0,0,0,0,1,[1]
1988,0,1,0,0,0,0,10,0,0,0,0,1,[1]
6880,0,1,1,0,0,1,10,0,0,0,0,1,[1]
2874,0,1,1,0,0,1,7,0,0,0,0,1,[1]
9725,1,1,3,3,0,1,10,3,3,1,1,1,[1]
3304,0,1,1,0,0,0,5,0,0,0,0,1,[1]
8133,1,2,0,5,2,1,7,3,1,0,2,1,[1]
1764,0,1,0,1,0,1,2,0,0,0,0,1,[1]
4687,0,1,0,2,0,0,6,0,0,0,0,1,[1]
5131,0,1,0,0,0,0,9,0,0,0,0,1,[1]
4049,0,1,0,0,0,0,5,0,0,0,0,1,[1]
6391,0,1,0,0,1,0,8,0,0,0,0,1,[1]
5194,0,1,0,0,1,0,10,0,0,1,0,1,[1]
2159,0,1,0,0,3,0,10,0,0,0,0,1,[1]
2023,0,2,1,0,0,0,6,0,0,0,0,1,[1]
222,0,1,0,4,1,1,9,0,0,0,0,1,[1]
625,0,1,0,0,1,0,7,0,0,0,0,1,[1]
4699,0,0,0,0,0,0,8,0,0,0,0,1,[1]
3207,0,1,2,0,0,0,5,0,0,0,0,1,[1]
4942,0,2,0,0,1,1,1,0,0,0,0,1,[1]
6203,0,1,1,0,0,1,5,0,0,0,0,1,[1]
9647,0,0,3,4,4,0,10,0,2,1,2,1,[1]
1755,0,2,0,2,2,1,9,0,0,0,0,1,[1]
1615,1,1,1,0,0,0,6,0,0,0,0,1,[1]
9629,1,3,2,6,4,1,8,1,3,1,0,1,[1]
1289,0,1,0,0,1,1,9,0,0,0,0,1,[1]
8190,1,3,3,1,1,0,1,1,3,2,1,1,[1]
3953,0,0,1,0,0,0,6,0,0,0,0,1,[1]
6686,0,2,0,1,1,0,6,0,0,0,0,1,[1]
1571,0,1,0,0,1,0,10,0,0,0,0,1,[1]
1515,0,1,0,0,1,0,10,0,0,0,0,1,[1]
7313,0,3,1,2,0,1,10,4,1,2,1,1,[1]
2362,0,1,0,0,0,0,6,0,0,0,0,1,[1]
7832,0,1,2,5,2,1,8,7,3,0,1,1,[1]
1572,0,1,0,0,2,0,9,0,0,0,0,1,[1]
1986,0,1,1,0,0,0,5,0,0,0,0,1,[1]
2438,0,1,0,0,1,0,5,0,0,0,0,1,[1]
1967,0,1,0,0,1,0,6,0,0,0,0,1,[1]
4268,0,3,0,0,2,0,8,0,0,0,0,1,[1]
1868,0,1,0,4,0,1,3,0,0,0,0,1,[1]
6565,0,2,0,1,2,0,7,0,0,0,0,1,[1]
8415,1,3,1,4,2,1,2,4,2,2,0,1,[1]
7759,0,0,1,2,1,1,3,1,3,0,2,1,[1]
9541,0,0,0,6,4,0,7,5,2,0,0,1,[1]
4659,1,1,1,0,2,0,10,0,0,0,0,1,[1]
6711,0,1,0,0,1,0,10,0,0,0,0,1,[1]
9857,1,1,2,3,4,1,8,0,0,1,0,1,[1]
4560,0,1,0,0,2,0,10,0,0,0,0,1,[1]
1873,0,2,0,0,1,0,5,0,0,0,0,1,[1]
1820,0,1,2,0,0,1,5,0,0,0,0,1,[1]
6142,0,1,0,0,0,0,8,0,0,0,0,1,[1]
5680,0,1,0,4,1,0,9,0,0,0,0,1,[1]
9759,1,0,1,0,3,1,10,5,3,2,1,1,[1]
6260,0,0,0,0,0,1,4,0,0,0,0,1,[1]
9492,1,3,1,1,2,1,3,2,0,2,1,1,[1]
5892,0,1,0,0,2,0,9,0,0,0,0,1,[1]
9453,1,1,3,6,2,0,10,8,3,1,0,1,[1]
830,0,1,0,0,1,0,8,0,0,0,0,1,[1]
3632,0,1,0,0,1,0,8,0,0,0,0,1,[1]
5692,1,1,1,0,0,0,2,0,0,0,0,1,[1]
2649,0,0,3,0,0,0,6,0,0,0,0,1,[1]
278,0,1,0,0,0,1,8,0,0,0,0,1,[1]
8295,0,2,2,0,4,0,10,0,3,2,1,1,[1]
9052,0,0,1,0,4,1,2,9,3,1,2,1,[1]
5847,0,0,2,0,0,0,10,0,0,0,0,1,[1]
7772,0,3,1,0,3,0,1,4,1,2,1,1,[1]
1545,0,1,0,0,1,0,8,0,0,0,0,1,[1]
825,0,1,0,0,0,0,4,0,0,0,0,1,[1]
594,1,0,1,0,0,0,10,0,0,0,0,1,[1]
4351,0,1,0,0,0,0,5,0,0,0,0,1,[1]
8714,0,2,2,1,2,0,9,6,3,0,2,1,[1]
128,0,1,0,0,0,0,7,0,0,0,0,1,[1]
7506,0,0,2,4,3,0,8,9,2,0,0,1,[1]
3675,0,1,1,0,0,0,6,0,0,0,0,1,[1]
3086,0,2,0,0,0,0,8,0,0,0,0,1,[1]
674,1,2,1,0,1,0,3,0,0,0,0,1,[1]
112,0,1,0,0,0,0,9,0,0,0,0,1,[1]
6487,0,0,3,0,0,0,10,0,0,0,0,1,[1]
8150,1,0,1,5,3,1,7,4,1,2,1,1,[1]
4642,0,1,0,0,0,1,9,0,0,0,0,1,[1]
473,0,1,0,0,0,0,4,0,0,0,0,1,[1]
3014,0,2,0,0,2,0,8,0,0,0,0,1,[1]
3491,0,1,3,0,1,0,8,0,0,0,0,1,[1]
4993,0,1,1,0,1,0,8,0,0,0,0,1,[1]
2098,0,1,0,0,0,0,7,0,0,0,0,1,[1]
589,0,1,2,0,0,0,5,0,0,0,0,1,[1]
3169,1,1,0,0,0,0,6,0,0,0,0,1,[1]
9381,1,2,0,0,1,1,6,9,1,0,2,1,[1]
9317,0,2,1,6,4,1,5,1,3,2,2,1,[1]
9060,0,3,2,0,2,0,3,4,1,0,2,1,[1]
3195,0,1,3,0,1,1,7,0,0,0,0,1,[1]
6996,1,2,2,5,0,0,1,6,2,0,2,1,[1]
4289,0,1,0,0,0,1,10,0,0,0,0,1,[1]
9818,1,2,0,1,1,1,6,0,2,1,0,1,[1]
3707,0,1,0,0,2,1,9,0,0,0,0,1,[1]
8043,0,0,0,2,4,1,4,5,1,0,1,1,[1]
587,0,1,0,0,0,0,5,0,0,0,0,1,[1]
6207,0,1,0,0,1,0,9,0,0,0,0,1,[1]
1435,0,1,1,0,0,0,7,0,0,0,0,1,[1]
6008,1,1,1,0,0,0,6,0,0,0,0,1,[1]
4432,0,1,0,0,1,1,9,0,0,0,0,1,[1]
6888,1,1,2,0,0,0,4,0,0,0,0,1,[1]
3948,0,1,0,0,0,0,4,0,0,0,0,1,[1]
975,0,1,0,0,2,0,5,0,0,0,0,1,[1]
43,0,1,1,0,1,1,10,0,0,0,0,1,[1]
1312,0,1,0,0,0,0,7,0,0,0,0,1,[1]
7374,1,1,0,3,1,1,2,3,1,2,1,1,[1]
4534,0,1,0,0,0,1,8,0,0,0,0,1,[1]
9168,0,0,2,4,0,1,6,1,2,1,1,1,[1]
6116,1,1,0,0,1,1,7,0,0,0,0,1,[1]
600,0,0,0,0,0,0,9,0,0,0,0,1,[1]
5527,0,1,0,0,0,0,7,0,0,0,0,1,[1]
6243,1,1,0,0,0,0,6,0,0,0,0,1,[1]
4084,0,1,0,0,0,0,6,0,0,0,0,1,[1]
2701,0,1,0,0,0,1,8,0,0,0,0,1,[1]
7067,0,3,2,5,0,1,3,4,2,0,1,1,[1]
8146,1,3,0,2,0,0,2,2,1,1,2,1,[1]
6889,0,1,3,1,2,0,8,5,1,1,0,1,[1]
7209,0,2,1,0,0,0,1,9,0,1,2,1,[1]
7370,0,3,3,1,1,0,7,4,2,2,2,1,[1]
4883,0,1,0,1,0,0,6,0,0,0,0,1,[1]
4621,0,1,0,0,0,0,7,0,0,0,0,1,[1]
2598,0,1,0,0,1,1,8,0,0,0,0,1,[1]
5606,0,1,0,0,0,0,4,0,0,0,0,1,[1]
7921,1,3,0,3,3,1,6,2,1,1,2,1,[1]
1620,0,1,0,0,0,0,7,0,0,0,0,1,[1]
8349,0,1,2,4,3,0,1,2,3,1,0,1,[1]
2620,1,1,3,1,0,0,4,0,0,0,0,1,[1]
9230,0,1,0,2,0,0,4,9,1,2,2,1,[1]
342,0,1,0,0,0,1,10,0,0,0,0,1,[1]
6819,0,0,0,0,0,0,10,0,0,0,0,1,[1]
9632,1,1,2,3,3,0,10,0,0,2,2,1,[1]
5604,0,1,0,0,0,1,7,0,0,0,0,1,[1]
9241,0,0,0,0,0,1,8,2,3,0,1,1,[1]
2958,1,1,1,0,1,0,4,0,0,0,0,1,[1]
7432,1,0,0,0,2,1,6,1,3,0,0,1,[1]
8503,1,2,3,0,3,0,5,2,0,0,1,1,[1]
