,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
1902,0,1,0,0,1,0,9,0,0,0,0,1,[1]
10786,0,0,0,5,1,0,1,1,2,0,2,1,[1]
4636,0,1,1,0,0,1,6,0,0,0,0,1,[1]
2030,0,1,0,0,1,0,10,0,0,0,0,1,[1]
946,0,1,0,1,0,0,3,0,0,0,0,1,[1]
2711,0,1,0,0,0,0,8,0,0,0,0,1,[1]
10282,0,2,0,6,2,0,2,0,1,2,1,1,[1]
1293,0,1,0,0,0,0,10,0,0,0,0,1,[1]
5185,0,1,2,0,0,0,8,0,0,0,0,1,[1]
4803,1,2,1,0,3,0,9,0,0,0,0,1,[1]
4594,0,0,0,0,0,0,10,0,0,0,0,1,[1]
6476,0,1,0,0,1,1,8,0,0,0,0,1,[1]
1988,0,1,0,0,0,0,10,0,0,0,0,1,[1]
135,0,1,0,0,1,0,8,0,0,0,0,1,[1]
8101,0,0,0,6,2,1,10,4,3,2,2,1,[1]
6283,0,3,0,0,2,1,9,0,0,0,0,1,[1]
2336,0,1,0,0,0,0,6,0,0,0,0,1,[1]
9133,1,1,3,3,4,0,9,0,2,1,2,1,[1]
6662,0,1,0,0,0,1,3,9,0,0,0,1,[1]
11210,0,0,0,4,3,1,9,7,2,2,1,1,[1]
7182,1,0,3,1,2,1,1,7,2,1,0,1,[1]
1416,0,2,1,5,1,1,4,0,0,0,0,1,[1]
7170,1,2,2,3,3,0,4,0,3,0,0,1,[1]
10905,1,2,2,4,1,0,6,3,1,2,0,1,[1]
5678,0,2,0,0,2,0,7,0,0,0,0,1,[1]
1649,0,1,1,0,0,0,7,0,0,0,0,1,[1]
5289,0,1,3,0,1,0,9,0,0,0,0,1,[1]
3895,0,1,0,0,0,1,8,0,0,0,0,1,[1]
5664,0,1,1,4,0,1,5,0,0,0,0,1,[1]
11768,1,3,2,4,3,1,6,4,3,0,2,1,[1]
1325,0,0,0,0,0,0,4,0,0,0,0,1,[1]
2038,0,2,0,0,0,1,2,0,0,0,0,1,[1]
5307,1,1,1,0,0,1,7,0,0,0,0,1,[1]
10916,0,0,2,2,0,0,6,4,2,2,1,1,[1]
7351,0,0,3,4,1,0,1,4,2,0,1,1,[1]
3785,0,1,0,0,0,1,9,0,0,0,0,1,[1]
448,1,1,0,0,0,0,9,0,0,0,0,1,[1]
2164,0,1,0,0,1,0,8,0,0,0,0,1,[1]
3298,1,1,1,4,0,0,4,0,0,0,0,1,[1]
3706,0,1,1,0,0,0,9,0,0,0,0,1,[1]
2701,0,1,0,0,0,1,8,0,0,0,0,1,[1]
8190,1,3,3,1,1,0,1,1,3,2,1,1,[1]
2908,0,1,0,0,1,0,10,0,0,0,0,1,[1]
2021,0,0,0,0,0,0,9,0,0,0,0,1,[1]
9967,0,1,3,1,4,1,6,6,3,1,2,1,[1]
8440,1,2,2,2,4,1,10,2,1,0,2,1,[1]
8789,1,0,1,5,4,1,8,8,2,2,2,1,[1]
1071,0,1,0,0,1,1,9,0,0,0,0,1,[1]
7578,0,0,3,2,0,1,1,3,0,1,1,1,[1]
10529,1,1,1,1,3,1,2,8,2,1,0,1,[1]
1543,0,2,0,2,1,0,7,0,0,0,0,1,[1]
3520,0,1,0,0,0,0,8,0,0,0,0,1,[1]
7701,0,2,1,6,4,0,2,3,1,2,0,1,[1]
10851,1,0,2,3,1,1,4,8,3,2,2,1,[1]
7064,0,2,3,4,1,0,4,9,2,2,1,1,[1]
9032,0,0,2,4,1,0,9,5,2,0,0,1,[1]
430,1,2,0,0,0,0,10,0,0,0,0,1,[1]
7994,1,2,0,3,0,1,6,5,0,0,0,1,[1]
1731,0,1,1,0,0,0,7,0,0,0,0,1,[1]
5473,0,1,1,0,0,0,9,0,0,0,0,1,[1]
7760,1,3,1,3,0,0,10,9,3,0,1,1,[1]
7734,0,2,2,0,3,0,2,2,0,1,1,1,[1]
1454,0,1,0,0,1,0,10,0,0,0,0,1,[1]
10069,0,0,2,5,1,1,6,1,0,2,0,1,[1]
9600,0,1,0,5,2,1,8,7,2,1,2,1,[1]
3423,1,1,0,0,0,0,10,0,0,0,0,1,[1]
7077,1,2,2,6,3,0,5,3,1,1,2,1,[1]
1956,0,1,0,0,0,0,6,0,0,0,0,1,[1]
10542,0,3,1,3,2,0,9,4,3,2,0,1,[1]
5073,0,1,0,0,0,0,8,0,0,0,0,1,[1]
932,0,1,0,0,0,0,7,0,0,0,0,1,[1]
5832,0,1,0,0,1,1,6,0,0,0,0,1,[1]
3086,0,2,0,0,0,0,8,0,0,0,0,1,[1]
8078,0,0,2,1,2,1,8,7,0,2,2,1,[1]
9624,1,3,0,6,4,0,7,4,0,2,1,1,[1]
1463,1,1,0,0,0,1,7,0,0,0,0,1,[1]
2722,0,1,3,0,1,0,7,0,0,0,0,1,[1]
447,0,1,0,2,1,0,7,0,0,0,0,1,[1]
