,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,act,pred
16528,0,0,2,0,1,0,2,5,0,1,1,0,[1]
4244,0,3,0,3,1,0,3,0,0,0,0,0,[1]
17420,0,1,0,3,2,0,8,5,3,0,0,0,[1]
6295,0,1,0,0,0,0,7,0,0,0,0,0,[1]
16204,1,0,0,0,4,0,3,9,2,1,1,0,[1]
415,0,1,0,0,0,0,6,0,0,0,0,0,[1]
12492,0,2,2,1,0,1,8,8,1,0,2,0,[1]
18336,0,3,3,3,3,1,6,9,3,2,0,0,[1]
3153,1,1,0,0,0,0,7,0,0,0,0,0,[1]
644,1,2,1,0,0,0,3,0,0,0,0,0,[1]
7484,0,1,1,2,0,0,4,9,2,0,1,0,[1]
7915,1,0,1,0,0,0,1,4,2,2,2,0,[1]
19483,0,2,1,0,0,0,4,7,2,2,0,0,[1]
1104,0,1,0,0,0,1,10,0,0,0,0,0,[1]
8561,1,2,3,4,0,0,8,6,0,2,1,0,[1]
2784,1,1,1,0,0,0,5,0,0,0,0,0,[1]
9119,0,1,0,6,3,0,5,2,2,0,0,0,[1]
7803,1,2,2,2,2,0,10,7,3,2,0,0,[1]
11939,0,0,0,1,4,1,5,2,0,0,0,0,[1]
8222,0,3,1,2,4,0,6,7,3,0,1,0,[1]
18434,1,2,0,0,1,0,6,6,2,2,0,0,[1]
11635,1,3,0,6,3,1,3,0,0,1,0,0,[1]
19916,0,3,1,5,2,0,6,7,1,2,1,0,[1]
16474,0,1,2,3,4,1,8,2,2,0,1,0,[1]
13375,1,3,2,0,2,0,10,0,1,1,0,0,[1]
18787,0,1,0,0,0,0,1,4,2,2,0,0,[1]
5743,0,2,0,0,1,1,9,0,0,0,0,0,[1]
10755,0,1,3,2,1,1,4,5,1,0,1,0,[1]
3301,0,1,0,0,0,0,10,0,0,0,0,0,[1]
16581,0,0,3,3,2,1,7,2,0,2,0,0,[1]
19850,1,3,3,6,2,1,2,4,1,0,2,0,[1]
19246,1,3,2,4,3,0,4,7,1,1,1,0,[1]
1288,0,1,0,0,0,1,8,0,0,0,0,0,[1]
15600,0,2,2,0,0,0,7,6,1,1,0,0,[1]
16622,1,3,2,2,3,1,6,0,2,0,1,0,[1]
11946,1,2,1,4,4,1,9,6,0,2,0,0,[1]
5977,0,2,1,1,0,1,2,0,0,0,0,0,[1]
811,0,1,0,0,0,0,8,0,0,0,0,0,[1]
13622,0,2,1,6,1,1,4,4,3,1,1,0,[1]
8120,1,0,0,6,4,1,5,8,0,0,0,0,[1]
9373,1,3,1,5,4,1,9,4,1,1,1,0,[1]
1602,1,2,1,2,1,0,2,0,0,0,0,0,[1]
10434,1,0,0,2,1,1,8,5,2,1,1,0,[1]
14277,0,1,3,5,3,1,5,5,2,0,0,0,[1]
8161,1,1,2,1,2,0,9,4,3,0,1,0,[1]
8410,0,3,0,1,3,0,7,7,2,0,0,0,[1]
16125,0,3,0,5,3,0,2,0,2,1,2,0,[1]
19290,0,3,1,4,1,1,10,9,2,1,2,0,[1]
18863,0,3,1,1,0,1,4,2,0,1,1,0,[1]
17560,0,3,2,1,2,1,6,5,1,1,1,0,[1]
8735,1,0,1,5,2,0,7,4,0,2,2,0,[1]
17358,1,3,0,4,4,1,6,6,2,2,2,0,[1]
14032,0,0,3,4,0,0,9,0,1,2,0,0,[1]
10090,1,3,3,0,4,0,6,0,2,1,1,0,[1]
12941,0,1,3,6,3,1,9,9,1,2,0,0,[1]
14960,0,1,0,5,3,0,5,3,3,1,1,0,[1]
2544,0,1,0,0,0,0,5,0,0,0,0,0,[1]
11033,1,0,2,2,1,0,5,3,3,1,0,0,[1]
13828,1,2,1,4,0,1,2,2,0,0,0,0,[1]
18796,1,0,1,3,2,1,4,9,2,2,0,0,[1]
16223,0,0,2,2,0,1,4,4,3,0,2,0,[1]
11153,0,3,0,6,3,1,7,1,3,1,0,0,[1]
19827,1,0,3,1,4,0,4,9,1,2,1,0,[1]
490,0,1,0,0,0,1,3,0,0,0,0,0,[1]
10829,0,3,2,6,0,0,5,3,2,0,2,0,[1]
